sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,신세계약국,20130501,경기도 안양시 동안구 관악대로 347 (관양동),경기도 안양시 동안구 관양동 1422번지 17호,13938,37.4042344,126.9614431,,폐업,20130923,031-422-9734,196516.305836962,433565.345093772,,
,신세계약국,20150602,경기도 여주시 가남읍 태평로 23-2,경기도 여주시 가남읍 태평리 141-63번지,12662,37.2029441,127.5463268,,영업중,,031-881-5335,248426.917756259,411371.128049174,,
,신세계약국,20121107,"경기도 오산시 대원로 7 (오산동, 오산프라자)",경기도 오산시 오산동 880번지 6호 오산프라자,18138,37.1469687,127.0695163,,폐업,20200605,031-376-2988,206091.747530386,405000.717589067,,
,신세계약국,20130902,"경기도 부천시 원미구 부천로 19 (심곡동, 부천빌딩 202호)",경기도 부천시 원미구 심곡동 177-13번지 부천빌딩 202호,14634,37.4861028,126.7828853,,폐업,20131107,032-655-1191,180727.03675966,442679.968180517,,
,신세계약국,20071001,,경기도 양평군 양평읍 양근리 309-6,12556,37.4894327,127.4912106,,폐업,20110315,031-771-2287,,,,
,신세계약국,20121112,"경기도 의정부시 청사로 37, 109호 (금오동)",경기도 의정부시 금오동 473번지 3호 109,11757,37.7515172,127.0698521,,영업중,,031-852-2212,206087.860061554,472116.57310828,,
,신세계약국,20091102,경기도 화성시 효행구 봉담읍 샘마을길 31,경기도 화성시 효행구 봉담읍 상리 11-24,18316,37.2175529,126.9506229,,폐업,20120928,031-298-1118,,,,
,신세계약국,20131107,"경기도 부천시 원미구 부천로 19, 202호 (심곡동, 부천빌딩)",경기도 부천시 원미구 심곡동 177-13번지,14634,37.4861028,126.7828853,,폐업,20140106,,180727.03675966,442679.968180517,,
,신세계약국,20090810,,경기도 화성시 효행구 봉담읍 상리  11-24,18316,37.2175529,126.9506229,,폐업,20091102,,,,,
,신세계약국,20101130,"경기도 의정부시 청사로 37, 109호 (금오동)",경기도 의정부시 금오동 473번지 3호  신세계프라자 1층 109호,11757,37.7515172,127.0698521,,폐업,20121112,031-852-2212,206087.860061554,472116.57310828,,
,신세계약국,20140808,"경기도 고양시 일산서구 중앙로 1574, 102호 (대화동, 월드프라자)",경기도 고양시 일산서구 대화동 2205번지 1호 월드프라자 102호,10381,37.6765777,126.7474441,,영업중,,031-911-2933,177650.710164025,463828.456747375,,
,신세계약국,20201022,"경기도 구리시 갈매순환로 202, 로터스타워 102호 (갈매동)",경기도 구리시 갈매동 529 로터스타워 102호,11901,37.6372071,127.1214478,,폐업,20240307,031-575-0142,210652.858662964,459434.426215342,,
,신세계약국,20120701,"경기도 양주시 고읍남로 18, 101동 1층 101,102호 (광사동)","경기도 양주시  654번지 4호 101동 101,102호",11492,37.7949774,127.0794364,,폐업,20130228,,206925.338257842,476941.670550549,,
,신세계약국,20130816,"경기도 남양주시 별내3로 318 (별내동, 103호)",경기도 남양주시  826번지 10호 103호,12097,37.6658583,127.1179234,,폐업,20150723,031-573-5311,210335.598921934,462613.676654488,,
,신세계약국,19971022,경기도 군포시 금재로 2 (금정동),경기도 군포시 금정동 744-6,15834,37.3622545,126.9413826,,영업중,,031-453-9341,194735.895837325,428911.898804927,,
,신세계약국,20071116,경기도 여주시 가남읍 태평로 23,경기도 여주시 가남읍 태평리 141-63,12662,37.2027818,127.5465183,,폐업,20150602,,248426.917756259,411371.128049174,,
,신세계약국,20071130,경기도 의정부시 청사로 37,경기도 의정부시 금오동473-3 신세계프라자 1층109호,11757,37.7515172,127.0698521,,폐업,20101130,031-852-2212,,,,
,신세계약국,20030114,경기도 파주시 후곡로 17 (금촌동),경기도 파주시 금촌동 953번지 3호 경암빌딩,10924,37.7559416,126.7738292,,영업중,,031-949-7949,179997.726798901,472629.09749957,,
,신세계약국,20000706,"경기도 안산시 단원구 고잔1길 16, 4층 (고잔동)",경기도 안산시 단원구 고잔동 535 4층,15360,37.3180426,126.8351702,,영업중,,031-401-3244,185320.730461768,424014.525160138,,
,신세계약국,20100304,"경기도 양주시 고읍남로 18 (광사동,가보프라자 101호,102호)","경기도 양주시 광사동 654번지 4호  가보프라자 101호,102호",11492,37.7949774,127.0794364,,폐업,20120701,031-847-2481,206925.338257842,476941.670550549,,
,신세계약국,20080312,경기도 화성시 효행구 봉담읍 상봉길 35-29,경기도 화성시 효행구 봉담읍 상리 11번지 24호,18316,37.2181628,126.9519034,,폐업,20090810,031-298-1118,195567.04358408,412865.414935805,,
,신세계약국,20140106,경기도 부천시 원미구 부천로 19 (심곡동),경기도 부천시 원미구 심곡동 177-13번지,14634,37.4861028,126.7828853,,폐업,20170203,032-655-1191,180727.03675966,442679.968180517,,
,신세계약국,20180115,경기도 화성시 효행구 봉담읍 샘마을길 31,경기도 화성시 효행구 봉담읍 상리 11-24번지,18316,37.2175529,126.9506229,,영업중,,031-298-1118,,,,
,신세계약국,20080303,경기도 수원시 권선구 정조로 576 (세류동),경기도 수원시 권선구 세류동 497번지 1호,16577,37.2602649,127.0132971,,영업중,,031-224-7828,201116.136682768,417586.231891401,,
,신세계온누리약국,20150323,"경기도 남양주시 진접읍 해밀예당1로 30, 107호 (센타프라자)",경기도 남양주시 진접읍 금곡리 1081번지 3호,12066,37.711776,127.1864532,,폐업,20160418,031-527-0128,216372.302208925,467720.872539086,,
,신세계온누리약국,20131021,"경기도 안양시 동안구 임곡로 62, 116호 (비산동, 임곡프라자)",경기도 안양시 동안구 비산동 514번지 임곡프라자 116호,13916,37.4048351,126.9337448,,영업중,,031-464-0369,,,,
,신세기약국,19980106,경기도 수원시 장안구 팔달로 271 (영화동),경기도 수원시 장안구 영화동 282번지 3호,16269,37.2895826,127.0143832,,영업중,,031-243-4225,201205.126157343,420843.024062736,,
,신세기약국,20120711,"경기도 오산시 발안로 1355, 104,105호 (누읍동, 이림아파트상가)","경기도 오산시 누읍동 559번지 10호 이림아파트상가 104,105호",18125,37.1415946,127.0472861,,폐업,20130423,031-378-8052,204131.735588063,404423.275367429,,
,신세기약국,20070501,"경기도 오산시 발안로 1355 (누읍동, 이림아파트상가 104,105호)","경기도 오산시 누읍동559-10이림아파트상가104호,105호",18125,37.1415946,127.0472861,,폐업,20120711,031-378-8052,,,,
,신세기약국,20130423,"경기도 오산시 발안로 1355, 104,105호 (누읍동, 이림아파트상가동)","경기도 오산시 누읍동 559-10번지 이림아파트상가동 104,105호",18125,37.1415946,127.0472861,,영업중,,031-378-8052,204131.735588063,404423.275367429,,
,신세기약국,19670706,경기도 고양시 덕양구 토당로78번길 7-2 (토당동),경기도 고양시 덕양구 토당동 336-3,10508,37.6224192,126.8190067,,폐업,20131106,031-974-7018,183957.270093085,457800.129709432,,
,신소하약국,20160822,경기도 광명시 오리로 381 (소하동),경기도 광명시 소하동 913-5,14333,37.436452,126.8792939,,영업중,,02-899-1985,189248.952896706,437153.368338378,,
,신소하약국,20000831,"경기도 광명시 오리로 381, 1층 (소하동)","경기도 광명시 소하2동 913번지 5호 , 1층",14333,37.436452,126.8792939,,폐업,20140926,02-899-1985,189248.952896706,437153.368338378,,
,신소하약국,20140929,"경기도 광명시 오리로 381, 1층 (소하동)",경기도 광명시 소하동 913번지 5호 1층,14333,37.436452,126.8792939,,폐업,20160822,02-899-1985,189248.952896706,437153.368338378,,
,신신약국,19990326,"경기도 성남시 중원구 산성대로 496, 1층 (은행동)",성남시 중원구 은행동1634,13157,37.455438,127.1624594,,영업중,,031-743-3748,214303.215661282,439264.82134757,,
,신신약국,20151102,"경기도 김포시 김포한강2로23번길 14, 104호 (장기동, 강변프라자)",경기도 김포시 장기동 2019번지 1호,10090,37.6422847,126.6788749,,폐업,20191101,031-997-9588,171586.637511374,460036.994831343,,
,신신약국,19971210,경기도 안양시 만안구 안양로406번길 8,경기도 안양시 만안구 안양2동 849-2,13990,37.4070883,126.915197,,폐업,,031-443-5882,,,,
,신신약국,20140917,"경기도 김포시 김포한강2로23번길 14, 104호 (장기동, 강변프라자)",경기도 김포시 장기동 2018번지 1호 강변프라자 104호,10090,37.6422847,126.6788749,,폐업,20151102,031-997-9588,171521.73516777,460058.296692054,,
,신신약국,19960113,경기도 고양시 덕양구 화중로152번길 14,경기도 고양시 덕양구 화정동 887-2,10477,37.6402768,126.8336127,,폐업,20100205,031-966-5432,,,,
,신아약국,20000708,"경기도 구리시 건원대로34번길 25, 신아월드코아 1층 104호-105호 (인창동)",경기도 구리시 인창동 672-3 신아월드코아,11921,37.6045877,127.1417225,,영업중,,031-568-4004,212445.456146159,455816.074199329,,
,신안약국,19821217,경기도 안양시 만안구 예술공원로 64,경기도 안양시 만안구 안양2동 40-1,13958,37.4137679,126.9171,,폐업,,031-474-0057,,,,
,신안온누리약국,20090629,"경기도 김포시 감정로38번길 16, 128동 116,117,119호 (감정동, 신안실크밸리1차아파트)",경기도 김포시 감정동 685 신안실크밸리1차아파트,10104,37.6202509,126.6990606,,영업중,,031-983-6196,173374.247657534,457620.673028338,,
,신안프라자약국,20000128,"경기도 안산시 상록구 반석로 54, 신안@상가126동 148호 (본오동, 신안프라자)",경기도 안산시 상록구 본오동 871 신안(아)상가 126동 148호,15541,37.2964785,126.8658235,,폐업,20190406,031-408-3206,187960.429281747,421469.517837306,,
,신약국,20040824,경기도 고양시 덕양구 호국로790번길 17 (성사동),경기도 고양시덕양구 성사동 697번지 14호,10463,37.6562959,126.8372561,,폐업,20041209,,185574.558384174,461557.366168146,,
,신약국,20090123,"경기도 수원시 장안구 화산로 85 (천천동,대우 푸르지오 주상가 205호)",경기도 수원시장안구 천천동 333번지 대우 푸르지오 주상가 205호,16420,37.2902891,126.9811986,,폐업,20110105,031-227-1187,198197.022304205,421059.01335183,,
,신약국,20091202,경기도 안성시 중앙로 380 (서인동),경기도 안성시 서인동 85번지,17581,37.0075061,127.2688928,,폐업,20220317,031-671-7444,223864.416300815,389574.625293746,,
,신약국,20210719,"경기도 의왕시 포일로 43, 대림프라자 3층 304호 (내손동)",경기도 의왕시 내손동 414-3번지 대림프라자 3층 304호,16022,37.3900644,126.9774165,,영업중,,031-422-3133,197931.560423561,432001.419627904,,
,신약국,19741114,경기도 부천시 원미구 부천로 4-1  (심곡동),경기도 부천시 원미구 심곡동 172-14번지,14644,37.4846462,126.7834648,,폐업,20000224,,180778.652642554,442515.52290762,,
,신약국,20070223,"경기도 의정부시 의정로104번길 8, 1층 (가능동)",경기도 의정부시 가능2동 830-2 1층,11623,37.7418496,127.0351653,,폐업,20131202,031-876-4510,203028.434998777,471040.899214662,,
,신양약국,19830303,경기도 수원시 팔달구 매산로 131 (교동),경기도 수원시 팔달구 교동 90번지 7호,16463,37.2721693,127.0147658,,영업중,,,201239.676549906,418920.486508134,,
,신양주종로약국,20131021,경기도 양주시  평화로  1410 (산북동),경기도 양주시 산북동 418번지 9호,11444,37.8168563,127.0465114,,폐업,20140604,,,,,
,신양주종로약국,20140605,경기도 양주시 평화로 1410 (덕계동),경기도 양주시 덕계동 418-9번지,11444,37.8168563,127.0465114,,영업중,,031-859-7077,,,,
,신에스팜약국,20090518,"경기도 안산시 단원구 고잔로 76, 402-1호 (고잔동, 영풍맘모스프라자)",경기도 안산시 단원구 고잔2동 533번지 3호 영풍맘모스프라자 402-1호,15360,37.3188431,126.8348698,,영업중,,031-405-6845,185295.084553074,424099.171349268,,
,신연두약국,20100129,"경기도 안산시 상록구 본오로 46-1, 1층 (본오동)",경기도 안산시 상록구 본오동 720번지 11호 1층,15568,37.2891628,126.8664715,,폐업,20140530,031-439-5858,188090.058790269,420803.642577252,,
,신연세약국,20130627,경기도 화성시 효행구 봉담읍 가마골길 37,경기도 화성시 효행구 봉담읍 왕림리 97번지 3호,18332,37.1989074,126.9400194,,폐업,20161003,031-227-3772,194603.812916156,410783.327208742,,
,신연세약국,20010111,경기도 고양시 덕양구 토당로 102 (토당동),경기도 고양시덕양구 토당동 296번지 21호,10508,37.6240973,126.8177336,,폐업,20020605,,183838.25099791,457993.634216542,,
,신연세약국,20210722,경기도 화성시 효행구 봉담읍 가마골길 37,경기도 화성시 효행구 봉담읍 왕림리 97-3,18332,37.1989074,126.9400194,,영업중,,031-227-3676,194603.812916156,410783.327208742,,
,신연세약국,20190430,경기도 화성시 효행구 봉담읍 가마골길 37,경기도 화성시 효행구 봉담읍 왕림리 97번지 3호,18332,37.1989074,126.9400194,,폐업,20210721,031-227-3676,194603.812916156,410783.327208742,,
,신연세약국,20160930,경기도 화성시 효행구 봉담읍 가마골길 37,경기도 화성시 효행구 봉담읍 왕림리 97-3번지,18332,37.1989074,126.9400194,,폐업,20190430,,,,,
,신영약국,19680906,경기도 파주시 문산읍 문향로 78-1,경기도 파주시 문산읍 문산리 17번지 54호,10824,37.8585668,126.7861125,,폐업,20181130,031-952-2473,181103.302333334,484022.731,,
,신영약국,20140805,"경기도 수원시 영통구  삼성로  2, 1층 (신동)",경기도 수원시 영통구 신동 507번지 1호,16682,37.2461087,127.0486461,,영업중,,031-204-3835,204246.15796254,416018.208911536,,
,신영통웰빙약국,20071005,경기도 수원시 영통구 영통로 136,경기도 수원시 영통구 망포동 386 센트럴타워 402-2,16691,37.2396568,127.0563624,,폐업,20100216,031-204-1159,,,,
,신영통웰빙약국,20100216,"경기도 수원시 영통구 영통로 136, 402-2호 (망포동,센트럴타워)",경기도 수원시 영통구 망포동 386번지 센트럴타워 402 2호,16691,37.2396568,127.0563624,,폐업,20110314,031-204-1159,204933.457234398,415306.479781397,,
,신영통웰빙약국,20190930,"경기도 수원시 영통구 영통로 136, 402-2호 (망포동, 센트럴타워)",경기도 수원시 영통구 망포동 386번지,16691,37.2396568,127.0563624,,영업중,,031-204-1159,204933.457234398,415306.479781397,,
,신영통웰빙약국,20110314,"경기도 수원시 영통구 영통로 136, 402-2호 (망포동, 센트럴타워)",경기도 수원시 영통구 망포동 386번지 센트럴타워402-2,16691,37.2396568,127.0563624,,폐업,20120405,,204933.457234398,415306.479781397,,
,신영프라자약국,20040805,경기도 용인시 수지구 동천로 17,경기도 용인시 수지구 동천동 181-2 102호,16826,37.3411774,127.101037,,폐업,20071213,031-276-9185,,,,
,신우리 약국,20121122,"경기도 안양시 만안구 안양로 316, 305호 (안양동,본프라자)",경기도 안양시 만안구 안양동 668번지 33호 본프라자 305호,13992,37.400562,126.9206031,,영업중,,031-464-6466,,,,
,신우리약국,20110525,"경기도 안양시 만안구 안양로 316 (안양동,305호)",경기도 안양시 만안구 안양1동 668번지 33호 305호,13992,37.400562,126.9206031,,폐업,20120102,031-464-6466,,,,
,신우리약국,20120312,경기도 양평군 양평읍 시민로 40,경기도 양평군 양평읍 양근리 183-11번지,12561,37.4902081,127.4960408,,영업중,,031-775-7273,243799.953542541,443225.810142543,,
,신우리약국,20120102,"경기도 안양시 만안구 안양로 316, 3층 305호 (안양동, 본프라자)",경기도 안양시 만안구 안양동 668번지 33호 본프라자 3층 305호,13992,37.400562,126.9206031,,폐업,20121122,031-464-6466,,,,
,신우메디컬약국,20041001,경기도 수원시 팔달구 팔달로119번길 2 (화서동),경기도 수원시 팔달구 화서동 71-22,16441,37.2794517,127.0036869,,영업중,,,200252.778340831,419713.425732395,,
,신우약국,20080125,경기도 수원시 권선구 경수대로277번길 6-23,수원시 권선구 세류동 1102-12,16590,37.2530067,127.0194556,,폐업,20100628,031-225-9369,,,,
,신우약국,20131118,"경기도 광명시 도덕공원로 17, 205호 (철산동, 도덕파크 가상가 )",경기도 광명시 철산동 617번지 도덕파크 가상가  205호,14253,37.4708961,126.8662867,,영업중,,02-2617-1788,188112.540766323,440979.653501075,,
,신우약국,20001004,경기도 안양시 만안구 명학로33번길 10 (안양동),경기도 안양시 만안구 안양8동 342-150,14096,37.3789232,126.9361762,,폐업,20130321,031-449-8851,,,,
,신우약국,20200225,"경기도 파주시 청암로17번길 31, 201,202호 (목동동)",경기도 파주시 목동동 933번지 1호,10892,37.7284554,126.7359233,,영업중,,031-948-0096,176648.742549707,469588.400880188,,
,신우약국,19930624,경기도 부천시 원미구 조마루로 87 (상동),경기도 부천시 원미구 상동 557-3번지 푸른종합상가 112호,14589,37.5006586,126.7536255,,폐업,20131117,,178119.271792651,444303.959367241,,
,신우주약국,20090123,"경기도 시흥시 비둘기공원로 8, 102호 (대야동, 메디칼빌딩)",경기도 시흥시 대야동 532번지 6호 메디칼빌딩 102,14912,37.4440554,126.7904654,,영업중,,031-504-7115,181386.230661978,438012.235791254,,
,신우초한약국,20060920,"경기도 광명시 광명로 848, 1층 (광명동)",경기도 광명시 광명동 290번지 20호,14273,37.4747961,126.8524561,,영업중,,02-2683-2987,186878.989876882,441411.869171481,,
,신원당약국,19950203,,경기도 고양시덕양구 성사동 725번지,10468,37.6531767,126.8371364,,폐업,20050714,,185519.71563078,461212.541269679,,
,신원당약국,19940908,경기도 안양시 동안구 엘에스로 44 (호계동),경기도 안양시 동안구 호계3동 971번지 7호,14120,37.367916,126.9550961,,영업중,,031-452-0422,195945.323959867,429543.404499671,,
,신원당정문약국,20130701,"경기도 고양시 덕양구 고양대로1384번길 7-5, 104,105호 (성사동, 서강프라자)","경기도 고양시 덕양구 성사2동 720번지 2호 서강프라자 104,105호",10468,37.6538029,126.8379131,,폐업,20131202,031-968-3773,185626.867951354,461282.296703707,,
,신원당정문약국,20020718,"경기도 고양시 덕양구 고양대로1384번길 7-5, 104,105호 (성사동, 서강프라자)","경기도 고양시 덕양구 성사2동 720번지 2호 서강프라자 104,105호",10468,37.6538029,126.8379131,,폐업,20130701,031-968-3773,185626.867951354,461282.296703707,,
,신원약국,20061109,경기도 의정부시 태평로 94,경기도 의정부시 의정부1동 34-22 1층,11694,37.7408776,127.0518445,,폐업,20100927,031-841-0076,,,,
,신원약국,20100512,경기도 수원시 영통구 인계로 218 (매탄동),경기도 수원시 영통구 매탄3동 923번지 14호,16543,37.2649467,127.0412819,,폐업,20160101,,203589.177909767,418108.768700804,,
,신원약국,20160101,경기도 수원시 영통구 인계로 218 (매탄동),경기도 수원시 영통구 매탄동 923-14번지,16543,37.2649467,127.0412819,,폐업,20171101,031-212-2332,203589.177909767,418108.768700804,,
,신원약국,19930324,,경기도 고양시덕양구 신원동 4번지 2호,,,,,폐업,19960413,,,,,
,신원약국,20110107,경기도 용인시 처인구 원삼면 원양로 628,경기도 용인시 처인구 원삼면 좌항리 106번지 20호,17166,37.2031882,127.3214309,,폐업,20110315,031-323-0667,228485.187324122,411312.935642353,,
,신원약국,20171101,경기도 수원시 영통구 인계로 218 (매탄동),경기도 수원시 영통구 매탄동 923-14번지,16543,37.2649467,127.0412819,,영업중,,031-212-2332,203589.177909767,418108.768700804,,
,신원약국,20061102,경기도 용인시 처인구 원삼면 원양로 628,경기도 용인시 처인구 원삼면 좌항리 106번지 20호,17166,37.2031882,127.3214309,,폐업,20110107,031-323-0667,228485.187324122,411312.935642353,,
,신원약국,19960624,,경기도 고양시덕양구 신원동 4번지 2호,,,,,폐업,19970722,,,,,
,신원약국,19970729,,경기도 고양시덕양구 신원동 4번지 2호,,,,,폐업,20071119,,,,,
,신원약국,20200310,"경기도 이천시 부발읍 중부대로 1811, 1층",경기도 이천시 부발읍 신원리 559번지 17호,17318,37.290876,127.5072092,,영업중,,031-636-1148,244914.430473288,421118.211423115,,
,신원약국,20100927,"경기도 의정부시 태평로 94, 1층 (의정부동)",경기도 의정부시 의정부1동 34번지 22호 지상1층,11694,37.7408776,127.0518445,,영업중,,031-841-0076,204498.369700343,470934.230876653,,
,신원약국,19960429,,경기도 고양시덕양구 신원동 4번지 2호,,,,,폐업,19960621,,,,,
,신월약국,20010407,경기도 김포시 월곶면 군하로 252,경기도 김포시 월곶면 군하리 166번지,10024,37.7155413,126.554647,,폐업,20250429,031-983-3466,160665.910465851,468215.475269986,,
,신유산약국,20180510,"경기도 이천시 호법면 중부대로 935, 1동",경기도 이천시 호법면 유산리 806번지 3호,17393,37.2451622,127.4341568,,영업중,,031-636-8673,238562.321449265,415961.944631998,,
,신유약국,20041116,"경기도 군포시 광정로 25-16, 204호 (금정동, 퇴계종합상가)",경기도 군포시 금정동 875-2 퇴계종합상가204호,15864,37.355836,126.9317758,,폐업,20050915,031-398-2145,193884.837598596,428201.450232572,,
,신유약국,20170901,"경기도 안산시 단원구 보배4길 1, 1층 (고잔동)",경기도 안산시 단원구 고잔동 507번지 5호,15271,37.3302188,126.8285386,,폐업,20181015,031-481-8239,184733.735,425369.65,,
,신유약국,20181015,"경기도 안산시 단원구 보배4길 1, 107호 (고잔동)",경기도 안산시 단원구 고잔동 507번지 5호,15271,37.3302188,126.8285386,,영업중,,,184733.735,425369.65,,
,신유정약국,20080317,"경기도 안산시 단원구 선부광장1로 30, 102(일부)호 (선부동)",경기도 안산시 단원구 선부2동 1070번지 15호 단원프라자 102호 일부,15240,37.3362685,126.8084587,,폐업,20140902,031-408-2029,182954.880569694,426044.313836988,,
,신유한약국,20040901,"경기도 군포시 대야1로 13, 401호 (대야미동, 대야빌딩)",경기도 군포시 대야미동34블록1롯트대야빌딩401호,15888,37.3268615,126.9179413,,폐업,20071119,031-437-1521,192648.449129071,424993.671822789,,
,신유한약국,20071119,"경기도 군포시 대야1로 13, 401호 (대야미동, 대야빌딩)",경기도 군포시 대야미동 34-1 대야빌딩401호,15888,37.3268615,126.9179413,,폐업,20090827,031-437-1521,192648.449129071,424993.671822789,,
,신이화약국,20050502,경기도 고양시 일산서구 일중로 45 (일산동),경기도 고양시일산서구 일산동 552번지 32호,10341,37.683699,126.774931,,폐업,20070102,,180068.878996213,464613.343010745,,
,신이화약국,20080821,"경기도 광명시 하안로 310, 3층 304호 (하안동)","경기도 광명시 하안4동 33번지 1호 , 304호",14247,37.4632413,126.8794457,,폐업,20230315,02-803-7245,189265.065083074,440127.501618266,,
,신이화약국,19801212,경기도 안양시 만안구 냉천로 103 (안양동),경기도 안양시 만안구 안양6동 470-15,,37.3904037,126.92502,,폐업,20201117,031-449-0306,,,,
,신일산약국,19961001,"경기도 고양시 일산서구 일중로 92, 1층 (일산동, 건영빌딩)",경기도 고양시 일산서구 일산동580-3.건영빌딩1층.,10340,37.6877372,126.7749711,,폐업,20120527,031-977-1335,180086.156293445,465060.08188507,,
,신일산약국,20120529,"경기도 고양시 일산서구 일중로 92, 3호 (일산동)",경기도 고양시 일산서구 일산동 580번지 3호 3호,10340,37.6877372,126.7749711,,영업중,,031-977-1335,180086.156293445,465060.08188507,,
,신일산호수약국,19950613,"경기도 고양시 일산서구 강선로 9, 106호 (주엽동, 강선마을우성상가)",경기도 고양시 일산서구 주엽동98.강선마을우성상가106호,10385,37.666156,126.7613255,,직권폐업,20140206,031-918-2549,178773.112473774,462679.455782343,,
,신일산희망약국,20110905,"경기도 고양시 일산동구 중앙로1275번길 38-10 (장항동,우림로데오스위트 227호)",경기도 고양시 일산동구 장항2동 771번지 1호 우림로데오스위트 227호,10401,37.6599427,126.7709446,,폐업,20120801,031-906-2458,179718.471062692,461975.053805917,,
,신일산희망약국,20100802,"경기도 고양시 일산동구 중앙로1275번길 38-10 (장항동,우림로데오스위트 227호)",경기도 고양시 일산동구 장항동 771번지 1호 우림로데오스위트 227호,10401,37.6599427,126.7709446,,폐업,20110905,,179718.471062692,461975.053805917,,
,신일산희망약국,20170731,"경기도 고양시 일산동구 중앙로 1189, 203-1호 (장항동, GM굿모닝 법조타운)",경기도 고양시 일산동구 장항동 890번지 6호,10414,37.6527953,126.7768187,,영업중,,031-906-2458,180235.066218792,461179.533266597,,
,신일산희망약국,20120802,"경기도 고양시 일산동구 중앙로1275번길 38-10, 227호 (장항동, 우림로데오스위트)",경기도 고양시 일산동구 장항동 771번지 1호 우림로데오스위트 227호,10401,37.6599427,126.7709446,,폐업,20130303,031-906-2458,179718.471062692,461975.053805917,,
,신일산희망약국,20130304,"경기도 고양시 일산동구 중앙로 1189, 203-1호 (장항동, GM굿모닝 법조타운)",경기도 고양시 일산동구 장항동 890번지 6호 GM굿모닝 법조타운 203-1호,10414,37.6527953,126.7768187,,폐업,20170731,031-906-2458,180235.066218792,461179.533266597,,
,신일약국,19741220,경기도 동두천시 중앙로 344 (생연동),경기도 동두천시 생연동 561-11,11325,37.9119974,127.0558367,,폐업,20211126,031-865-2790,204839.932291951,489928.110624945,,
,신일약국,20140204,"경기도 안양시 만안구 안양로405번길 14 (안양동, 1층)",경기도 안양시 만안구 안양동 835번지 6호 1층,13985,37.4066672,126.9138782,,폐업,20160530,031-449-4252,192302.126676735,433844.44846545,,
,신일약국,20100226,경기도 안양시 만안구 안양로405번길 14 (안양동),경기도 안양시 만안구 안양2동 835-6,13985,37.4066672,126.9138782,,폐업,20140204,,192302.126676735,433844.44846545,,
,신일약국,20120501,"경기도 파주시 적성면 청송로 1025, 1층 (화랑빌딩)",경기도 파주시 적성면 마지리 46번지 9호 화랑빌딩,10803,37.9546894,126.9188046,,영업중,,031-959-4219,192789.826219826,494669.413326855,,
,신일약국,19800611,경기도 안양시 만안구 안양로405번길 14,경기도 안양시 만안구 안양2동 835-6번지,13985,37.4066672,126.9138782,,폐업,20100226,031-449-4252,,,,
,신일약국,20120106,경기도 파주시 적성면 청송로 1025,경기도 파주시 적성면 마지리 46번지 9호,10803,37.9546894,126.9188046,,폐업,20120501,,192789.826219826,494669.413326855,,
,신자애약국,19910601,,경기도 고양시덕양구 행신동 189번지 1호,10492,,,,폐업,19940701,,,,,
,신정문약국,20090102,경기도 의정부시 흥선로 137 (의정부동),경기도 의정부시 의정부동 251번지 31호 1층,11668,37.7418859,127.0421454,,폐업,20150529,031-871-4929,203689.847498005,471025.097616433,,
,신정문약국,20110601,"경기도 안산시 상록구 도매시장로 4, 1층 (이동)",경기도 안산시 상록구 이동 593번지 1호 1층,15512,37.3078511,126.8569487,,영업중,,031-406-7123,187247.943749644,422882.91834641,,
,신정문약국,20080221,"경기도 안산시 상록구 도매시장로 4, 1층 (이동)",경기도 안산시 상록구 이동 593-1번지 1층,15512,37.3078511,126.8569487,,폐업,20110601,031-406-7123,187247.943749644,422882.91834641,,
,신정약국,19960513,,경기도 고양시덕양구 화정동 400번지 2호,10498,,,,폐업,19990817,,,,,
,신제일약국,20170621,"경기도 화성시 만세구 남양읍 남양시장로 79, 1층 103호 ((주)픽앤츄코리아)",경기도 화성시 만세구 남양읍 남양리 1237번지 1층 103호 ((주)픽앤츄코리아),18258,37.2097598,126.8178644,,폐업,20211026,031-356-7304,,,,
,신종로약국,20130730,"경기도 수원시 팔달구 팔달로 24, 1층 103호 (고등동)",경기도 수원시 팔달구 고등동 235번지 4호,16454,37.2709496,127.0010809,,폐업,20130819,031-256-8910,200025.257735552,418778.61290106,,
,신종로약국,20080721,"경기도 오산시 운천로 76, 101호 (오산동, 한마음빌딩)",경기도 오산시 오산동 925-2 한마음빌딩 101호,18133,37.1495207,127.0747945,,영업중,,031-375-9633,206573.295,405304.765,,
,신중앙 약국,20120313,"경기도 군포시 용호2로 63-8, 1층 105호 (당동, 금당빌딩)",경기도 군포시 당동 871번지 3호 금당빌딩,15875,37.3460414,126.9438737,,폐업,20120725,031-393-2839,194954.270904558,427109.560402224,,
,신중앙메디칼온누리약국,20060228,"경기도 성남시 중원구 광명로323번길 4, 1층 (금광동)",경기도 성남시 중원구 금광동 3702,13177,37.4455122,127.1618596,,영업중,,031-744-0158,214252.547575808,438163.880191219,,
,신중앙약국,20011128,경기도 의정부시 금신로 318 (신곡동),경기도 의정부시 신곡2동 519-19,11778,37.7449648,127.0625462,,폐업,20130520,031-846-9690,205441.997810196,471390.886031366,,
