park_nm,park_div_nm,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,park_ar,park_sports_faclt_dtls,park_amsmt_faclt_dtls,park_cnvnnc_faclt_dtls,park_cltr_faclt_dtls,park_etc_faclt_dtls,apnt_ancmnt_ymd,mnginst_nm,mnginst_telno,dat_crtr_ymd
알미산공원,근린공원,,경기도 안성시 옥산동 365,37.0042207332,127.2503325459,16504.0,,,,,,19980617,경기도 안성시청,031-678-6893,20250226
21호어린이공원,어린이공원,,경기도 안성시 공도읍 진사리 20-2,36.9925660388,127.1386348804,585.0,,,,,,19990825,경기도 안성시청,031-678-6893,20250226
신능공원,근린공원,,경기도 안성시 서운면 신능리 223-4,36.9727823494,127.2672239299,9970.0,,,,,,20010203,경기도 안성시청,031-678-6893,20250226
안성맞춤가족공원(17호근린공원),근린공원,,경기도 안성시 공도읍 마정리 112-52,37.0138222218,127.2027318269,22224.0,,,,,,20010326,경기도 안성시청,031-678-6893,20250226
봉담2 공공공지2호,기타,,경기도 화성시 효행구 봉담읍 상리 688-3,37.2259056097,126.9460275763,2004.7,,,,,,,,031-5189-6655,20260201
현충공원,근린공원,경기도 화성시 효행구 효행로 843 (송산동),경기도 화성시 효행구 송산동 224,37.2057658048,127.0220204704,17391.0,,,,,,,,031-5189-6655,20260201
야생초 어린이공원,어린이공원,,경기도 화성시 효행구 기안동 896,37.2202911998,126.9890407554,3514.0,,,,,,,,031-5189-6655,20260201
수국 어린이공원,어린이공원,,경기도 화성시 효행구 기안동 903,37.221722272,126.9856240907,1070.0,,,,,,,,031-5189-6655,20260201
미로 어린이공원,어린이공원,경기도 화성시 효행구 효행로291번길 39 (기안동),경기도 화성시 효행구 기안동 914,37.2247357865,126.97619232,2540.0,,,,,,,,031-5189-6655,20260201
솔빛 어린이공원,어린이공원,,경기도 화성시 효행구 기안동 918,37.2235641479,126.9756736787,2400.0,,,,,,,,031-5189-6655,20260201
나눔 어린이공원,어린이공원,,경기도 화성시 효행구 기안동 915,37.2231227353,126.9748726244,3673.0,,,,,,,,031-5189-6655,20260201
해피트리 어린이공원,어린이공원,,경기도 화성시 효행구 기안동 917,37.2228924773,126.9790475954,2231.0,,,,,,,,031-5189-6655,20260201
알음공원,소공원,,경기도 화성시 만세구 장안면 독정리 276-27,37.0727592343,126.8670539632,3035.0,,,,,,,,031-5189-6655,20260201
장안(금의)산단 소공원,소공원,,경기도 화성시 만세구 장안면 금의리 761-1,37.1136407946,126.8390832211,3061.0,,,,,,,,031-5189-6655,20260201
주곡문화공원,소공원,,경기도 화성시 만세구 우정읍 주곡리 932,37.1248920379,126.7947091202,2879.0,,,,,,,,031-5189-6655,20260201
다솜 근린공원(소사벌택지 1호),근린공원,경기도 평택시 비전6로 10,경기도 평택시 비전동 1005-1 1028-3 1089-3,37.0035057556,127.0921310135,59205.0,등허리지압기+레그프레스+마라톤운동 장형+배드민턴장+배드민턴지주대+옆파도타기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+파크골프장+하늘걷기,,자전거보관대+화장실,,맹암거+오수맨홀+우수관+우수관로+원형맨홀+집수정,20071107,경기도 평택시청,031-8024-4248,20260313
당산 근린공원(소사벌택지 3호),근린공원,,경기도 평택시 죽백동 728공,,,42417.7,레그프레스+롤링웨이스트(일반형)+바디싣업+스트레칭로라+체어웨이트+크로스컨트리+트윈트위스트,,자전거보관대+화장실,,PE원형개량오수받이+상수관로+오수관로(PVC이중벽관+관급)+옹벽+우수관로(PVC이중벽관+관급)+원형수로관+집수정-녹지용+집수정-포장용+측구수로관(녹지용)+측구수로관(포장용)+토목(산마루측구)+트랜치,20071107,경기도 평택시청,031-8024-4248,20260313
동부 근린공원(비전3지구),근린공원,경기도 평택시 동부공원로 46 (비전동),경기도 평택시 비전동 880,36.9939846962,127.1186811101,29821.0,게이트볼장+농구대(이동식)+다리걸치기+데크관람대+배드민턴장+배드민턴지주대+벤치프레스+어깨근육풀기+옆파도타기+온몸근육풀기+온몸노젓기+온몸허리돌리기+운동장+윗몸일으키기+지압보도+철봉+철봉+링+팔굽혀피기+평행봉+풋살경기장+하늘걷기,그네+그네보호대+모래포장+인공암벽놀이대+조합놀이대+흔들놀이,음수전+화장실,,나트륨섭취관련 조형물+손씻기 조형물+집수정+청소년 담배끊기 조형물+치아건강 조형물+칼로리 둥근 조형물+트랜치,19940111,경기도 평택시청,031-8024-4248,20260313
임주 소공원(고덕일반산업단지 소공원2),소공원,,경기도 평택시 고덕면 여염리 1666공,,,2238.5,생활체육시설 A+생활체육시설 E+생활체육시설 F,,자전거보관대,,배수관+벤치플륨관+스틸그레이팅+시설물표찰+집수정A,20101116,경기도 평택시청,031-8024-4248,20260313
새싹공원,어린이공원,경기도 구리시 장자대로 153-13,경기도 구리시 토평동 957,37.5871281733,127.1468534606,2392.0,야외헬스기구,조합놀이대,,,,19961231,경기도 구리시청,031-550-2418,20231124
장등1리 소공원,소공원,,경기도 평택시 서탄면 장등리 466-8,37.0744599293,127.0235606961,1084.0,마라톤운동기+매달려온몸회전하기+발바닥지압걷기+온몸노젓기+온몸역기올리기,고무매트포장+그네+조합놀이대+흔들놀이,,,배수로+집수정,20120614,경기도 평택시청,031-8024-4248,20260313
장등2리 소공원,소공원,,경기도 평택시 서탄면 장등리 451-9,37.0739947275,127.0252791574,1000.0,등허리지압기+발바닥지압걷기+어깨근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기,고무매트포장+그네+그네보호대+조합놀이대,,,집수정,20120614,경기도 평택시청,031-8024-4248,20260313
오좌 어린이공원,어린이공원,,경기도 평택시 독곡동 472,37.0845455991,127.0636833655,1782.8,마라톤운동기+어깨근육풀기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+평행봉+하늘걷기,,,,집수정,19910618,경기도 평택시청,031-8024-4248,20260313
옹기 어린이공원,어린이공원,,경기도 평택시 서정동 868,37.065430083,127.0575849474,1654.7,옆타도타기+온몸허리돌리기+하늘걷기,그네+시소+조합놀이대,음수대,,,19800129,경기도 평택시청,031-8024-4248,20260313
원이충 어린이공원,어린이공원,,경기도 평택시 서정동 809,37.0647252367,127.0645728526,1592.2,옆파도타기+온몸허리돌리기+윗몸일으키기+전신달리기+전신올리기+하늘걷기,그네+모래포장+올라서 돌리기+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+집수정,19860930,경기도 평택시청,031-8024-4248,20260313
원장당 어린이공원(장당 1호),어린이공원,,경기도 평택시 장당동 631-1,37.048941992,127.0577645724,2147.6,농구대,그네+모래포장+조합놀이대+흔들놀이,자전거보관대,,집수정,20021025,경기도 평택시청,031-8024-4248,20260313
샛별문화공원,문화공원,,경기도 의정부시 신곡2동 774-2,37.7514933104,127.0813514882,2012.0,농구장,조합놀이대+ 그네,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
효자어린이공원,어린이공원,,경기도 의정부시 신곡2동 789,37.7493159607,127.0798510798,1493.0,,조합놀이대+ 그네,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
상금오어린이공원,어린이공원,,경기도 의정부시 금오동 456,37.7561077956,127.0775871628,1504.0,허리돌리기+ 철봉+ 평행봉 등,조합놀이대+ 그네,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
수락어린이공원,어린이공원,,경기도 의정부시 장암동 387-2,,,1500.0,,조합놀이대+ 그네+ 흔들놀이기구,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
문화어린이공원,어린이공원,,경기도 의정부시 의정부동 530,37.7354634149,127.0359604065,3035.0,허리돌리기+ 파도타기+ 공중걷기 등,조합놀이대+ 그네+ 흔들놀이기구,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
무궁화소공원,소공원,경기도 의정부시 비우로92번길 13-16,경기도 의정부시 녹양동 337,37.757642905,127.038006884,1383.0,공중걷기+ 허리돌리기+ 파도타기 등,조합놀이대+ 그네,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
안말2지구1소공원,소공원,,경기도 의정부시 호원동 251-26,37.7139700254,127.0428941712,1074.0,허리돌리기+ 윗몸일으키기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
안말2지구2소공원,소공원,,경기도 의정부시 호원동 242-7,37.7109099637,127.0442170931,382.0,허리돌리기+ 윗몸일으키기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
중앙문화공원,문화공원,경기도 의정부시 평화로552번길 17,경기도 의정부시 의정부1동 199-6,37.7415848539,127.0482082655,1650.0,,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-2414,20250620
하늘능선근린공원,근린공원,경기도 의정부시 민락로 248,경기도 의정부시 민락동 855,37.7451725634,127.1061200487,33457.9,허리돌리기+ 파도타기+ 공중걷기 등,,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
송산사지근린공원,근린공원,,경기도 의정부시 민락동 878,37.7470019242,127.1101106156,75925.7,허리돌리기+ 파도타기+ 공중걷기 등,,화장실,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
이충 어린이공원,어린이공원,,경기도 평택시 이충동 590,37.0636145903,127.0668695327,3159.4,옆파도타기+온몸근육풀기+하늘걷기,고무칩포장+그네+조합놀이대,음수대+음수전,,PE 빗물받이+우수관+집수정+트랜치,19930628,경기도 평택시청,031-8024-4248,20260313
상동6,어린이공원,,경기도 안산시 단원구 대부북동 603-4번지,37.2399169529,126.5832425562,1858.0,,,,,,20181031,경기도 안산시청,031-481-6990,20260406
월피,어린이공원,,경기도 안산시 상록구 부곡동 732번지,37.3343958875,126.8582647029,1554.2,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
원당,어린이공원,,경기도 안산시 상록구 수암동 485번지,37.3628103245,126.8813453058,2343.2,,,,,,19910318,경기도 안산시 상록구청,031-481-5412,20260406
놀자숲,문화공원,,경기도 시흥시 대야동 산171-1,,,7607.0,,,,,,20180206,경기도 시흥시청,031-310-2343,20251219
안산큰,어린이공원,,경기도 안산시 상록구 수암동 497번지,37.3621603731,126.8772124483,4366.1,,,,,,19910318,경기도 안산시 상록구청,031-481-5412,20260406
장상,어린이공원,,경기도 안산시 상록구 장상동 533번지,37.3601011864,126.8721940594,1504.0,,,,,,19910318,경기도 안산시 상록구청,031-481-5412,20260406
달집,어린이공원,,경기도 안산시 상록구 이동 631번지,37.3127930982,126.8433630586,1802.0,,,,,,19991016,경기도 안산시 상록구청,031-481-5412,20260406
원앙,어린이공원,,경기도 안산시 상록구 월피동 454-7번지,37.3338565359,126.8502996996,1605.2,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
월성,어린이공원,"경기도 안산시 상록구 안산천동로9길 11-1, (월피동)",경기도 안산시 상록구 월피동 478번지,37.3370322722,126.8526247755,1698.1,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
부루지,어린이공원,"경기도 안산시 상록구 부루지2길 21, (월피동)",경기도 안산시 상록구 월피동 441번지,37.330348626,126.851812969,1596.8,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
새말,어린이공원,,경기도 안산시 상록구 부곡동 639-7번지,37.3337845987,126.8658304477,1563.7,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
점섬,어린이공원,,경기도 안산시 상록구 부곡동 703번지,37.3217834715,126.8588559722,1497.9,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
정재2,어린이공원,"경기도 안산시 상록구 성호로22길 44, (부곡동)",경기도 안산시 상록구 부곡동 659-7번지,37.3346288476,126.8631888145,1491.5,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
정재1,어린이공원,,경기도 안산시 상록구 부곡동 650번지,37.3368313139,126.8657159484,1492.4,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
시랑,어린이공원,,경기도 안산시 상록구 부곡동 540번지,37.3323287689,126.8645157308,1868.0,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
부남,어린이공원,,경기도 안산시 상록구 부곡동 615번지,37.3266699478,126.8608313549,1677.1,,,,,,19850917,경기도 안산시 상록구청,031-481-5412,20260406
와동공원,근린공원,"경기도 안산시 단원구 와동공원로 109, (와동)",경기도 안산시 단원구 와동 813-1번지,37.3412444992,126.8209669327,56895.9,,,,,,19850917,경기도 안산시청,031-481-2471,20260406
원고잔공원,근린공원,,경기도 안산시 단원구 고잔동 산87-3번지,37.3231889579,126.8233561856,120646.0,,,,,,19850917,경기도 안산시청,031-481-2471,20260406
장안근린 2호,근린공원,경기도 화성시 만세구 장안면 장안공단2길 26-17,경기도 화성시 만세구 장안면 수촌리 1470-1,37.1047313037,126.8488224483,13464.0,,,,,,,,031-5189-6655,20260201
조암1호 근린공원,근린공원,경기도 화성시 만세구 우정읍 포승장안로 1593,경기도 화성시 만세구 우정읍 조암리 791-5,37.0892610555,126.8258771093,12426.0,,,,,,,,031-5189-6655,20260201
조암 어린이공원,어린이공원,,경기도 화성시 만세구 우정읍 조암리 266-51,37.0851315714,126.8186271454,2010.0,,,,,,,,031-5189-6655,20260201
태전6지구 6호어린이공원,어린이공원,,경기도 광주시 태전동 704-3,37.3791728916,127.2276044112,2100.0,,조합놀이대+흔들놀이대+시소,,,,20080905,광주도시관리공사,031-762-1039,20250820
45호 어린이공원(고덕국제화지구 율포리),어린이공원,,경기도 평택시 고덕면 율포리 376전,,,1868.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
꽃마을,어린이공원,,경기도 부천시 원미구 중동 824,37.4867116032,126.767163316,2518.4,다목적구장,그네 등 7개,,,,19780926,경기도 부천시청,032-625-4843,20250731
태전3호 어린이공원,어린이공원,,경기도 광주시 태전동 734,37.3851281607,127.2295861971,2352.0,운동기구,놀이조형물+조합놀이대+위스퍼디쉬+나무실로폰+소리울림통,음수전,,안내판,20080905,광주도시관리공사,031-762-1039,20250820
7호 어린이공원(화양지구),어린이공원,,경기도 평택시 현덕면 도대리 산81-2구,,,2155.0,,,,,,20131004,경기도 평택시청,031-8024-4248,20260313
56호,기타,,경기도 화성시 동탄구 장지동 966-1,37.1629437059,127.1067490966,503.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
32호,기타,,경기도 화성시 동탄구 오산동 972-2,37.2044416204,127.0923878326,328.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
77호,기타,,경기도 화성시 동탄구 목동 463-10,37.1799618489,127.1245348954,383.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
어린이공원,어린이공원,,경기도 포천시 선단동 427-1,37.854767854,127.1639431403,2246.0,,조합놀이대+놀이시설(3),화장실,,,20230328,경기도 포천시청 산림공원과,031-538-2358,20241114
운천 제3공원,어린이공원,경기도 포천시 영북면 영북로133번길 46,경기도 포천시 영북면 운천리 548-4,38.0879757436,127.2706528911,2938.0,농구대(2),조합놀이대+놀이시설(3),화장실,,,19870812,경기도 포천시청 산림공원과,031-538-2358,20241114
선단 제3공원,어린이공원,,경기도 포천시 선단동 9-9,37.8576128487,127.1723667968,3955.0,,,,,,20100319,경기도 포천시청 산림공원과,031-538-2358,20241114
선단 제5공원,어린이공원,,경기도 포천시 선단동 23,37.8495300513,127.1657665263,2540.0,,,,,,20100319,경기도 포천시청 산림공원과,031-538-2358,20241114
방축공원,어린이공원,경기도 포천시 가산면 가산로 236,경기도 포천시 가산면 방축리 43-1,37.840642461,127.1781119043,1705.0,,,,,,20001109,경기도 포천시청 산림공원과,031-538-2358,20241114
숙성5리 마을쉼터,기타,,경기도 평택시 오성면 숙성리 149-4,37.0081757462,126.9823316936,769.0,발바닥지압걷기+온몸근육풀기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장,음수전,,맹암거+상수관+우수관+집수정+퇴수관,,경기도 평택시청,031-8024-4248,20260313
갈대너울,소공원,,경기도 시흥시 배곧동 301,37.3567244486,126.7063436701,9486.0,,,,,,,경기도 시흥시청,031-310-3870,20251219
길음3리 소공원(길음지구),소공원,,경기도 평택시 오성면 길음리 293-5,36.9848471678,126.9693264651,1450.0,농구대+등허리지압기+온몸근육풀기+온몸허리돌리기+원형발바닥지압걷기+정구대+정구장,고무칩포장+조합놀이대,음수전+주차장+화장실,,정구연습용옹벽+집수정+트랜치,20120614,경기도 평택시청,031-8024-4248,20260313
마골공원,역사공원,,경기도 구리시 갈매동 663,37.6241436523,127.114929022,31887.0,,,,,,20100427,경기도 구리시청,031-550-2474,20231124
생매,어린이공원,,경기도 시흥시 대야동 570-3,37.4468272121,126.7942191235,1733.0,,,,,,,경기도 시흥시청,031-310-2694,20251219
대야삼1,어린이공원,경기도 시흥시 비둘기공원1길 6,경기도 시흥시 대야동 418-126,37.4419458795,126.7889027009,1543.0,,,,,,20210428,경기도 시흥시청,031-310-2694,20251219
대야삼2,어린이공원,,경기도 시흥시 대야동 638-1,37.4400406339,126.7914831244,7163.0,,,,,,20210428,경기도 시흥시청,031-310-2694,20251219
대야이1,수변공원,경기도 시흥시 은행로218번길 14,경기도 시흥시 대야동 358-3,37.4463637961,126.7921167781,1701.0,,,,,,20190626,경기도 시흥시청,031-310-2694,20251219
MTV 60호,수변공원,,경기도 시흥시 정왕동 2726-6,37.3219977908,126.6765466472,3858.0,,,,,,20010829,경기도 시흥시청,031-310-3862,20251219
MTV88호,문화공원,경기도 시흥시 거북섬둘레길 42,경기도 시흥시 정왕동 2721,37.3241773184,126.680791543,166521.0,,,,,,20190219,웨이브파크,1544-9662,20251219
장현2,체육공원,,경기도 시흥시 장현동 686,37.3767894652,126.8024750736,22562.0,,,,,,20070118,경기도 시흥시청,031-310-3472,20251219
선사유적공원,역사공원,,경기도 시흥시 능곡동 479,37.3750817937,126.8115003294,10145.0,,,,,,20180515,경기도 시흥시청,031-310-6739,20251219
능골공원,근린공원,,경기도 시흥시 능곡동 781,37.3655520644,126.8083189326,20260.0,체육시설+인라인스케이장+ 농구장,,,,,20041110,경기도 시흥시청,031-310-3871,20251219
목실공원,어린이공원,,경기도 시흥시 능곡동 495,37.3737155983,126.8132251419,3387.0,,조합놀이대,,,,20041110,경기도 시흥시청,031-310-3871,20251219
가래울공원,어린이공원,,경기도 시흥시 능곡동 793,37.3650721711,126.8138107943,9351.0,,조합놀이대,,,,20041110,경기도 시흥시청,031-310-3871,20251219
산들공원,근린공원,,경기도 시흥시 거모동 1352,37.3470772801,126.7807844539,27413.0,체육시설물,,화장실+관리사무소,,,20050503,경기도 시흥시청,031-310-3871,20251219
나래솔공원,근린공원,경기도 시흥시 엠티브이26로 41,경기도 시흥시 정왕동 2606-3,37.3232187638,126.7041088449,10044.0,,,,,,20010829,경기도 시흥시청,031-310-3862,20251219
하늬공원,근린공원,경기도 시흥시 시화호수전원2길 58,경기도 시흥시 정왕동 2795,37.3170922681,126.7005168749,10797.0,,조합놀이대,주차장+화장실+관리사무소,,,20010829,경기도 시흥시청,031-310-3865,20251219
물비늘,수변공원,,경기도 시흥시 정왕동 2609-6,37.3209722218,126.7095214881,13750.0,,,,,,20010829,경기도 시흥시청,031-310-3865,20251219
승지공원,근린공원,경기도 시흥시 능곡중앙로 85,경기도 시흥시 능곡동 552,37.3713774904,126.8131849527,10842.0,,조합놀이대,,도서관,,20041110,경기도 시흥시청,031-310-3871,20251219
오리,어린이공원,경기도 광명시 영당로21번길 9,경기도 광명시 소하동 946,37.4342106451,126.8764301051,2549.0,,,,,,19861230,경기도 광명시청,02-2680-6462,20251209
사계어린이공원,어린이공원,,경기도 의정부시 민락동 756-5,37.7367519674,127.0901941984,2573.0,,조합놀이대+ 흔들놀이기구,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
명당,어린이공원,,경기도 수원시 권선구 권선동 1300,37.2526373312,127.0397211436,4534.0,,바닥분수1+계류1,,,온천공1+음수대1,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
부용문화공원,문화공원,,경기도 의정부시 민락동 757-3,37.7349230422,127.091305046,3002.0,허리돌리기+ 어깨유연성운동,조합놀이대+ 그네,,,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
둔벙,어린이공원,,경기도 광명시 소하동 1349,37.4445359783,126.8916968666,1590.0,,,,,,20040106,경기도 광명시청,02-2680-2887,20251209
해오름,어린이공원,,경기도 광명시 소하동 1351,37.4429626483,126.8938594762,5879.0,,,,,,20040106,경기도 광명시청,02-2680-2887,20251209
새싹,어린이공원,,경기도 광명시 소하동 1267-1,37.4344012262,126.8801444164,1500.0,,,,,,19870331,경기도 광명시청,02-2680-6462,20251209
성화,어린이공원,,경기도 광명시 소하동 1258,37.4345656337,126.8839759017,1500.0,,,,,,19870331,경기도 광명시청,02-2680-6462,20251209
한솔,어린이공원,,경기도 광명시 소하동 1234,37.4369538027,126.8833670812,1504.0,,,,,,19870331,경기도 광명시청,02-2680-6462,20251209
개운,어린이공원,경기도 광명시 영당안로 49,경기도 광명시 소하동 935,37.4369295259,126.8775266241,1501.0,,,화장실,,,19870331,경기도 광명시청,02-2680-6462,20251209
과일나라,어린이공원,,경기도 광명시 소하동 1127,,,1821.0,,,,,,20071122,경기도 광명시청,02-2680-6462,20251209
자경제1,어린이공원,,경기도 광명시 일직동 504-3,37.4211927278,126.8899664202,1187.0,,,,,,20071122,경기도 광명시청,02-2680-6462,20251209
자경제2,어린이공원,,경기도 광명시 일직동 505-10,37.4211939845,126.8912899247,2997.0,,,,,,20071122,경기도 광명시청,02-2680-6462,20251209
현 충,근린공원,경기도 광명시 연서일로 10,경기도 광명시 철산동 153,37.4828760646,126.8647830117,34587.0,,,화장실,,벽천+현충탑,19910530,경기도 광명시청,02-2680-6298,20251209
왕재산,근린공원,,경기도 광명시 철산동 450,37.476083745,126.8725463192,16118.0,,,,,,19910530,경기도 광명시청,02-2680-6298,20251209
광덕산,근린공원,,경기도 광명시 철산동 산 80-1,37.4723299406,126.8712513929,61613.0,,,화장실,,,19050619,경기도 광명시청,02-2680-6298,20251209
광 덕,근린공원,,경기도 광명시 철산동 633-1,37.4704600092,126.872958978,12645.0,,,화장실,,,20040802,경기도 광명시청,02-2680-6298,20251209
사군자 근린공원(서재지구),근린공원,경기도 평택시 서재6길 2-57,경기도 평택시 동삭동 710,37.0076886547,127.0974814005,10702.1,배드민턴장+배드민턴지주대+온몸근육풀기+온몸역기올리기+온몸허리돌리기,,급수전+화장실,,4괘문양판석(마천석)+우수관+자연석쌓기+저류조옹벽(유속차단)+집수정+측구수로관,20050105,경기도 평택시청,031-8024-4248,20260313
사색 근린공원(서재지구),근린공원,,경기도 평택시 동삭동 719,37.011455236,127.0970864665,11659.0,등허리지압기+배드민턴장+배드민턴지주대(이동식)+온몸근육풀기+온몸역기올리기+온몸허리돌리기,,,,PE관 설치+수목보호받침틀+스틸그레이팅+우수관+자연석쌓기+집수정+측구수로관+트랜치,20050105,경기도 평택시청,031-8024-4248,20260313
상서재동초 근린공원(동삭2지구),근린공원,,경기도 평택시 동삭동 834,37.0181033883,127.0988866198,11005.6,,,,,,20140317,경기도 평택시청,031-8024-4248,20260313
선경,어린이공원,,경기도 광명시 소하동 1247,37.4357205332,126.8819608899,1500.0,,,,,,19870331,경기도 광명시청,02-2680-6462,20251209
상서재마당 근린공원(동삭2지구 근린2호),근린공원,경기도 평택시 상서재로4길 32,경기도 평택시 동삭동 843-1,37.0149095473,127.1029514565,13992.7,,,,,,20130508,경기도 평택시청,031-8024-4248,20260313
궁골,어린이공원,경기도 고양시 일산서구 고봉로 91-3,경기도 고양시 일산서구 주엽동 55,37.6695573032,126.7690817325,6901.0,체력단련시설,조합놀이대+정글짐+그네+흔들놀이대,화장실,,,19910629,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
숯고개,근린공원,경기도 고양시 일산서구 산현로 33,경기도 고양시 일산서구 탄현동 1580,37.6907039179,126.7649951996,10027.0,다목적운동장+체력단련시설,조합놀이대,화장실,,조형물,19970121,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
레포츠,체육공원,경기도 고양시 일산서구 대화로156번길 39,경기도 고양시 일산서구 대화동 2314,37.6699225428,126.7370908694,45798.0,축구장+게이트볼장+농구장+인라인스케이트장+테니스장+실내배드민턴장+체력단련시설,조합놀이대,화장실,,조형물,20021231,경기도 고양시 푸른도시사업소,031-8075-4341,20251215
식사어린이5(올림푸스놀이),어린이공원,경기도 고양시 일산동구 위시티4로 111,경기도 고양시 일산동구 식사동 1511,37.682766915,126.8072845897,5210.0,,조합놀이대+건너는기구+흔들놀이기구+미끄럼틀,화장실,,,20050824,경기도 고양시 푸른도시사업소,031-8075-4337,20251215
일산문화공원,근린공원,경기도 고양시 일산동구 중앙로 1271-1,경기도 고양시 일산동구 장항동 845,37.659484824,126.7726950956,54226.4,,,화장실,,야외무대,20081031,경기도 고양시 푸른도시사업소,031-8075-4333,20251215
그린나래,어린이공원,경기도 수원시 영통구 동탄원천로881번길 35,경기도 수원시 영통구 매탄동 1282,37.2551010788,127.0406650141,2135.6,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
머내생태,근린공원,경기도 수원시 영통구 동탄원천로 980,경기도 수원시 영통구 매탄동 1318,37.2606508643,127.0493149837,14332.6,,생태연못1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
열림,근린공원,경기도 수원시 영통구 웰빙타운로 73,경기도 수원시 영통구 이의동1183,37.3055526455,127.0431567929,152646.2,풋살장1+농구장1,바닥분수1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
망포,근린공원,,경기도 수원시 영통구 망포동 358-5,37.2424732109,127.0577015166,15990.6,게이트볼장1,생태연못1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-5191-8331,20260115
두레뜰공원,수변공원,,경기도 수원시 권선구 금곡동 1092,37.2725531298,126.9437090374,53938.8,,저류지1+텃밭,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
어울림공원,수변공원,,경기도 수원시 권선구 금곡동 1126,37.2732870524,126.9559794991,34833.8,배드민턴장1,저류지1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
5호수변공원,수변공원,,경기도 수원시 권선구 서둔동 27-23,,,1546.6,,,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
27호 어린이공원(율포리),어린이공원,,경기도 평택시 고덕면 율포리 334-2전,37.0513628598,127.04095196,3898.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
별솔어린이공원(32호),어린이공원,,경기도 평택시 고덕동 2726-2,37.032081647,127.0262910073,2280.0,,,,,,20150403,경기도 평택시청,031-8024-4248,20260313
영복,어린이공원,,경기도 수원시 장안구 영화동 396-13,37.2892183338,127.0027300822,204.7,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-5191-5995,20260115
상록,어린이공원,,경기도 수원시 권선구 권선동 1307,37.2500263151,127.0378514727,3455.2,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
사노동체육공원,체육공원,경기도 구리시 왕숙천로 701,경기도 구리시 사노동 37-1,37.6355742,127.1471388346,57479.0,,,,,,20090313,경기도 구리시청,031-550-8775,20231124
장현소공원2,소공원,,경기도 시흥시 장곡동 897-1,37.3780664664,126.7876307344,272.7,,,,,,20231228,경기도 시흥시청,031-310-3869,20251219
29호,기타,,경기도 화성시 동탄구 장지동 924-2,37.1654197144,127.1063038932,231.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
