bizplc_nm,licensg_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,stockrs_idntfy_id,right_wk_pehs_have_id
두리동물병원,20020516,0000,정상,,031-225-7533,105.3,,경기도 수원시 권선구 정조로 596 (세류동),경기도 수원시 권선구 세류동 150-8,16577,37.2619541265,127.0141772387,,201187.187361599,417777.800868527,,000
펫콤동물병원,20020731,0000,정상,,031-252-2501,36,16232,경기도 수원시 팔달구 월드컵로 363 (우만동),경기도 수원시 팔달구 우만동 480-40,16232,37.2896489845,127.0308316865,,202662.774686539,420853.28582743,,000
에덴동물병원,20020911,0000,정상,,031-224-2470,26.3,16467,경기도 수원시 팔달구 정조로 685 (매교동),경기도 수원시 팔달구 매교동 141-5,16467,37.2695925891,127.0172749547,,201461.052571814,418629.306593505,,000
연두 동물병원,20021212,0000,정상,,031-294-8277,36.4,16380,"경기도 수원시 권선구 서수원로577번길 341, 상가동 1층 B127호 (금곡동, 수원모아미래도센트럴타운1단지)",경기도 수원시 권선구 금곡동 1078 수원모아미래도센트럴타운1단지 상가동 B127호,16380,37.2755563649,126.9388092175,,194444.549154702,419297.263520557,,000
하이펫동물병원,20020516,0000,정상,,031-205-0075,56.82,16690,"경기도 수원시 영통구 덕영대로1556번길 16, 디지털엠파이어빌딩 E동 134호 (영통동)",경기도 수원시 영통구 영통동 980-3 디지털엠파이어빌딩 E동 134호,16690,37.2453607762,127.0606699969,,205249.495788632,415913.273839865,,000
고병기동물병원,20030122,0000,정상,,031-236-7582,53.6,16584,"경기도 수원시 권선구 덕영대로1201번길 16, 세일프라자 101호 (권선동)",경기도 수원시 권선구 권선동 1192-2 세일프라자 101호,16584,37.2498199557,127.0227007809,,201946.76195423,416431.225185333,,000
한빛 동물병원,20030311,0000,정상,,031-252-2119,41.61,16329,경기도 수원시 장안구 만석로19번길 29 (천천동),경기도 수원시 장안구 천천동 527-3 105호,16329,37.2966073155,126.9831297448,,198430.307445911,421626.500488085,,000
신영통동물병원,20030801,0000,정상,,031-204-9006,145.44,16687,경기도 수원시 영통구 영통로 103 (망포동),경기도 수원시 영통구 망포동 570-5,16687,37.2373925781,127.0582923263,,205097.555414086,415047.725564943,,000
가야동물병원,20030802,0000,정상,,031-234-8318,99,16458,경기도 수원시 팔달구 효원로 49 (매산로3가),경기도 수원시 팔달구 매산로3가 63-3,16464,37.2692084596,127.0093484416,,200760.336369281,418585.026271718,,000
동물사랑동물병원,20031231,0000,정상,,031-298-7502,0,,경기도 수원시 팔달구 일월로22번길 15 (화서동),경기도 수원시 팔달구 화서동 724-4,16422,37.2858606903,126.9805972945,,198208.255,420434.24,,000
원 동물병원,20040901,0000,정상,,031-205-7900,33.4,16698,"경기도 수원시 영통구 덕영대로 1535, 현대프라자 111호 (영통동)",경기도 수원시 영통구 영통동 976-7 현대프라자 111호,16698,37.2462824054,127.0588380387,,205137.139182179,416040.882288247,,000
두리동물클리닉,20051011,0000,정상,,031-221-2410,138.1,16458,경기도 수원시 팔달구 효원로 53 (매산로3가),경기도 수원시 팔달구 매산로3가 73-4,16464,37.268793456,127.0092609049,,200753.726433312,418540.997149971,,000
현대동물병원,20060412,0000,정상,,031-293-0285,72.9,,경기도 수원시 권선구 매송고색로 661-1 (고색동),경기도 수원시 권선구 고색동 408-16,16625,37.2499691932,126.9769423143,,197881.358620174,416449.562721124,,000
광교산동물병원,20060706,0000,정상,,031-241-2668,74.1,16268,경기도 수원시 장안구 팔달로 298 (영화동),경기도 수원시 장안구 영화동 127-39,16268,37.2907647608,127.0169027975,,201429.614072475,420974.343446271,,000
소담동물병원,20070202,0000,정상,,031-269-1121,39.7,16322,경기도 수원시 장안구 하률로 9 (천천동),경기도 수원시 장안구 천천동 548-7,16322,37.3031666059,126.9743060524,,197651.774772525,422354.214883582,,000
참사랑동물병원,20070601,0000,정상,,031-273-8875,49.4,16692,경기도 수원시 영통구 영통로 118 (망포동),경기도 수원시 영통구 망포동 559-5 델파빌딩 1층,16692,37.2383795903,127.0570802299,,204995.032584676,415167.710620243,,000
전병준동물병원,20080320,0000,정상,,031-212-7582,8,16489,"경기도 수원시 팔달구 인계로 126, 수원미디어시티 109호110호호 (인계동)",경기도 수원시 팔달구 인계동 1036 수원미디어시티,16489,37.2671339618,127.0312759294,,202706.355932742,418367.445293583,,000
애니존동물병원,20080408,0000,정상,,031-267-0975,52.2,16489,경기도 수원시 팔달구 인계로108번길 4 (인계동),경기도 수원시 팔달구 인계동 1019-5,16489,37.2676665955,127.0292086563,,202517.57150552,418412.22006471,,000
수원펫 동물병원,20080821,0000,정상,,031-234-8275,13.16,16581,경기도 수원시 권선구 세권로166번길 26 (권선동),경기도 수원시 권선구 권선동 1058-4,16581,37.2549900151,127.0217209274,,201855.966054646,417006.139010003,,000
위즈펫동물병원,20080901,0000,정상,,031-223-7589,300.82,16490,"경기도 수원시 팔달구 효원로 257, 홈플러스동수원점 4층 (인계동)",경기도 수원시 팔달구 인계동 1045 홈플러스동수원점,16490,37.2627666707,127.030130105,,202602.629959972,417869.723857315,,000
효원동물병원,20090309,0000,정상,,031-238-0075,72,16546,"경기도 수원시 영통구 권선로 805, 1층 (매탄동, 김정문알로에)",경기도 수원시 영통구 매탄동 1172-17,16546,37.255671692,127.0390489745,,203394.19931393,417083.166819691,,000
나은동물병원,20090325,0000,정상,,031-241-8575,85,16221,경기도 수원시 장안구 월드컵로 425-2 (연무동),경기도 수원시 장안구 연무동 258-7,16221,37.2934229676,127.0255957925,,202198.016044093,421270.468937524,,000
이든동물병원,20090527,0000,정상,,031-242-7501,29.3,16433,"경기도 수원시 팔달구 수성로244번길 25, 101호 (화서동, 화서위브하늘채)",경기도 수원시 팔달구 화서동 743 화서위브하늘채 101호,16433,37.2889768749,127.0009393355,,199979.646433005,420715.244733315,,000
서울경기양돈농협동물병원,20100830,0000,정상,,031-295-7611,101.6,16423,경기도 수원시 팔달구 화산로 62 (화서동),경기도 수원시 팔달구 화서동 736,16423,37.2900970632,126.9846860525,,198571.682755232,420902.788646186,,L00
뷰티펫동물병원,20101028,0000,정상,,031-278-3593,104.98,16630,"경기도 수원시 권선구 호매실로104번길 90, 제이디타워1 206호 (호매실동)",경기도 수원시 권선구 호매실동 1400,16630,37.2595863377,126.9626889753,,196620.611730672,417517.614419919,,000
베스트동물병원,20110825,0000,정상,,031-268-7582,64,16329,"경기도 수원시 장안구 덕영대로535번길 38, 로얄프라자 101호 (천천동)",경기도 수원시 장안구 천천동 524-3 로얄프라자 101호,16329,37.2971720172,126.9824037742,,198369.132871261,421688.986137766,,000
연희동물병원,20111101,0000,정상,,031-296-7875,54.7,16604,"경기도 수원시 권선구 금호로 236, 삼호빌딩 101호 (탑동)",경기도 수원시 권선구 탑동 759-7 삼호빌딩 101호,16604,37.2753571102,126.9759658523,,197796.942761648,419269.374116215,,000
튼튼동물병원,20120801,0000,정상,,031-267-8100,124,16671,"경기도 수원시 권선구 동수원로82번길 7-3, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 565-9,16671,37.238131123,127.0277689293,,202397.091220037,415141.740912996,,000
매탄동물병원,20130529,0000,정상,,031-211-0075,45.5,16546,"경기도 수원시 영통구 효원로 374, 주공플라자 101호102호 (매탄동)",경기도 수원시 영통구 매탄동 1270-1 주공플라자 101호102호,16546,37.2588123234,127.042345339,,203681.839509241,417432.568834837,,000
마음반려 동물의료원,20130619,0000,정상,,031-211-0975,156.35,,경기도 수원시 팔달구 경수대로 461 (인계동),경기도 수원시 팔달구 인계동 979-2,16480,37.2674571831,127.0264241703,,202272.786410662,418390.564345628,,000
WE 동물병원,20130709,0000,정상,,031-269-9975,85.79,,경기도 수원시 장안구 파장로 109 (정자동),경기도 수원시 장안구 정자동 541-21,16337,37.3082186393,126.9896968834,,199015.177297646,422912.959673246,,000
자연앤동물병원,20130726,0000,정상,,031-215-7582,34.2,16509,"경기도 수원시 영통구 에듀타운로 17, 국제프라자 108호 (이의동)",경기도 수원시 영통구 이의동 1369-2 국제프라자 108호,16509,37.2845311786,127.0523200266,,204571.544210978,420288.97336096,,000
수원동물병원 방실웃는,20130906,0000,정상,,031-212-1999,49.19,16543,"경기도 수원시 영통구 효원로 363, 상가A동 210,210-1호 (매탄동, 매탄 위브 하늘채)","경기도 수원시 영통구 매탄동 1352 매탄 위브 하늘채 상가A동, 210,210-1호",16543,37.2609646021,127.04181355,,203603.161205028,417765.005936104,,000
아이러브 동물병원,20130926,0000,정상,,031-241-7551,118.18,16305,"경기도 수원시 장안구 송원로 69, 4층 (송죽동)",경기도 수원시 장안구 송죽동 506-3,16305,37.3012141993,127.0087118231,,200703.263166558,422135.736175988,,000
하하 동물병원,20131030,0000,정상,,031-292-1275,31.87,16405,"경기도 수원시 권선구 구운로85번길 12, 105층 (구운동)",경기도 수원시 권선구 구운동 921-11,16405,37.2815157604,126.9723923351,,197489.494583305,419955.215349903,,000
쿨펫동물병원,20140110,0000,정상,,031-237-1175,74.3,16553,경기도 수원시 권선구 동수원로 232 (권선동),경기도 수원시 권선구 권선동 1296-5 롯데마트1층,16553,37.2502552995,127.0346956315,,203008.631510845,416482.021790235,,000
닥터에이스 동물병원,20140410,0000,정상,,031-203-7501,63.3,16691,"경기도 수원시 영통구 영통로154번길 60, 101호 (망포동)",경기도 수원시 영통구 망포동 417-2 101호,16691,37.2412803817,127.0590363133,,205172.415479908,415483.032834347,,000
퀸즈동물병원,20141028,0000,정상,,031-292-1682,103,16388,"경기도 수원시 권선구 금곡로118번길 50, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1091-5,16388,37.271988881,126.943054095,,194878.734988118,418895.182060759,,000
봄나래 재활 한방 동물병원,20150318,0000,정상,,031-217-9559,90.67,16506,경기도 수원시 영통구 센트럴파크로127번길 166(이의동),경기도 수원시 영통구 이의동 1316-2,16506,37.2946227888,127.0560511734,,204899.374718069,421404.468299008,,000
아름드리동물병원,20150324,0000,정상,,031-213-7514,94,16512,"경기도 수원시 영통구 법조로149번길 104, 1층 (하동)",경기도 수원시 영통구 하동 968-4,16512,37.2937137687,127.0686138648,,206014.184113205,421307.438773745,,000
스타동물병원,20130514,0000,정상,,031-294-0082,65.52,16385,"경기도 수원시 권선구 금곡로102번길 30, 폴리프라자 207호 (금곡동)",경기도 수원시 권선구 금곡동 1083 207호,16385,37.2728632294,126.941141458,,194708.566177877,418983.774877259,,000
맘동물병원,20150401,0000,정상,,031-548-1175,60.8,16507,"경기도 수원시 영통구 센트럴타운로 85, cb12호 (이의동, Summit place 광교)",경기도 수원시 영통구 이의동 1332 Summit place 광교 cb12호,16507,37.2915640479,127.0504732206,,204409.226022404,420967.617798492,,000
이리온동물병원광교롯데마트점,20150420,0000,정상,,031-213-0053,47.9,16507,"경기도 수원시 영통구 센트럴타운로 85 (이의동, Summit place 광교)",경기도 수원시 영통구 이의동 1332 Summit place 광교,16507,37.2915640479,127.0504732206,,204409.226022404,420967.617798492,,000
새봄동물병원,20150708,0000,정상,,031-205-9975,23.45,16703,"경기도 수원시 영통구 봉영로 1569, NEW WORLD PLAZA 1층 121호 (영통동)",경기도 수원시 영통구 영통동 960-3 NEW WORLD PLAZA,16703,37.2520691395,127.0710390017,,206229.445925109,416684.389208216,,000
본 동물의료센터,20150804,0000,정상,,031-248-8275,1950.3,16305,"경기도 수원시 장안구 경수대로 937, 블루버드 빌딩 (송죽동)",경기도 수원시 장안구 송죽동 499 블루버드 빌딩,16305,37.302209742,127.007509277,,200595.90836099,422245.119156235,,000
청려원동물병원,20150817,0000,정상,,031-242-2078,25.96,16263,"경기도 수원시 팔달구 정조로 751-7, 1(일부),2(일부층 (중동)",경기도 수원시 팔달구 중동 2-2,16263,37.2751220691,127.0160327278,,201349.555455064,419240.491644183,,000
율전동물병원,20150910,0000,정상,,031-291-2830,41.8,16362,"경기도 수원시 장안구 율전로 98, 1층 (율전동)",경기도 수원시 장안구 율전동 399-10 1층,16362,37.2980768916,126.9689481809,,197175.658793089,421788.369464798,,000
타임즈 동물의료센터,20151106,0000,정상,,031-232-3500,682.43,16487,"경기도 수원시 팔달구 경수대로 486, 1,2,3층 (인계동)",경기도 수원시 팔달구 인계동 950-6,16487,37.2692845286,127.0280594268,,202420.11081095,418593.781658923,,000
카페거리 동물병원 동행,20151204,0000,정상,,031-211-7550,127.88,16506,"경기도 수원시 영통구 센트럴파크로127번길 32, 지하,1층 (이의동)",경기도 수원시 영통구 이의동 1306-15,16506,37.2949957691,127.0545596753,,204767.351844743,421448.140577151,,000
온유동물병원,20161124,0000,정상,,031-211-1313,27.8,16508,"경기도 수원시 영통구 센트럴타운로 15, 142호 (이의동, 아이플렉스)",경기도 수원시 영통구 이의동 1335,16508,37.2881468711,127.0574091709,,205021.861974461,420685.357031087,,000
오아시스 정형외과 신경외과 동물병원,20170110,0000,정상,,031-215-7474,366.6,16507,"경기도 수원시 영통구 센트럴타운로 107, 204동 2-06,2-07,2-08,2-09호 (이의동, 광교푸르지오월드마크,월드스퀘어)",경기도 수원시 영통구 이의동 1331 광교 푸르지오 월드마크 204동,16507,37.2917159371,127.0477533234,,204219.521658448,421105.173167299,,000
닥터김 동물병원,20170330,0000,정상,,031-203-8277,41.59,16703,"경기도 수원시 영통구 봉영로 1623, 124호 (영통동, 드림피아빌딩)",경기도 수원시 영통구 영통동 958-1 124호,16703,37.2559223973,127.0747272211,,206556.351819145,417113.766621288,,000
조은동물병원,20170411,0000,정상,,031-242-7585,65.2,16443,"경기도 수원시 팔달구 화양로 21-2, 1층 (화서동)",경기도 수원시 팔달구 화서동 135-1,16443,37.2801922767,126.9976132266,,199712.32396596,419798.253921532,,000
한마음 동물의료센터,20170417,0000,정상,,031-244-0117,82.7,16273,"경기도 수원시 장안구 수성로 300, 1층 (영화동, 동광빌딩)",경기도 수원시 장안구 영화동 390-19,16273,37.2910494658,127.0050887078,,200383.673322629,421006.410378185,,000
웰빙동물병원,20170420,0000,정상,,031-212-5567,82.44,16224,"경기도 수원시 영통구 웰빙타운로 47, 2층 202호 (이의동)",경기도 수원시 영통구 이의동 1201 202호,16224,37.305104756,127.0462287855,,204026.791121512,422569.243269316,,000
수원종합동물병원,20170501,0000,정상,,031-214-5527,157.59,16503,"경기도 수원시 영통구 중부대로 263, 2층 (원천동)",경기도 수원시 영통구 원천동 79-9,16503,37.2747584792,127.044809293,,203902.698602323,419199.248426696,,000
쿨펫동물병원 광교이마트점,20170601,0000,정상,,031-211-7782,49.7,16226,"경기도 수원시 영통구 광교로 191, 3층 (이의동)",경기도 수원시 영통구 이의동 1240,16226,37.2963728697,127.0469017985,,204159.790041271,421622.575799907,,000
24시 숨 동물병원,20170718,0000,정상,,031-548-2475,620.75,16571,"경기도 수원시 권선구 권선로 715, 1,2(일부)층 (권선동)",경기도 수원시 권선구 권선동 1022-7,16571,37.2587264608,127.0296364511,,202556.937357192,417421.935882249,,000
광교 우리들동물병원,20170718,0000,정상,,031-256-0075,103.7,16509,"경기도 수원시 영통구 에듀타운로 101, 102동 2층 210,211,212호 (이의동, 에듀하임1309오피스텔)",경기도 수원시 영통구 이의동 1352,16509,37.2896692009,127.0452497274,,203903.941042637,420852.67583606,,000
티움동물병원,20180313,0000,정상,,031-292-7504,57.82,16393,"경기도 수원시 권선구 서수원로523번길 30-23, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1135-2,16393,37.2713602183,126.9571349759,,196128.698654473,418823.505435413,,000
수원 오즈동물병원,20180327,0000,정상,,031-232-2727,57.78,16663,"경기도 수원시 권선구 동수원로177번길 40, 1층 153호154호 (권선동, 수원아이파크시티8단지)",경기도 수원시 권선구 권선동 1364 수원아이파크시티8단지,16663,37.246899359,127.0294393616,,202599.794401948,416089.125805678,,000
라온동물병원,20180531,0000,정상,,031-215-8588,129.5,16528,경기도 수원시 영통구 동탄원천로1109번길 100 (매탄동),경기도 수원시 영통구 매탄동 1203-6,16528,37.2708614807,127.0534950406,,204672.819932946,418768.786859075,,000
공감＋동물의료센터,20180712,0000,정상,,031-214-0025,182.4,16503,"경기도 수원시 영통구 중부대로 293-3, 2층 (원천동)",경기도 수원시 영통구 원천동 78-3,16503,37.2740210625,127.047611046,,204155.925584187,419123.029040709,,000
메리 동물병원,20180912,0000,정상,,031-296-7582,51.8,16401,"경기도 수원시 권선구 칠보로 138, 103-2호 (호매실동)",경기도 수원시 권선구 호매실동 1362-1 103-2호,16401,37.2656213759,126.953871664,,195837.210636248,418184.39764634,,000
조원 동물병원,20190118,0000,정상,,031-244-7975,101.92,16282,"경기도 수원시 장안구 조원로 78, 1층 (조원동)",경기도 수원시 장안구 조원동 734-18,16282,37.3002922893,127.0168644317,,201423.572412514,422034.858437053,,000
수원 스카이 동물메디컬센터,20190214,0000,정상,,031-895-5775,790,16487,"경기도 수원시 팔달구 인계로 91, 2,3층 (인계동)",경기도 수원시 팔달구 인계동 951-10,16487,37.2686073308,127.0277704079,,202393.168110061,418513.706380998,,000
수원24시 바른동물의료센터,20190306,0000,정상,,031-291-2475,393.11,16391,"경기도 수원시 권선구 금곡로 213, 203,204,309호 (금곡동)",경기도 수원시 권선구 금곡동 1114,16391,37.2748505809,126.9536470852,,195818.525217576,419211.743004017,,000
안녕동물병원,20190411,0000,정상,,031-8007-3103,77.94,16514,"경기도 수원시 영통구 광교호수공원로 80, 154호,155호,156(일부)호 (원천동, 광교아이파크)",경기도 수원시 영통구 원천동 593 광교아이파크,16514,37.2742096004,127.0617882742,,205357.807142949,419119.019700523,,000
다나 동물병원,20190711,0000,정상,,031-211-7525,96.84,16543,"경기도 수원시 영통구 동수원로 400-1, 1층 (매탄동)",경기도 수원시 영통구 매탄동 923-6,16543,37.264736245,127.0404711628,,203520.20126787,418087.158655903,,000
에스 클래스 동물병원,20190906,0000,정상,,031-217-7801,66,16517,"경기도 수원시 영통구 광교호수공원로 277, B1층 9,10호 (원천동, 중흥 S-클래스)",경기도 수원시 영통구 원천동 589 중흥 S-클래스,16517,37.2835532241,127.0559244312,,205026.079641798,420062.878231009,,000
sun동물병원,20200103,0000,정상,,031-234-5550,37.68,16670,경기도 수원시 권선구 곡선로 37 (곡반정동),경기도 수원시 권선구 곡반정동 558-2,16670,37.2393793777,127.0288547509,,202489.223716305,415275.875508133,,000
새싹 동물병원,20200303,0000,정상,,031-202-7501,92.12,16683,"경기도 수원시 영통구 권선로908번길 31, 103,104호 (신동)",경기도 수원시 영통구 신동 937-1,16683,37.2473207208,127.0449969358,,203925.943175402,416153.698334847,,000
수원시동물보호센터 동물병원,20200303,0000,정상,,031-5191-3561,595.71,16511,"경기도 수원시 영통구 광교호수로 234, 수원시 동물보호센터 (하동)",경기도 수원시 영통구 하동 40-10 수원시 동물보호센터,16511,37.2850336895,127.0787149165,,206906.468423984,420340.351393286,,O00
유동물병원,20200507,0000,정상,,070-4647-2999,34.37,16274,"경기도 수원시 장안구 장안로 29, 103호 (영화동)",경기도 수원시 장안구 영화동 422-43,16274,37.287616632,127.0054383556,,200412.997105217,420627.377444161,,000
쿨펫 동물병원,20200716,0000,정상,,031-206-7503,74.19,16692,"경기도 수원시 영통구 영통로 120, 효성빌딩 1층 (망포동)",경기도 수원시 영통구 망포동 557-1 효성빌딩,16692,37.2386493715,127.0569095381,,204977.015984637,415193.866264221,,000
24시 당신의 동물의료센터,20201015,0000,정상,,031-268-6575,402.04,16326,"경기도 수원시 장안구 천천로 100, 천천동 롯데시네마타워 104,113,115,116,117,118,202호 (천천동)","경기도 수원시 장안구 천천동 516 천천동 롯데시네마타워 104,113,115,116,117,118,202호",16326,37.3006133449,126.9840162891,,198520.4175406,422075.156781295,,000
채움동물병원,20201030,0000,정상,,031-548-2582,81.6,16685,"경기도 수원시 영통구 동탄지성로 550-24, 영통 플래티넘베이스 비 204호 (망포동)",경기도 수원시 영통구 망포동 47-12 영통 플래티넘베이스 비 204호,16685,37.2409013555,127.0493424051,,204310.744716092,415445.778671026,,000
도그스타 동물병원,20210126,0000,정상,,031-291-8896,71.46,16402,"경기도 수원시 권선구 호매실로218번길 124, 202호 (호매실동)",경기도 수원시 권선구 호매실동 1375-1 202호,16402,37.2661239298,126.961255301,,196493.875553333,418242.478823339,,000
일리동물의료센터,20210128,0000,정상,,031-213-1275,136.95,16514,"경기도 수원시 영통구 법조로 25, 광교 SK VIEW Lake 근린생활비 112~114호 (하동)",경기도 수원시 영통구 하동 1016-1 광교 SK VIEW Lake 근린생활비 112~114호,16514,37.287481312,127.0602221632,,205273.931816708,420610.782510294,,000
레이동물병원,20210430,0000,정상,,031-245-7707,161.31,16312,"경기도 수원시 장안구 송정로 20, 1,2층 (정자동)",경기도 수원시 장안구 정자동 25-5,16312,37.2965233954,126.9992534731,,199863.051512527,421615.843270037,,000
그린동물병원,20210525,0000,정상,,031-241-7533,108.63,16340,"경기도 수원시 장안구 파장로 59, 그린동물병원 (정자동)",경기도 수원시 장안구 정자동 429-1 그린동물병원,16340,37.3055959197,126.9939687428,,199390.342598491,422621.408712325,,000
라이언펫 수원광교동물병원,20220203,0000,정상,,031-211-7589,43.8,16506,"경기도 수원시 영통구 센트럴파크로127번길 154, 1층 (이의동)",경기도 수원시 영통구 이의동 1319-10,16506,37.294018193,127.0558742067,,204885.145352705,421342.694302602,,000
화서동물병원,20220222,0000,정상,,031-271-5975,82.63,16318,"경기도 수원시 장안구 대평로 27, 201동 205호 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 950 화서역 파크푸르지오 201동 205호,16318,37.2886573345,126.9957293229,,199460.301398641,420871.789200422,,000
눈이튼튼 동물병원,20220414,0000,정상,,031-526-7333,248.79,16488,"경기도 수원시 팔달구 권광로 208, 인송빌딩 204, 205호 (인계동)","경기도 수원시 팔달구 인계동 1114-10 인송빌딩 204, 205호",16488,37.2658825041,127.0339340792,,202938.71678925,418217.110663808,,000
다올동물의료센터 망포점,20220518,0000,정상,,031-239-0208,238.6,16685,"경기도 수원시 영통구 덕영대로 1478, 망포역 포레 스퀘어 2층 212,213호 (망포동)",경기도 수원시 영통구 망포동 41-1 망포역 포레 스퀘어,16685,37.2451586486,127.052429007,,204581.347405536,415915.437454216,,000
권앤정 24시수원동물메디컬센터,20220826,0000,정상,,031-202-0119,454.6,16698,"경기도 수원시 영통구 덕영대로 1509, 1,2(일부)층 (영통동)",경기도 수원시 영통구 영통동 979-4,16698,37.2461454235,127.0559523511,,204893.089110681,416027.58740846,,000
플러스동물의료센터,20230105,0000,정상,,,409.3,16704,"경기도 수원시 영통구 봉영로 1590, 밀레니엄 프라자 2층 201호, 202호 (영통동)",경기도 수원시 영통구 영통동 995-5 밀레니엄 프라자,16704,37.2527899467,127.0734480502,,206445.522485926,416761.597380214,,000
보현동물병원,20230207,0000,정상,,031-203-5525,66,16712,"경기도 수원시 영통구 봉영로1759번길 8-15, 현명빌딩 2층 (영통동)",경기도 수원시 영통구 영통동 946-7 현명빌딩 2층,16712,37.2668615675,127.0812523153,,207134.899019577,418326.246687309,,000
정직한동물의료센터,20230213,0000,정상,,031-222-7617,289.52,16570,"경기도 수원시 권선구 경수대로 411, 1층 (권선동)",경기도 수원시 권선구 권선동 941-5,16570,37.2632497865,127.0247024465,,202120.904579256,417923.686898267,,000
권앤정 동물외과병원,20230510,0000,정상,,031-202-0119,75.42,16698,"경기도 수원시 영통구 덕영대로 1509, 2(일부)층 (영통동)",경기도 수원시 영통구 영통동 979-4,16698,37.2461454235,127.0559523511,,204893.089110681,416027.58740846,,000
하늘동물병원,20230523,0000,정상,,031-8067-7570,88.24,16670,"경기도 수원시 권선구 곡반정로 155-1, 2층 (곡반정동)",경기도 수원시 권선구 곡반정동 532-5,16670,37.2417754005,127.0329776424,,202855.408478632,415540.425998597,,000
은쌤동물병원,20230727,0000,정상,,031-233-7975,90.52,16459,"경기도 수원시 권선구 효원로94번길 14, 메디컬플라자 1층 103,104호 (세류동)",경기도 수원시 권선구 세류동 1258-3 메디컬플라자,16459,37.2660537013,127.0115568978,,200950.966677128,418237.752258559,,000
YJ Animal Clinic,20230809,0000,정상,,,19.25,16571,"경기도 수원시 권선구 권선로 715, 2층 일부호 (권선동)",경기도 수원시 권선구 권선동 1022-7,16571,37.2587264608,127.0296364511,,202556.937357192,417421.935882249,,000
돌봄동물의료센터,20210802,0000,정상,,031-217-7570,354.76,16498,"경기도 수원시 팔달구 중부대로 251, 2,3층 (우만동)",경기도 수원시 팔달구 우만동 81-7,16498,37.2751773034,127.043554729,,203793.831007462,419248.757353931,,000
슬찬동물병원,20250430,0000,정상,,031-821-9111,88.44,11791,경기도 의정부시 오목로 33 (용현동),경기도 의정부시 용현동 39-9,11791,37.7333879268,127.0864355152,,207545.453468932,470103.923346115,,000
관양동물병원,19890607,0000,정상,,031-384-3920,59.2,13937,"경기도 안양시 동안구 관악대로 327-1, 1층 (관양동)",경기도 안양시 동안구 관양동 1406-38,13937,37.4037828064,126.9592656546,,196318.445426412,433525.717464635,,000
인방동물의료센터,19950714,0000,정상,,031-388-0075,305.68,14103,"경기도 안양시 동안구 귀인로 194, 1,2층 (평촌동)","경기도 안양시 동안구 평촌동 901-2 1,2층",14103,37.3852303518,126.9607544459,,196453.710762223,431463.956915187,,000
평촌동물병원,19961211,0000,정상,,031-384-9505,24.05,14103,"경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 106, 지하1층24호 (평촌동)",경기도 안양시 동안구 평촌동 900-1 평촌트윈마트,14103,37.3849920846,126.9598976523,,196377.88153844,431435.688645893,,000
안양축협동물병원,19961219,0000,정상,,031-443-3841,82.5,13990,"경기도 안양시 만안구 안양로 374-1, 3층, 지하층 (안양동)","경기도 안양시 만안구 안양동 847-10 3층, 지하층",13990,37.4046810165,126.9168766643,,192570.558369109,433624.722051591,,L00
레오동물병원,19940930,0000,정상,,031-253-4313,121,16334,"경기도 수원시 장안구 정자천로 187 (정자동, 롯데프라자)",경기도 수원시 장안구 정자동 872-2 롯데프라자 206호,16334,37.2965613775,126.9954621899,,199375.326187922,421688.485102486,,000
노아동물병원,19960531,0000,정상,,031-246-1254,33.6,16274,경기도 수원시 장안구 장안로 67 (영화동),경기도 수원시 장안구 영화동 394-4,16274,37.2904016514,127.0032201533,,200216.011914048,420935.386002891,,000
조문재동물병원,19940608,0002,폐업,20031007,,0,,경기도 연천군 연천읍 연천로 284-1,경기도 연천군 연천읍 차탄리 45-27,11013,38.1022309194,127.0752861726,,,,,000
이브동물병원,20030609,0002,폐업,20040419,,50.7,,경기도 동두천시 중앙로 328 (생연동),경기도 동두천시 생연동 557-41,11325,37.9106623638,127.0555262562,,204814.10506276,489779.787110158,,000
조이동물병원,20060327,0002,폐업,20210228,,90,15382,"경기도 안산시 단원구 화랑로 103, C동 201호 (원곡동, 반월종합상가)",경기도 안산시 단원구 원곡동 846-3 반월종합상가 C동 201호,15382,37.3270474301,126.8007776003,,182294.985340242,425039.319016326,,000
프란다스의 개 동물병원,20060419,0002,폐업,20180928,031-406-0043,0,,"경기도 안산시 상록구 석호로 314, 102호 (본오동)",경기도 안산시 상록구 본오동 862-4 102호,15551,37.2932764425,126.8654104088,,187995.989441545,421264.027574817,,000
도그플러스,20060829,0002,폐업,20210831,,85.5,15294,"경기도 안산시 상록구 충장로 432-0, 3층 (성포동)",경기도 안산시 상록구 성포동 586,15294,37.3171248925,126.8500756669,,186639.994472089,423921.240397456,,000
