bizplc_nm,licensg_ymd,bsn_state_nm,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,dat_updt_hr,bizcond_div_nm_info,xcrd_vl,ycrd_vl
THE POOCH(푸치),20190321,폐업,,0,17975,경기도 평택시 팽성읍 근내길 **,경기도 평택시 팽성읍 근내리 ***,,2026-01-13 17:27:05,,204900.920971521,385856.01622017
포니펫 원흥본점,20210331,폐업,,0,10559,"경기도 고양시 덕양구 서삼릉*길 **, *층 (원흥동)",경기도 고양시 덕양구 원흥동 ***-**,,2026-01-13 17:14:08,,189058.674428999,461209.570310819
고양동물병원,20211013,폐업,,0,10275,"경기도 고양시 덕양구 혜음로 *, 삼라마이다스프라자 ***,***호 (고양동)",경기도 고양시 덕양구 고양동 *** 삼라마이다스프라자,10270,2026-01-13 17:14:08,,191272.237926127,466525.081543565
탑 동물병원,20220422,폐업,031-970-7765,0,10510,"경기도 고양시 덕양구 토당로 *, ***호 (토당동)",경기도 고양시 덕양구 토당동 ***-* ***호,10507,2026-01-13 17:14:08,,184411.913479589,457246.336206171
일산고양이분양&amp;미용 반하나캣,20220531,폐업,,0,10559,"경기도 고양시 덕양구 서삼릉*길 **, *층 (원흥동)",경기도 고양시 덕양구 원흥동 ***-**,,2026-01-13 17:14:08,,189058.674428999,461209.570310819
빙글독,20230202,폐업,,0,10550,"경기도 고양시 덕양구 삼원로 *, *층 ***호 (삼송동)",경기도 고양시 덕양구 삼송동 ***-* ***호,10577,2026-01-13 17:14:08,,189104.646185961,460246.703538096
E-펫 강아지&amp;고양이 용품 할인마트,20230407,폐업,,0,10264,"경기도 고양시 덕양구 통일로 ****, *호동 (내유동)",경기도 고양시 덕양구 내유동 ***-** *호동,,2026-01-13 17:14:08,,186985.988728954,467621.218134905
E-Pet 강아지&amp;고양이용품할인마트,20240715,폐업,,0,10264,"경기도 고양시 덕양구 통일로 ****, 내유프라자 (내유동)",경기도 고양시 덕양구 내유동 ***-** *호,,2026-01-13 17:14:08,,186985.988728954,467621.218134905
주식회사 펫츠빌리지,20240802,폐업,,0,10590,경기도 고양시 덕양구 삼송로***번길 **-* (삼송동),경기도 고양시 덕양구 삼송동 ***-**,10577,2026-01-13 17:14:08,,190261.997989777,461082.644058788
369 펫,20210611,폐업,,0,10299,"경기도 고양시 일산동구 식사로**번길 **, ***호 (식사동)",경기도 고양시 일산동구 식사동 ***-**,10324,2026-01-13 17:14:09,,183707.762045438,462737.603820699
요미독 강아지분양 일산점,20210903,폐업,,0,10446,"경기도 고양시 일산동구 강송로**번길 *-**, ***호 (백석동)",경기도 고양시 일산동구 백석동 ****-* ***호,,2026-01-13 17:14:09,,181242.2,460622.985
똥강아지,20140915,폐업,031-8035-7340,0,10893,"경기도 파주시 가온로 ***, ***호 (목동동)",,,2026-01-13 17:26:34,,178202.145016809,469329.406832244
웅이도그,20141113,폐업,,0,10862,경기도 파주시 탄현면 요풍길 ***-*,경기도 파주시 탄현면 성동리 ***,,2026-01-13 17:26:34,,172033.672499709,475830.746638682
지니펫,20150112,폐업,031-949-8002,0,10902,"경기도 파주시 동패로**번길 *-*, *층층 (동패동)",,,2026-01-13 17:26:34,,176814.351988177,467488.098292907
블링블링,20150630,폐업,031-943-2322,0,10892,경기도 파주시 산내로***번길 **-* (목동동),,,2026-01-13 17:26:34,,176737.52,469535.2
까까독,20150714,폐업,031-943-3898,0,10928,경기도 파주시 새꽃로 *** (금촌동),,,2026-01-13 17:26:34,,179767.040067989,473497.082020805
아로하,20150721,폐업,,0,10899,"경기도 파주시 와석순환로 ***, *동 ***호 (목동동, 해솔마을*단지 상가)",,,2026-01-13 17:26:34,,177642.009574149,468908.236075749
리얼독스 운정점,20150804,폐업,,0,10870,경기도 파주시 가람로 ** (와동동),,,2026-01-13 17:26:34,,178363.550909982,470249.843360697
쿨펫동물병원 장항점,20080215,폐업,,,,,경기도 고양시 일산동구 장항동 *** 홈에버 *층,10397,2026-01-13 17:14:05,,179536.212704008,461876.531597015
퍼피메신저,20160718,폐업,,0,10307,"경기도 고양시 일산동구 숲속마을로 **-**, ***호 (풍동)",경기도 고양시 일산동구 풍동 **** ***호,10309,2026-01-13 17:14:06,,182013.642759702,462638.586126956
펫데이,20180920,폐업,,0,10402,"경기도 고양시 일산동구 중앙로****번길 **, *층 ***호 (장항동)",경기도 고양시 일산동구 장항동 ***,10397,2026-01-13 17:14:06,,179711.636871521,461713.267362608
갈매동물병원,20170601,폐업,031-529-5088,0,11902,"경기도 구리시 갈매중앙로 **, ***호 (갈매동, 넘버원리치안)",,,2026-01-13 17:16:02,,210263.687520847,458669.198978065
쥬만지 캣,20120419,폐업,031-372-8333,0,18118,"경기도 오산시 청학로 ***, ***호 (궐동)",경기도 오산시 궐동,,2026-01-13 17:24:03,,205642.976722718,406348.56593673
행복하시개,20221206,폐업,,0,14996,"경기도 시흥시 장현장곡로 **, S***동 *층 ***호 (장현동, 시흥장현LH**단지)",경기도 시흥시 장현동 *** 시흥장현LH**단지,,2026-03-10 21:36:24,,181645.169733108,431182.114637029
나라동물병원,20081107,폐업,031-338-7975,0,17027,"경기도 용인시 처인구 포곡읍 포곡로 ** (신원아파트 상가*동 ***, ***호)",경기도 용인시 처인구 포곡읍,,2026-03-26 22:51:28,,219077.908105325,418409.387179753
파주강아지,20170428,폐업,031-941-4123,0,10930,경기도 파주시 중앙로 *** (금촌동),,,2026-01-13 17:26:34,,180180.734316172,473369.674060825
펫뱅크,20180503,폐업,031-508-2800,0,10892,"경기도 파주시 청암로**번길 **, 홈플러스 파주운정점 *층 X**, YH호 (목동동)",경기도 파주시 목동동 *** 홈플러스 파주운정점,,2026-01-13 17:26:35,,176725.26242028,469706.991119381
매니아 펫,20140702,폐업,031-821-1001,0,11492,경기도 양주시 고읍남로 *-** (광사동),경기도 양주시 광사동 ***-*,,2026-04-28 22:00:56,,206882.186155819,477020.563240219
PET ELDORADO,20111219,폐업,,,,경기도 수원시 장안구 장안로 *** (정자동),경기도 수원시 장안구 정자동 ***,,2026-01-13 17:19:36,,199378.825262964,422433.163309046
Secret Dogs(시크릿독스),20130405,폐업,,0,,"경기도 수원시 팔달구 중부대로 ** (지동,*층)",경기도 수원시 팔달구 지동 ***-** *층,,2026-01-13 17:19:36,,202096.276563995,419352.612842142
웨스턴동물병원,20080728,폐업,,,,,경기도 고양시 일산동구 장항동 *** 웨스턴돔 A-***,10397,2026-01-13 17:14:05,,179810.178969729,461526.164368873
JK 애견용품,20080804,폐업,,,,,경기도 고양시 일산동구 장항동 *** 한라밀라트 A-***,10397,2026-01-13 17:14:05,,179321.637884805,462227.553754862
사랑하는 강아지,20080912,폐업,,,,,경기도 고양시 일산동구 장항동 ***-* 풍선프라자 ***호,10397,2026-01-13 17:14:05,,179449.749672525,462327.132044475
강쥐사랑,20081017,폐업,,,,,경기도 고양시 덕양구 주교동 ***-* ***호,,2026-01-13 17:14:05,,184984.30553885,461661.525559025
쿨펫동물병원,20081204,폐업,,,,,경기도 고양시 덕양구 화정동 *** 롯데마트 *층,,2026-01-13 17:14:05,,185024.681774615,458969.125315118
일산애견,20090204,폐업,,,,,경기도 고양시 일산서구 주엽동 ** 문촌마을 동부썬프라자 A동 *~**호,,2026-01-13 17:14:05,,178529.136791301,463365.623578833
탑독,20090327,폐업,,,,,경기도 고양시 덕양구 토당동 ***-* *층일부,10507,2026-01-13 17:14:05,,184415.175360745,457411.171329646
가람 동물병원,20090414,폐업,,,,,경기도 고양시 일산동구 마두동 *** 선경상가 ***호(일부),,2026-01-13 17:14:05,,180429.594918348,461366.247981232
해오름동물병원,20090504,폐업,,,,,경기도 고양시 덕양구 주교동 ***-* ***호(*층일부),,2026-01-13 17:14:05,,185684.468962019,461852.567831753
강남동물병원,20090619,폐업,,,,,경기도 고양시 일산동구 식사동 ***-** 풍산트윈시티 ***호,10324,2026-01-13 17:14:05,,183267.923204545,464065.92071762
서울종합동물병원 백석,20090709,폐업,,,,,"경기도 고양시 일산동구 백석동 **** 동문굿모닝힐 ***동 ***,***호(일부)",,2026-01-13 17:14:05,,181196.280524901,459636.807109425
애견마을,20100118,폐업,,,,,경기도 고양시 일산동구 백석동 효성레제스빌 오피스텔 ***호,,2026-01-13 17:14:05,,,
로하스동물병원,20100504,폐업,,,,,경기도 고양시 일산서구 주엽동 ** 강선*단지 상가 ***호,,2026-01-13 17:14:05,,179335.868789335,463073.711845168
휄릭스 펫샵,20120312,폐업,,,,경기도 고양시 덕양구 중앙로 *** ***호 (행신동),경기도 고양시 덕양구 행신동 **** 서정프라자 ***호,,2026-01-13 17:14:05,,186358.445846762,457257.532079513
벳케어 동물병원,20100614,폐업,,,,,경기도 고양시 일산서구 가좌동 ***-* 준프라자 ***호,,2026-01-13 17:14:05,,175167.377073235,465009.589545979
탑 동물병원,20100713,폐업,,,,,경기도 고양시 덕양구 토당동 ***-*,10507,2026-01-13 17:14:05,,184415.175360745,457411.171329646
토론토 동물병원,20100819,폐업,,,,,경기도 고양시 일산서구 대화동 ****-*,,2026-01-13 17:14:05,,178398.286754325,464008.424241791
애견마을,20100824,폐업,,,,,경기도 고양시 일산동구 백석동 ****-* 효성레제스 ***호,,2026-01-13 17:14:05,,181125.868355452,459934.289842367
사랑하는 강아지,20101117,폐업,,,,,경기도 고양시 일산동구 장항동 ***-* 풍성프라자 ***호,10397,2026-01-13 17:14:05,,179449.749672525,462327.132044475
산본팻애견용품할인마트,20091123,폐업,031-393-0033,0,15805,경기도 군포시 군포로 *** (산본동),경기도 군포시 산본동 **-**,,2026-01-13 17:16:33,,194734.190082795,430311.104874876
씨엠티네트웍스,20151026,폐업,070-8823-2700,0,10866,"경기도 파주시 천정구로 ***, *층 (당하동)",,,2026-01-13 17:26:34,,178034.528133627,471590.189522475
까까독,20151229,폐업,031-943-3898,0,10928,경기도 파주시 새꽃로 *** (금촌동),,,2026-01-13 17:26:34,,179767.040067989,473497.082020805
까까독,20160106,폐업,031-943-3898,0,10928,경기도 파주시 새꽃로 *** (금촌동),,,2026-01-13 17:26:34,,179767.040067989,473497.082020805
낭만고양이,20160317,폐업,,0,10859,경기도 파주시 탄현면 헤이리마을길 **-*** (*x*cube red),,,2026-01-13 17:26:34,,173078.651916882,476583.004812752
새롬농장,20160607,폐업,,0,10950,경기도 파주시 조리읍 뇌조로***번길 **-**,,,2026-01-13 17:26:34,,184465.515938401,472864.525835776
장마루애견하우스,20160801,폐업,,0,10801,경기도 파주시 파평면 장마루*길 ***-**,경기도 파주시 파평면 덕천리 ***-*,10801,2026-01-13 17:26:34,,186397.782312311,493064.846112672
핫도그 애견,20160908,폐업,,0,10915,"경기도 파주시 금빛로 **-*, *층 (금촌동, 조인프라자)",,,2026-01-13 17:26:34,,179418.08,472188.68
해피바스(예뿌개),20161101,폐업,031-943-8270,0,10879,경기도 파주시 아침노을길 ** (문발동),경기도 파주시 문발동 ***-**,,2026-01-13 17:26:34,,174047.952030986,469465.896360224
미소농장,20161109,폐업,,0,10802,경기도 파주시 적성면 구읍로 **-**,,,2026-01-13 17:26:34,,193828.06035711,496044.758373107
기름집강아지 OIL DOG,20161202,폐업,031-949-1414,0,10871,"경기도 파주시 가재울로 **, *층 (목동동)",,,2026-01-13 17:26:34,,177637.603922784,469868.89257092
홈플러스 파주운정점 수족관,20161224,폐업,,0,10892,경기도 파주시 청암로**번길 ** (목동동),,,2026-01-13 17:26:34,,176725.26242028,469706.991119381
허그퍼피,20170103,폐업,,0,10940,경기도 파주시 조리읍 수레길 ***,,,2026-01-13 17:26:34,,186270.086416602,473323.515640122
아펠리아퍼피하우스,20170322,폐업,031-941-8950,0,10940,"경기도 파주시 조리읍 장곡로 ***-**, *층",,,2026-01-13 17:26:34,,185799.633193397,471879.270348122
고양이로다,20170331,폐업,031-944-7886,0,10900,경기도 파주시 심학산로***번길 **-* (목동동),,,2026-01-13 17:26:34,,176888.598699456,468552.620472047
펫파라다이스파주운정점,20170704,폐업,031-948-5807,0,10892,"경기도 파주시 청암로**번길 **, *층 (목동동, 홈플러스파주운정점)",,,2026-01-13 17:26:34,,176725.26242028,469706.991119381
내강아지,20170831,폐업,031-957-1772,0,10926,"경기도 파주시 새꽃로 **, *층 ***, ***호 (금촌동, 연세프라자)",,,2026-01-13 17:26:35,,179562.23,472772.15
블링블링강아지별,20171211,폐업,031-977-6123,0,10892,"경기도 파주시 산내로***번길 **-*, *층 (목동동)",경기도 파주시 목동동 ***-*,,2026-01-13 17:26:35,,176737.52,469535.2
라온,20180410,폐업,,0,10945,경기도 파주시 월롱면 통일로***번길 **,경기도 파주시 월롱면 영태리 ***,,2026-01-13 17:26:35,,181915.182381946,473986.818409254
(주)위드공감,20211221,폐업,,0,10403,"경기도 고양시 일산동구 백마로 ***, 현대 에뜨레보 *층 ***호 (장항동)",경기도 고양시 일산동구 장항동 *** 현대 에뜨레보 ***호,10397,2026-01-13 17:14:09,,180031.642095533,461431.324488084
㈜미키펫코리아,20161101,폐업,031-605-9788,0,13595,"경기도 성남시 분당구 황새울로***번길 ** (수내동, 교보생명)",경기도 성남시 분당구 수내동 **-* **-*,,2026-01-13 17:19:05,,209948.643151159,430511.39103559
어니스트독(HONEST DOG),20180905,폐업,,0,13535,경기도 성남시 분당구 동판교로**번길 **-** (백현동),경기도 성남시 분당구 백현동 ***,,2026-01-13 17:19:06,,210028.878169737,431718.595369293
my애견,20110607,폐업,031-469-0077,,,,경기도 안양시 만안구 안양동 ***-***,,2026-01-13 17:21:34,,,
늘안아줄개,20140623,폐업,031-388-1162,0,13953,"경기도 안양시 동안구 경수대로***번길 **-*, *층 (비산동)",경기도 안양시 동안구 비산동 ***-**,,2026-01-13 17:21:34,,,
도그앤도그,20080908,폐업,032-345-1044,,,,경기도 부천시 소사구 괴안동 **-**,,2026-01-13 17:18:35,,182781.474651693,441881.359645493
애견천사,20101223,폐업,,,,경기도 부천시 원미구,경기도 부천시 원미구 심곡동 ***-**,,2026-01-13 17:18:35,,181281.78093627,442656.046829074
강아지사랑,20110125,폐업,,,,,경기도 부천시 소사구 심곡본동 ***-*,,2026-01-13 17:18:35,,180624.688392343,441952.623874907
프렌치독,20110328,폐업,,,14474,경기도 부천시 오정구 까치로 ** (작동),경기도 부천시 오정구 작동 **-*,,2026-01-13 17:18:35,,182752.515394895,445895.475581007
아쿠아플러스(주) 부천소사점,20121024,폐업,032-610-8000,,,,경기도 부천시 소사구 괴안동 ***-*,,2026-01-13 17:18:35,,183505.044366024,442533.953044508
페이스 독,20121109,폐업,032-613-7979,,,,경기도 부천시 원미구 중동 ***-**,,2026-01-13 17:18:35,,179385.932205453,443390.279237787
섹시독,20120821,폐업,,0,,,경기도 부천시 원미구 상동 ***-* 그린힐 ***호,,2026-01-13 17:18:35,,178504.051740812,444903.471908214
애견일번지,20130711,폐업,,0,,,경기도 부천시 소사구 심곡본동 ***-*,,2026-01-13 17:18:35,,180648.292724065,442257.098877
피오리엔/미스멍애견용품할인매장,20140530,폐업,,0,14749,경기도 부천시 소사구 성주로 *** (심곡본동),경기도 부천시 소사구 심곡본동 ***-*,,2026-01-13 17:18:35,,180414.4795,441789.181
JS컴퍼니,20150113,폐업,032-613-7979,0,,경기도 부천시 원미구 부천로 *** (심곡동),,,2026-01-13 17:18:35,,,
베베스토리 부천,20150730,폐업,,0,14598,경기도 부천시 원미구 상일로 ** (상동),경기도 부천시 원미구 상동 ***-*,,2026-01-13 17:18:35,,177987.319260479,443263.66804096
개님을부탁해,20150817,폐업,032-611-3382,0,14639,경기도 부천시 원미구 원미로 **-* (심곡동),경기도 부천시 원미구 심곡동 ***-**,,2026-01-13 17:18:35,,181281.78093627,442656.046829074
홈독,20160405,폐업,,0,14635,경기도 부천시 원미구 부일로***번길 ** (심곡동),경기도 부천시 원미구 심곡동 ***-* *층,,2026-01-13 17:18:35,,180443.127133091,442817.975783816
미소애견,20170512,폐업,032-653-8245,0,14626,"경기도 부천시 원미구 부일로 ***, *층 *호호 (중동, 동원상가)",,,2026-01-13 17:18:35,,179321.390849602,442897.31801076
주식회사 베이비몽,20171213,폐업,,0,14544,"경기도 부천시 원미구 소향로**번길 **, 테마파크 ***호 (상동)",경기도 부천시 원미구 상동 ***-** 테마파크,,2026-01-13 17:18:35,,177777.506835431,444738.057623797
스위티 애견샵,20110110,폐업,031-392-7942,,,"경기도 군포시 용호*로 **, B**호 (당동,대림프라자)",경기도 군포시 당동 ***-* 대림프라자 B**호,,2026-01-13 17:16:33,,194646.677354214,427252.224325929
펫필드 애견,20110901,폐업,031-391-3071,,,"경기도 군포시 고산로***번길 **, ***호 (당동,그린프라자)",경기도 군포시 당동 ***-* 그린프라자 ***호,,2026-01-13 17:16:33,,194962.25898183,427322.636485246
샤이니독퍼피샵,20121227,폐업,031-398-0079,0,15815,"경기도 군포시 금산로 **-*, ***동 ****호 (산본동)",경기도 군포시 산본동 ****,,2026-01-13 17:16:33,,194189.37215072,429607.667400243
독앤켓,20140218,폐업,031-399-8252,0,15805,"경기도 군포시 군포로 ***, *층층 (산본동)",경기도 군포시 산본동 **-**,,2026-01-13 17:16:33,,194765.309032706,430233.543076512
동물농장,20150209,폐업,031-509-0425,0,15888,경기도 군포시 대야*로 ** (대야미동),경기도 군포시 대야미동 ***-*,,2026-01-13 17:16:33,,192648.449129071,424993.671822789
개팔자 상팔자,20160429,폐업,031-392-4244,0,15834,"경기도 군포시 쟁골*길 ** (금정동, ***호)",경기도 군포시 금정동 ***-* ***호,,2026-01-13 17:16:33,,194807.899772785,428667.02459969
펫파라다이스 동물병원,20160624,폐업,031-689-3124,0,15866,"경기도 군포시 번영로 ***, *층 (산본동, 롯데피트인)","경기도 군포시 산본동 ****-* 롯데피트인, *층",,2026-01-13 17:16:33,,193789.410732019,428419.578316283
퍼피프랜드,20170215,폐업,,0,15805,경기도 군포시 고산로***번길 ** (산본동),경기도 군포시 산본동 **-**,,2026-01-13 17:16:33,,194501.058546722,430123.872165982
펫몰,20180615,폐업,031-399-9119,0,15856,"경기도 군포시 군포로 ***, 군포벤처텔 ***호 (당동)",경기도 군포시 당동 ***-* 군포벤처텔 ***호,,2026-01-13 17:16:33,,194995.078046021,427376.358849744
엘로이 애견 놀이터&호텔,20180626,폐업,070-8289-9022,0,15813,"경기도 군포시 금산로*번길 *, ***호 (금정동, 태광퍼스트힐)",경기도 군포시 금정동 *** 태광퍼스트힐 ***호,,2026-01-13 17:16:33,,194751.251497941,429019.384435167
라온캣,20211129,폐업,,0,15865,"경기도 군포시 산본로***번길 **, 동화프라자 ***호 (산본동)",경기도 군포시 산본동 **** 동화프라자 ***호,,2026-01-13 17:16:33,,193781.173460956,428662.621220366
올데이펫 군포본점,20220530,폐업,,0,15865,"경기도 군포시 광정로 **, 신원타워빌딩 ***호 (산본동)",경기도 군포시 산본동 ****-* 신원타워빌딩,,2026-01-13 17:16:33,,193688.439691913,428695.276118429
해피도그,20151110,폐업,,0,16054,"경기도 의왕시 오전로 ***, 상가동 ***호 (오전동)",경기도 의왕시 오전동 *** 목련아파트,,2026-04-26 22:00:48,,197318.300559752,428113.034707078
Dog 차지,20160504,폐업,031-348-0448,0,16026,"경기도 의왕시 내손로 **, *층 *호 (내손동, 보우상가)",,,2026-04-26 22:00:48,,198112.489456313,431638.742481425
카라퀸펫샵,20130410,폐업,031-458-0079,,16059,"경기도 의왕시 전주남이*길 **, 모락산동문굿모닝힐 상가동 *층 (오전동)",경기도 의왕시 오전동 *** 모락산동문굿모닝힐,,2026-04-26 22:00:48,,197824.245287787,427736.911107768
히어로펫 안양점,20201021,폐업,,0,16039,"경기도 의왕시 계원대학로 **, 명성프라자 *층 ***호 (내손동)",경기도 의왕시 내손동 ***-* 명성프라자,,2026-04-26 22:00:48,,197665.628942507,430783.210364109
퍼피당강아지 일산본점,20220218,폐업,,0,10303,"경기도 고양시 일산동구 숲속마을*로 ***, ***호 (풍동)",경기도 고양시 일산동구 풍동 ****-* ***호,10309,2026-01-13 17:14:09,,182210.8307288,463463.968897847
MERRY HAM(메리햄),20220218,폐업,,0,10336,"경기도 고양시 일산동구 탄중로 ***-*, 삼성프라자 *층 ***호 (중산동)",경기도 고양시 일산동구 중산동 ****-* 삼성프라자 ***호,,2026-01-13 17:14:09,,180534.049799555,465746.220174258
프롬몽쥬,20220323,폐업,,0,10401,"경기도 고양시 일산동구 무궁화로 **-**, 일산프라자 *층 ***-*호 (장항동)",경기도 고양시 일산동구 장항동 *** 일산프라자 ***-*호,10397,2026-01-13 17:14:10,,179613.874174651,462228.382876693
도그데이,20220503,폐업,,0,10401,"경기도 고양시 일산동구 무궁화로 **-**, 라페스타E *층 ***호 (장항동)",경기도 고양시 일산동구 장항동 *** 라페스타E,10397,2026-01-13 17:14:10,,179444.375045271,462243.31266478
일산 강아지고양이 캣독,20220919,폐업,,0,10401,"경기도 고양시 일산동구 중앙로****번길 **-**, 라페스타A (장항동)",경기도 고양시 일산동구 장항동 *** 라페스타A동 ***호,10397,2026-01-13 17:14:10,,179580.33125846,462064.220892906
신세계 펫,20230303,폐업,,0,10412,경기도 고양시 일산동구 산두로 *-**(마두동),경기도 고양시 일산동구 마두동 ***-*,,2026-01-13 17:14:10,,181251.105276525,461972.618173972
위클리독 강아지고양이분양 일산점,20231123,폐업,,0,10252,"경기도 고양시 일산동구 은마길 ***, *층 일부호 (설문동)",경기도 고양시 일산동구 설문동 ***-** *층 일부,,2026-01-13 17:14:10,,182382.233377979,469340.18893952
몽냥몽냥 강아지분양 일산점,20210420,폐업,,0,10392,"경기도 고양시 일산서구 한류월드로 ***, 고양 원마운트 ****호 (대화동)",경기도 고양시 일산서구 대화동 **** 고양 원마운트,,2026-01-13 17:14:10,,178268.135568909,462480.734362689
햄보나,20210623,폐업,,0,10222,"경기도 고양시 일산서구 대화로 ***, 대화동 대성프라자 *층 ***-*호 (대화동)",경기도 고양시 일산서구 대화동 ***-* 대화동 대성프라자,10222,2026-01-13 17:14:10,,176560.850350317,463140.11637192
쥬박스,20220302,폐업,031-913-0649,0,10386,"경기도 고양시 일산서구 중앙로 ****, 주엽역 삼부르네상스 지하*층 B***~***, B***~***, B***~***호 (주엽동)",경기도 고양시 일산서구 주엽동 *** 주엽역 삼부르네상스 B***~호,,2026-01-13 17:14:11,,178921.755604618,462986.547889216
쥬박스 페르시안,20220303,폐업,031-913-0649,0,10386,"경기도 고양시 일산서구 중앙로 ****, 주엽역 삼부르네상스 B***호 (주엽동)",경기도 고양시 일산서구 주엽동 *** 주엽역 삼부르네상스 B***호,,2026-01-13 17:14:11,,178921.755604618,462986.547889216
쥬박스 메인쿤,20220303,폐업,031-913-0649,0,10386,"경기도 고양시 일산서구 중앙로 ****, 주엽역 삼부르네상스 B***호 (주엽동)",경기도 고양시 일산서구 주엽동 *** 주엽역 삼부르네상스 B***호,,2026-01-13 17:14:11,,178921.755604618,462986.547889216
점핑푸들,20220303,폐업,031-913-0649,0,10386,"경기도 고양시 일산서구 중앙로 ****, 주엽역 삼부르네상스 B***호 (주엽동)",경기도 고양시 일산서구 주엽동 *** 주엽역 삼부르네상스 B***호,,2026-01-13 17:14:11,,178921.755604618,462986.547889216
미어캣놀이터 러블리쥬,20181220,폐업,,0,14635,"경기도 부천시 원미구 부일로 ***, ***호 (심곡동)",경기도 부천시 원미구 심곡동 ***-*,,2026-01-13 17:18:35,,180528.221814898,442727.399188101
하안애견,20080415,폐업,,0,14305,경기도 광명시 범안로 **** (하안동),경기도 광명시 하안동 **-*,,2026-01-13 17:15:02,,189227.941710655,439968.165245988
(주)오케이독 광명지점,20150428,폐업,070-4150-0958,0,14318,"경기도 광명시 금하로 ***, *,*층 (소하동)",경기도 광명시 소하동 **-**,,2026-01-13 17:15:02,,190427.436871365,438825.875781161
안중동물병원,20120220,폐업,,0,17930,경기도 평택시 안중읍 안현로서*길 ***,경기도 평택시 안중읍 현화리 ***,,2026-01-13 17:27:05,,192437.282402072,386694.624227642
김기혁동물병원,20130708,폐업,031-618-8275,0,,,경기도 평택시 비전동 ***-*,,2026-01-13 17:27:05,,209500.284225936,387824.660415529
애견사랑,20100726,폐업,031-416-5556,0,,경기도 안산시 상록구 성호로 *** (부곡동),경기도 안산시 상록구 부곡동 ***-**,,2026-03-26 22:46:09,,187752.906063274,425823.548294427
(주)한라펫,20120814,폐업,02-2685-3485,0,,경기도 안산시 단원구 화랑로 *** (초지동),경기도 안산시 단원구 초지동 ***-*,,2026-03-26 22:46:09,,183897.629119608,424184.561226779
아롱펫샵,20170306,폐업,031-507-7818,0,15374,"경기도 안산시 단원구 원선로 **, ***호 (원곡동)",경기도 안산시 단원구 원곡동 ***-*,,2026-03-26 22:46:10,,182104.184038721,425353.254368855
애견마을,20090423,폐업,,,,,경기도 고양시 덕양구 화정동 *** 요진타워 ***호,,2026-01-13 17:14:05,,185166.687145694,459037.825613683
자유로동물병원,20120405,폐업,031-925-3567,,,경기도 고양시 일산서구 대화로 *** (대화동),경기도 고양시 일산서구 대화동 ****-* 자유로프라자 ***호 자유로동물병원,,2026-01-13 17:14:05,,176474.179870173,463060.185042319
SPW,20140711,폐업,,0,10446,경기도 고양시 일산동구 강송로**번길 *-** (백석동),,,2026-01-13 17:14:06,,181328.387118955,460504.457252667
꼬마펫,20110509,폐업,031-594-3666,0,12169,"경기도 남양주시 화도읍 먹갓로 **, ***호",경기도 남양주시 화도읍 묵현리 ***-* ***호,,2026-01-13 17:17:34,,224111.939528866,461794.860708843
아프리카 애견 훈련센터,20111212,폐업,031-565-1942,0,12242,경기도 남양주시 양정로 ** (일패동),경기도 남양주시 일패동 ***,,2026-01-13 17:17:34,,216472.518513698,457505.506491745
꼬마펫,20100331,폐업,,,12169,"경기도 남양주시 화도읍 먹갓로 **, ***호",경기도 남양주시 화도읍 묵현리 ***-* ***호,,2026-01-13 17:17:34,,224111.939528866,461794.860708843
프리미엄켄넬,20160412,폐업,,0,12200,경기도 남양주시 화도읍 재재기로***번길 **-*,,,2026-01-13 17:17:34,,,
라라도그카페,20171207,폐업,,0,12175,"경기도 남양주시 화도읍 마석중앙로**번길 **, *층 ***호",경기도 남양주시 화도읍 마석우리 ***-* 별나라타워 ***호,,2026-01-13 17:17:34,,226696.341188688,461668.392272895
저스트벳동물병원,20131022,폐업,031-378-1514,0,18143,"경기도 오산시 원동로 *, ***,***호 (원동, 파크스퀘어 )","경기도 오산시 원동 *** 파크스퀘어 ***,***호",,2026-01-13 17:24:03,,206118.273622077,404474.595570101
야옹아멍멍해봐,20161103,폐업,031-378-0031,0,18143,"경기도 오산시 원동로 * (원동, 파크스퀘어)",경기도 오산시 원동 ***,,2026-01-13 17:24:03,,206118.273622077,404474.595570101
씻기개 백운호수점,20210825,폐업,,0,16016,"경기도 의왕시 백운중앙로 ***, *층 (학의동)",경기도 의왕시 학의동 ****-*,16012,2026-04-26 22:00:48,,200828.868807747,430096.538527263
코코스퀘어,20210902,폐업,031-329-4012,0,16016,"경기도 의왕시 바라산로 *, 롯데프리미엄아울렛 타임빌라스 글라스빌 (학의동)",경기도 의왕시 학의동 **** 롯데프리미엄아울렛 타임빌라스,16012,2026-04-26 22:00:48,,200775.6096513,430435.021970577
쿨펫동물병원,20080602,폐업,,0,12927,"경기도 하남시 덕풍서로 **, *층 (덕풍동, 이마트하남점)",경기도 하남시 덕풍동 *** 이마트하남점 *층,,2026-03-26 22:46:33,,218076.91973786,450073.163619109
서울퍼피,20110531,폐업,,,,,경기도 하남시 신장동 ***-* *층,,2026-03-26 22:46:33,,218513.465377797,448692.709762126
쿨펫동물병원(장항점),20110213,폐업,031-908-1756,,,,경기도 고양시 일산동구 장항동 *** 홈플러스 지하 *층,10397,2026-01-13 17:14:05,,179536.212704008,461876.531597015
