fastvl_nm,opnmt_plc,fastvl_bgng_ymd,fastvl_end_ymd,fastvl_cont,sprvsn_inst_nm,host_inst_nm,suprt_inst_nm,sprvsn_inst_telno,hmpg_addr,relate_info,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd
광명등문화축제,시민체육관,20250401,20250531,거리등 전시+점등식+체험부스+문화공연,광명전통문화연구회,광명시청,"광명시, 광명시의회",02-2680-0700,,등문화축제(시민운동장),경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.46251993,126.8711626,20251217
제4회 양평부추축제,양동역 일원,20231007,20231008,을미의병 발상지인 양동에서 특산품 부추로 다양한 음식을 즐기며 의병출정식 등 다양한 경험을 할 수 있는 행사,양평부추축제추진위원회,경기도 양평군 양동면,,031-770-3253,https://buchoofestival.modoo.at/,,경기도 양평군 양동면 양동역길 19,경기도 양평군 양동면 쌍학리 223-2,37.42030404,127.7544833,20231205
제24회 양평단월고로쇠축제,단월레포츠공원,20230318,20230319,물맑은 양평의 청정지역에서만 나오는 소리산 고로쇠 수액으로 매년 3월에 개최되는 축제,양평단월고로쇠축제추진위원회,경기도 양평군 단월면,,031-770-3192,www.양평고로쇠축제.com,,경기도 양평군 단월면 보룡길 123,경기도 양평군 단월면 보룡리 441-6,37.5449768,127.670192,20231205
2026년 가을걷이 한마당,성남시민농원,20261031,20261031,전시마당+체험마당+놀이마당+먹거리마당 등,경기도 성남시 농업기술센터,경기도 성남시,,031-729-4032,,,경기도 성남시 중원구 여수대로 197,경기도 성남시 수정구 성남동 1949-8,37.425181,127.124866,20260209
화성송산포도축제,궁평항,20260905,20260906,"포도 체험, 직거래 장터",(재)화성푸드통합지원센터,경기도 화성시,,031-5189-6441,,,경기도 화성시 만세구 서신면 궁평항로 1049-24,경기도 화성시 만세구 서신면 궁평리 689번지,37.11602908,126.6812748,20260401
부천국제만화제,한국만화박물관 일원,20260918,20260920,작가와의 만남+BICOF 플레이그라운드+비밀상점+코스프레 글로벌 챔피언십 등,한국만화영상진흥원,한국만화영상진흥원,,032-310-3071,https://www.bicof.com,,경기도 부천시 원미구 길주로 1 (상동),경기도 부천시 원미구 상동 529-2,37.51294184,126.7487467,20260316
연천구석기축제,연천 전곡리 유적,20260502,20260505,전곡리안 의상실+전곡리안 서바이벌+구석기 올림픽+세계 구석기 체험 마당+구석기 펫스타+구석기 스플래쉬 어드벤처 등,연천구석기축제 추진위원회,경기도 연천군,한국수자원공사,1588-7890,https://www.yeoncheon.go.kr/festival/,,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529,38.01564838,127.0614526,20260316
포은문화제,정몽주 묘역,20261010,20261011,천장행렬+경연대회+어린이 포은스쿨+체험부스+기념식+공연 등,용인문화원 포은문화제추진위원회,용인문화원,경기도 용인시청,031-6193-2097,http://www.ycc50.org/,,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,20260226
안산국제거리극축제,안산문화광장 및 안산시 일대,20180505,20180507,공연+퍼포먼스+예술프로그램,경기도 안산시청,경기도 안산시청,문화체육관광부+경기관광공사+한국문화예술위원회+한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,화랑유원지,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,20260304
2017 안양 아줌마축제,평촌중앙공원,20170527,20170528,아줌마 축제 기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,경인일보,(재)안양문화예술재단,경기도 안양시+ 안양시여성단체협의회,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
2019 안양여성축제,평촌중앙공원,20190518,20190519,기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,경인일보,(재)안양문화예술재단,경기도 안양시+ 안양시여성단체협의회,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,20260227
안산국제거리극축제,안산문화광장 일대,20250503,20250505,공연+퍼포먼스+예술프로그램,안산문화재단,경기도 안산시청,경기도청,031-481-0536,https://www.ansanart.com/index.do,안산문화광장,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,38.310742,126.829822,20260304
여르미오페스티벌,안산문화예술의전당 야외 광장 일대,20240810,20240810,물놀이프로그램+공연,안산문화재단,안산문화재단,,031-481-0536,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,20260304
제3회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,20150919,20150919,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,경기도 안산시청,경기도청+국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
제7회 상록수문화제,최용신기념관+상록수공원,20191026,20191026,공연+전시+체험 등,경기도 안산시청,경기도 안산시청,국가보훈처,031-481-3040,https://www.ansan.go.kr/choiyongshin,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,20260304
2018 안양충훈벚꽃축제,안양충훈2교일대,20180407,20180415,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,20260227
2019 안양충훈벚꽃축제,안양충훈2교일대,20190405,20190407,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,20260227
안산 벚꽃놀이터,화랑유원지 화랑호수 주변,20250412,20250413,버스킹+체험+홍보부스 등,경기도 안산시청,경기도 안산시청,,031-369-1661,,,경기도 안산시 단원구 동산로 270,경기도 안산시 단원구 초지동 667,37.32614479,126.8145292,20260304
천사데이기념행사,보산동 관광특구 한미우호의 광장,20251003,20251003,천사운동 본부에서 주관하는 천사데이기념 마라톤대회,(사)희망지킴이 천사운동본부,(사)희망지킴이 천사운동본부,경기도청+경기도 동두천시청+경기도 동두천시의회+한국수자원공사 동두천수도서비스관리단,031-861-1004,http://www.hope1004.org,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,20260219
제27회 포천 산정호수 명성산 억새꽃 축제,산정호수+명성산 일대,20241011,20241027,작은버스킹+1년 후에 받는 편지 등,포천시문화관광재단,경기도 포천시청,경기도+경기관광공사,,,,경기도 포천시 영북면 산정호수로411번길 89,경기도 포천시 영북면 산정리 191-1번지,38.0688661,127.3221101,20250623
동두천 청소년 별자리과학 축제,종합운동장,20251024,20251025,경기북부지역 청소년들의 과학과 수학에 대한 자신감과 흥미유발,(사)어수회,경기도청+경기도 동두천시청,경기도 동두천시의회+경기문화재단+동두천양주교육지원청 등,031-860-2857,http://www.ddc.go.kr,,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,20260219
제22회 자라섬 재즈페스티벌,자라섬+잣고을 광장+흥농종묘 앞 삼거리+음악역1939 뮤직홀,20251017,20251019,재즈스트릿+파티 스테이지+재즈 스테이션+페스티벌 스테이지+미리보는 재즈페스티벌,(사)문화현상,경기도 가평군청,,031-581-2815,https://jarasumjazz.com/,,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 대곡리 27-14번지,37.82086732,127.5210555,20250507
제13회 양평 용문산 산나물축제,용문역 앞,20230505,20230507,산나물의 맛과 향기를 느낄수 있는 즐거운 체험+공연이 펼쳐지는 다채로운 축제,용문면산나물축제추진위원회,경기도 양평군 용문면,,031-770-3332,https://sannamulfestival.modoo.at/,,경기도 양평군 용문면 용문역길 21,경기도 양평군 용문면 다문리 736-13,37.48245012,127.5945009,20231205
