bizplc_nm,bsn_state_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,clsbiz_ymd,tcbiz_bgng_ymd,tcbiz_end_ymd,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,cultur_bizman_div_nm,tot_floor_cnt,circumfr_envrn_nm,faclt_ar,ground_floor_cnt,bsmnt_floor_cnt,buldng_purpos_nm,passway_wdth,light_faclt_ilum_amnt,sngrum_rom_cnt,yongroom_cnt,emgncy_strs_yn,emgnexit_yn,man_dong_ventltn_yn,yongroom_yn,specl_light_yn,sondfaclt_yn,tot_gamemchn_vcnt,provsn_gamesw_nm,first_reg_hr,region_div_nm
산울림노래연습장,폐업,19981107,경기도 부천시 원미구 부천로 144  (원미동),경기도 부천시 원미구 원미동 73-8,14566,,37.4969917916,126.7859601162,,20051031,,,,180999.66898175,443886.036353786,노래연습장업,유통관련업,,,63.8,,,,,,,,N,N,N,N,N,N,,,,
산장노래방,폐업,19990422,경기도 남양주시 화도읍 묵현로 11-25,경기도 남양주시 화도읍 묵현리 298-3,12168,,37.6577156266,127.288422041,,20030922,,,,225396.492975824,461718.172230916,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
산정노래연습장,폐업,19991124,경기도 포천시 영북면 산정호수로411번길 83-64,경기도 포천시 영북면 산정리 191-1,11103,,38.0688703068,127.3238389808,,20091203,,,,228288.331280107,507359.855291329,노래연습장업,유통관련업,,기타,,,,,1.0,40.0,7,,Y,Y,Y,,Y,Y,,,,준주거지역
산초롱,직권말소,19930126,경기도 화성시 만세구 우정읍 띨뿌리길 13,경기도 화성시 만세구 우정읍 석천리 960-37,18572,,37.0366423263,126.7675694374,,20171023,,,,179242.520895817,392787.36663082,노래연습장업,유통관련업,,,,,,,,,100,,N,N,N,,N,N,,,,
산촌노래연습장,폐업,20040120,경기도 안성시 원곡면 지문로 530,경기도 안성시 원곡면 성은리 349-1,17554,,37.0732397906,127.1574673975,,20260330,,,,213928.644303823,396846.520269056,노래연습장업,유통관련업,2,기타,109.09,2,,근린생활시설,1.0,,5,,N,Y,Y,,Y,N,,,,
산타나,폐업,19990713,경기도 성남시 수정구 수정남로 323  (산성동),경기도 성남시 수정구 산성동 395,13124,,37.456523628,127.1533934569,,20100202,,,,213502.090579043,439384.292027194,노래연습장업,유통관련업,,,,,1,,1.0,40.0,6,3,Y,Y,Y,Y,Y,Y,,,,
산타나 노래연습장,폐업,20040409,,경기도 부천시 원미구 역곡동 지층,,,,,,20110629,,,,,,노래연습장업,유통관련업,5,기타,124.3,4,1,근린생활시설,1.0,89.0,6,3,Y,Y,Y,Y,Y,Y,,,,일반상업지역
산타나노래연습장,폐업,20011031,경기도 성남시 분당구 불정로77번길 4-6  (정자동),경기도 성남시 분당구 정자동 139-4,13612,,37.3602302069,127.1138659957,,20070531,,,,210016.095,428692.185,노래연습장업,유통관련업,4,학교정화(상대),51.36,3,1,근린생활시설,1.0,45.0,3,,Y,Y,Y,N,Y,Y,,,,일반주거지역
산타나노래연습장,폐업,19990624,"경기도 안산시 단원구 예술대학로 156 (고잔동,지층)",경기도 안산시 단원구 고잔동 643-19 지층,15261,,37.3306737662,126.8388968745,,20210609,,,,185651.324770944,425418.09483664,노래연습장업,유통관련업,,,148.83,,1,근린생활시설,,,6,2,N,N,N,Y,N,N,,,,
산타페 노래연습장,영업중,20130913,"경기도 수원시 권선구 곡선로49번길 12, 한양프라자 3층 (곡반정동)",경기도 수원시 권선구 곡반정동 556-1 한양프라자 3층,16670,,37.239295241,127.0303660313,,,,,,202622.839467693,415265.736395843,노래연습장업,유통관련업,8,기타,198.17,6,2,근린생활시설,,,7,1,,,,,,,,,,준주거지역
산타페 노래연습장,영업중,20120809,"경기도 수원시 팔달구 중부대로143번길 15, 2층 (우만동)",경기도 수원시 팔달구 우만동 561-7,16240,031-215-5335,37.2792241156,127.0319003439,,,,,,202756.261172363,419696.693521174,노래연습장업,유통관련업,5,주택가주변,150.52,4,1,근린생활시설,,,6,,,,,Y,,,,,,일반주거지역
산타페노래연습장,등록취소,19990625,경기도 안산시 상록구 도매시장로 99  (일동),경기도 안산시 상록구 일동 577-6,15322,,37.314530535,126.8636405351,20091124,,,,,187842.598370782,423622.74986466,노래연습장업,유통관련업,,,156.2,,,,,,7,1,N,N,N,Y,N,N,,,,
산타페노래연습장,영업중,20030509,"경기도 광명시 범안로 1055, 9층 (하안동, 세일빌딩)",경기도 광명시 하안동 33-3 세일빌딩 9층,14247,,37.4629814741,126.8797418706,,,,,,189292.058078055,440096.680526344,노래연습장업,유통관련업,,,290.95,,,,,,16,6,N,N,N,Y,N,N,,,,
산타페노래연습장,영업중,20020315,"경기도 안산시 단원구 광덕1로 56, 404호 (초지동)",경기도 안산시 단원구 초지동 732 404호,15448,,37.3081881871,126.815780071,,,,,,183598.272359153,422926.543328605,노래연습장업,유통관련업,,,78.75,4,,근린생활시설,,,3,,N,Y,Y,,Y,Y,,,,
산타페노래연습장,영업중,20100416,"경기도 시흥시 승지로59번길 1 (능곡동,4층 401,402호)","경기도 시흥시 능곡동 728 4층 401,402호",14995,,37.3692133481,126.8099408312,,,,,,183096.302229304,429699.494640402,노래연습장업,유통관련업,8,아파트지역,356.55,6,2,근린생활시설,1.0,40.0,7,1,Y,Y,,,,,,,,준주거지역
산타페노래연습장,영업중,20150713,"경기도 시흥시 삼미시장2길 24, 2층 (신천동)",경기도 시흥시 신천동 742-2 2층,14948,,37.4406010068,126.7826302328,,,,,,180687.379454536,437630.311040544,노래연습장업,유통관련업,,,172.38,,,,,,6,,,,,,,,,,,
산타페노래연습장,폐업,20010823,경기도 파주시 황골로 40  (금촌동),경기도 파주시 금촌동 234-22,10921,,37.7552622453,126.7732682922,,20061017,,,,179939.760255084,472486.924273539,노래연습장업,유통관련업,,,132.0,,,,,,9,1,N,N,N,N,N,N,,,,
산타페노래연습장,폐업,20120816,"경기도 시흥시 삼미시장2길 24 (신천동,2층 202호)",경기도 시흥시 신천동 742-2 2층 202호,14948,,37.4406010068,126.7826302328,,20150619,,,,180687.379454536,437630.311040544,노래연습장업,유통관련업,,기타,174.61,,,근린생활시설,,,,,,,,,,,,,,일반주거지역
산타페노래연습장,폐업,20051213,"경기도 시흥시 삼미시장2길 24,  202호 (신천동)",경기도 시흥시 신천동 742-2 202호,14948,,37.4406010068,126.7826302328,,20120731,,,,180687.379454536,437630.311040544,노래연습장업,유통관련업,,기타,142.5,,,근린생활시설,1.0,50.0,6,1,N,N,N,Y,N,N,,,,일반주거지역
산호,폐업,19990508,경기도 화성시 만세구 서신면 해안길 240-5,경기도 화성시 만세구 서신면 제부리 190-106,18553,,37.1626817453,126.6186558345,,20030116,,,,166120.537037273,406874.591279153,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
산호 노래연습장,폐업,19990210,경기도 남양주시 진접읍 금강로 1530-10,경기도 남양주시 진접읍 장현리 51-30,12004,031-571-3465,37.7266299684,127.1933014358,,20091102,,,,216968.503173344,469366.032728824,노래연습장업,유통관련업,,,98.0,,,,,,,,N,N,N,,N,N,,,,
산호노래연습장,영업중,20040225,경기도 화성시 만세구 서신면 해안길 240-5,경기도 화성시 만세구 서신면 제부리 190-106,18553,,37.1626817453,126.6186558345,,,,,,166120.537037273,406874.591279153,노래연습장업,유통관련업,,,108.16,,1,,,,6,2,Y,Y,Y,Y,Y,N,,,,
삼가대노래연습장,영업중,20191129,경기도 양주시 어하고개로 114 (삼숭동),경기도 양주시 삼숭동 66-5,11482,,37.8142887253,127.1070369463,,,,,,209357.684906734,479079.906604887,노래연습장업,유통관련업,2,,42.9,2,,,,,3,0,,,,,,,,,,
삼거리 노래연습장,영업중,20000825,경기도 평택시 포승읍 평택항로 526,경기도 평택시 포승읍 도곡리 220-3,17952,,36.9942800795,126.8487652168,,,,,,186464.999397566,388088.492471975,노래연습장업,유통관련업,,,104.54,,,,,,3,,N,N,N,,N,N,,,,
삼거리 노래연습장,폐업,19930831,경기도 의정부시 의정로 129-16  (가능동),경기도 의정부시 가능동 719 6통,11661,,37.7444574535,127.0336508111,,20070822,,,,202895.335049827,471332.247106464,노래연습장업,유통관련업,,,99.0,,1,,,,7,,N,N,N,N,N,N,,,,주거지역
삼거리 노래연습장,폐업,20111123,경기도 포천시 소흘읍 호국로523번길 40,경기도 포천시 소흘읍 이동교리 166-3,11184,,37.8203309407,127.1332514596,,20160830,,,,211657.882217393,479770.915614825,노래연습장업,유통관련업,,,136.0,1,,근린생활시설,1.0,40.0,5,1,,Y,Y,Y,Y,Y,,,,녹지지역
삼거리노래연습장,폐업,19990608,경기도 안산시 단원구 지곡로 120  (선부동),경기도 안산시 단원구 선부동 986-17,15224,,37.339918815,126.7946637176,,20121127,,,,181733.712369957,426451.913854054,노래연습장업,유통관련업,,,,,,근린생활시설,,,9,2,N,N,N,Y,N,N,,,,
삼경노래연습장,폐업,19940702,경기도 부천시 오정구 소사로 775  (원종동),경기도 부천시 오정구 원종동 229-9,14427,032-678-5548,37.5254500386,126.8045432518,,20030724,,,,182650.44,447041.359,노래연습장업,유통관련업,,,66.11,,1,근린생활시설,,,6,,N,N,N,N,N,N,,,,
삼공사공노래연습장,폐업,20031220,"경기도 성남시 분당구 서현로 375 (서현동,성수프라자 4층)",경기도 성남시 분당구 서현동 333-2 성수프라자 4층,13578,,37.376725586,127.1396015473,,20231219,,,,212295.257539548,430527.566361282,노래연습장업,유통관련업,,,149.29,,,근린생활시설,1.0,50.0,4,,N,N,N,,N,N,,,,
삼미 노래연습장,폐업,20100324,"경기도 오산시 수청로 40  (내삼미동,103호 일부)",경기도 오산시 내삼미동 861-5 103호 일부,18110,,37.1737261318,127.0582239018,,20100622,,,,205100.152848457,407996.638580997,노래연습장업,유통관련업,1,,20.12,1,,,,,,,,,,,,,,,,
삼부 노래연습장,영업중,20041129,경기도 성남시 수정구 성남대로1221번길 14-1 (수진동),경기도 성남시 수정구 수진동 4542-5 지층,13313,,37.4388158582,127.1262137242,,,,,,211100.398156292,437415.509729062,노래연습장업,유통관련업,,,94.8,,1,,,,5,2,,,,Y,,,,,,
삼삼,폐업,20011116,경기도 성남시 수정구 남문로 142 (태평동),경기도 성남시 수정구 태평동 7296-17,13279,,37.4482936969,127.1422092697,,20231026,,,,212512.406691178,438467.915101164,노래연습장업,유통관련업,,,218.7,3,,,1.0,40.0,5,1,Y,Y,Y,Y,Y,Y,,,,
삼삼오오,영업중,19970419,경기도 화성시 만세구 향남읍 초록로 889,경기도 화성시 만세구 향남읍 수직리 100-4,18625,,37.1225223496,126.9941881172,,,,,,199422.815796698,402321.179143503,노래연습장업,유통관련업,,,180.0,2,,,,,5,1,N,Y,Y,,Y,Y,,,,
삼성,직권말소,20030115,경기도 용인시 처인구 금령로27번길 6-2  (김량장동),경기도 용인시 처인구 김량장동 323-1,17050,,37.2352387466,127.199384451,,20080212,,,,217622.185947961,414830.345689898,노래연습장업,유통관련업,4,기타,128.1,3,1,근린생활시설,1.0,40.0,8,3,Y,Y,Y,Y,Y,Y,,,,전용주거지역
삼성 노래연습장,폐업,20080710,"경기도 수원시 권선구 서둔로 253, 2층 (탑동)",경기도 수원시 권선구 탑동 22-1 2층,16604,,37.2741430093,126.9786362242,,20190208,,,,198034.218462931,419133.503853915,노래연습장업,유통관련업,5,기타,146.71,5,,근린생활시설,1.0,40.0,6,1,N,Y,Y,Y,Y,Y,,,,준주거지역
삼성노래연습장,등록취소,20011215,경기도 수원시 영통구 청명남로34번길 18 (영통동),경기도 수원시 영통구 영통동 1010-4,16705,,37.2520973152,127.0763612225,20120215,,,,,206703.301892933,416687.26645287,노래연습장업,유통관련업,,,203.26,,,,,,,3,N,N,N,Y,N,N,,,,
삼성노래연습장,영업중,20030718,경기도 평택시 원평2로27번길 60 (통복동),경기도 평택시 통복동 139-3,17921,,36.9926724043,127.0797598449,,,,,,207029.051092165,387897.087756499,노래연습장업,유통관련업,3,,84.05,,1,근린생활시설,1.0,30.0,3,,Y,Y,Y,,,Y,,,,일반주거지역
삼성노래연습장,영업중,20071207,"경기도 수원시 영통구 삼성로168번길 100 (매탄동,지층)",경기도 수원시 영통구 매탄동 383-11 지층,16676,,37.2614120107,127.0599565131,,,,,,205249.164269361,417717.779233411,노래연습장업,유통관련업,4,,152.25,3,1,,1.0,40.0,8,1,Y,Y,Y,Y,Y,Y,,,,
삼성노래연습장,영업중,20010821,경기도 수원시 팔달구 효원로291번길 53 (인계동),경기도 수원시 팔달구 인계동 1120-5 3층,16488,,37.263739012,127.0343984066,,,,,,202979.339690065,417977.794376656,노래연습장업,유통관련업,,,184.0,,,,,,7,2,N,N,N,Y,N,N,,,,
삼성노래연습장,폐업,20090723,경기도 포천시 영북면 운천로24번길 3,경기도 포천시 영북면 운천리 518-25,11105,,38.0915191973,127.2713944856,,20191204,,,,223734.536573171,509887.92689958,노래연습장업,유통관련업,5,학교정화(상대),234.5,4,1,근린생활시설,,,,,,,,,,,,,,일반주거지역
삼성노래연습장,폐업,19991209,"경기도 성남시 분당구 분당로53번길 13,  지하1,2호호 (서현동,산호트윈스2차)","경기도 성남시 분당구 서현동 269-4 산호트윈스2차 지하1,2호호",13591,,37.3841964024,127.1217632926,,20040610,,,,210711.935,431355.31,노래연습장업,유통관련업,8,학교정화(상대),326.0,5,3,근린생활시설,1.0,43.0,14,4,Y,Y,Y,Y,Y,Y,,,,중심상업지역
삼성노래연습장,폐업,19990629,경기도 포천시 일동면 화동로1051번길 4-7,경기도 포천시 일동면 기산리 91-117,11116,,37.9576595485,127.3172977166,,20020418,,,,227819.605858257,495041.525106226,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
삼성디지털 노래연습장,영업중,20150403,"경기도 화성시 동탄구 삼성1로 160, 412호 (석우동, 디지털스테이션)",경기도 화성시 동탄구 석우동  31-2 디지털스테이션 412호,18450,,37.2182100827,127.0778808,,,,,,206842.660246131,412926.040205084,노래연습장업,유통관련업,,,131.0,4,,,1.0,232.0,5,1,Y,Y,,,,,,,,
삼순이노래연습장,영업중,20050905,경기도 부천시 오정구 역곡로490번길 17 (고강동),경기도 부천시 오정구 고강동 368-20,14407,032-678-4999,37.5284253254,126.8170441742,,,,,,183758.843068534,447371.080046873,노래연습장업,유통관련업,6,주택가주변,213.75,5,1,근린생활시설,1.0,54.0,8,2,Y,Y,Y,Y,Y,Y,,,,일반주거지역
삼순이노래연습장,폐업,19990623,경기도 안산시 단원구 화정천동로6길 14 (와동),경기도 안산시 단원구 와동 794,15248,031-439-7774,37.3462162586,126.8203012032,,20210428,,,,184008.342389572,427147.37392872,노래연습장업,유통관련업,,,146.88,,,근린생활시설,,,6,1,N,N,N,Y,N,N,,,,
삼숭리흙집노래연습장,직권말소,20001026,"경기도 양주시 삼숭로58번길 57  (삼숭동,(지상1층))",경기도 양주시 삼숭동 338-1 (지상1층),11484,,37.8013617071,127.1036976755,,20130102,,,,209078.105890804,477630.253525503,노래연습장업,유통관련업,,,120.16,,,근린생활시설,,,7,,N,N,N,,N,N,,,,
삼식이노래연습장,영업중,20020720,"경기도 안양시 동안구 평촌대로107번길 14, 지하1층 (호계동)",경기도 안양시 동안구 호계동 1066-5,14099,,37.3817016618,126.9598082968,,,,,,196370.00440501,431069.033031354,노래연습장업,유통관련업,,,56.1,,,,,,3,,N,N,N,,N,N,,,,
삼쏭,영업중,20140812,"경기도 고양시 덕양구 삼송로205번길 12, 2층 (삼송동)",경기도 고양시 덕양구 삼송동 61-2,10556,,37.6544687717,126.8964952902,,,,,,190794.904360282,461345.927641518,노래연습장업,유통관련업,3,학교정화(상대),155.72,3,,근린생활시설,1.0,291.0,8,2,,Y,Y,Y,,,,,,주거지역
삼익노래연습장,영업중,19990707,경기도 안산시 단원구 새뿔길 46 (신길동),경기도 안산시 단원구 신길동 709-7,15399,,37.3368605728,126.7763255387,,,,,,180108.379156971,426114.537348432,노래연습장업,유통관련업,,,126.18,,,근린생활시설,,,6,1,N,N,N,Y,N,N,,,,
삼죽노래방,직권말소,19990508,,경기도 안성시 삼죽면 용월리 395-10,17512,,,,,20100223,,,,,,노래연습장업,유통관련업,,,66.0,,,,,,,,N,N,N,,N,N,,,,
삼진 노래연습장,폐업,19931022,경기도 의정부시 평화로 186-1  (호원동),경기도 의정부시 호원동 460-25,11712,,37.708461927,127.0484094237,,20060828,,,,204195.922523456,467336.000060968,노래연습장업,유통관련업,,,103.0,,,,,,10,,N,N,N,N,N,N,,,,주거지역
삼천궁녀노래연습장,영업중,20100629,"경기도 안산시 단원구 광덕2로 163-15 (고잔동,보성프라자 202호,203호,203-1호)","경기도 안산시 단원구 고잔동 709 보성프라자 202호,203호,203-1호",15471,,37.3111905576,126.8285048244,,,,,,184727.447145482,423256.740923778,노래연습장업,유통관련업,,기타,138.24,,,근린생활시설,1.0,30.0,5,,,Y,,,,Y,,,,중심상업지역
삼천궁녀노래연습장,폐업,20040421,"경기도 안산시 단원구 광덕2로 163-15,  202,203호 (고잔동,보성프라자)","경기도 안산시 단원구 고잔동 709 보성프라자 202,203호",15471,,37.3111905576,126.8285048244,,20070911,,,,184727.447145482,423256.740923778,노래연습장업,유통관련업,,기타,143.05,,,근린생활시설,2.0,30.0,4,,N,Y,Y,N,Y,Y,,,,상업지역
삼태기노래연습장,폐업,20060808,"경기도 용인시 처인구 한터로 219 (고림동,지상2층)",경기도 용인시 처인구 고림동 212-6 지상2층,17039,031-332-7525,37.2511211664,127.2331159285,,20240808,,,,220601.253429935,416595.934554119,노래연습장업,유통관련업,2,기타,152.84,2,,근린생활시설,,,7,1,N,N,N,Y,N,N,,,,자연녹지지역
삼풍 노래연습장,폐업,20021021,"경기도 수원시 장안구 만석로210번길 77 (송죽동, 삼풍프라자빌라트)",경기도 수원시 장안구 송죽동 496-24,16304,,37.302849264,127.0052370678,,20230803,,,,200391.817196159,422319.693795832,노래연습장업,유통관련업,,,82.18,2,,근린생활시설,,,5,,Y,Y,Y,,Y,Y,,,,
삼호노래연습장,폐업,20030218,경기도 부천시 소사구 경인로216번길 34,경기도 부천시 소사구 심곡본동 660-7,14712,032-651-1334,37.4818440086,126.7791822591,,20081105,,,,180399.304180731,442206.687472193,노래연습장업,유통관련업,,,,,,,,,,2,N,Y,Y,Y,Y,Y,,,,
삽다리노래연습장,영업중,19990313,경기도 파주시 교하로 421 (동패동),경기도 파주시 동패동 301-1,10904,,37.7058706258,126.7320826449,,,,,,176317.717356084,467079.00828226,노래연습장업,유통관련업,,,165.0,,,,,,6,1,N,N,N,Y,N,N,,,,
상갈 노래연습장,영업중,20101005,"경기도 용인시 기흥구 금화로 111 (상갈동,그린프라자1 2층 302호)",경기도 용인시 기흥구 상갈동 474-1 그린프라자1 2층 302호,17073,031-8005-9494,37.2662522148,127.105932715,,,,,,209327.023221176,418259.596853183,노래연습장업,유통관련업,,,154.62,2,,,,,6,1,,,,Y,,,,,,
상도노래연습장,영업중,20110920,경기도 시흥시 정왕시장길 52 (정왕동),경기도 시흥시 정왕동 1202-2 (209호),15052,,37.3455685452,126.7489652672,,,,,,177684.953752275,427088.407686539,노래연습장업,유통관련업,,,80.64,,,,,,4,,,,,,,,,,,
상동코인노래연습장,폐업,20160720,"경기도 부천시 원미구 상동로 79, 306호 (상동, 수석프라자)",경기도 부천시 원미구 상동 544-9 306호,14544,,37.5042650697,126.7523564778,,20201204,,,,178033.5996476,444701.027130441,노래연습장업,유통관련업,9,,112.34,7,2,,1.0,,23,22,,Y,,Y,,Y,,,,
상록수노래연습장,등록취소,20031008,"경기도 안산시 상록구 석호로 286 (본오동,(지층))",경기도 안산시 상록구 본오동 882-6 (지층),15552,,37.2933859553,126.86230686,20121017,,,,,187721.207814909,421275.29393253,노래연습장업,유통관련업,3,,148.14,,1,근린생활시설,1.0,40.0,6,,N,Y,Y,,Y,Y,,,,일반주거지역
상록수노래연습장,영업중,20011012,"경기도 부천시 원미구 중동로248번길 105, 조이럭타운 201호 (중동)",경기도 부천시 원미구 중동 1138-1 조이럭타운,14548,,37.5012675291,126.7746738346,,,,,,180026.706481532,444361.821291886,노래연습장업,유통관련업,,,197.96,2,,,1.0,40.0,12,6,Y,Y,Y,,Y,Y,,,,
상록수노래연습장,영업중,20131106,경기도 안산시 상록구 석호로 286 (본오동),경기도 안산시 상록구 본오동 882-6,15552,,37.2933859553,126.86230686,,,,,,187721.207814909,421275.29393253,노래연습장업,유통관련업,,기타,148.14,3,1,근린생활시설,,,5,,,,,,,,,,,일반주거지역
상류 노래연습장,등록취소,20011211,"경기도 성남시 중원구 광명로 14-1, 3층 (성남동)",경기도 성남시 중원구 성남동 3238 3층,13364,,37.4330075471,127.1308430663,20190221,,,,,211509.460592479,436771.74834157,노래연습장업,유통관련업,,,236.17,3,,,,,10,,N,N,N,,N,N,,,,
상류 노래연습장,영업중,20101126,"경기도 성남시 중원구 희망로 360, 2층 (상대원동)",경기도 성남시 중원구 상대원동 2999-10 2층,13397,,37.4378226046,127.1584013314,,,,,,213947.104128821,437308.524059164,노래연습장업,유통관련업,,,106.21,2,,,,,4,,,,,,,,,,,
상류노래연습장,영업중,20111104,경기도 성남시 중원구 희망로 325 (상대원동),경기도 성남시 중원구 상대원동 5025 2층,,,37.4348994975,127.1580545894,,,,,,213916.511619704,436984.404674453,노래연습장업,유통관련업,6,기타,195.76,5,1,근린생활시설,,,6,,,,,Y,,,,,,
상상 노래연습장,영업중,20140619,"경기도 부천시 원미구 조마루로291번길 52, B102호 (중동, 우신프라자4차빌딩)",경기도 부천시 원미구 중동 1133-11 우신프라자4차빌딩 B102호,14580,,37.499894588,126.7756713671,,,,,,180093.512158387,444211.510698469,노래연습장업,유통관련업,3,기타,94.05,3,2,근린생활시설,,,3,,Y,Y,Y,,,Y,,,,
상상 노래연습장,영업중,19960403,"경기도 고양시 일산동구 강촌로26번길 73-22, 지층 (백석동)",경기도 고양시 일산동구 백석동 1424-1 지층,10424,,37.6448297885,126.7830850256,,,,,,180785.911654208,460295.048267957,노래연습장업,유통관련업,,,66.92,,,,,,4,,Y,Y,Y,,N,Y,,,,
상상 노래연습장,폐업,20060417,"경기도 동두천시 중앙로 126,  301,302호 (지행동,생연프라자)","경기도 동두천시 지행동 693-2 생연프라자 301,302호",11346,,37.8927783475,127.0525516546,,20090224,,,,204551.007998769,487793.320942908,노래연습장업,유통관련업,10,아파트지역,247.95,8,2,근린생활시설,,,9,2,N,N,N,N,N,N,,,,일반상업지역
상상노래연습장,영업중,20110826,"경기도 부천시 원미구 부일로 741, 지층 일부호 (역곡동)",경기도 부천시 원미구 역곡동 82-9 지층 일부,14670,,37.4862036527,126.8119541132,,,,,,183296.296250307,442687.140637747,노래연습장업,유통관련업,5,유흥업소밀집지역,98.79,4,1,근린생활시설,1.0,30.0,3,,Y,Y,Y,,,Y,,,,일반상업지역
상상플러스 노래연습장,폐업,20081014,"경기도 오산시 궐리사로 103  (궐동,2층)",경기도 오산시 궐동 640-6 2층,18120,,37.158467208,127.0636172528,,20111018,,,,205580.785,406297.67,노래연습장업,유통관련업,,,164.18,,,,,,,,,,,,,,,,,
상상플러스 노래연습장,폐업,20111020,"경기도 오산시 궐리사로 104 (궐동,2층)",경기도 오산시 궐동 641-6 2층,18120,,37.1581339001,127.0636754799,,20160429,,,,205585.49,406260.37,노래연습장업,유통관련업,,유흥업소밀집지역,164.18,2,,근린생활시설,,,1,,,,,Y,,,,,,
상아노래연습장,영업중,20071213,경기도 안산시 상록구 정동1길 8 (팔곡일동),경기도 안산시 상록구 팔곡일동 568-5 2층,15526,,37.2980177758,126.8876657587,,,,,,189968.118487551,421788.487181671,노래연습장업,유통관련업,,,130.0,,,,,,5,1,Y,Y,N,Y,N,Y,,,,
상아노래연습장,폐업,20030218,"경기도 부천시 소사구 성주로 지하 241-2, 지층 (심곡본동)",경기도 부천시 소사구 심곡본동 688-22 지층,14717,032-665-4629,37.4800194823,126.7815183856,,20181214,,,,180605.043967405,442002.570045623,노래연습장업,유통관련업,,,137.76,,1,,,,6,3,N,Y,Y,Y,Y,Y,,,,
상아노래연습장,폐업,20030509,"경기도 광명시 오리로949번길 7, 지층 (광명동)",경기도 광명시 광명동 158-408 지층,,26845343,37.4777408916,126.8572512479,,20220620,,,,187303.505743954,441738.5576159,노래연습장업,유통관련업,,,85.28,,,,,,5,2,N,N,N,Y,N,N,,,,
상패 노래연습장,폐업,19990701,경기도 동두천시 동광로 1  (상패동),경기도 동두천시 상패동 51-23,11338,,37.9090038153,127.0483808936,,20080118,,,,204187.925105317,489593.425116347,노래연습장업,유통관련업,,,,2,,,1.0,30.0,8,3,N,N,Y,Y,Y,Y,,,,
상하이 노래연습장,영업중,19930624,"경기도 고양시 일산서구 원일로74번길 14, 2층 (일산동)",경기도 고양시 일산서구 일산동 612-22,10350,,37.6858042978,126.7699203627,,,,,,179637.901831244,464844.584275268,노래연습장업,유통관련업,,,92.43,,,근린생활시설,,,4,,N,Y,N,,Y,Y,,,,
상하이 노래연습장,폐업,20050901,"경기도 고양시 일산동구 중앙로1261번길 61, 501호 (장항동, 메트로골드)",경기도 고양시 일산동구 장항동 864 메트로골드 501호,10402,,37.6574145958,126.7702324676,,20190122,,,,179657.839433967,461692.079607674,노래연습장업,유통관련업,,,211.71,,,,,,,,N,N,N,,N,N,,,,
상하이노래연습장,영업중,20140102,"경기도 시흥시 군서로46번길 9, 지층호 (정왕동)",경기도 시흥시 정왕동 1206-1 지1층호,15052,,37.3467685567,126.7477339731,,,,,,177576.687237766,427223.242394263,노래연습장업,유통관련업,,,139.44,,,,,,5,,,,,,,,,,,
상해노래연습장,영업중,20040810,"경기도 안산시 단원구 원본로 16-1, 지층호 (원곡동)",경기도 안산시 단원구 원곡동 792-1 지층호,15393,,37.330841837,126.791621856,,,,,,181461.805,425445.565,노래연습장업,유통관련업,,기타,128.6,,,근린생활시설,2.0,30.0,5,1,Y,N,Y,Y,Y,Y,,,,일반주거지역
새국풍노래연습장,직권말소,20030320,경기도 평택시 팽성읍 안정순환로 107,경기도 평택시 팽성읍 안정리 127-3,17978,,36.9582394424,127.0436785981,,20100310,,,,203798.452932396,384100.429053752,노래연습장업,유통관련업,4,주택가주변,150.29,3,1,근린생활시설,2.0,30.0,7,,N,N,N,,N,N,,,,준주거지역
새끼여우노래연습장,직권말소,20030412,경기도 평택시 평택2로 29-6  (평택동),경기도 평택시 평택동 33-11,17910,,36.9939408211,127.0893164068,,20100310,,,,207880.99074665,388040.515804577,노래연습장업,유통관련업,,,,,,,2.0,30.0,5,,N,N,N,,N,N,,,,
새낭골노래방,폐업,19990508,,경기도 안성시 대덕면 내리 124,,,,,,20030614,,,,,,노래연습장업,유통관련업,,,59.4,,,,,,,,N,N,N,N,N,N,,,,
새내꿈 노래연습장,폐업,19970331,경기도 성남시 중원구 산성대로 366  (중앙동),경기도 성남시 중원구 중앙동 13,13249,,37.4444430125,127.1567885259,,20110321,,,,213804.376452484,438049.140097711,노래연습장업,유통관련업,,,162.0,4,,,,,,,N,N,N,N,N,N,,,,
새들처럼노래연습장,영업중,20011127,경기도 안산시 상록구 용신로 308-1 (사동),경기도 안산시 상록구 사동 1253-2,15583,,37.3018068123,126.8560072494,,,,,,187163.57485087,422212.282613014,노래연습장업,유통관련업,,,134.9,,1,,,,7,,N,N,N,,N,N,,,,
새로나노래연습장,폐업,20020930,"경기도 수원시 영통구 매봉로 42  (매탄동,지층)",경기도 수원시 영통구 매탄동 1202-9 지층,16528,,37.2715908279,127.0532877092,,20140221,,,,204654.206830186,418850.791552519,노래연습장업,유통관련업,4,,104.04,3,1,,1.0,40.0,5,2,Y,Y,Y,Y,Y,N,,,,
