licensg_ymd,bizplc_nm,unity_bsn_state_nm,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,sanittn_bizcond_nm,buldng_ground_floor_cnt,buldng_bsmnt_floor_cnt,use_bgng_ground_floor_cnt,use_last_ground_floor_cnt,use_bgng_bsmnt_floor_cnt,use_last_bsmnt_floor_cnt,cdtnl_prmsn_dclr_resn,cdtnl_prmsn_bgng_ymd,cdtnl_prmsn_end_ymd,buldng_posesn_div_nm,whm_cnt,female_enflpsn_cnt,male_enflpsn_cnt,retrvl_dry_cnt,bed_noc,multi_utlz_bizest_yn
20130410,설악세탁소,영업/정상,영업,,031-405-2613,36.66,"경기도 안산시 상록구 광덕산로 35, 1층 일부 (월피동)",경기도 안산시 상록구 월피동 514-8 1층 일부,15259,37.3330622084,126.845344086,일반세탁업,186223.17554315,425682.269599368,일반세탁업,3,0,1,1,0,0,,,,,3,,,1,,N
19960305,설악세탁소,폐업,폐업,20050711,031-397-8621,28.03,경기도 군포시 수리산로 100,경기도 군포시 산본동 1151-12 설악아파트 상가 201호,15823,37.3581250155,126.9168531225,일반세탁업,192565.172802306,428450.513318732,일반세탁업,,,,,,,,,,,,,,,,N
20020131,설악주공세탁사,폐업,폐업,20021217,,28.48,경기도 부천시 원미구 계남로 195,경기도 부천시 원미구 중동 1051,14535,37.5074991002,126.7708119104,일반세탁업,179671.564864256,445166.251454223,일반세탁업,,,,,,,,,,,,,,,,N
20021217,설악주공세탁소,영업/정상,영업,,,29.70,"경기도 부천시 원미구 계남로 193, 1층 101호 (중동, 설악단지 종합상가)",경기도 부천시 원미구 중동 1051-12 설악단지 종합상가 101호,14535,37.5076150108,126.7706071237,일반세탁업,179648.406503885,445073.433169215,일반세탁업,0,0,1,1,0,0,,,,,1,,,1,,N
20100406,섬마을 5단지 세탁소,영업/정상,영업,,031-757-7767,25.46,"경기도 성남시 중원구 도촌북로 78, 나상가동 104호 (도촌동, 휴먼시아 섬마을)",경기도 성남시 중원구 도촌동 704 휴먼시아 섬마을 나상가동 104호,13421,37.416132898,127.1574827918,일반세탁업,213824.401696535,434907.298492729,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
20080311,섬마을세탁수선,폐업,폐업,20140814,031-751-2288,42.12,"경기도 성남시 중원구 도촌남로 148, 106호 (도촌동, 섬마을 9단지 상가)",경기도 성남시 중원구 도촌동 708 섬마을9단지상가 106호,13422,37.4111576043,127.1670539977,일반세탁업,214550.140130709,434357.743981854,일반세탁업,1,0,1,1,,,,,,임대,2,,,,,N
19920106,성결세탁소,폐업,폐업,20030929,031-756-8174,.00,경기도 성남시 수정구 탄리로42번길 9,경기도 성남시 수정구 신흥동 6040,13342,37.4402854715,127.137917804,일반세탁업,212134.4276828,437580.75571156,일반세탁업,,,,,,,,,,,,,,,,N
20110421,성경 세탁,영업/정상,영업,,031-245-0855,60.90,경기도 수원시 팔달구 창룡대로 65-11 (매향동),경기도 수원시 팔달구 매향동 124-43,16255,37.2848520491,127.0214417534,일반세탁업,201839.867802354,420314.077128818,일반세탁업,0,0,1,1,0,0,,,,,1,,,0,,N
19870704,성경사,폐업,폐업,20031020,031-453-5519,14.40,경기도 군포시 금당로22번길 38,경기도 군포시 당동 793-4,15861,37.3496522604,126.9430793061,일반세탁업,194886.708007336,427513.534245912,일반세탁업,,,,,,,,,,,,,,,,N
20170824,성곡운동화세탁,영업/정상,영업,,032-677-1340,51.90,"경기도 부천시 오정구 소사로669번길 26 (여월동, 1층 일부)",경기도 부천시 오정구 여월동 10-49 1층 일부,14463,37.5169852678,126.8028226006,운동화전문세탁업,182499.860399669,446103.243251716,운동화전문세탁업,2,0,1,1,0,0,,,,,2,0,0,1,,N
19940620,성광사,폐업,폐업,20050608,031-734-8277,.00,경기도 성남시 중원구 산성대로 358-9,경기도 성남시 중원구 중앙동 50,13249,37.443801635,127.156305342,일반세탁업,213759.882603628,437978.056697018,일반세탁업,,,,,,,,,,,,,,,,N
19870721,성광사,폐업,폐업,20060302,,.00,경기도 안산시 단원구 관산5길 12,경기도 안산시 단원구 원곡동 826-14,15374,37.3298362526,126.7983361878,일반세탁업,182057.684122569,425332.26808436,일반세탁업,,,,,,,,,,,,,,,,N
19921222,성광사세탁소,폐업,폐업,20041109,031-982-2627,1.00,경기도 김포시 사우중로3번길 48,경기도 김포시 사우동 238-7,10107,37.6172319295,126.7138685587,일반세탁업,174667.493307468,457247.609712659,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870626,성광세탁소,폐업,폐업,20110819,031-245-1187,16.58,,경기도 수원시 팔달구 화서동 111-5,16442,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20030418,성광세탁소,영업/정상,영업,,031-567-5923,33.00,경기도 구리시 안골로85번길 15 (수택동),경기도 구리시 수택동 418-17,11928,37.5981841728,127.1404165621,일반세탁업,212330.649792974,455105.438330909,일반세탁업,2,1,,1,,,,,,,,,,,,N
19870515,성광세탁소,폐업,폐업,20080110,031-655-5378,26.72,경기도 평택시 중앙로 76,경기도 평택시 평택동 23-12,17909,36.9938581629,127.091485784,일반세탁업,208071.436132999,388027.845216102,일반세탁업,,,,,,,,,,,,,,,,N
19870526,성광세탁소,폐업,폐업,20030227,,22.50,경기도 오산시 오산로198번길 14,경기도 오산시 원동 774-5,18141,37.1443921268,127.0699137669,일반세탁업,206140.645172665,404733.856722722,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20010716,성광세탁소,폐업,폐업,20021004,031-317-3026,1.00,경기도 시흥시 비둘기공원7길 18,경기도 시흥시 대야동 562-1 하나골드타운 202호,14908,37.444422726,126.793095982,일반세탁업,181619.770012954,438050.287590826,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19930220,성광세탁소,폐업,폐업,20090622,,17.55,경기도 부천시 원미구 원미로149번길 46,경기도 부천시 원미구 원미동 63-22,14567,37.4964936138,126.7885441621,일반세탁업,181224.441150272,443827.33143899,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19931018,성광세탁소,폐업,폐업,19980410,,26.98,,경기도 이천시 부발읍 가산리 432-23,17405,37.2471089622,127.5049152697,일반세탁업,244728.029789256,416254.033950874,일반세탁업,0,0,0,0,0,0,,,,,,,,,,N
20090702,성권기업,폐업,폐업,20101027,,200.00,,경기도 파주시 파주읍 파주리 411-4,10835,37.8354648262,126.8177348591,일반세탁업,183883.034703084,481448.157072461,일반세탁업,1,0,1,1,,,,,,임대,2,,,2,,N
20101028,성권기업,폐업,폐업,20230220,031-954-3685,200.00,경기도 파주시 파주읍 학당말길 69-1,경기도 파주시 파주읍 파주리 411-4,10835,37.8354648262,126.8177348591,일반세탁업,183883.034703084,481448.157072461,일반세탁업,1,0,,,,,,,,임대,2,,,2,,N
19870515,성남사,폐업,폐업,20031020,031-745-2812,.00,경기도 성남시 수정구 수정북로11번길 2,경기도 성남시 수정구 태평동 6383,13310,37.441643152,127.1309928254,일반세탁업,211520.4927397,437730.397563944,일반세탁업,,,,,,,,,,,,,,,,N
19900531,성남사세탁소,영업/정상,영업,,,.00,경기도 성남시 수정구 수정남로 95-1 (신흥동),경기도 성남시 수정구 신흥동 5599,13338,37.4420622191,127.1382596884,일반세탁업,212164.934773356,437776.310744705,일반세탁업,,,,,,,,,,,,,,,,N
20030328,성남세탁소,폐업,폐업,20140723,031-676-5543,34.11,경기도 안성시 안성맞춤대로 1008-1 (인지동),경기도 안성시 인지동 449-13,17593,37.0034937628,127.2683767623,일반세탁업,223819.626650062,389127.674335631,일반세탁업,1,,,,,,,,,,,,,,,N
19870515,성남세탁소,폐업,폐업,20060413,,.00,경기도 성남시 수정구 남문로77번길 10-1,경기도 성남시 수정구 태평동 3068,13287,37.4472804634,127.1351029452,일반세탁업,211883.975771233,438355.550997001,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20150116,성남시분당시니어클럽 크린세탁,폐업,폐업,20231221,031-712-2508,115.40,"경기도 성남시 분당구 고기로 228 (동원동, 동원2통경로당 2층 일부)",경기도 성남시 분당구 동원동 284-6 동원2통경로당 2층 일부,13547,37.3526008549,127.0816943656,일반세탁업,207163.146125833,427842.838413786,일반세탁업,0,0,2,2,0,0,,,,,2,0,0,4,,N
19910826,성남퍼크로 빨래방,폐업,폐업,20070313,031-756-2855,.00,,경기도 성남시 수정구 태평동 961,13284,37.4490251163,127.135225137,일반세탁업,211895.287180239,438549.138705461,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20160316,성대세탁,폐업,폐업,20251222,031-354-5564,46.83,경기도 수원시 장안구 율전로85번길 16 (율전동),경기도 수원시 장안구 율전동 395-26,16361,37.2975305011,126.9677108963,일반세탁업,197065.935900707,421728.653289216,일반세탁업,4,0,1,1,0,0,,,,,3,0,0,1,,N
19980417,성도사세탁소,폐업,폐업,20081121,,100.40,경기도 수원시 권선구 세지로 54,경기도 수원시 권선구 세류동 1089-18,16579,37.2568002521,127.0168942429,일반세탁업,201428.346047217,417207.479091607,일반세탁업,1,0,1,1,0,0,,,,,0,,,,,N
20060324,성도서비스뱅크,폐업,폐업,20211101,031-883-8500,15.75,경기도 여주시 세종로 483 (점봉동),경기도 여주시 점봉동 349 외 1필지,12653,37.2575502337,127.6471101083,일반세탁업,257288.23339502,417493.834755451,일반세탁업,1,0,1,0,0,0,,,,,1,,,0,,N
20100204,성도세탁,폐업,폐업,20250404,031-429-3399,38.44,"경기도 안양시 동안구 경수대로883번길 36 (비산동,지상1층)",경기도 안양시 동안구 비산동 566-13 지상1층,13955,37.3966998678,126.9364949831,일반세탁업,,,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
19950525,성도세탁소,폐업,폐업,20130607,031-243-8522,19.31,경기도 수원시 장안구 조원로 55 (조원동),경기도 수원시 장안구 조원동 528-12,16280,,,일반세탁업,201555.405194054,421858.87051579,일반세탁업,,,,,,,,,,,,,,,,N
20060508,성도세탁소,영업/정상,영업,,031-487-7737,22.76,"경기도 안산시 단원구 화정로1길 17, 배원연립상가 마동 110호 (와동, 829-1)",경기도 안산시 단원구 와동 829-1 배원연립상가 마동 110호,15329,37.3337207938,126.8183141845,일반세탁업,183840.652757445,425727.411073476,일반세탁업,,,,,,,,,,,1,,,,,N
19870509,성도세탁소,폐업,폐업,20181106,031-443-5690,.00,경기도 안양시 동안구 관악대로150번길 26 (비산동),경기도 안양시 동안구 비산동 419-8 21통2반,,,,일반세탁업,,,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20040806,성림세탁,폐업,폐업,20200302,,19.84,경기도 구리시 경춘로276번길 38 (수택동),경기도 구리시 수택동 539-11,11930,,,일반세탁업,212866.940205155,455446.127114217,일반세탁업,,,,,,,,,,,,,,,,N
20090121,성림세탁,폐업,폐업,20170824,031-336-5788,53.55,,경기도 용인시 처인구 고림동 748-6,17151,37.2407986521,127.2169620086,일반세탁업,219199.475509677,415455.612275857,일반세탁업,1,1,1,1,0,0,,,,임대,1,,,1,,N
19920224,성림세탁소,폐업,폐업,20070215,,22.04,,경기도 용인시 처인구 고림동 748-6,17151,37.2407986521,127.2169620086,일반세탁업,219199.475509677,415455.612275857,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880627,성모세탁소,폐업,폐업,19900719,,1.00,,경기도 시흥시 신천동 277-4,14949,37.437137444,126.7851262454,일반세탁업,180920.73164782,437248.544249548,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19910731,성모세탁소,폐업,폐업,20060113,,.00,경기도 안산시 상록구 성호로23길 8,경기도 안산시 상록구 부곡동 656-4 1층,15303,37.3356064804,126.8639594746,일반세탁업,187874.736999035,425962.646025635,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19871109,성모세탁소,폐업,폐업,20100903,031-245-9134,14.03,경기도 수원시 장안구 수성로245번길 40-27,경기도 수원시 장안구 정자동 44-57,16317,37.291738252,126.9995446782,일반세탁업,199888.687661142,421083.511673603,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920615,성문컴퓨터세탁소,폐업,폐업,20020930,031-251-2128,23.10,,경기도 수원시 팔달구 우만동 1 우만택지개발지구 상가동 101호,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870518,성미사,폐업,폐업,20040518,031-742-9115,.00,경기도 성남시 수정구 산성대로 581,경기도 성남시 수정구 양지동 37,13134,37.4621499573,127.1676647988,일반세탁업,214767.989218262,440000.262205587,일반세탁업,,,,,,,,,,,,,,,,N
19881122,성미사,영업/정상,영업,,031-742-6079,35.34,경기도 성남시 중원구 순환로461번길 29 (은행동),경기도 성남시 중원구 은행동 640,13149,37.4610719148,127.1689473254,일반세탁업,214879.739743688,439893.579276919,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880127,성미사,폐업,폐업,20060724,031-984-3573,1.00,경기도 김포시 봉화로29번길 15,경기도 김포시 사우동 221-1 성미연립 이동 102호,10107,37.6184157543,126.7143320014,일반세탁업,174711.235828292,457377.623509836,일반세탁업,,,,,,,,,,,,,,,,N
19900212,성미세탁,폐업,폐업,20241231,031-744-6045,28.91,"경기도 성남시 중원구 산성대로552번길 15, 105호 (은행동, 종합상가)",경기도 성남시 중원구 은행동 550-4 종합상가 105호,13151,37.4583891317,127.1669125551,일반세탁업,214910.394251393,439725.939707687,일반세탁업,0,0,0,0,0,0,,,,,1,,,1,,N
20030328,성미세탁소,폐업,폐업,20210121,031-676-6121,59.49,,경기도 안성시 죽산면 죽산리 475-2,17519,,,일반세탁업,,,일반세탁업,1,,,1,,,,,,,,,,,,N
19930415,성민빨래방,폐업,폐업,19930910,,.00,경기도 안산시 단원구 관산4길 19-1,경기도 안산시 단원구 원곡동 770-3,15374,37.3312148779,126.7982556386,일반세탁업,182049.930269531,425485.738597179,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20040831,성민세탁,영업/정상,영업,,031-668-8842,25.20,"경기도 평택시 이충로 60 (이충동,미주A상가동 111호)",경기도 평택시 이충동 592 미주A상가동 111호,17732,37.0618277145,127.0689967932,일반세탁업,206092.336621357,395639.789215867,일반세탁업,,,1,,,,,,,임대,,,,,,N
19940617,성민세탁소,영업/정상,영업,,031-293-7813,18.72,경기도 수원시 권선구 금호로 14-12 (호매실동),경기도 수원시 권선구 호매실동 402-7,16399,37.268170823,126.9535487303,일반세탁업,195808.883665343,418468.658829655,일반세탁업,1,0,1,1,0,0,,,,,0,,,0,,N
19870703,성민세탁소,폐업,폐업,20091218,031-454-1917,26.28,경기도 군포시 군포로697번길 24,경기도 군포시 금정동 79-10 (1층),15812,37.3671150454,126.9437407911,일반세탁업,194946.688020178,429452.117613939,일반세탁업,3,1,1,1,,,,,,임대,,,,,,N
19961115,성민세탁소,폐업,폐업,20050802,031-878-1337,10.00,경기도 의정부시 신흥로168번길 14,경기도 의정부시 호원동 353-79,11656,37.7310265208,127.0448678868,일반세탁업,203883.747599652,469842.790794805,일반세탁업,,,,,,,,,,,,,,,,N
20050818,성민세탁소,폐업,폐업,20070102,031-878-1337,32.90,경기도 의정부시 신흥로168번길 14,경기도 의정부시 호원동 353-79 1층,11656,37.7310265208,127.0448678868,일반세탁업,203883.747599652,469842.790794805,일반세탁업,3,1,1,1,,,,,,임대,2,,,,,N
19941109,성수세탁소,폐업,폐업,20030519,031-582-2126,28.00,,경기도 가평군 가평읍 읍내리 474-3,12419,37.8296258031,127.5140113854,일반세탁업,245200.884087078,480909.688181051,일반세탁업,,,,,,,,,,,,,,,,N
19911011,성신사,영업/정상,영업,,031-424-9456,.00,경기도 안양시 동안구 관악대로434번길 26 (관양동),경기도 안양시 동안구 관양동 1471-4,13948,37.4035197335,126.9708488514,일반세탁업,197348.351807531,433491.492751455,일반세탁업,0,0,0,0,0,0,,,,,2,,,0,,N
20030320,성신사,폐업,폐업,20070716,,.00,경기도 포천시 동교로1길 61-67,경기도 포천시 동교동 565-1,11163,37.8462707787,127.1275422602,일반세탁업,211160.880683313,482642.929075411,일반세탁업,,,,,,,,,,,,,,,,N
19931214,성신세탁소,폐업,폐업,20090701,031-974-3918,28.38,경기도 고양시 덕양구 지도로115번길 19-16,경기도 고양시 덕양구 토당동 838-3,10507,37.626464947,126.8219163148,일반세탁업,184210.757496638,458251.116467278,일반세탁업,,,,,,,,,,,,,,,,N
19870811,성신세탁소,폐업,폐업,20140528,031-256-6441,16.35,경기도 수원시 팔달구 창룡문로 74 (지동),경기도 수원시 팔달구 지동 270-51,16242,37.2834377132,127.0238873801,일반세탁업,202048.862185787,420162.565346416,일반세탁업,,,,,,,,,,,,,,,,N
19970421,성신세탁소,폐업,폐업,20160701,031-215-7165,40.42,경기도 수원시 영통구 권광로276번길 82 (매탄동),경기도 수원시 영통구 매탄동 173-17,16532,37.2729467887,127.0401731184,일반세탁업,203490.730676668,418999.202381485,일반세탁업,,,,,,,,,,,,,,,,N
19940512,성신세탁소,폐업,폐업,20241120,031-244-6543,18.00,경기도 수원시 장안구 정조로978번길 51 (조원동),경기도 수원시 장안구 조원동 782-23,16310,37.2955786909,127.0126297215,일반세탁업,201047.630611777,421512.521061188,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
19960618,성신세탁소,영업/정상,영업,,031-918-2511,38.03,경기도 고양시 일산동구 대산로11번길 14-5 (정발산동),경기도 고양시 일산동구 정발산동 686-1,10362,37.669046516,126.7739397765,일반세탁업,179987.335183164,462984.911754531,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
19940826,성실세탁소,폐업,폐업,19980506,031-694-6139,1.00,,경기도 시흥시 신천동 267-2,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19950601,성실세탁소,폐업,폐업,20050110,,.00,경기도 평택시 탄현로 381,경기도 평택시 독곡동 398-25,17754,37.0857050686,127.0588140212,일반세탁업,205157.887588074,398219.188358361,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19970417,성실세탁소,폐업,폐업,20030521,,.00,경기도 안양시 만안구 만안로340번길 58,경기도 안양시 만안구 안양동 861-14,13990,37.4072089847,126.9177158235,일반세탁업,192642.822169643,433904.850221743,일반세탁업,,,,,,,,,,,,,,,,N
20050204,성실세탁소,폐업,폐업,20091102,031-663-8447,31.20,,"경기도 평택시 지산동 744-3 ,735-10",17757,37.0823742801,127.0575957105,일반세탁업,205054.656807097,397850.840670091,일반세탁업,3,1,1,1,,,,,,임대,1,,,,,N
20100416,성실크리닝,폐업,폐업,20150615,031-821-0780,27.26,"경기도 양주시 고읍로 117-21, 상가동 104호 (만송동, 은빛마을 휴먼시아)",경기도 양주시 만송동 698 은빛마을 휴먼시아 상가동 104호,11493,37.7959578833,127.0839629327,일반세탁업,207335.813921579,477079.367250862,일반세탁업,0,0,1,1,,,,,,,2,,,1,,N
19870506,성심,폐업,폐업,20090810,,.00,,경기도 안양시 만안구 안양동 588-28,14090,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19870523,성심,폐업,폐업,20030731,,.00,경기도 안양시 만안구 수리산로12번길 36,경기도 안양시 만안구 안양동 500-18,14092,37.3858379877,126.9289061873,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19900406,성심,폐업,폐업,20030520,,.00,경기도 안양시 만안구 양화로151번길 18,경기도 안양시 만안구 박달동 14-15,13980,37.4062673345,126.9077910955,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19870529,성심사,영업/정상,영업,,,40.00,경기도 파주시 파주읍 우계로 43-1,경기도 파주시 파주읍 파주리 482-7,10835,37.8309121049,126.815981333,일반세탁업,183730.354944155,480943.598126947,일반세탁업,,,,,,,,,,임대,,,,,,N
20030221,성심사,폐업,폐업,20080425,,,경기도 남양주시 퇴계원읍 퇴계원로64번길 9-4,경기도 남양주시 퇴계원읍 퇴계원리 260,12119,37.6523463514,127.1435451711,일반세탁업,212597.120041775,461116.18344421,일반세탁업,,,,,,,,,,,,,,,,N
19930510,성심사,폐업,폐업,20140627,031-747-9235,17.88,"경기도 성남시 중원구 금상로58번길 30, 1층 (상대원동)",경기도 성남시 중원구 상대원동 2513 (1층),13243,37.4386257786,127.1650332401,일반세탁업,214533.939262554,437400.554854575,일반세탁업,,,,,,,,,,,,,,,,N
19931206,성심사,폐업,폐업,20030227,,19.34,경기도 부천시 오정구 원종로 7,경기도 부천시 오정구 원종동 206-3,14430,37.5242472241,126.8008085141,일반세탁업,182321.639542092,446909.953116181,일반세탁업,,,,,,,,,,,,,,,,N
20090918,성심사,폐업,폐업,20160714,031-468-7026,17.40,"경기도 안양시 만안구 소곡로 144-21 (안양동,지상1층)",경기도 안양시 만안구 안양동 588-28 지상1층,14090,,,일반세탁업,,,일반세탁업,2,1,1,1,0,0,,,,,1,,,1,,N
19880321,성심사,폐업,폐업,20050203,,.00,경기도 성남시 수정구 수정로228번길 27,경기도 성남시 수정구 신흥동 2971,13349,37.4438369714,127.1468881397,일반세탁업,212927.035543662,437976.265838412,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19950826,성심사,폐업,폐업,20050404,031-747-0208,.00,,경기도 성남시 중원구 금광동 1239,,,,일반세탁업,214440.862189186,438098.118829706,일반세탁업,,,,,,,,,,,,,,,,N
19940526,성심사,폐업,폐업,20240724,031-863-6884,20.91,,경기도 양주시 남면 상수리 171-10,11426,37.8702848479,127.0042778677,일반세탁업,200306.623488275,485296.541014299,일반세탁업,2,,1,1,,,,,,임대,,,,,,N
20010418,성심사,폐업,폐업,20181217,031-441-3752,.00,경기도 안양시 만안구 수리산로12번길 36 (안양동),경기도 안양시 만안구 안양동 500-18,14092,37.3858379877,126.9289061873,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20071205,성심산업,폐업,폐업,20230330,031-445-2494,104.50,"경기도 안양시 만안구 안양로343번길 86 (안양동,외1필지 지하1층)",경기도 안양시 만안구 안양동 695-57 외1필지 지하1층,14005,37.4019521876,126.9137003143,일반세탁업,192286.648223374,433323.1178992,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19871120,성심세탁,폐업,폐업,20100128,,.00,경기도 부천시 원미구 역곡로26번길 55,경기도 부천시 원미구 역곡동 201-16,14669,37.4885475694,126.8135727891,일반세탁업,183442.125646332,442940.979393138,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20110908,성심세탁,영업/정상,영업,,032-683-4531,32.83,"경기도 부천시 오정구 여월로 27 (여월동, 여월휴먼시아상가동 2층 202호)",경기도 부천시 오정구 여월동 316 여월휴먼시아상가동 2층 202호,14474,37.5111387111,126.8018360114,일반세탁업,182342.112152481,445528.154371684,일반세탁업,2,0,2,2,0,0,,,,임대,2,,1,0,,N
20170103,성심세탁소,폐업,폐업,20211123,031-256-0092,21.60,경기도 수원시 장안구 수원천로407번길 26 (영화동),경기도 수원시 장안구 영화동 125-25,16268,37.2905707837,127.0179645407,일반세탁업,201521.758324548,420954.148425031,일반세탁업,0,0,1,1,0,0,,,,,0,0,0,0,,N
19870703,성심세탁소,폐업,폐업,20120530,031-975-2551,30.72,"경기도 고양시 일산서구 원일로 60 (일산동,번지)",경기도 고양시 일산서구 일산동 610-2 번지,10350,37.6868804762,126.7690478532,일반세탁업,179554.742243039,464960.144010794,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19980428,성심세탁소,폐업,폐업,20040906,,20.70,경기도 부천시 원미구 지봉로 29-1,경기도 부천시 원미구 역곡동 27-3,14662,37.4847111081,126.804887137,일반세탁업,182672.607422954,442519.114083386,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20040708,성심세탁소,영업/정상,영업,,031-374-8953,21.60,경기도 오산시 오산로300번길 18 (오산동),경기도 오산시 오산동 316-23,18135,37.1535257473,127.070548996,일반세탁업,206202.874362255,405746.503974286,일반세탁업,4,1,1,1,,,,,,임대,,,,,,N
19920506,성심세탁소,폐업,폐업,20120829,031-861-1079,.00,경기도 양주시 평화로 1458,경기도 양주시 덕계동 452-3,11444,37.8204585318,127.04806879,일반세탁업,204160.905570289,479767.397144545,일반세탁업,,,,,,,,,,,,,,,,N
19950502,성심세탁소,폐업,폐업,20240105,031-542-2390,25.37,"경기도 포천시 호국로 991 (선단동,,52-13)","경기도 포천시 선단동 52-7 ,52-13",11161,37.853469765,127.1657681525,일반세탁업,214523.327513379,483447.572519878,일반세탁업,1,,,,,,,,,,,,,,,N
20010416,성심세탁소,폐업,폐업,20190318,,31.24,경기도 부천시 원미구 조마루로371번길 35 (춘의동),경기도 부천시 원미구 춘의동 219-8,14553,37.499638252,126.7853805687,일반세탁업,180949.226615848,444180.139338208,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870617,성심세탁소,폐업,폐업,20030227,,12.00,경기도 오산시 경기대로333번길 27,경기도 오산시 오산동 327-3,18135,37.1543997323,127.0704426977,일반세탁업,206190.568131235,405849.214285066,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19930713,성심세탁소,폐업,폐업,20030227,,17.54,경기도 부천시 오정구 부천로478번길 70,경기도 부천시 오정구 오정동 556-10,14436,37.5283459794,126.7853557635,일반세탁업,180955.468241587,447366.835505108,일반세탁업,,,,,,,,,,,,,,,,N
19920604,성심세탁소,폐업,폐업,20030731,,.00,경기도 안양시 만안구 박달로 560,경기도 안양시 만안구 안양동 695-67,14005,37.4024811178,126.9149390451,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19921103,성심세탁소,폐업,폐업,20050729,,19.72,,"경기도 이천시 장호원읍 나래리 117-1 3, 15",17414,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20100219,성심세탁소,영업/정상,영업,,,45.90,"경기도 의정부시 용현로 168 (민락동,전신전화국내 (지상1층))",경기도 의정부시 민락동 697 전신전화국내 (지상1층),11808,37.740022467,127.0944456463,빨래방업,208243.998142568,470838.41486163,빨래방업,0,0,1,1,0,0,,,,,2,,,0,,N
20030227,성심세탁소,폐업,폐업,20090430,031-761-8561,21.16,경기도 광주시 경안로57번길 7-1,경기도 광주시 역동 1-82,12760,37.4077228247,127.255409149,일반세탁업,222542.000475988,433986.932582897,일반세탁업,3,1,1,1,,,,,,,,,,,,N
19941027,성심세탁소,폐업,폐업,20050905,031-231-9361,17.68,,경기도 수원시 권선구 세류동 85-16,,,,일반세탁업,,,일반세탁업,1,,1,1,,,,,,,,,,,,N
20040702,성심세탁소,폐업,폐업,20090717,,66.00,경기도 의정부시 용현로 168,경기도 의정부시 민락동 697 전신전화국내,11808,37.740022467,127.0944456463,일반세탁업,208243.998142568,470838.41486163,일반세탁업,,,1,1,,,,,,,,,,,,N
19871026,성심세탁소,폐업,폐업,20120723,031-456-0725,.00,경기도 안양시 동안구 흥안대로456번길 20-22 (평촌동),경기도 안양시 동안구 평촌동 59-6,14062,,,일반세탁업,197911.222954363,432393.922728206,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870507,성심세탁소,폐업,폐업,20110426,032-344-3082,26.00,,"경기도 부천시 소사구 괴안동 171 -8,12",14683,37.4802573785,126.807778591,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19890816,성심세탁소,폐업,폐업,20050126,,.00,경기도 부천시 원미구 부일로449번길 31,경기도 부천시 원미구 심곡동 405-19,14635,37.4877003254,126.7802571299,일반세탁업,180494.70761423,442856.176094049,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20200824,성우기업,영업/정상,영업,,,162.00,"경기도 시흥시 봉우순환로 23-10, 1층 (정왕동)",경기도 시흥시 정왕동 2257-5 동진정밀,15047,37.3590723616,126.7563060532,일반세탁업,178342.571337952,428586.336479985,일반세탁업,0,0,,,,,,,,,2,0,0,0,,N
