bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,buldng_tot_ar,mber_recrut_tot_psncnt,detls_indutype_nm
탑 스크린 골프,20130730,,35,직권말소,20220217,031-924-1112,10401,"경기도 고양시 일산동구 무궁화로 20-38, 703~705호 (장항동, 로데오탑)",경기도 고양시 일산동구 장항동 757 로데오탑 703호~705호,410837,37.6603374862,126.7677436097,,179465.695319664,462041.899769362,골프연습장업,사립,Y,445.0,,
김동후 골프아카데미,20131101,,35,직권말소,20190613,,18363,경기도 화성시 효행구 봉담읍 세자로 344,경기도 화성시 효행구 봉담읍 수기리 11-46,445904,37.1965942192,126.982381353,,198377.858855138,410514.446600762,골프연습장업,사립,,,,
여주골프아카데미(실내골프연습장),20070413,,35,직권말소,20091229,,,경기도 여주시 세종로 69  (홍문동),경기도 여주시 홍문동 269,469806,37.2915287301,127.6356119984,,256291.114880015,421248.745721216,골프연습장업,사립,,,,
프로그램헬스센터,20030203,,35,직권말소,20191210,,15470,"경기도 안산시 단원구 광덕동로 71, 305호,306호 (고잔동)","경기도 안산시 단원구 고잔동 769-1 305호,306호",425906,37.3107980985,126.8324241645,,185074.763444409,423213.291118223,골프연습장업,사립,,4912.0,,
케이피골프아카데미,20060220,,35,직권말소,20201223,,15461,"경기도 안산시 단원구 광덕대로 193, 801(2,3)호 (고잔동,신양타운)","경기도 안산시 단원구 고잔동 706-1 신양타운 801(2,3)호",425807,37.3138544185,126.8293500999,,184803.757629819,423567.160477284,골프연습장업,사립,,467.0,,
엠알스골프연습장,20150529,,35,직권말소,20191007,031-924-3700,10375,"경기도 고양시 일산서구 일산로 555, 지하02호 (일산동)",경기도 고양시 일산서구 일산동 1062-1 지하02호,10375,37.6780209682,126.7662203476,,179306.225556003,463983.612220886,골프연습장업,사립,,,,
드림 골프 아카데미,20060719,,35,직권말소,20260317,,10880,"경기도 파주시 지목로 133, 1동 203호 (신촌동)",경기도 파주시 신촌동 43-9 1동 203호,413170,37.7301708981,126.7036883619,,173798.420273351,469774.561648136,골프연습장업,사립,,,,
J 스크린 골프,20101111,,35,직권말소,20170316,031-278-6800,,경기도 화성시 효행구 봉담읍 삼천병마로 982 (2층),경기도 화성시 효행구 봉담읍 왕림리 294-2 2층,445906,37.1954186697,126.9399437884,,194594.897306089,410394.112155705,골프연습장업,사립,,,,
동탄골프존,20080311,,35,직권말소,20190613,80030872,18434,"경기도 화성시 동탄구 동탄지성로 116, 강남프라자 6층 (반송동)",경기도 화성시 동탄구 반송동  41-5 강남프라자,18434,37.2089792876,127.0628532186,,205509.275853758,411901.654025998,골프연습장업,사립,,,,
더킹 스크린 아카데미,20191004,,35,직권말소,,,12284,"경기도 남양주시 다산지금로 139, 영신프라자 5층 507~511호 (다산동)",경기도 남양주시 다산동 6216-4 영신프라자 5층 507~511호,12284,37.6005720589,127.1743343672,,215326.365114434,455387.649663056,골프연습장업,사립,,,,
가운비전스크린,20100126,,35,직권말소,,,,"경기도 남양주시 가운로 125 (다산동,외 1필지 2층)",경기도 남양주시 다산동 558-1 외 1필지 2층,472060,37.5963435168,127.1642482128,,214441.531102225,454906.40280732,골프연습장업,사립,,,,
주영골프클리닉,20040712,,35,직권말소,20230301,,,"경기도 군포시 산본로386번길 5-7 (산본동,신호프라자 지층)",경기도 군포시 산본동 1094-1 신호프라자 지층,435801,37.3650854453,126.9301702289,,193744.224976355,429227.957752569,골프연습장업,사립,,,,
국제골프연습장,20040906,,35,직권말소,20230301,,,경기도 군포시 고산로 244 (당동),경기도 군포시 당동 922-27,435818,37.3462473975,126.9454979853,,195099.702453832,427129.900382873,골프연습장업,사립,,,,
성연골프연습장,20101125,,35,직권말소,20190613,031-8003-1978,,"경기도 화성시 동탄구 동탄공원로 28 (반송동,지송프라자 5층)",경기도 화성시 동탄구 반송동  61-8 지송프라자 5층,445160,37.202126005,127.0597149477,,205230.928142931,411145.231389145,골프연습장업,사립,,3596.0,,
디온스크린골프,20110526,,35,직권말소,20190613,,,"경기도 화성시 동탄구 여울로4길 52 (능동,5층)",경기도 화성시 동탄구 능동 1100-2 5층,445320,37.2157575575,127.0555106245,,204856.310500636,412651.315391021,골프연습장업,사립,,2299.0,,
제이골프아카데미,20061201,,35,직권말소,20231228,,,경기도 남양주시 진접읍 장현로47번길 1 (장현빌딩 (5층)),경기도 남양주시 진접읍 장현리 607-2 장현빌딩 (5층),472865,37.7156764404,127.178868895,,215698.146157899,468150.256049451,골프연습장업,사립,,1496.0,,
원 골프 아카데미,20021220,,35,직권말소,20190128,,,"경기도 남양주시 경춘로 1303 (평내동,농협지하)",경기도 남양주시 평내동 194-3 농협지하,472819,37.6504647806,127.2371007427,,220851.60222484,460909.485318795,골프연습장업,사립,,,,
드라마스크린골프,20080324,,35,직권말소,20190613,,,"경기도 화성시 동탄구 동탄중앙로 68 (반송동,샹그릴라 601, 602호)","경기도 화성시 동탄구 반송동  216-2 샹그릴라 601, 602호",445160,37.1927464871,127.0731550807,,206423.714844704,410099.593013816,골프연습장업,사립,,,,
(주)산본스포랜드사우나,20041002,,35,직권말소,20230301,031-397-0808,,,경기도 군포시 산본동 1231 지층,435040,37.3533140855,126.9265669706,,193729.872096481,428221.430499605,골프연습장업,사립,,384773.0,,
군포골프연습장,20050831,,35,직권말소,20230301,,,"경기도 군포시 산본천로 99 (산본동,3층(301호))",경기도 군포시 산본동 1096-2 3층(301호),435849,37.3633753354,126.9325659406,,193959.422006292,429040.455261927,골프연습장업,사립,,,,
씨엔지골프클럽,20050913,,35,직권말소,20230301,,,경기도 군포시 고산로151번길 4,경기도 군포시 당정동 556-2 프라임타운 4층,435833,37.3482284854,126.9547755274,,,,골프연습장업,사립,,,,
유진골프클럽,20060302,,35,직권말소,20230301,031-394-6377,,,경기도 군포시 당동 26블럭 9롯트 천수프라자,435010,,,,,,골프연습장업,사립,,,,
당정스크린골프,20060323,,35,직권말소,20230301,,,,"경기도 군포시 당정동 36블럭 1,13롯트 SK프라자 302호",435030,,,,,,골프연습장업,사립,,,,
근희골프연습장,20060404,,35,직권말소,20230301,,,경기도 군포시 금산로62번길 4 (산본동),경기도 군포시 산본동 230-2,435842,37.3678133433,126.9389133255,,194519.14540976,429529.773977202,골프연습장업,사립,,,,
그린힐스크린골프,20070129,,35,직권말소,20230301,031-398-2430,,"경기도 군포시 산본로 276 (금정동,그린힐스포츠클럽 2층)",경기도 군포시 금정동 870-8 그린힐스포츠클럽 2층,435861,37.3567911922,126.9373693639,,194398.286712614,428290.673043212,골프연습장업,사립,,7525.0,,
그린스포츠,20070909,,35,직권말소,20230301,031-438-0018,,,경기도 군포시 대야미동 199-3 천봉프라자 지층,435060,,,,,,골프연습장업,사립,,,,
킹당구장,20080324,,35,직권말소,20230301,031-391-7761,,"경기도 군포시 고산로 251, 502호 (당동,용호프라자)",경기도 군포시 당동 871-4 용호프라자 502호,435818,37.345916236,126.944077857,,194972.904498864,427098.652262496,골프연습장업,사립,,,,
(주)하이골프,20140717,,35,직권말소,20200331,031-8061-8000,16693,경기도 수원시 영통구 덕영대로 1566 (영통동),경기도 수원시 영통구 영통동 981-2,443813,37.2451399847,127.0619002742,,205421.24649796,415910.045603608,골프연습장업,사립,,,,
코포모 스크린골프,20060117,,35,직권말소,20191202,,15078,경기도 시흥시 공단1대로 341 (정왕동),경기도 시흥시 정왕동 1289-5 코포모테크로센터 제713호,429850,37.3316162113,126.7378275507,,176711.425350698,425538.248952077,골프연습장업,사립,,,,
웰빙스크린골프존,20141022,,35,직권말소,20190910,,16224,경기도 수원시 영통구 웰빙타운로49번길 36 (이의동),경기도 수원시 영통구 이의동 1204-8,443270,37.3039452759,127.0470933332,,204108.056540508,422443.362200609,골프연습장업,사립,Y,3461.0,,
아름다운스크린골프연습장,20150402,,35,직권말소,20210106,,16200,경기도 수원시 장안구 장안로496번길 93 (이목동),경기도 수원시 장안구 이목동 105-2,440310,37.3203429702,126.971376132,,197406.251088284,424266.706554474,골프연습장업,사립,Y,,,
키미스골프아카데미,20160325,,35,직권말소,20190826,,16314,경기도 수원시 장안구 장안로 113 (정자동),경기도 수원시 장안구 정자동 41-1,16314,37.2939681956,127.0003760899,,199960.845926123,421328.637938123,골프연습장업,사립,Y,,,
상동스크린골프,20060213,,35,직권말소,20170502,,14542,"경기도 부천시 원미구 길주로121번길 18-19, 5층 (상동, 준프라자)",경기도 부천시 원미구 상동 537-8 준프라자 5층,420862,37.5066024931,126.7571077731,,178453.486578201,444957.291872811,골프연습장업,사립,,,,
내추럴골퍼스쿨,20060526,,35,직권말소,20100330,032-672-1872,,경기도 부천시 오정구 역곡로 462  (고강동),경기도 부천시 오정구 고강동 346-9,421803,37.5257976362,126.8162193429,,183684.829455345,447077.557880449,골프연습장업,사립,,,,
싱글로골프스쿨,19970419,,35,직권말소,20160513,,,경기도 고양시 덕양구 화중로104번길 26 (화정동),경기도 고양시 덕양구 화정동 967-1,412827,37.6358091769,126.8325305558,,185151.002255208,459295.682912674,골프연습장업,사립,,,,
싱글로골프스쿨,19990602,,35,직권말소,20171211,,10387,"경기도 고양시 일산서구 주엽로 150, 807,808호 (주엽동, 자유프라자)","경기도 고양시 일산서구 주엽동 18 자유프라자 807, 808호",10387,37.6719368348,126.7589777549,,178669.357074513,463309.286114899,골프연습장업,사립,,,,
씨엔지골프클럽,20030610,,35,직권말소,20180319,,14976,경기도 시흥시 하중로 195 (하중동),경기도 시흥시 하중동 856-3 하중랜드 4층,429252,37.3942322182,126.804797183,,182640.789336207,432482.929989648,골프연습장업,사립,,402.0,,
홀인원 골프연습장,20040203,,35,직권말소,20181017,031-315-0202,14912,경기도 시흥시 비둘기공원6길 19 (대야동),경기도 시흥시 대야동 541-19 701호,429874,37.4419679306,126.7910729593,,181441.089864589,437780.105280215,골프연습장업,사립,,2996.0,,
탑스크린골프,20050118,,35,직권말소,20200121,,15054,경기도 시흥시 다솜마을2길 4 (정왕동),"경기도 시흥시 정왕동 1801 301호, 302호",429863,37.3500382689,126.7403285317,,176922.46342989,427591.938288481,골프연습장업,사립,,,,
함현골프연습장,20050419,,35,직권말소,20180308,,15020,경기도 시흥시 함송로29번길 9 (정왕동),경기도 시흥시 정왕동 1881-4 3층,429865,37.364033501,126.7314920232,,176143.79472588,429143.666179759,골프연습장업,사립,,,,
필드 스크린골프 클럽,20061031,,35,직권말소,20180710,,14582,"경기도 부천시 원미구 부흥로307번길 23, 501호 (중동)",경기도 부천시 원미구 중동 1123-4 501호,420851,37.4955007752,126.7764491239,,180162.176197078,443722.116843766,골프연습장업,사립,,,,
바디턴골프클럽,20070103,,35,직권말소,20180710,,14547,"경기도 부천시 원미구 소향로 139, 101~102호 (중동, 대우마이빌)","경기도 부천시 원미구 중동 1160-1 대우마이빌 101,102호",420852,37.5022794262,126.7634070226,,179008.924857896,444477.995066867,골프연습장업,사립,,,,
그린로드 골프클럽,20070105,,35,직권말소,20120723,,14548,"경기도 부천시 원미구 중동로254번길 63, 301~302호 (중동)","경기도 부천시 원미구 중동 1142-19 301,302호",420852,37.5021374397,126.7724932132,,179813.675216173,444461.270168192,골프연습장업,사립,,,,
로얄 스크린 골프,20050601,,35,직권말소,20180226,031-491-6660,15068,경기도 시흥시 군자로 507 (거모동),경기도 시흥시 거모동 1757-1 3층,429873,37.3447661065,126.7853041907,,180908.228585348,426991.219427269,골프연습장업,사립,,86.0,,
굿샷골프연습장,20040429,,35,직권말소,20231228,,,경기도 남양주시 진접읍 금강로 1554-11 (2층),경기도 남양주시 진접읍 장현리 45-7 2층,472865,37.7295976657,127.1941970594,,217020.813874265,469743.591747669,골프연습장업,사립,,,,
이글스크린골프,20060501,,35,직권말소,20180314,,15066,경기도 시흥시 중심상가3길 22 (정왕동),"경기도 시흥시 정왕동 1742-5 월드프라자 402, 403",429861,37.3443667638,126.7358358707,,176522.799819026,426959.360452141,골프연습장업,사립,,,,
JJ골프아카데미,20060510,,35,직권말소,20181107,,15066,경기도 시흥시 중심상가4길 30 (정왕동),경기도 시흥시 정왕동 1744-5 정인빌딩 2층,429861,37.3430484691,126.7368765863,,176612.695676902,426814.182084841,골프연습장업,사립,,,,
구갈 스크린골프,20080521,,35,직권말소,20200619,031-281-2077,16970,"경기도 용인시 기흥구 신구로12번길 35 (구갈동,2층)",경기도 용인시 기흥구 구갈동 541-2 2층,446573,37.2751356008,127.1128008577,,209935.92258309,419246.609923363,골프연습장업,사립,Y,,,
힐스크린골프,20091127,,35,직권말소,20260317,,10948,경기도 파주시 광탄면 심궁로 76,경기도 파주시 광탄면 신산리 89-6 1층,10948,37.7788056978,126.8588978495,,187498.119921548,475154.516228964,골프연습장업,사립,,,,
플러스,20100413,,35,직권말소,20200206,,15049,경기도 시흥시 오동마을로 41 (정왕동),경기도 시흥시 정왕동 2316-4 2층,429450,37.3519424031,126.7463161393,,177451.035723874,427797.750095391,골프연습장업,사립,,,,
최선생 골프아카데미,20180516,,35,직권말소,20210518,031-431-5677,15010,"경기도 시흥시 배곧4로 22, 배곧타운2 5층 511, 512호 (배곧동)",경기도 시흥시 배곧동 122 배곧타운2,15010,37.377578519,126.7269601551,,175732.499134758,430659.533763531,골프연습장업,사립,,14719.0,,
오산레포츠골프연습장,20051122,,35,직권말소,20221206,,18144,"경기도 오산시 밀머리로 64 (원동, 다짐프라자)",경기도 오산시 원동 578-4 다짐플라자 4층,18144,37.1370985929,127.0771271276,,206744.266699605,403938.228757143,골프연습장업,사립,,,,
동명실내골프연습장,20031125,,35,직권말소,,,,경기도 광주시 곤지암읍 평촌길 66,경기도 광주시 곤지암읍 삼리 389-11,464873,37.3548336704,127.3234775173,,228578.672161059,428134.872046703,골프연습장업,사립,,332.0,,
불루 스크린 골프,20080821,,35,직권말소,20221206,,18111,경기도 오산시 외삼미로 162-12 (외삼미동),경기도 오산시 외삼미동 126-10 203호,18111,37.1989300435,127.0632379549,,205547.178935396,410795.490423363,골프연습장업,사립,,,,
세화스크린골프,20090112,,35,직권말소,20190613,,18389,경기도 화성시 병점구 병점중앙로 214-48 (진안동),경기도 화성시 병점구 진안동  136,18389,37.2183574695,127.0330882374,,202887.02109558,412943.630954635,골프연습장업,사립,,,,
동백랜드 스크린골프,20080709,,35,직권말소,20200619,031-285-4404,17006,"경기도 용인시 기흥구 동백중앙로 191, 402호 (중동,씨티프라자)",경기도 용인시 기흥구 중동 849-2 씨티프라자 402호,446529,37.2708793005,127.1529422439,,213491.170141499,418778.755712447,골프연습장업,사립,Y,,,
yes휘트니스센타,20040203,,35,직권말소,20200804,,16503,경기도 수원시 영통구 중부대로 259 (원천동),경기도 수원시 영통구 원천동 79-10,16503,37.2749648404,127.0445598987,,203878.638369345,419229.756496213,골프연습장업,사립,,,,
SKY골프스쿨,20040503,,35,직권말소,20181214,,,경기도 수원시 장안구 경수대로 950 (조원동),경기도 수원시 장안구 조원동 893,440200,37.3035527734,127.0075005188,,200590.511692153,422392.384620274,골프연습장업,사립,,,,
월드골프연습장,20050518,,35,직권말소,20190910,,,경기도 수원시 영통구 영통로 136 (망포동),경기도 수원시 영통구 망포동 386,443400,37.2396568905,127.056362471,,204933.457234398,415306.479781397,골프연습장업,사립,,,,
성원골프클럽,20051031,,35,직권말소,20190717,,,경기도 수원시 영통구 매영로 424 (영통동),경기도 수원시 영통구 영통동 1022-4,443814,37.2484971904,127.0778923211,,206839.039306944,416288.142457902,골프연습장업,사립,,,,
홀인원스크린골프,20060322,,35,직권말소,20190717,,,경기도 수원시 영통구 청명남로 31 (영통동),경기도 수원시 영통구 영통동 998-8,443814,37.2529678564,127.0752963703,,206609.0410241,416782.237509649,골프연습장업,사립,,,,
레이크 스크린 골프,20080728,,35,직권말소,20161114,,17031,경기도 용인시 처인구 모현읍 곡현로 563,경기도 용인시 처인구 모현읍 매산리 326-7,449853,37.3346625984,127.2214191595,,219554.717019202,425866.914506244,골프연습장업,사립,,,,
필원골프연습장,20080902,,35,직권말소,20170109,,17144,"경기도 용인시 처인구 중부대로1576번길 10-16 (마평동, 필원골프연습장)",경기도 용인시 처인구 마평동 539-7,,,,,219571.937921474,414237.63424415,골프연습장업,사립,,868.0,,
샤인힐스크린,20081216,,35,직권말소,20100118,,,"경기도 용인시 기흥구 동백죽전대로 509 (동백동,1층)",경기도 용인시 기흥구 동백동 419-1 1층,446911,37.2842131472,127.1506248112,,213236.739009256,420227.508396507,골프연습장업,사립,,,,
금호골프실내연습장,20020730,,35,직권말소,20190702,,,경기도 광주시 중앙로 118 (경안동),경기도 광주시 경안동 56-10,464801,37.4101715161,127.258305272,,222800.424944728,434261.116906449,골프연습장업,사립,,,,
해동주니어 골프(해동검도),20090601,,35,직권말소,20200619,,16977,"경기도 용인시 기흥구 강남로 9, 701호 (구갈동)",경기도 용인시 기흥구 구갈동 579-2 701호,446573,37.2715297464,127.1267490681,,211171.958578674,418854.297919351,골프연습장업,사립,Y,,,
그린스크린골프,20080620,,35,직권말소,20180710,,14547,"경기도 부천시 원미구 중동로 255, 301~302호 (중동, 일석빌딩)","경기도 부천시 원미구 중동 1154-8 일석빌딩 301,302호",420852,,,,,,골프연습장업,사립,,386.0,,
골프택스크린,20080618,,35,직권말소,20171201,,15494,"경기도 안산시 상록구 석호로 43, 207~208호 (이동)",경기도 안산시 상록구 이동 712 207~208호,15494,37.3076305353,126.8479230846,,186448.126290385,422858.055730807,골프연습장업,사립,,,,
웰빙스크린골프,20090413,,35,직권말소,20171201,,15549,"경기도 안산시 상록구 본이로 44, 2층 (본오동)",경기도 안산시 상록구 본오동 780 2층,15549,37.2947244788,126.871569767,,188540.832154505,421424.534909777,골프연습장업,사립,,,,
조은스크린골프장,20090610,,35,직권말소,20201223,,15433,"경기도 안산시 단원구 산단로 296 (원시동,대우테크노피아 201호)",경기도 안산시 단원구 원시동 768-1 대우테크노피아 201호,425852,37.3218177681,126.7883996266,,181174.40591547,424448.569834666,골프연습장업,사립,,,,
이글스크린골프,20100927,,35,직권말소,20201223,032-886-0413,,"경기도 안산시 단원구 대부중앙로 118 (대부북동,2층)",경기도 안산시 단원구 대부북동 526 2층,425330,37.2418677844,126.5864818952,,163236.488940197,415627.865498968,골프연습장업,사립,,1609.0,,
G-PLUS골프연습장,19960429,,35,직권말소,20100709,,,,경기도 고양시 일산동구 중산동 61-31,410831,,,,,,골프연습장업,사립,,,,
올버디스크린골프,20111206,,35,직권말소,20200206,,14544,"경기도 부천시 원미구 길주로 70, 301호 (상동, 강산타운)",경기도 부천시 원미구 상동 548-6 강산타운 301호,420864,37.5053668879,126.7498563997,,177811.159050086,444823.621703644,골프연습장업,사립,,,,
덕수 스크린 골프 크럽,20070214,,35,직권말소,20160215,26254040,,경기도 광명시 철산로30번길 30-14 (철산동),경기도 광명시 철산동 436 덕수빌딩 1층,423837,37.474943258,126.8696680186,,188408.979355552,441443.517893723,골프연습장업,사립,,,,
탄현골프연습장,20010713,,35,직권말소,20171229,,10244,"경기도 고양시 일산서구 탄중로233번길 25, B101호 (탄현동, 양우프라자)",경기도 고양시 일산서구 탄현동 1490-1 양우프라자 B101호,10244,37.6946221015,126.7703897026,,179668.975,465821.96,골프연습장업,사립,,,,
스카이골프,20021106,,35,직권말소,20191007,,10343,"경기도 고양시 일산서구 일현로 54, 10층 (탄현동, 유일프라자)",경기도 고양시 일산서구 탄현동 1573-3 유일프라자 10층,10343,37.69165907,126.7635112722,,179073.94799368,465496.831355286,골프연습장업,사립,,247.0,,
티케이(TK)스크린골프존,20191017,,35,직권말소,,,12284,"경기도 남양주시 다산지금로 139, 영신프라자 5층 501,502,504,505,506호 (다산동)","경기도 남양주시 다산동 6216-4 영신프라자 5층 501,502,504,505,506호",12284,37.6005720589,127.1743343672,,215326.365114434,455387.649663056,골프연습장업,사립,,,,
일산스크린골프클럽,20100212,,35,직권말소,20171211,,10386,"경기도 고양시 일산서구 중앙로 1406, 601,602,617,618호 (주엽동, 한솔코아(주))","경기도 고양시 일산서구 주엽동 72-2 한솔코아6층 601, 602, 617, 618호",10386,37.6693807341,126.7638789033,,179098.856750343,463022.124877037,골프연습장업,사립,,,,
화전골프존,20100526,,35,직권말소,20190531,,,"경기도 고양시 덕양구 중앙로 121, B동 205호 (화전동)",경기도 고양시 덕양구 화전동 229-13 B동 205호,412160,37.5993206895,126.8731628437,,188737.883993915,455220.953455417,골프연습장업,사립,,,,
아이존,20020102,,35,직권말소,20190809,,,경기도 고양시 덕양구 충장로 118-31 (행신동),경기도 고양시 덕양구 행신동 996-5,412835,37.6224936188,126.8352106247,,185383.46,457805.775,골프연습장업,사립,,,,
명문 골프 스쿨,20100604,,35,직권말소,20190107,031-559-1207,,"경기도 남양주시 화도읍 먹갓로 45, 301호 (부남빌딩)",경기도 남양주시 화도읍 묵현리 455-5 부남빌딩 301호,472846,37.6582207759,127.2740560815,,224111.939528866,461794.860708843,골프연습장업,사립,,,,
SBS골프아카데미,20041123,,35,직권말소,20180515,,13520,"경기도 성남시 분당구 야탑로 64, 3층 일부호 (야탑동, 야탑시장)",경기도 성남시 분당구 야탑동 502 야탑시장 3층일부,13520,37.4094843844,127.1259640132,,211065.544875713,434158.249686234,골프연습장업,사립,,,,
에이원스크린골프연습장,19990504,,35,직권말소,20240215,031-265-0090,16837,"경기도 용인시 수지구 풍덕천로 135 (풍덕천동,요진타워 401,402,403호)","경기도 용인시 수지구 풍덕천동 713-6 요진타워 401,402,403호",448553,37.3238103038,127.096478643,,208481.815506629,424648.678704879,골프연습장업,사립,,,,
구갈골프아카데미,20020207,,35,직권말소,20200619,,16973,경기도 용인시 기흥구 기흥로 29 (구갈동),경기도 용인시 기흥구 구갈동 380 한성1차상가2층,446735,37.2785968943,127.1155467767,,210117.694384707,419641.947333409,골프연습장업,사립,Y,,,
신봉굿샷골프스쿨,20041002,,35,직권말소,20180123,031-265-5117,16815,"경기도 용인시 수지구 신봉1로 68 (신봉동,인용빌딩 4층)",경기도 용인시 수지구 신봉동 23-1 인용빌딩 4층,448833,37.3228802961,127.0779393979,,206842.536938415,424543.111934735,골프연습장업,사립,,445.0,,
핑크스,20020102,,35,직권말소,20190809,,,"경기도 고양시 덕양구 충장로 118-31 (행신동,우암프라자 5층)",경기도 고양시 덕양구 행신동 996-5 우암프라자 5층,412835,37.6224936188,126.8352106247,,185383.46,457805.775,골프연습장업,사립,,,,
MGC골프연습장,20020808,,35,직권말소,20191007,,10343,"경기도 고양시 일산서구 일현로 41, 5층 (탄현동)",경기도 고양시 일산서구 탄현동 1563-7 예성빌딩 5층 전체,10343,37.6910573605,126.7624170289,,178975.88848431,465430.760993735,골프연습장업,사립,,,,
에스앤피골프아카데미,20030522,,35,직권말소,20250224,,,,경기도 고양시 일산서구 덕이동 280-1 외 10필지,411808,,,,,,골프연습장업,사립,,,,
우림골프,20061031,,35,직권말소,20180308,,15020,경기도 시흥시 함송로 15 (정왕동),경기도 시흥시 정왕동 1881-11 3층,429865,37.3640347307,126.7302949768,,176035.535074099,429144.230146749,골프연습장업,사립,,,,
호매실 나이스 스크린골프,20190612,,35,직권말소,20200731,031-227-8899,16391,"경기도 수원시 권선구 금곡로197번길 18-23, 해피라움블루 705,706,707호 (금곡동)",경기도 수원시 권선구 금곡동 1110-2 해피라움블루,16391,37.2750447121,126.9527433143,,195738.670733964,419234.684766408,골프연습장업,사립,Y,7618.0,,
joy스크린골프클럽,19990107,,35,직권말소,20101011,,,"경기도 성남시 분당구 정자로 80  (정자동,정자프라자 지하1)",경기도 성남시 분당구 정자동 126-2 정자프라자 지하1,463834,37.3631865441,127.1138056766,,210010.149418128,429016.742490449,골프연습장업,사립,,,,
이글골프스쿨,20001221,,35,직권말소,20220926,,13568,"경기도 성남시 분당구 양현로94번길 21, 308,310호 (이매동, 분당코아)",경기도 성남시 분당구 이매동 120-7 분당코아 308  10호,13568,37.3910073781,127.1263495576,,211121.780954367,432107.751915773,골프연습장업,사립,,,,
아센 스포츠센타,20060126,,35,직권말소,20130404,,,경기도 남양주시 경춘로 1260 (평내동),경기도 남양주시 평내동 579 하나프라자 8층,472712,37.6466740514,127.2348242997,,220652.124875844,460505.017371882,골프연습장업,사립,,,,
신명골프연습장,20070202,,35,직권말소,20231228,,12050,"경기도 남양주시 오남읍 진건오남로 508, 209,210호","경기도 남양주시 오남읍 오남리 475-8 209, 210호",472883,37.6786825643,127.2088993623,,218376.145950406,464044.220627379,골프연습장업,사립,,4297.0,,
인화아이프라자,20071212,,35,직권말소,20260317,,10909,경기도 파주시 하우고개길 122 (야당동),경기도 파주시 야당동 178-92 2층,10909,37.7103838466,126.7658327293,,179279.66711509,467572.335475776,골프연습장업,사립,,816.0,,
프라임 골프,20071011,,35,직권말소,20130222,,,"경기도 남양주시 미금로 60 (다산동,B103,B104호)","경기도 남양주시 다산동 4338-45 B103,B104호",472913,37.610152841,127.1520402755,,213354.057801567,456441.407226526,골프연습장업,사립,,,,
주)네오스포랜드,20021014,,35,직권말소,20101209,,,"경기도 성남시 수정구 산성대로 613  (양지동,(지하1층))",경기도 성남시 수정구 양지동 923-1 (지하1층),461817,37.4644291678,127.1704364972,,215000.994032566,440252.02707574,골프연습장업,사립,,,,
SJ GOLF ACADEMY,20150825,,35,직권말소,20180305,031-909-1872,10417,"경기도 고양시 일산동구 일산로 240, B1호 (마두동, 백마프라자)",경기도 고양시 일산동구 마두동 723 백마프라자 B1호,10417,37.657652964,126.7885962962,,181276.464649005,461717.905562407,골프연습장업,사립,Y,,,
Horse Vally Golf Club,20170217,,35,직권말소,20211021,,10312,"경기도 고양시 일산동구 마골1길 14-9, 2층,3층 (성석동)",경기도 고양시 일산동구 성석동 532-1,10312,37.7075881106,126.8070876513,,182874.034571623,467274.788529799,골프연습장업,사립,,,,
코스모 스포츠 빌(골프연습장업),20090414,,35,직권말소,20111027,34847805,,,경기도 과천시 원문동 4 래미안슈르아파트 커뮤니티 센터,427739,,,,199247.7714676,435394.603870331,골프연습장업,사립,,,,
이글골프스쿨,19990510,,35,직권말소,20151026,,11940,"경기도 구리시 체육관로80번길 35 (수택동, 보령빌딩)",경기도 구리시 수택동 850-6,11940,37.5918733132,127.1399485261,,212290.533840455,454403.670987431,골프연습장업,사립,,,,
인창 휘트니스,20050325,,35,직권말소,20151026,031-567-3622,11921,"경기도 구리시 건원대로 42 (인창동, 삼원골드프라자)",경기도 구리시 인창동 670-5,11921,37.6048269305,127.1403619301,,212323.854930393,455842.909339409,골프연습장업,사립,,,,
우리골프학교,20160811,,35,직권말소,20190603,031-268-3332,16205,"경기도 수원시 장안구 경수대로1078번길 12, 3층 (파장동)",경기도 수원시 장안구 파장동 267-5 3층,16205,37.3095761744,126.9951721087,,199499.658084018,423066.26174423,골프연습장업,사립,,2866.0,,
대영휘트니스,20060323,,35,직권말소,20200824,,,경기도 수원시 장안구 경수대로 1082-7 (파장동),경기도 수원시 장안구 파장동 209-1,440851,37.3099334428,126.9944023516,,199433.369217361,423108.737157567,골프연습장업,사립,,,,
금잔디실내골프연습장,20060525,,35,직권말소,20210203,,16524,경기도 수원시 영통구 매영로 41 (매탄동),경기도 수원시 영통구 매탄동 199-76,16524,37.2693241313,127.0474361302,,204136.473420411,418600.435395397,골프연습장업,사립,,,,
도심속골프,20060811,,35,직권말소,20180620,070-8716-8124,,경기도 수원시 팔달구 경수대로446번길 60 (인계동),경기도 수원시 팔달구 인계동 1031-16,442834,37.2649641384,127.029642771,,202559.5235975,418115.346155824,골프연습장업,사립,,,,
