사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,문화체육업종명,공사립구분명,보험가입여부코드,회원모집총인원
월곶J&B스포츠클럽,20050912,,03,폐업,20100909,,,,"경기도 시흥시 월곶중앙로 61  (월곶동,영진빌딩 3층)",경기도 시흥시 월곶동 1014-2 영진빌딩 3층,429834,37.3886669861,126.7383348187,,176757.4907620970,431873.4468047470,체력단련장업,사립,,
태왕스페이스스포츠클럽,20060314,,03,폐업,20231220,,372.24,14921,"경기도 시흥시 시흥대로1074번길 5, 스페이스타워 7층 701호 (은행동)",경기도 시흥시 은행동 288-1 스페이스타워,14921,37.4320543214,126.7936643149,,181674.3825881850,436674.0542252840,체력단련장업,사립,,
함현휘트니스,20071107,,03,폐업,20071220,,210,,"경기도 시흥시 군서로18번길 25  (정왕동,2층)",경기도 시흥시 정왕동 1180-11 2층,429847,37.3463307337,126.7511818317,,177882.7520921230,427172.3598527310,체력단련장업,사립,0,
매직짐,20110422,,03,폐업,20150407,031-505-9800,371.44,,"경기도 시흥시 진말로 7 (장곡동,501~506호)",경기도 시흥시 장곡동 819-2 501~506호,429842,37.3780534691,126.7852708047,,180899.5650055420,430686.2149502380,체력단련장업,사립,,
시화휘트니스,20110509,,03,폐업,20150115,031-431-8800,230.59,,"경기도 시흥시 봉우재로23번길 1  (정왕동,지하)",경기도 시흥시 정왕동 1618 지하,429857,37.3451001612,126.7433588293,,177187.4465397430,427038.7368908170,체력단련장업,사립,,
영바디짐,20151023,,03,폐업,20170623,,,14917,"경기도 시흥시 대은로 94, 4층 (은행동, 우진빌딩)",경기도 시흥시 은행동 531-1 우진빌딩 4층,14917,37.4450518639,126.7988442993,,182129.1754351400,438121.6437581100,체력단련장업,사립,,
커브스 은행클럽,20160331,,03,폐업,20180312,031-404-1030,103.82,14917,"경기도 시흥시 대은로 82, 3층 301호 (은행동, 아슈레빌딩)",경기도 시흥시 은행동 536-1번지 아슈레빌딩 3층 301호,14917,37.4444043506,126.7975728897,,182017.8491094760,438048.8140867600,체력단련장업,사립,,
JNGYM(제이앤짐),20160509,,03,폐업,20230126,031-314-9696,435.77,14912,"경기도 시흥시 비둘기공원6길 8, 이산프라자 6층 601~603호 (대야동)",경기도 시흥시 대야동 534-3 이산프라자,14912,37.4432858715,126.7913996659,,181468.4584466940,437924.4088455170,체력단련장업,사립,,
스타트업 GYM,20170210,,03,폐업,20230310,,264.9,15010,"경기도 시흥시 배곧3로 86, 센터프라자2 6층 605~607호 (배곧동)",경기도 시흥시 배곧동 194-2 센터프라자2,15011,37.3702222869,126.7295541408,,175971.2337473930,429834.3118012040,체력단련장업,사립,,
K바디GYM,20170825,,03,폐업,20200902,031-499-2557,292.56,15040,"경기도 시흥시 중심상가로 38, 5층 (정왕동, 해진빌딩)",경기도 시흥시 정왕동 1855-4번지 해진빌딩 5층,15040,37.3526707572,126.7223717853,,175332.0096501010,427883.5853757570,체력단련장업,사립,,
아임짐,20170830,,03,폐업,20190909,,138.6,15010,"경기도 시흥시 배곧4로 32-13, 4층 407호 (정왕동)",경기도 시흥시 배곧동 126번지 4층 407호,15010,37.3769561030,126.7268874805,,175737.7395057910,430574.6496204040,체력단련장업,사립,,
브이스타짐,20170927,,03,폐업,20230711,031-475-5757,450.52,14988,"경기도 시흥시 목감남서로 9-7, 더 드림 7층 701~706호 (조남동)",경기도 시흥시 조남동 659 더 드림,14988,37.3775973944,126.8515872770,,186784.4576511830,430625.6923336270,체력단련장업,사립,,
우리동네 GYM,20180822,,03,폐업,20221129,031-311-8588,226.3,14915,"경기도 시흥시 대은로103번길 7, 신화프라자 204,303호 (대야동)",경기도 시흥시 대야동 581-2 신화프라자,14915,37.4461863037,126.7986302192,,182104.5027196370,438252.5709096720,체력단련장업,사립,,
핏 테라피 퍼스널트레이닝,20190129,,03,폐업,20240125,,245.27,14995,"경기도 시흥시 승지로60번길 17, 현대프라자 6층 601~602호 (능곡동)",경기도 시흥시 능곡동 758 현대프라자,14995,37.3687417605,126.8125426628,,183330.1996627670,429662.4262836440,체력단련장업,사립,,
1%,20190523,,03,폐업,20250313,,129.1,15010,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 4층 402호 (배곧동)",경기도 시흥시 배곧동 193-1 배곧프라자,15011,37.3701623935,126.7286625518,,175894.0792336290,429822.5526877700,체력단련장업,사립,,
아임짐,20200113,,03,폐업,20230731,031-433-0217,183.33,15010,"경기도 시흥시 배곧4로 32-13, 4층 407호 (배곧동)",경기도 시흥시 배곧동 126,15010,37.3769561030,126.7268874805,,175737.7395057910,430574.6496204040,체력단련장업,사립,,
동네헬스장,20200220,,03,폐업,20220803,,292.6,14977,"경기도 시흥시 연성로 86, 송옥빌딩 4층 (하상동)",경기도 시흥시 하상동 380-3 송옥빌딩,14977,37.3906293556,126.8129528648,,183365.3333514120,432075.3133804760,체력단련장업,사립,,
메이크 더 무브,20200514,,03,폐업,20240409,,254.26,15011,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 322~324호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,15011,37.3683599517,126.7273257955,,175777.7283511000,429625.4711535810,체력단련장업,사립,,
BAO FIT PT STUDIO,20211109,,03,폐업,20240610,,121.17,15002,"경기도 시흥시 진말로9번길 2, 부석프라자 3층 306호 (장곡동)",경기도 시흥시 장곡동 820-3 부석프라자,15002,37.3784680740,126.7852668701,,180903.0895898950,430743.5609299670,체력단련장업,사립,,
스튜디오 디,20220506,,03,폐업,20250122,,193.23,14909,"경기도 시흥시 호현로 42-6, 지하1층 (대야동)",경기도 시흥시 대야동 495-1,14909,37.4440606324,126.7853442752,,180931.9205602900,438013.9848955240,체력단련장업,사립,,
ATNER(아트너),20220819,,03,폐업,20241202,,173,15011,"경기도 시흥시 서울대학로278번길 19-8, 새롬프라자 2층 202호 (배곧동)",경기도 시흥시 배곧동 193-2 새롬프라자,15011,37.3698358612,126.7283496731,,175866.6491494710,429786.1300355010,체력단련장업,사립,,
마돈나 휘트니스 클럽,19930205,,03,폐업,20050430,,,,"경기도 시흥시 뱀내장터로 5  (대야동,지층)",경기도 시흥시 대야동 498-23 지층,429812,37.4425294390,126.7855284078,,180951.5599343260,437844.6557935740,체력단련장업,사립,0,
국원헬스,19961216,,03,폐업,20050825,,,,경기도 시흥시 복지로91번길 7  (대야동),경기도 시흥시 대야동 453-2,429809,37.4474904939,126.7906138557,,181400.0356940410,438392.5772165410,체력단련장업,사립,0,
파워헬스클럽,19970911,,03,폐업,20021017,,,,,경기도 시흥시 신천동 75-23,429882,,,,,,체력단련장업,사립,0,
원헬스클럽,19980928,,03,폐업,20120326,,,,,경기도 시흥시 거모동 1572,429881,,,,,,체력단련장업,사립,0,
금강헬스클럽,19991011,,03,폐업,20060807,,,,"경기도 시흥시 장곡로 74,  501호 (장곡동,금강빌딩)",경기도 시흥시 장곡동 802-1 금강빌딩 501호,429842,37.3797651344,126.7806574278,,180484.8664454330,430878.0508449620,체력단련장업,사립,0,
한창헬스클럽,19990824,,03,폐업,20031011,,,,"경기도 시흥시 은행로 180  (대야동,은계빌딩 4층)",경기도 시흥시 대야동 582-7 은계빌딩 4층,429874,37.4466315869,126.7977216444,,182029.2904066710,438293.9139663030,체력단련장업,사립,0,
에이스스포츠센타,20000705,,03,폐업,20080307,,,,"경기도 시흥시 장곡로 17  (장곡동,,7 호 403,404,501,502,503호)","경기도 시흥시 장곡동 823-6 ,7 호 403,404,501,502,503호",429430,37.3790542572,126.7868087306,,181038.8151051950,430797.1339775850,체력단련장업,사립,0,
21C헬스,20011010,,03,폐업,20181204,,,,,"경기도 시흥시 장현동 16브럭 4,5롯트",429420,,,,,,체력단련장업,사립,0,
21C스포츠센타,20010508,,03,폐업,20050530,,,,"경기도 시흥시 서촌상가4길 10  (정왕동,3층)",경기도 시흥시 정왕동 1731-21 3층,429862,37.3454344700,126.7322912842,,176212.9057398370,427077.1549404400,체력단련장업,사립,0,
파워짐스포츠과학,20010627,,03,폐업,20080522,,,,"경기도 시흥시 함송로14번길 5-4  (정왕동,쌍용프라자 3층)",경기도 시흥시 정왕동 1883-1 쌍용프라자 3층,429866,37.3634869613,126.7292277666,,175941.9249055260,429080.7247944570,체력단련장업,사립,0,
21C골든헬스클럽,20011010,,03,폐업,20030320,,,,,"경기도 시흥시 장현동 16브럭 4,5롯트",429420,,,,,,체력단련장업,사립,0,
목감슈퍼짐헬스클럽,20011004,,03,폐업,20030811,,,,,경기도 시흥시 목감동 산 26-2,429320,37.3947590685,126.8739125523,,188765.0154580500,432526.1198370740,체력단련장업,사립,0,
타미나스포츠센타,20020419,,03,폐업,20080611,,,,경기도 시흥시 장곡로 23  (장곡동),경기도 시흥시 장곡동 823-2,429842,37.3790954387,126.7861645217,,180974.6326325340,430802.0785454950,체력단련장업,사립,0,
스트롱거 짐,20230315,,03,폐업,20260130,031-314-9690,318.49,15002,"경기도 시흥시 황고개로 531, 401~403호 (장곡동)",경기도 시흥시 장곡동 895-5,15002,37.3781636221,126.7885904684,,181169.7401022570,430726.1621955210,체력단련장업,사립,,
달무브 피티,20250220,,03,폐업,20260112,,59.28,14996,"경기도 시흥시 진말1로 18, 에스엠타워 502호 (장곡동)",경기도 시흥시 장곡동 934-4 에스엠타워,14996,37.3778277752,126.7897005390,,181268.8752210920,430651.7765517470,체력단련장업,사립,,
씨앤씨휘트니스센타,20030120,,03,폐업,,,,,경기도 시흥시 정왕대로 230  (정왕동),경기도 시흥시 정왕동 1734-7,429861,37.3449788088,126.7384940896,,176756.5870469820,427023.6990545530,체력단련장업,사립,,
영헬스클럽,20030317,,03,폐업,20131129,,,,경기도 시흥시 호현로10번길 17  (신천동),경기도 시흥시 신천동 708-13,429828,37.4411296133,126.7850782381,,180911.3940126480,437690.2893867440,체력단련장업,사립,0,
24시헬스크럽,20030407,,03,폐업,20061023,,,,"경기도 시흥시 은행로 164  (대야동,7층)",경기도 시흥시 대야동 580-3 7층,429874,37.4456659599,126.7990420597,,182148.8851376200,438187.1366504320,체력단련장업,사립,0,
한창헬스센타,20031011,,03,폐업,20220531,031-318-2244,322.6,14917,"경기도 시흥시 대은로 80, 하이런빌딩 5층 501호 (은행동)",경기도 시흥시 은행동 536-3 하이런빌딩,14917,37.4442501877,126.7974160629,,182000.9710716200,438031.0627651330,체력단련장업,사립,,
테크노헬스,20040412,,03,폐업,20090908,031-405-0449,,,,경기도 시흥시 논곡동 160-7 상가건물 3층,429804,37.3878848235,126.8603776820,,187564.3635334600,431760.8027194520,체력단련장업,사립,,
시화휘트니스,20070921,,03,폐업,20110616,,198.37,,"경기도 시흥시 봉우재로 14  (정왕동,2층)",경기도 시흥시 정왕동 1593-4 2층,429856,37.3444242497,126.7433769014,,177189.7850549550,426961.9686559030,체력단련장업,사립,,
레벨업휘트니스,20150727,,03,폐업,20170329,031-488-9796,,15036,"경기도 시흥시 정왕대로 174, 207호 (정왕동, 광개토빌딩1)",경기도 시흥시 정왕동 -207 광개토빌딩1,429862,37.3481553901,126.7334942325,,176313.2851564840,427368.5408059430,체력단련장업,사립,,
VIP스포츠센터,19980827,,03,폐업,20110304,,,,"경기도 시흥시 은행로 154  (은행동,반도빌딩 7층)",경기도 시흥시 은행동 529-6 반도빌딩 7층,429837,37.4447408301,126.7995933280,,182195.5383531510,438084.7016113690,체력단련장업,사립,,
영바디짐,20170626,,03,폐업,20241204,031-317-9259,464.31,14917,"경기도 시흥시 대은로 94, 우진빌딩 6,7층 (은행동)",경기도 시흥시 은행동 531-1 우진빌딩,14917,37.4450518639,126.7988442993,,182129.1754351400,438121.6437581100,체력단련장업,사립,,
신천헬스클럽,20010322,,03,폐업,20201228,,,,"경기도 시흥시 시흥대로1073번길 33 (신천동,2층(구번지 119-1번지))",경기도 시흥시 신천동 874-1 2층(구번지 119-1번지),429824,37.4320488519,126.7888833092,,181255.1645198710,436676.8047360310,체력단련장업,사립,,
G&G,20220119,,03,폐업,20251215,031-315-0203,466,14923,"경기도 시흥시 은계중앙로 250, 5층 504호 (은행동)",경기도 시흥시 은행동 608-3,14923,37.4461820620,126.8040115137,,182586.5736219810,438222.3590486310,체력단련장업,사립,,
레몬헬스,20020424,,03,폐업,20061211,,,,경기도 시흥시 연성로29번길 19  (하중동),경기도 시흥시 하중동 865-2,429252,37.3922919443,126.8059335115,,182744.3409833880,432269.1568685950,체력단련장업,사립,0,
