sigun_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,sanittn_bizcond_nm,ratg_div_nm,rk_cnt_faclt_div_nm,factry_prdc_dut_emply_cnt,multi_utlz_bizest_yn,traditn_bizest_apnt_id,traditn_bizest_food_desc
,"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 1층 1080호 일부호 (은행동)",경기도 시흥시 은행동 605 시흥 센트럴돔 그랑트리 캐슬,14923,,37.4458457243,126.8020023203,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 해송십리로 472-11, 상가2동 지1층 212호 (배곧동, 배곧중흥에스클래스)",경기도 시흥시 배곧동 5 배곧중흥에스클래스,15010,031-433-2350,37.3838509979,126.7337296887,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 하중로 130-1,경기도 시흥시 하중동 829-3 1층,14975,031-404-5055,37.398847939,126.8003370123,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 옥구천동로 402 (정왕동, 월드아파트 상가동 GS슈퍼 내)",경기도 시흥시 정왕동 1873-3 월드아파트 상가동 GS슈퍼 내,15027,032-431-0900,37.3567512193,126.7302225709,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장현순환로 81, 근린생활시설2동 지하1층 22호 (장현동, 시흥능곡역 모아미래도 에듀포레)",경기도 시흥시 장현동 산 34 시흥능곡역 모아미래도 에듀포레,14996,,37.3744096409,126.7969159919,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계중앙로 247, 렉스나인 301호 (은행동)",경기도 시흥시 은행동 607,14923,,37.4458800343,126.8032342589,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 대야동 0 은행지구 신명상가119,,031-695-7466,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕대로117번길 26 (정왕동),경기도 시흥시 정왕동 1870-1 신우상가 104호,15032,031-431-5959,37.3536003162,126.730819309,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,0,N,,
,"경기도 시흥시 서해안로 699, 시흥 프리미엄 아울렛 1층 (배곧동)",경기도 시흥시 배곧동 26 시흥 프리미엄 아울렛,15010,,37.3794646667,126.7384278982,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 롯데마트(시흥배곧점) (정왕동)",경기도 시흥시 정왕동 2537-1 롯데마트(시흥배곧점),15011,055-544-0792,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 새재로17번길 3, 이마트 에브리데이  일부호 (장현동)",경기도 시흥시 장현동 543-1,14998,,37.3810543546,126.8017561503,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 희망공원로 269 (정왕동, 홈플러스시화점)",경기도 시흥시 정왕동 2166-4 홈플러스시화점,15081,031-374-8670,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 월곶중앙로 90, 홈플러스익스프레스시흥월곶점내 1층 (월곶동)",경기도 시흥시 월곶동 1010-4 월곶동풍림1차아파트,14964,031-791-5618,37.3902457487,126.735754493,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 축산코너 1층 일부호 (배곧동)",경기도 시흥시 배곧동 202 시흥배곧 롯데마트,15011,,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 마유로238번길 26, 1층 (정왕동, 롯데마트)",경기도 시흥시 정왕동 1366-4 롯데마트,15079,031-734-0951,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 70, 배곧두손지젤타워 2층 B217호 일부호 (배곧동)",경기도 시흥시 배곧동 206-3 배곧두손지젤타워,15011,070-8838-0757,37.3680122208,126.7320612827,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계중앙로 254, 1층 106호 (은행동)",경기도 시흥시 은행동 608-1,14923,,37.4466235699,126.8039848131,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 삼미시장4길 18-1, 대성빌딩 1층 일부호 (신천동)",경기도 시흥시 신천동 740-9 대성빌딩,14948,,37.439889799,126.7827726727,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧3로 96, M-플러스 1층 111호 일부호 (배곧동)",경기도 시흥시 배곧동 199-1 M-플러스,15011,,37.3697764139,126.7302927867,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 군자로492번길 12,경기도 시흥시 거모동 1474-1 일우아파트 상가 112호,15071,031-292-6688,37.3459875256,126.7830797532,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 월곶해안로 133,"경기도 시흥시 월곶동 1013-12 화신수산시장 145,146호",14963,031-318-2199,37.3876563066,126.7353628154,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 비둘기공원로 28 (대야동,롯데마트 시흥점 2층)",경기도 시흥시 대야동 542 롯데마트 시흥점 2층,14912,,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 신천로 103, 지하1층 (신천동)",경기도 시흥시 신천동 766 지하1층,14949,,37.4393980175,126.7864059908,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧4로 32-33, 옆 공터 (배곧동)",경기도 시흥시 배곧동 133 옆 공터,15010,,37.3780695721,126.7248655633,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 3층 335-2호 (배곧동)",경기도 시흥시 배곧동 204 서영베니스스퀘어,15011,,37.3681926149,126.7306929431,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 LG마트내,15079,031-496-7700,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서촌상가4길 20 (정왕동, 101,102호)","경기도 시흥시 정왕동 1730-4 101,102호",15036,031-431-3305,37.3458898865,126.7316318242,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 능곡로 182, 103호 (능곡동, 신성프라자)",경기도 시흥시 능곡동 753 신성프라자 103호,14995,,37.3682632809,126.8108643032,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 황고개로 325, 1층 일부호 (군자동)",경기도 시흥시 군자동 525-9,15000,,37.3604680881,126.7868152735,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도로 173 (정왕동, 46호(오이도수산물직판장 B동 138호))",경기도 시흥시 정왕동 2003-12 46호(오이도수산물직판장 B동 138호),15015,031-431-3654,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도로 173,경기도 시흥시 정왕동 2003-12 B동 149호,15015,031-433-5994,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도로 167, A동 16~19호 (정왕동)",경기도 시흥시 정왕동 2003-8 A동 16~19호,15015,031-434-1050,37.3458883179,126.6882103529,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장현순환로 81, 근린생활시설3동 6호 일부호 (장현동, 시흥능곡역 모아미래도 에듀포레)",경기도 시흥시 장현동 608 시흥능곡역 모아미래도 에듀포레,14996,,37.3744096409,126.7969159919,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 수인로 2323 (목감동),경기도 시흥시 목감동 235-2,14984,031-528-6755,37.3866531893,126.8626473949,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 군자로 498,경기도 시흥시 거모동 1733-4,15071,031-492-3678,37.3455989425,126.7844043832,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 월곶해안로 133,"경기도 시흥시 월곶동 1013-12 152,153호",14963,031-318-9920,37.3876563066,126.7353628154,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로 400-30,경기도 시흥시 정왕동 1811-3,15054,031-497-6666,37.3504085948,126.743260392,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 하중로 195,경기도 시흥시 하중동 856-3 도덕할인마트 (내),14976,031-404-7689,37.3942322182,126.804797183,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 신천로100번길 33, 1층 일부호 (신천동)",경기도 시흥시 신천동 779-11,14950,031-315-7958,37.4383204102,126.7900674045,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, 2층 (정왕동, 이마트시화점)",경기도 시흥시 정왕동 1734-1 이마트시화점 2층,15066,031-496-4123,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 은행로 70 (은행동),경기도 시흥시 은행동 37-22,14920,,37.4382320105,126.7963871509,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 희망공원로 269, 2층 (정왕동)",경기도 시흥시 정왕동 2166-4 2층,15081,,37.3452082082,126.725237369,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 뱀내장터로19번길 6, 1층 일부호 (대야동)",경기도 시흥시 대야동 500-7,14909,,37.4421967717,126.787159426,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 GS마트,15079,031-496-7762,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 정왕대로 210,경기도 시흥시 정왕동 1734-1 이마트시화점,15066,,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 67 (정왕동, 롯데마트시흥배곧점 1층)",경기도 시흥시 정왕동 1771-1 롯데마트시흥배곧점 1층,15011,,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장곡로53번길 12, 숲속마을아파트 (주상가동) 주상가동 1층 108호 일부호 (장곡동)",경기도 시흥시 장곡동 807 숲속마을아파트 (주상가동),15002,,37.3783249969,126.7824783751,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 정왕시장길 52,경기도 시흥시 정왕동 1202,15052,031-319-8709,37.3455685452,126.7489652672,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 오이도어시장로 8 (정왕동, B동 180,181호)","경기도 시흥시 정왕동 2005-3 B동 180,181호",15015,,37.3446490932,126.6888897946,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542,14912,031-435-7500,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 LG마트 1층,15079,031-496-7744,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 67, 롯데마트(시흥배곧점) 1층 (배곧동)",경기도 시흥시 배곧동 203 롯데마트(시흥배곧점),15011,02-3482-4792,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 군자로492번길 11, 시흥주왕교회 1층 일부호 (거모동)",경기도 시흥시 거모동 1735-1 시흥주왕교회,15071,,37.3457449219,126.7832062506,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 인선길 128, 3층 303(일부)호 (장곡동)",경기도 시흥시 장곡동 857,15002,031-365-5444,37.3823704804,126.780722905,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 중심상가로 13,경기도 시흥시 정왕동 1863 대림1차아파트 상가 102호,15041,031-432-9594,37.3542723533,126.7205712374,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 중심상가로 35,경기도 시흥시 정왕동 1859-9,15040,031-471-3321,37.3531039778,126.7224576454,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 삼미시장2길 7-1,경기도 시흥시 신천동 744-8 1층,14948,031-312-0658,37.4412580814,126.7809961257,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4,15079,02-476-3182,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 1층 일부호 (배곧동)",경기도 시흥시 배곧동 202 시흥배곧 롯데마트,15011,070-4707-0618,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 수인로 3372, 신천프라자 지하1층 일부호 (신천동)",경기도 시흥시 신천동 712-9 신천프라자,14910,,37.4411251667,126.7843434953,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 신천로80번길 1,경기도 시흥시 신천동 771-10,14950,031-313-6205,37.4374692909,126.7864356089,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은계남로 12, 111호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스,14922,,37.4351025771,126.8037071995,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 대은로104번길 40,경기도 시흥시 은행동 539-5 102호,14916,031-312-3719,37.4423549092,126.8000451429,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 오이도로 173, B동 142호 (정왕동,오이도직판장)",경기도 시흥시 정왕동 2003-12 오이도직판장 B동 142호,15015,031-432-3161,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 월곶중앙로 29, 102-3호 (월곶동)",경기도 시흥시 월곶동 1015-33 102-3호,14963,031-318-1750,37.3872635447,126.7415571555,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도로 149-1, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1973-17,15015,,37.3474600642,126.688701492,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 함송로13번길 27, 서우마트 일부호 (정왕동)",경기도 시흥시 정왕동 1878-2,15020,,37.3651101625,126.7321134465,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 GS마트내,15079,031-216-0921,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4,15079,031-496-7743,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 삼미시장2길 45,경기도 시흥시 신천동 737-7,14948,031-698-9283,37.4400101482,126.7847836747,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4,15079,031-916-6673,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4,15079,031-433-3199,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 진말로9번길 8,경기도 시흥시 장곡동 820-7 OK마트,15002,031-404-4904,37.3783844293,126.7848497504,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 GS마트 시화점,15079,,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,,경기도 시흥시 정왕동 1873-3 월드아파트 주상가 지층2호 한국유통 내,15027,,37.3567512193,126.7302225709,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 삼미시장3길 15, 시흥아이사랑어린이집 1층 일부호 (신천동)",경기도 시흥시 신천동 740-4 시흥아이사랑어린이집,14948,,37.4397774968,126.7835763415,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,053-850-9815,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 신천로19번길 8, 1층 일부호 (신천동)",경기도 시흥시 신천동 878-7,14951,,37.4330961536,126.7906706068,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도중앙로36번길 12,경기도 시흥시 정왕동 2002-11 성신수산직판장 10-11호,15015,031-433-2833,37.3458642221,126.688639633,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장현능곡로 198, 롯데슈퍼능곡점 (능곡동)",경기도 시흥시 능곡동 737,14995,031-792-9029,37.3690811107,126.8119974743,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 중심상가로 104,경기도 시흥시 정왕동 1848-4 진로상가 102호,15038,031-499-8253,37.3490411068,126.728314167,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 시흥배곧 롯데마트 일부호 (배곧동)",경기도 시흥시 배곧동 202 시흥배곧 롯데마트,15011,055-343-2528,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 옥구천동로 404 (정왕동, 월드아파트)",경기도 시흥시 정왕동 1873-3 gs슈퍼 시흥정왕점,15027,,37.3567512193,126.7302225709,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-15, 지하층 GS슈퍼배곧신도시점호 (정왕동, 한라비발디캠퍼스)",경기도 시흥시 정왕동 2566 한라비발디캠퍼스 지하층호,15011,,37.3636798562,126.7119931155,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 마유로238번길 26, 롯데마트 시화점 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1366-4,15079,070-4707-0618,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 호현로 38, 1층 일부호 (대야동)",경기도 시흥시 대야동 495-3,14909,,37.4438538791,126.7854366801,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 8, 시흥배곧 아브뉴프랑 센트럴 레드 3층 A-314호 일부호 (배곧동)",경기도 시흥시 배곧동 214 시흥배곧 아브뉴프랑 센트럴 레드,15011,,37.3696799975,126.7265668783,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 평안상가1길 1 (정왕동),경기도 시흥시 정왕동 1622,15062,,37.3388673438,126.7483320831,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 대야동 542 GS마트 시흥점,,031-338-7461,,,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 공단1대로 204, 시화유통상가  지원상가동 지하1층 비107호 (정왕동)",경기도 시흥시 정왕동 1364 시화유통상가,15090,031-319-4445,37.3379338971,126.7238219689,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-15, 지1층 101호 일부호 (배곧동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243 한라비발디캠퍼스,15011,,37.362284643,126.7122787254,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 삼미시장2길 44 (신천동),경기도 시흥시 신천동 736-1,14948,,37.4398375319,126.7845592338,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, 2층 (정왕동, 이마트)",경기도 시흥시 정왕동 1734-1 이마트 2층,15066,031-434-4306,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 군서로6번길 15-1, 1층 (정왕동)",경기도 시흥시 정왕동 1194-7 1층,15052,070-8721-8892,37.34493727,126.7517601662,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 월곶중앙로 38,경기도 시흥시 월곶동 995-1 아울렛마트 내,14966,031-318-2091,37.3880373624,126.7413460252,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도어시장로 7 (정왕동, 가동202호)",경기도 시흥시 정왕동 2004-3 가동202호,15015,,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 2층 269호 일부호 (배곧동)",경기도 시흥시 배곧동 204 서영베니스스퀘어,15011,,37.3681926149,126.7306929431,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 신천로83번길 4,경기도 시흥시 신천동 764-12,14949,031-311-8274,37.4378966601,126.7855611507,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210, 1층 (정왕동, 이마트시화점 )",경기도 시흥시 정왕동 1734-1,15066,031-858-1226,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,,경기도 시흥시 대야동 542 GS마트 시흥점,,031-435-7500,,,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26,경기도 시흥시 정왕동 1366-4 롯데마트시화점,15079,031-338-7461,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 진말1로 18, 1층 101호 (장곡동)",경기도 시흥시 장곡동 260-21,14996,,37.3778277752,126.789700539,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서해안로 1597, 1층 일부호 (대야동)",경기도 시흥시 대야동 376-50,14902,,37.4477410989,126.7858293121,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 오이도어시장로 7,경기도 시흥시 정왕동 2004-3 A동 115호,15015,,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,,경기도 시흥시 하상동 0-0 7블럭2롯트1통2반,,,,,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 신천3길 28-16 (신천동),경기도 시흥시 신천동 760,14948,031-313-0335,37.4394776673,126.7831835552,즉석판매제조가공업,즉석판매제조가공업,,상수도전용,0,N,,
,"경기도 시흥시 오이도로 173 (정왕동, B동 144호)",경기도 시흥시 정왕동 2003-12 B동 144호,15015,031-437-9760,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧4로 32-13, 이마트에브리데이  일부호 (배곧동)",경기도 시흥시 배곧동 126,15010,,37.376956103,126.7268874805,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 거북섬1로 4, S PLAZA 앞 수변일대 (정왕동)",경기도 시흥시 정왕동 2706 S PLAZA,15119,,37.3267829753,126.6744085859,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로264번길 44-4, 에스프라자 5층 509호 (배곧동)",경기도 시흥시 배곧동 231 에스프라자,15011,031-434-1218,37.3671759068,126.7282075179,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕대로 210,경기도 시흥시 정왕동 1734-1,15066,031-469-4123,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 연성로 103,경기도 시흥시 하상동 377-6 1통2반 남도타운 .동 703호,14977,031-404-9966,37.3908754297,126.8149727557,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 수인로 2966, 1층 일부호 (매화동)",경기도 시흥시 매화동 39-1,14931,,37.4209383352,126.8169479595,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 호현로 35,경기도 시흥시 신천동 704-27,14904,031-313-5571,37.4435356193,126.7849762122,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 월곶중앙로30번안길 33, 1층 일부호 (월곶동)",경기도 시흥시 월곶동 1008-1,14966,,37.3902167213,126.7396408538,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 2층 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점 2층호,15066,02-3397-6903,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 67, 롯데마트(시흥배곧점) 1층 (정왕동)",경기도 시흥시 정왕동 2537-1 롯데마트(시흥배곧점),15011,070-4300-9589,37.3688907319,126.7313182505,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 수인로 2966, 부천시흥원예농업협동조합 로컬푸드 직매장 (매화동)",경기도 시흥시 매화동 39-1,14931,,37.4209383352,126.8169479595,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계중앙로 214, 은계호수 수변공원 2 관리소 및 화장실 호수타운3옆 음식부스 (은행동)",경기도 시흥시 은행동 0 은계호수 수변공원 2 관리소 및 화장실,14923,,37.4439308794,126.8059202725,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 새재로17번길 3, 이마트에브리데이 장현점 1층 일부호 (장현동)",경기도 시흥시 장현동 543-1,14998,,37.3810543546,126.8017561503,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 장곡로 50 (주)진보유통 1층 일부호 (장곡동),경기도 시흥시 장곡동 385-8 (주)진보유통,15002,031-404-2240,37.3797082545,126.783165496,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧3로 86, 센터프라자2 210호 일부호 (배곧동)",경기도 시흥시 배곧동 194-2 센터프라자2,15011,,37.3702222869,126.7295541408,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕신길로229번길 24, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1812-1,15053,,37.3499359532,126.744055483,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 장현장곡로 10, 1616동 B104호 (장곡동, 유승한내들퍼스트파크)",경기도 시흥시 장곡동 936 유승한내들퍼스트파크,14996,,37.3780571632,126.7918782942,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 비둘기공원로 28,경기도 시흥시 대야동 542 GS마트내,14912,031-435-7500,37.4430368253,126.7919559438,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 신천천서로 22 (신천동),경기도 시흥시 신천동 734-4,14948,031-858-1226,37.4388895187,126.7842969621,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 삼미시장3길 20, 지하층 일부호 (신천동)",경기도 시흥시 신천동 739-10 지하호,14948,,37.4401365112,126.7833242255,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 월곶해안로 205 (월곶동),경기도 시흥시 월곶동 1018-1,14963,02-839-3630,37.3862302581,126.7406638757,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
