인허가일자,사업장명,통합영업상태명,영업상태명,폐업일자,소재지시설전화번호,소재지면적,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,위생업태명,건물지상층수,건물지하층수,사용시작지상층수,사용끝지상층수,사용시작지하층수,사용끝지하층수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
20010108,백로세탁소,폐업,폐업,20160520,031-319-9740,69.96,경기도 시흥시 군서로46번길 3 (정왕동),경기도 시흥시 정왕동 1206-6,15052,37.3463422111,126.7473092017,일반세탁업,177540.0737388580,427175.8976121580,일반세탁업,,,,,,,,,,,,,,,,N
19930609,백마사,폐업,폐업,20010616,,1.00,경기도 시흥시 신현로38번길 29,경기도 시흥시 포동 13-2,14957,37.4080781634,126.7838218206,일반세탁업,180812.2422980580,434069.3738561310,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19961226,백마세탁소,영업/정상,영업,,,23.10,"경기도 시흥시 신현로38번길 29 (포동,동진(아)상가 101호)",경기도 시흥시 포동 13-2 동진(아)상가 101호,14957,37.4081600341,126.7839453349,일반세탁업,180812.2422980580,434069.3738561310,일반세탁업,,,,,,,,,,,,,,,,N
20050110,백설세탁소,영업/정상,영업,,031-493-2628,72.58,"경기도 시흥시 군자로477번길 4, 1층 일부호 (거모동)",경기도 시흥시 거모동 1725-6 일부호,15068,37.3473987807,126.7839243986,일반세탁업,180784.5333402470,427284.4778973420,일반세탁업,,,,,,,,,,,,,,,,N
20220315,백설세탁소2,영업/정상,영업,,,30.52,"경기도 시흥시 군자로492번길 13, 상가동 1층 110호 (거모동)",경기도 시흥시 거모동 1735-2,15071,37.3456889954,126.7829019507,일반세탁업,180709.3394510660,427064.9523175350,일반세탁업,0,0,,,,,,,,,1,0,0,0,,N
19960905,백설컴퓨터세탁,폐업,폐업,20050120,031-493-2628,1.00,,경기도 시흥시 거모동 1474-8 4단지이동상가107호,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20000929,백양기업,폐업,폐업,20170515,031-315-5872,784.00,경기도 시흥시 호현로 132-1 (대야동),경기도 시흥시 대야동 140-5,14902,37.4522998645,126.7899692149,일반세탁업,181347.1905095910,438887.2287932240,일반세탁업,,,,,,,,,,,,,,,,N
19880627,백양사,폐업,폐업,20250203,,20.40,경기도 시흥시 호현로22번길 11 (신천동),경기도 시흥시 신천동 707-28,14910,37.4414942360,126.7857530354,일반세탁업,180971.5173656100,437730.2798619900,일반세탁업,,,,,,,,,,,,,,,,N
20191031,백양세탁,영업/정상,영업,,,66.00,"경기도 시흥시 오이도중앙로6번길 5-14, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1975-7,15015,37.3468167004,126.6895213064,세탁업 기타,172419.5421643050,427243.2399965350,세탁업 기타,0,0,0,0,0,0,,,,,1,0,0,2,,N
20010516,백양세탁소,폐업,폐업,20140918,031-498-6773,20.40,경기도 시흥시 중심상가로 345 (정왕동),경기도 시흥시 정왕동 1628 유천상가 108호,15062,37.3359141975,126.7502805701,일반세탁업,177873.2963000030,426069.6686709260,일반세탁업,,,,,,,,,,,,,,,,N
19890309,백양세탁소,폐업,폐업,20010915,031-693-9890,1.00,,경기도 시흥시 매화동 210-4 나동102호,14940,37.4164119294,126.8135649613,일반세탁업,183421.9542456920,434940.9080512210,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880627,백양세탁소,폐업,폐업,19941006,,1.00,경기도 시흥시 동서로 1086,경기도 시흥시 목감동 240-5,14984,37.3857658481,126.8602375375,일반세탁업,187551.9903404570,431530.3431096660,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880627,백조사세탁소,영업/정상,영업,,,29.10,경기도 시흥시 호현로 27 (신천동),경기도 시흥시 신천동 704-36,14904,37.4428043311,126.7847796878,일반세탁업,180884.2633147020,437872.2127201630,일반세탁업,,,,,,,,,,,,,,,,N
19900906,백조세탁소,폐업,폐업,19920403,,1.00,,경기도 시흥시 대야동 354-5,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19910826,백조세탁소,폐업,폐업,20010915,031-693-7048,1.00,,경기도 시흥시 포동 1-36,14957,37.4078565881,126.7874284336,일반세탁업,181059.6732627580,433949.6412337530,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920403,백조세탁소,폐업,폐업,20171106,031-313-0535,16.50,경기도 시흥시 대골안길 26-4 (대야동),경기도 시흥시 대야동 457-8,14905,37.4473637460,126.7890210013,일반세탁업,181260.9081657790,438378.8753648900,일반세탁업,,,,,,,,,,,,,,,,N
19880730,백조크리닝,폐업,폐업,20150821,031-313-1489,21.00,경기도 시흥시 검바위2로 23 (은행동),경기도 시흥시 은행동 293-12,14921,37.4313150707,126.7957963321,일반세탁업,181855.7448090210,436595.1756343160,일반세탁업,,,,,,,,,,,,,,,,N
19900621,백호세탁소,폐업,폐업,19911121,,1.00,,경기도 시흥시 신천동 377-12,14948,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20040817,번개세탁소,폐업,폐업,20161031,031-404-1151,32.25,경기도 시흥시 월곶중앙로 90 (월곶동),경기도 시흥시 월곶동 1010-04 풍림아이원1차상가 111호,14964,37.3902457487,126.7357544930,일반세탁업,176679.4631529380,432080.0279504860,일반세탁업,,,,,,,,,,,,,,,,N
19950809,번영세탁소,영업/정상,영업,,,23.40,"경기도 시흥시 미산로 67 (미산동,방주주택 가동101호)",경기도 시흥시 미산동 93-9 방주주택 가동101호,14944,37.4222495112,126.7961524786,일반세탁업,181889.4898770440,435597.9198774770,일반세탁업,,,,,,,,,,,,,,,,N
19920828,번영세탁소,폐업,폐업,19950829,031-694-1739,1.00,경기도 시흥시 신천3길 25,경기도 시흥시 신천동 761-23,14948,37.4387401049,126.7834392791,일반세탁업,180764.7783565230,437421.7983699900,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19960607,베스트크리닝,폐업,폐업,19980404,031-499-6352,1.00,경기도 시흥시 정왕천로423번길 14-1,경기도 시흥시 정왕동 1179-10,15052,37.3460094043,126.7516817866,일반세탁업,177926.4301602140,427138.0209369720,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19980409,베스트크리닝,폐업,폐업,20021004,,1.00,경기도 시흥시 정왕천로423번길 14-1,경기도 시흥시 정왕동 1179-10,15052,37.3460094043,126.7516817866,일반세탁업,177926.4301602140,427138.0209369720,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19990521,벽산세탁소,폐업,폐업,20110905,031-314-8709,31.30,경기도 시흥시 은행로 104,경기도 시흥시 은행동 547-1 벽산3차A상가 202호,14916,37.4408926759,126.7981822400,일반세탁업,182078.6683181470,437579.9441573100,일반세탁업,,,,,,,,,,,,,,,,N
19990408,보성세탁소,폐업,폐업,20020619,031-431-5459,1.00,,경기도 시흥시 정왕동 1877-5 보성상가106호,15019,37.3616295253,126.7360786747,일반세탁업,176423.7848234580,428920.0215517560,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20031021,보성세탁소,영업/정상,영업,,031-431-5459,19.35,경기도 시흥시 역전로 413 (정왕동),경기도 시흥시 정왕동 1877-5 보성@상가 106호,15019,37.3616295253,126.7360786747,일반세탁업,176423.7848234580,428920.0215517560,일반세탁업,,,,,,,,,,,,,,,,N
19951130,복음세탁소,폐업,폐업,20120223,031-692-7789,18.72,경기도 시흥시 삼미시장4길 35-2,경기도 시흥시 신천동 755-1,14948,37.4401846349,126.7808594417,일반세탁업,180536.4647657770,437582.6981367440,일반세탁업,,,,,,,,,,,,,,,,N
19910917,복지사,폐업,폐업,20020601,031-692-8869,1.00,경기도 시흥시 문화마을로16번길 31,경기도 시흥시 신천동 701-30,14904,37.4448032128,126.7829405648,일반세탁업,180722.1062641090,438095.7156720360,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20050601,부부세탁,영업/정상,영업,,,41.30,"경기도 시흥시 정왕천로369번길 6 (정왕동,1층)",경기도 시흥시 정왕동 1568-5 1층,15058,37.3417993370,126.7487318592,일반세탁업,177664.0661838260,426670.6112087350,일반세탁업,,,,,,,,,,,,,,,,N
20010516,부성세탁소,영업/정상,영업,,,18.00,경기도 시흥시 옥구천동로 449 (정왕동),경기도 시흥시 정왕동 1876-3 부성(아)상가 113호,15022,37.3604294490,126.7330983975,일반세탁업,176229.2436505470,428772.6799271540,일반세탁업,,,,,,,,,,,,,,,,N
19980206,부성세탁소,폐업,폐업,20010328,031-433-1223,1.00,경기도 시흥시 옥구천동로 449,경기도 시흥시 정왕동 1876-3 부성@상가 113호,15022,37.3604294490,126.7330983975,일반세탁업,176229.2436505470,428772.6799271540,일반세탁업,,,,,,,,,,,,,,,,N
19971222,빅쓰리세탁소,폐업,폐업,19980820,031-698-2920,1.00,,경기도 시흥시 대야동 323-5,14902,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20070226,빛나세탁소,폐업,폐업,20070227,,.00,경기도 시흥시 하중로173번길 26,경기도 시흥시 하중동 854-4,14976,37.3948807674,126.8047234081,일반세탁업,182639.4159849120,432550.6349015360,일반세탁업,,,,,,,,,,,,,,,,N
20241029,빛나워시,영업/정상,영업,,,119.70,"경기도 시흥시 산기대학로 29, 117-118호 (정왕동)",경기도 시흥시 정왕동 2164-8,15080,37.3510356143,126.7149931680,일반세탁업,174671.8361996360,427701.3484772760,일반세탁업,0,0,,,,,,,,,3,0,0,8,,N
19990727,빨리셀프크리닝,폐업,폐업,20071023,031-697-5521,1.00,경기도 시흥시 수인로3413번길 23-8,경기도 시흥시 신천동 749-7,14947,37.4399160980,126.7796863747,일반세탁업,180431.1265374140,437553.3762081250,일반세탁업,,,,,,,,,,,,,,,,N
20250120,뽀송세탁전문점,영업/정상,영업,,,168.42,"경기도 시흥시 은계로142번길 28, 1층 (은행동)",경기도 시흥시 은행동 641 1층,14922,37.4362065240,126.8059690073,일반세탁업,182756.9095000000,437134.5850000000,일반세탁업,0,0,,,,,,,,,1,0,0,1,,N
20020311,뽀얀고무신,폐업,폐업,20041215,031-315-6216,.00,경기도 시흥시 비둘기공원6길 13,경기도 시흥시 대야동 541-1 트윈프라자 1층 102호,14912,37.4423207959,126.7912957214,일반세탁업,181459.1841480330,437817.8310482180,일반세탁업,,,,,,,,,,,,,,,,N
20021105,사계절,폐업,폐업,20030905,031-433-3698,.00,경기도 시흥시 큰솔로 42-1,경기도 시흥시 정왕동 1395,15060,37.3412665457,126.7528464994,일반세탁업,178028.8367454990,426611.1044450240,일반세탁업,,,,,,,,,,,,,,,,N
20040625,사계절세탁소,폐업,폐업,20051212,031-433-3698,32.85,경기도 시흥시 큰솔로 42-1,경기도 시흥시 정왕동 1395,15060,37.3412665457,126.7528464994,일반세탁업,178028.8367454990,426611.1044450240,일반세탁업,,,,,,,,,,,,,,,,N
20020926,사계절세탁소,폐업,폐업,20170929,031-419-3421,14.70,"경기도 시흥시 군서로46번길 18 (정왕동,1층)",경기도 시흥시 정왕동 1186-14 1층,15052,37.3471064913,126.7484305969,일반세탁업,177639.8466004970,427260.6651805210,일반세탁업,,,,,,,,,,,,,,,,N
19901121,산호세탁소,폐업,폐업,20060227,031-691-0698,1.00,경기도 시흥시 검바위1로 72-2,경기도 시흥시 은행동 248-63,14920,37.4353669941,126.7966061334,일반세탁업,181927.0335255750,437044.8812083240,일반세탁업,,,,,,,,,,,,,,,,N
20070702,삼성세탁,폐업,폐업,20131016,031-432-6369,22.70,경기도 시흥시 정왕신길로139번길 5 (정왕동),경기도 시흥시 정왕동 1872-5 삼성@상가 102호,15026,37.3539390665,126.7344064732,일반세탁업,176370.6206478200,428065.9518699820,일반세탁업,,,,,,,,,,,,,,,,N
19900320,삼호세탁소,폐업,폐업,19920107,,1.00,,경기도 시흥시 대야동 170-23,14901,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920118,삼호세탁소,폐업,폐업,20020305,031-691-0942,1.00,경기도 시흥시 호현로49번안길 15,경기도 시흥시 대야동 482,14904,37.4456996173,126.7836103138,일반세탁업,180757.6851300070,438158.9213359870,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920118,상래한세탁소,폐업,폐업,19990511,031-693-3768,1.00,경기도 시흥시 매화1로 42,경기도 시흥시 매화동 332-7,14940,37.4152847671,126.8103885026,일반세탁업,183143.6514253810,434812.6760115500,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19990511,상쾌한세탁소,폐업,폐업,20010915,031-313-0381,.00,,경기도 시흥시 매화동 200-5,14940,37.4160292165,126.8144047009,일반세탁업,183488.1709056600,434914.6330164280,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20010616,새로나세탁소,폐업,폐업,20050409,031-405-4290,1.00,경기도 시흥시 목감초등길 14-22,경기도 시흥시 조남동 171-18,14984,37.3852378798,126.8592818605,일반세탁업,187468.4613782830,431470.6703422240,일반세탁업,,,,,,,,,,,,,,,,N
19921211,새백양세탁소,영업/정상,영업,,,34.45,경기도 시흥시 신현로12번길 8 (포동),경기도 시흥시 포동 1-75,14957,37.4083949222,126.7870165539,일반세탁업,181073.9462611280,434053.2313924190,일반세탁업,,,,,,,,,,,,,,,,N
19920828,새터세탁소,폐업,폐업,20000106,031-693-4902,1.00,경기도 시흥시 매화2로 29,경기도 시흥시 매화동 222-1,14940,37.4171033239,126.8115584109,일반세탁업,183248.2441464050,435014.5069757130,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20221213,샬롬세탁,영업/정상,영업,,031-435-9597,32.40,"경기도 시흥시 동서장곡길 55, 근린생활시설동 1층 104호 (장곡동, 시흥장현 19단지)",경기도 시흥시 장곡동 426-2 시흥장현 19단지,15002,37.3819429139,126.7845335700,일반세탁업,,,일반세탁업,0,0,,,,,,,,,2,0,0,1,,N
19910907,서강세탁소,폐업,폐업,20180413,031-313-5076,30.24,경기도 시흥시 은행로 230 (대야동),경기도 시흥시 대야동 564 서강(아)2차상가 205호,14913,37.4456011804,126.7942154005,일반세탁업,181751.1192455630,438104.2679028920,일반세탁업,,,,,,,,,,,,,,,,N
19900725,서광사세탁소,영업/정상,영업,,,15.90,경기도 시흥시 검바위2로 55 (은행동),경기도 시흥시 은행동 252-35,14920,37.4341242643,126.7967986170,일반세탁업,181945.7635032280,436906.9014627370,일반세탁업,,,,,,,,,,,,,,,,N
20050323,서울 세탁소,폐업,폐업,20061221,,20.30,경기도 시흥시 복지로93번길 4-1,경기도 시흥시 대야동 442-5,14906,37.4479457584,126.7913783250,일반세탁업,181469.6416804760,438442.6450385010,일반세탁업,,,,,,,,,,,,,,,,N
19900915,서울사세탁소,폐업,폐업,20110106,031-693-1775,1.00,,경기도 시흥시 신천동 277-4 연희@상가 106호,14949,37.4371374440,126.7851262454,일반세탁업,180920.7316478200,437248.5442495480,일반세탁업,,,,,,,,,,,,,,,,N
20040713,서울세탁,폐업,폐업,20180424,031-319-4572,64.60,경기도 시흥시 오이도2길 27 (정왕동),경기도 시흥시 정왕동 2022-7,15015,37.3421063029,126.6900686697,일반세탁업,172466.7775528790,426722.4957172590,일반세탁업,,,,,,,,,,,,,,,,N
19940502,서울세탁소,폐업,폐업,19960910,,1.00,경기도 시흥시 호현로49번길 13,경기도 시흥시 신천동 704-44,14904,37.4444110946,126.7836791243,일반세탁업,180787.6939039520,438051.6154048820,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20060329,서울세탁소,폐업,폐업,20070806,,36.90,경기도 시흥시 정왕천로427번길 21-1,경기도 시흥시 정왕동 1180-8,15052,37.3465826010,126.7511002991,일반세탁업,177876.0551976610,427201.3229077390,일반세탁업,,,,,,,,,,임대,,,,,,N
20070102,서해2차세탁소,폐업,폐업,20100702,031-433-0869,17.60,경기도 시흥시 정왕신길로49번길 19,경기도 시흥시 정왕동 1886-4 서해@상가 215호,15021,37.3596616918,126.7273133546,일반세탁업,175681.9937240860,428768.3753004570,일반세탁업,,,,,,,,,,,,,,,,N
20010516,서해2차세탁소,폐업,폐업,20050120,031-433-0869,1.00,경기도 시흥시 정왕신길로49번길 19,경기도 시흥시 정왕동 1886-4 서해2차(아)상가214-2,15021,37.3596616918,126.7273133546,일반세탁업,175681.9937240860,428768.3753004570,일반세탁업,,,,,,,,,,,,,,,,N
20041227,서해2차세탁소,폐업,폐업,20061207,031-433-0869,17.08,경기도 시흥시 정왕신길로49번길 19,경기도 시흥시 정왕동 1886-4 서해2차@상가 215호,15021,37.3596616918,126.7273133546,일반세탁업,175681.9937240860,428768.3753004570,일반세탁업,,,,,,,,,,,,,,,,N
19980214,서해세탁소,폐업,폐업,19990507,031-497-1236,1.00,,경기도 시흥시 정왕동 0-0 58-3-21서해A상가207호,15119,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19971204,서해세탁소,영업/정상,영업,,031-698-3334,27.26,"경기도 시흥시 비둘기공원7길 27, 서해아파트 상가동 2층 203호 (대야동)",경기도 시흥시 대야동 563 서해아파트,14913,37.4435571338,126.7930476021,일반세탁업,181683.0754425880,437985.9699356170,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
19990625,서해세탁소,영업/정상,영업,,031-497-1236,29.58,경기도 시흥시 정왕신길로49번길 37 (정왕동),경기도 시흥시 정왕동 1886-3 서해1차상가 105호,15021,37.3610582525,126.7286089452,일반세탁업,175810.0965617700,428890.8826117500,일반세탁업,,,,,,,,,,,,,,,,N
19880627,선일사세탁소,폐업,폐업,19990713,031-695-0881,1.00,,경기도 시흥시 신천동 789-13,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19901215,선일세탁소,폐업,폐업,20010425,031-693-5754,1.00,,경기도 시흥시 신천동 94-22,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20010716,성광세탁소,폐업,폐업,20021004,031-317-3026,1.00,경기도 시흥시 비둘기공원7길 18,경기도 시흥시 대야동 562-1 하나골드타운 202호,14908,37.4444227260,126.7930959820,일반세탁업,181619.7700129540,438050.2875908260,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880627,성모세탁소,폐업,폐업,19900719,,1.00,,경기도 시흥시 신천동 277-4,14949,37.4371374440,126.7851262454,일반세탁업,180920.7316478200,437248.5442495480,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19940826,성실세탁소,폐업,폐업,19980506,031-694-6139,1.00,,경기도 시흥시 신천동 267-2,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20200824,성우기업,영업/정상,영업,,,162.00,"경기도 시흥시 봉우순환로 23-10, 1층 (정왕동)",경기도 시흥시 정왕동 2257-5 동진정밀,15047,37.3590723616,126.7563060532,일반세탁업,178342.5713379520,428586.3364799850,일반세탁업,0,0,,,,,,,,,2,0,0,0,,N
20050810,성우세탁,폐업,폐업,20130207,031-313-9738,36.00,경기도 시흥시 신천3길 67,경기도 시흥시 신천동 452-5,14947,37.4385939893,126.7786816873,일반세탁업,180343.1318291710,437406.7332716560,일반세탁업,,,,,,,,,,,,,,,,N
20000107,성원세탁소,폐업,폐업,20010915,031-695-7040,1.00,,경기도 시흥시 하중동 0 성원(아)상가203,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19950929,성원세탁소,폐업,폐업,20170626,031-691-6828,30.60,경기도 시흥시 은행로149번길 1 (은행동),경기도 시흥시 은행동 538-2 성원(아)상가 203호,14917,37.4441537742,126.7993953133,일반세탁업,182155.4382995500,437918.8765774300,일반세탁업,,,,,,,,,,,,,,,,N
20010616,성원세탁소,폐업,폐업,20230417,031-503-7040,20.65,경기도 시흥시 하중로133번길 8 (하중동),경기도 시흥시 하중동 827 성원(아)상가동 102호,14974,37.3986354990,126.8009942719,일반세탁업,182375.2721763250,432934.8931912350,일반세탁업,,,,,,,,,,,,,,,,N
20090422,세모양세탁소,폐업,폐업,20100901,031-433-6003,55.18,경기도 시흥시 정왕천로375번길 31,경기도 시흥시 정왕동 1569-1 101호,15058,37.3431019725,126.7466302971,일반세탁업,177477.1589568890,426816.0707708540,일반세탁업,0,0,,,,,,,,,0,,,1,,N
19980824,세봉기업세탁소,폐업,폐업,19981007,031-698-2921,1.00,,경기도 시흥시 대야동 323-5,14902,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20071025,세심세탁소,폐업,폐업,20081031,031-496-0908,47.88,경기도 시흥시 군서로 48-1,경기도 시흥시 정왕동 1206-9 1층,15052,37.3462861207,126.7469936381,일반세탁업,177510.8939390200,427168.3360859080,일반세탁업,,,,,,,,,,,,,,,,N
20041001,세종세탁,영업/정상,영업,,031-433-5096,20.90,경기도 시흥시 중심상가로 103 (정왕동),경기도 시흥시 정왕동 1849-6 세종@제상가동 106호,15038,37.3492778767,126.7286843320,일반세탁업,175964.5396258420,427554.3938408320,일반세탁업,,,,,,,,,,,,,,,,N
19970113,세종세탁소,폐업,폐업,20031125,031-432-4443,1.00,경기도 시흥시 역전로 427,경기도 시흥시 정왕동 1877-3 세종(아)상가 103호,15019,37.3627608250,126.7367899317,일반세탁업,176511.3764059290,429061.9908678840,일반세탁업,,,,,,,,,,,,,,,,N
20031127,세종세탁소,폐업,폐업,20191031,031-432-4443,42.70,"경기도 시흥시 역전로 427, 202호 (정왕동, 세종아파트 상가)",경기도 시흥시 정왕동 1877-3 세종아파트 상가 202호,15019,37.3627608250,126.7367899317,일반세탁업,176511.3764059290,429061.9908678840,일반세탁업,,,,,,,,,,,,,,,,N
20030709,세탁나라,폐업,폐업,20041215,031-433-8929,,경기도 시흥시 군서로24번길 13,경기도 시흥시 정왕동 1190-9,15052,37.3457822218,126.7499679534,일반세탁업,177774.3865857010,427111.8042105300,일반세탁업,,,,,,,,,,,,,,,,N
20020109,세탁마을,영업/정상,영업,,031-431-7948,99.84,"경기도 시흥시 큰솔공원로 16 (정왕동,1층)",경기도 시흥시 정왕동 1543-4 1층,15051,37.3423140360,126.7560084805,일반세탁업,178308.7862410270,426726.1007535170,일반세탁업,,,,,,,,,,,,,,,,N
20010219,세탁마을,폐업,폐업,20130506,031-495-3854,32.56,경기도 시흥시 한우물로11번길 17,경기도 시흥시 거모동 1750-3 한진탑스 2-101,15070,37.3431556712,126.7828244345,일반세탁업,180686.7334094220,426814.7056253860,일반세탁업,,,,,,,,,,,,,,,,N
20030418,세탁마을오이도점,폐업,폐업,20041215,031-433-4629,83.83,경기도 시흥시 오이도중앙로5번길 10-1,경기도 시흥시 정왕동 1983-14,15015,37.3472389674,126.6919554562,일반세탁업,172634.9314612260,427290.2786502780,일반세탁업,,,,,,,,,,,,,,,,N
20230417,세탁명가,폐업,폐업,20241231,,.00,"경기도 시흥시 오이도1길 14-1, 1층 (정왕동)",경기도 시흥시 정왕동 2018-4,15015,37.3431103778,126.6905884971,일반세탁업,172512.3248951640,426831.5824212350,일반세탁업,0,0,,,,,,,,,1,0,0,0,,N
20000823,세탁박사,폐업,폐업,20020507,031-318-8200,1.00,경기도 시흥시 대골안길 69,경기도 시흥시 대야동 492-30,14909,37.4436574320,126.7872360065,일반세탁업,181103.4610330850,437966.3070070380,일반세탁업,,,,,,,,,,,,,,,,N
20100728,세탁을함께하는사람들,폐업,폐업,20250423,,36.50,경기도 시흥시 은행로 233 (대야동),경기도 시흥시 대야동 570-2 늘푸른벽산@상가 104호,14914,37.4456778729,126.7949834253,일반세탁업,181790.3527900900,438227.6314820630,일반세탁업,,,,,,,,,,,,,,,,N
20210528,세탁이야기,영업/정상,영업,,031-312-8582,62.79,"경기도 시흥시 수인로3312번길 16, T동 지2층 T201호 (대야동, 시흥 센트럴 푸르지오)",경기도 시흥시 대야동 693 시흥 센트럴 푸르지오,14911,37.4413231865,126.7902764284,일반세탁업,181327.0558299270,437611.7160073680,일반세탁업,0,0,0,0,0,0,,,,,1,,,1,,N
20080312,세탁하는 날,폐업,폐업,20101027,,48.67,경기도 시흥시 협력로 281,경기도 시흥시 정왕동 2164-2 메가폴리스 B동 126호,15080,37.3518659383,126.7151538858,일반세탁업,174676.9329014930,427814.3396908030,일반세탁업,,,,,,,,,,,,,,,,N
20121031,세탁하는사람들,폐업,폐업,20140530,070-8690-4106,.00,경기도 시흥시 신천3길 65 (신천동),경기도 시흥시 신천동 452-3,14947,37.4385866316,126.7789530539,일반세탁업,180367.1053953620,437405.3136486390,일반세탁업,0,0,,,,,,,,,0,,,0,,N
19930730,셀프드라이크리닝,폐업,폐업,20120507,031-313-1005,29.52,경기도 시흥시 삼미시장3길 29-1,경기도 시흥시 신천동 741-2,14948,37.4403451410,126.7820561578,일반세탁업,180643.0269479520,437601.1544481160,일반세탁업,,,,,,,,,,,,,,,,N
19880627,소망사세탁소,폐업,폐업,20170616,031-312-8767,16.00,경기도 시흥시 호현로133번길 8-1 (대야동),경기도 시흥시 대야동 303-32,14902,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20071018,소망세탁,폐업,폐업,20210514,031-403-7554,26.80,"경기도 시흥시 동서로 1069-12 (조남동,세우(아)상가1층)",경기도 시흥시 조남동 171 세우(아)상가1층,14984,37.3849582234,126.8592390562,일반세탁업,187442.4877354990,431427.6779331180,일반세탁업,,,,,,,,,,,,,,,,N
19990818,소망세탁소,폐업,폐업,20071022,031-403-7554,1.00,경기도 시흥시 동서로 1069-12,경기도 시흥시 조남동 171 세우(아)상가 1층,14984,37.3844445278,126.8592547236,일반세탁업,187442.4877354990,431427.6779331180,일반세탁업,,,,,,,,,,,,,,,,N
19880706,소망세탁소,폐업,폐업,19990819,,1.00,경기도 시흥시 동서로 1077,경기도 시흥시 조남동 171-13,14984,37.3850428298,126.8598822086,일반세탁업,187517.7853088180,431448.6852453060,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19930302,솔로몬세탁소,폐업,폐업,19990330,031-693-4221,1.00,경기도 시흥시 뱀내장터로19번길 10-1,경기도 시흥시 대야동 491-37,14909,37.4426685176,126.7876636584,일반세탁업,181139.6650000000,437857.2299999990,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20030320,솔세탁소,폐업,폐업,20090128,031-312-2693,.00,경기도 시흥시 신천로100번안길 5-1,경기도 시흥시 신천동 769-14,14950,37.4383729848,126.7868226673,일반세탁업,181063.6945499030,437379.2635658940,일반세탁업,,,,,,,,,,,,,,,,N
20180611,송이그린,폐업,폐업,20180731,,.00,"경기도 시흥시 미산로127번길 19, 1층 (미산동)",경기도 시흥시 미산동 375-4 1층호,14944,37.4181177390,126.7955582976,일반세탁업,181813.4911792350,435128.7073198050,일반세탁업,0,0,,,,,,,,,2,0,0,0,,N
20150605,숲속마을세탁소,폐업,폐업,20190429,031-480-8545,30.00,"경기도 시흥시 인선길 67, 상가동 206호 (장곡동, 숲속마을아파트 )",경기도 시흥시 장곡동 806 숲속마을아파트 상가동 206호,15002,37.3772978004,126.7810537220,일반세탁업,180527.9710010040,430533.6076143360,일반세탁업,0,0,,,,,,,,,2,0,0,1,,N
20021206,쉬리,폐업,폐업,20110527,031-488-8126,.00,경기도 시흥시 정왕천로355번길 30-1,경기도 시흥시 정왕동 1437-13,15058,37.3421396748,126.7455561183,일반세탁업,177381.2296343510,426709.1909627540,일반세탁업,,,,,,,,,,,,,,,,N
20191010,쉬리,영업/정상,영업,,,32.20,"경기도 시흥시 정왕천로355번길 30-1, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1437-13,15058,37.3421396748,126.7455561183,일반세탁업,177381.2296343510,426709.1909627540,일반세탁업,0,0,0,0,0,0,,,,,1,0,0,0,,N
