정류장아이디,정류장명,Y좌표,X좌표,GPSX좌표,GPSY좌표,링크아이디,정류장유형,환승정류장유무,중앙차로여부,정류장영문명,ARS아이디,기관코드,데이터표출유무,등록아이디,등록일자,비고,표지판유형,행정동코드,권역코드,사용구분,정류장중국어명,정류장일본어명,정류장베트남명,DRT유무,정류장유형명,환승역타입명,표지판유형명
100000062,평창동주민센터,197243.4446700000,456035.8692300000,,,1000003400,0000,,N,Pyeongchang-dong community service center,서울01157,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,平？洞居民中心,ピョンチャンドン住民センタ？,？y ban ph？？ng Pyeong Chang,N,미지정,,
100000064,롯데아파트,197852.7565300000,456459.8628900000,,,1000003400,0000,,N,Lotte Apt.,서울01159,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,？天公寓,ロッテアパ？ト,Chung c？ Lotte,N,미지정,,
100000065,롯데아파트,197824.4555400000,456412.5629500000,,,1070011200,0000,,N,Lotte Apt.,서울01160,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,？天公寓,ロッテアパ？ト,Chung c？ Lotte,N,미지정,,
100000067,예능교회,197289.3448600000,456024.7683900000,,,1070011200,0000,,N,Yeneung Presbyterian church,서울01162,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,？能？堂,イェヌン？？,Nha th？ ngh？ thu？t,N,미지정,,
100000069,화정박물관,196823.4374400000,455802.5740800000,,,1070011200,0000,,N,Hwajeong museum,서울01164,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,花井博物？,ファジョン博物館,B？o tang Hwa Jeong,N,미지정,,
100000073,서대문.서울시교육청,196796.8722600000,451779.6412400000,12657.8690000000,3734.0960000000,1120013000,1000,C,N,"Seodaemun, Seoul office of education",서울01168,1111000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1111058000,100,Y,西大？·首？市？育？,ソデムン(西大門)、ソウル市？育？,C？ng Seodaemun. S？ giao d？c đao t？o thanh ph？ Seoul,N,시내,환승,표지판 없음
100000084,[미지정]종로4가.종묘,199647.2994700000,452019.8972000000,12659.8050000000,3734.2260000000,1000000700,0000,C,N,,서울01180,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000087,[미지정]종로3가,198956.0167000000,451976.5397400000,12659.3360000000,3734.2030000000,1000000800,0000,C,N,,서울01183,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000090,[미지정]종로2가,198736.7654100000,451971.7233700000,12659.1870000000,3734.2000000000,1000014000,0000,C,N,,서울01186,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000092,[미지정]종로1가,198290.7979400000,451973.0363200000,12658.8840000000,3734.2010000000,1000015300,0000,C,N,,서울01188,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000387,종로1가(중),198289.2416200000,452001.0049600000,3734.2166000000,12658.8800000000,1000001100,1000,N,Y,Jongno 1-ga,서울01012,1111000000,Y,smchoi,2022-04-08 00:00:00.0,,0,1111061500,100,Y,？路1街,チョンノ1ガ,Jongno-ga 1 (tuy？n gi？a),N,시내,일반,표지판 없음
100000095,[미지정]종로1가,198180.3873500000,452012.3208300000,12658.8090000000,3734.2220000000,1000001100,0000,C,N,,서울01191,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000096,[미지정]종로2가,198599.9907500000,452010.3140400000,12659.0940000000,3734.2210000000,1000002400,0000,C,N,,서울01192,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000100,[미지정]종로4가,199546.3137800000,452049.3226800000,12659.7370000000,3734.2420000000,1000015700,0000,C,N,,서울01196,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000101,[미지정]종로5가,199847.0020600000,452079.1944600000,12659.9410000000,3734.2580000000,1000016000,0000,C,N,,서울01197,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111061500,100,Y,,,,N,미지정,환승,표지판 없음
100000102,원남동,199695.3072300000,452475.8001800000,,,1000008400,0000,,N,Wonnam-dong,서울01198,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111061500,100,Y,苑南洞,ウォンナムドン,Ph？？ng Wonnam- dong,N,미지정,,
100000106,조계사,198413.3930700000,452248.8190200000,,,1000001300,0000,,N,"Jogyesa Temple, Jongno Police Station",서울01202,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111061500,100,Y,曹溪寺、？路警察署,チョゲサ、チョンノ警察署,Chua Tao Khe T？,N,미지정,,
100000109,종로5가.효제초등학교,200122.8761500000,452294.3850400000,,,1000006600,0000,,N,"Jongno 5(o)-ga, Hyoje elementary school",서울01205,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111063000,100,Y,？路5街·孝悌小？,チョンノ5ガ、ヒョジェ小？校,Jongno-ga 5. Tr？？ng ti？u h？c Hyoje- dong,N,미지정,,
101000015,종근당.충정로역,196796.4516100000,450818.7244900000,,,1010002900,0000,,N,"Chong Kun Dang, Chungjeongno station",서울02107,1141000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1141056500,112,Y,？根堂·忠正路站,チョングンダン、チュンジョンノ？,Jonggeundang. Ga Jungjeongno,N,미지정,,표지판 없음
101000018,경찰청.동북아역사재단,197208.4707700000,451197.8907000000,,,1010002600,1000,,N,"Korean National Police Agency, Northeast Asian History Foundation",서울02110,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114052000,101,Y,警察？·？北？？史基金？,警察？、北東アジア？史財？,S？ c？nh sat. Qu？ l？ch s？ đong B？c A,N,시내,,표지판 없음
101000022,숭례문,197558.5958600000,450652.5066500000,,,1010021700,1000,N,N,Sungnyemun,서울02117,1114000000,Y,,2018-02-23 00:00:00.0,,0,1114054000,101,Y,崇？？,スンネムン(崇？門),C？ng Sungnyemun,N,시내,일반,표지판 없음
101000023,숭례문.한국일보,197614.9709500000,450727.8230000000,12658.4250000000,3733.5280000000,1010021700,1000,C,N,"Sungryemun, Korean Daily Report ",서울02118,1114000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1114054000,101,Y,崇？？·？？日？,スンネムン(崇？門)、韓？日報,C？ng Sungnyemun.Nh？t bao Han Qu？c,N,시내,환승,표지판 없음
101000025,후암삼거리,197820.0797300000,450127.6875900000,,,1020026600,0000,,N,Huam Samgeori,서울02120,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117053000,102,Y,厚岩三？路口,フアム三叉路,Nga ba Huam,N,미지정,,표지판 없음
101000026,숭례문,197672.3675500000,450726.2533600000,,,1010001800,1000,,N,Sungnyemun,서울02121,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114054000,101,Y,崇？？,スンネムン(崇？門),C？ng Sungnyemun,N,시내,,표지판 없음
101000027,[미지정]숭례문,197645.8574400000,450688.8776700000,12658.4460000000,3733.5070000000,1010001800,0000,C,N,Sungnyemun,서울02122,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1114054000,101,Y,崇？？,スンネムン(崇？門),,N,미지정,환승,표지판 없음
101000030,숭례문남산방향,197783.8878600000,450705.7567700000,,,1010019800,0000,,N,Sungryemin (toward Namsan),서울02125,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114054000,101,Y,崇？？南山方向,スンネムン(崇？門)·ナムサン方向,C？ng Sungnyemun h？？ng đi thap Namsan,N,미지정,,표지판 없음
101000031,남대문시장,198162.0939700000,451001.3317400000,,,1010001200,1000,,N,Namdaemun market,서울02126,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114052000,101,Y,南大？市？,ナムデムン市場,Ch？ Namdaemun,N,시내,,표지판 없음
101000034,삼성본관앞,197805.1411200000,451090.3198700000,12658.5540000000,3733.7240000000,1010001300,1000,N,N,Samsung Plaza,서울02131,1114000000,Y,smchoi,2020-12-09 00:00:00.0,,0,1114052000,101,Y,三星？？,サムスンプラザ,Tr？？c toa nha chinh Samsung,N,시내,일반,표지판 없음
101000035,시청앞,197832.4225300000,451178.9138000000,,,1010001300,1000,N,N,City hall front,서울02132,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114052000,101,Y,市？前,市？前,Tr？？c toa th？ chinh ,N,시내,일반,표지판 없음
101000039,[미지정]서울신문사,197933.7197200000,451793.8679200000,12658.6420000000,3734.1040000000,1000015500,0000,C,N,The Seoul Shinmun,서울02137,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1114055000,101,Y,首？？社,ソウル新聞社,,N,미지정,환승,표지판 없음
101000040,우리은행종로지점,198426.6938800000,451714.0762700000,,,1000002700,1000,N,N,Woori bank Jongno branch,서울02139,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114055000,101,Y,友利？行？路分行,ウリィ銀行·チョンノ支店,Ngan hang Woori chi nhanh Jongno,N,시내,일반,표지판 없음
101000041,[미지정]롯데백화점,198356.2296700000,451356.6965300000,12658.9290000000,3733.8680000000,1010022700,0000,C,N,Lotte Dept. store,서울02140,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1114052000,101,Y,？天百？,ロッテ百貨店,,N,미지정,환승,표지판 없음
101000043,롯데영프라자,198350.5988600000,451197.0548500000,,,1010000900,1000,N,N,Lotte Young Plaza,서울02142,1114000000,Y,,2018-08-14 00:00:00.0,,0,1114055000,101,Y,？天YOUNG PLAZA,ロッテ·ヤングプラザ,Lotte Young Plaza,N,시내,일반,표지판 없음
101000048,남산3호터널,198404.4326700000,450698.8827700000,,,1010013300,1000,N,N,Namsan tunnel 3,서울02147,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114054000,101,Y,南山3？隧道,ナムサン3？トンネル,H？m s？ 3 thap Nam San,N,시내,일반,표지판 없음
101000057,을지로입구.로얄호텔,198634.4489100000,451524.8246000000,,,1010000300,0000,,N,"Eulji-ro 1(il)-ga, Royal hotel",서울02156,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114055000,101,Y,乙支路入口·皇家酒店,ウルチロ入口、ロイヤルホテルソウル,C？a Euljiro. Khach s？n Royal,N,미지정,,
101000058,[미지정]을지로입구.시청입구,198262.1041900000,451543.0186000000,12658.8650000000,3733.9690000000,1010003300,0000,C,N,"Eulji-ro 1(il)-ga, City hall",서울02157,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1114055000,101,Y,乙支路入口·市？入口,ウルチロ入口、市？入口,,N,미지정,환승,표지판 없음
101000060,을지로2가.파인에비뉴,198946.3781400000,451531.8959800000,12659.3290000000,3733.9630000000,1010018900,0000,C,N,"Eulji-ro 2(i)-ga, Fine Avenue",서울02159,1114000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1114055000,101,Y,乙支路2街·Pine Avenue,ウルチロ2ガ、パインアヴェニュ？,Euljiro-ga 2. Toa nha Pine Avenue,N,미지정,환승,표지판 없음
101000061,을지로3가,199080.1875400000,451568.4026400000,,,1010004600,0000,,N,Eulji-ro 3(sam)-ga,서울02160,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114060500,101,Y,乙支路3街,ウルチロ3ガ,Euljiro-ga 3,N,미지정,,
101000062,을지로3가,199163.9411100000,451546.0162800000,,,1010018900,0000,,N,Eulji-ro 3(sam)-ga,서울02161,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114060500,101,Y,乙支路3街,ウルチロ3ガ,Euljiro-ga 3,N,미지정,,
231000530,하덕,233248.0000000000,398189.0000000000,,,2310023100,1000,N,N,Hadeok,33256,4155000000,Y,ckdejr12 ,2014-04-10 00:00:00.0,,2,4155041000,231,Y,下德,ハドク,Hadeog,N,시내,일반,쉘터
101000066,방산시장.을지로4가역6번출구,199867.6459200000,451620.5459300000,12659.9550000000,3734.0110000000,1010015900,0000,C,N,,서울02165,1114000000,Y,smchoi,2023-07-14 00:00:00.0,,0,1114060500,101,Y,乙支路5街,ウルチロ5ガ,Euljiro-ga 5,N,미지정,환승,표지판 없음
102000008,삼각지역,197646.8214500000,448198.1980300000,,,1020026000,0000,,Y,Samgakji station,서울03008,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117062500,102,Y,三角地站,サムガクチ？,Ga Samgakji,N,미지정,,표지판 없음
102000010,숙대입구역,197476.6339700000,449060.7078700000,,,1020026400,0000,,Y,Sookmyung Women's Univ. station,서울03010,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117053000,102,Y,淑大入口站,スクテイック？,Ga c？ng tr？？ng đ？i h？c Sookmyung,N,미지정,,표지판 없음
102000012,갈월동,197430.5439300000,449701.9138900000,,,1020027000,0000,,Y,Garwol-dong,서울03012,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117053000,102,Y,葛月洞,カルォルドン,Galwol-dong,N,미지정,,표지판 없음
102000018,남영역,197449.6306200000,448866.6067100000,,,1020026300,0000,,N,Namyeong station,서울03110,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,南？站,ナミョン？,Ga Namyoung,N,미지정,,
102000030,서계동,197221.4474800000,450028.3199500000,,,1020027300,0000,,N,Seogye-dong,서울03124,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,西界洞,ソゲドン,Ph？？ng Seogye-dong,N,미지정,,
102000036,남영역,197370.1279300000,448740.2069500000,,,1020025700,0000,,N,Namyeong station,서울03130,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,南？站,ナミョン？,Ga Namyoung,N,미지정,,
106000208,신내교회.신내데시앙아파트,208850.4789900000,456477.7145500000,,,1060014400,1000,,N,"Sinnae church, Sinnae Desian Apt.",서울07303,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,新？？堂·新？Desian公寓,シンネ？？、シンネ·デシアンアパ？ト,Nha th？ Sinnae. Chung c？ Sinnae Desian,N,시내,,표지판 없음
106000209,신내초등학교,208829.9357400000,455975.9174100000,12706.0450000000,3736.3630000000,1060016600,1000,N,N,Sinne elementary school,서울07304,1126000000,Y,smchoi,2020-07-29 00:00:00.0,,0,1126068000,106,Y,新？小？,シンネ小？校,Tr？？ng ti？u h？c Sinnae,N,시내,일반,표지판 없음
106000211,능산지하차도,208818.0000000000,455424.0000000000,,,1060011900,1000,,N,Neungsan underpass,서울07306,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,陵山地下？道,ヌンサン地下車道,đ？？ng h？m Neungsan,N,시내,,표지판 없음
106000213,상봉터미널,208156.3158100000,454916.0424500000,12705.5860000000,3735.7900000000,1060018000,1000,N,N,Sangbong bus terminal,서울07308,1126000000,Y,smchoi,2020-07-29 00:00:00.0,,0,1126065500,106,Y,上？客？站,サンボンタ？ミナル,B？n xe Sangbong,N,시내,일반,표지판 없음
106000214,상봉터미널,208134.4970400000,454891.2141900000,,,1060010200,1000,,N,Sangbong bus terminal,서울07309,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,上？客？站,サンボンタ？ミナル,B？n xe Sangbong,N,시내,,표지판 없음
106000217,동원시장,208208.0000000000,454244.0000000000,,,1060018100,1000,,N,Dongwon market,서울07312,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126066000,106,Y,？？市？,トンウォン市場,Ch？ Dongwon,N,시내,,표지판 없음
106000218,동원시장,208179.0000000000,454260.0000000000,,,1060010100,1000,,N,Dongwon market,서울07313,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126066000,106,Y,？？市？,トンウォン市場,Ch？ Dongwon,N,시내,,표지판 없음
106000219,면목본동파출소,208246.0000000000,454039.0000000000,,,1060018200,1000,,N,Myeonmokbon-dong police precinct,서울07314,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126056500,106,Y,面牧本洞派出所,ミョンモッポンドン交番,đ？n c？nh sat Myeonmokbong-dong,N,시내,,표지판 없음
106000220,면목본동파출소,208247.0000000000,453921.0000000000,,,1060010000,1000,,N,Myeonmokbon-dong police precinct,서울07315,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126056500,106,Y,面牧本洞派出所,ミョンモッポンドン交番,đ？n c？nh sat Myeonmokbong-dong,N,시내,,표지판 없음
106000230,망우동고개,209489.8814200000,455409.9901500000,,,1060012200,1000,,N,Mangu-dong Gogae,서울07326,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,忘？洞？,マンウ洞ゴゲ,D？c Mangwoo- dong,N,시내,,표지판 없음
106000232,망우동금호어울림아파트,209476.0000000000,455565.0000000000,,,1060013800,1000,,N,Mangu-dong Kumho Eoullim Apt.,서울07328,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,忘？洞？湖Eulim公寓,マンウドン·クムホオウルリムアパ？ト,"Chung c？ Geumho Eoulim, ph？？ng Mangwoo-dong",N,시내,,표지판 없음
106000234,서울특별시북부병원,209399.6952900000,455749.1816900000,,,1060013700,1000,,N,Seoul Metropolitan Bukbu hospital,서울07330,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,首？特？市北部？院,ソウル特別市北部病院,B？nh vi？n phia B？c th？ đo Seoul,N,시내,,표지판 없음
106000236,양원역입구,209318.7720600000,455935.8951700000,,,1060013700,1000,,N,Yangwon station entrance,서울07332,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,？源站入口,ヤンウォン？入口,L？i vao ga Yangwon,N,시내,,표지판 없음
106000237,양원리,209324.9944200000,456296.3062800000,,,1060013600,1000,,N,Yangwonri,서울07333,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,？源里,ヤンウォンリ,Yangwonri,N,시내,,표지판 없음
106000239,동서울교회,209225.6260600000,456613.2056800000,,,1060013400,1000,,N,Dong-Seoul church,서울07335,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126065500,106,Y,？首？？堂,トンソウル？？,Nha th？ Donng Seoul,N,시내,,표지판 없음
106000241,중랑공영차고지,208928.9351900000,456820.0621900000,,,1060015300,1000,,N,Jungnang public garage ,서울07337,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126068000,106,Y,中浪公交？站,チュンナン公？車庫,Bai đ？ xe cong Jungnang,N,시내,,표지판 없음
106000319,중랑공영차고지.신내역,208995.7768800000,456817.8459400000,3736.8181000000,12706.1500000000,1060013000,1000,N,N,"Jungnang public garage, Sinnae station",서울07418,1126000000,Y,smchoi,2021-03-22 00:00:00.0,,0,1126068000,106,Y,中浪公交？站·新？站,チュンナン公？車庫、シンネ？,Bai đ？ xe cong Jungnang. Ga Sinnae,N,시내,일반,표지판 없음
106000325,먹골역,206808.8740900000,456299.8105500000,,,1060007400,0000,N,N,Meokgol station,서울07425,1126000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1126062000,106,Y,墨谷站,モッコル？,Ga Meokgol,N,미지정,일반,표지판 없음
