sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,썬이오르는약국,20040811,"경기도 시흥시 중심상가4길 10 (정왕동, 대원병원)",경기도 시흥시 정왕동1739-1 103호,15066,37.3444723,126.7382282,,폐업,20161027,031-488-9956,176735.260654935,426971.936626296,,
,아름다운약국,20040611,경기도 시흥시 정왕대로 78,경기도 시흥시 정왕3동1861-8,15040,37.3532919,126.7250075,,폐업,20100322,031-434-7589,,,,
,아름다운약국,20121123,경기도 시흥시 수인로 3362 (신천동),경기도 시흥시 신천동 711번지 2호,14910,37.4406453,126.7854898,,폐업,20130318,031-314-2100,180947.061934192,437633.954293419,,
,아름약국,20210310,"경기도 시흥시 수인로3381번길 27, 1층 104호 (신천동)",경기도 시흥시 신천동 759-7,14948,37.4388888,126.7826917,,영업중,,031-404-9176,180698.831963223,437442.299101552,,
,아빠곰약국,20191031,"경기도 시흥시 산현마을길 56, 청담빌딩 101호 (산현동)",경기도 시흥시 산현동 506번지 1호 청담빌딩,14989,37.3764823,126.8455203,,폐업,20200227,031-486-7582,186248.136745302,430499.533543744,,
,아이튼튼약국,20230127,"경기도 시흥시 목감남서로 9-15, 105호 (조남동)",경기도 시흥시 조남동 657-2,14988,37.377719,126.8524107,,영업중,,031-410-1892,186857.179712795,430637.467079415,,
,아인약국,20250108,"경기도 시흥시 서울대학로 59-49, 건영테크노밸리 1층 131호 (배곧동)",경기도 시흥시 배곧동 291-5 건영테크노밸리,15012,37.3597177,126.7085339,,폐업,20250515,070-4149-8888,174108.305359555,428670.41224638,,
,알약국,20100917,"경기도 시흥시 중심상가로 51, 101호 (정왕동)",경기도 시흥시 정왕3동 1859번지 21호 101호,15040,37.3521767,126.724014,,폐업,20110513,,175478.051335212,427830.855476318,,
,엘지약국,19971107,"경기도 시흥시 함송로14번길 13-17 (정왕동, 홍익프라자 105~106호)",경기도 시흥시 정왕동 시화지구58-2-6,15020,37.3624553,126.7299836,,폐업,20130912,031-433-1981,176008.068264061,428969.364306319,,
,엠메디칼약국,20180501,"경기도 시흥시 배곧3로 96, M-플러스 130호 (정왕동)",경기도 시흥시 배곧동 199-1번지 M-플러스 130호,15011,37.3697764,126.7302927,,영업중,,031-499-7599,176020.267577341,429797.394821987,,
,엠메디칼약국,20170531,"경기도 시흥시 배곧3로 96 (정왕동, M-플러스)",경기도 시흥시 배곧동 199-1번지 M-플러스,15011,37.3697764,126.7302927,,폐업,20180501,031-499-7599,176020.267577341,429797.394821987,,
,여니약국,20220224,"경기도 시흥시 봉우재로 12, 1층 (정왕동)",경기도 시흥시 정왕동 1593-5 이철신경외과의원,15057,37.3442971,126.7432426,,영업중,,031-488-8725,177178.733583881,426947.783637048,,
,연꽃약국,20081001,,경기도 시흥시 하중동 825번지 1호,14975,,,,폐업,20091214,031-435-1144,,,,
,연세하나약국,20220530,"경기도 시흥시 옥구천동로374번길 83, 송산빌딩 2층 206호 (정왕동)",경기도 시흥시 정왕동 1842-1 송산빌딩,15034,37.3502986,126.7359789,,영업중,,031-8042-3681,176535.093909137,427622.381673838,,
,열린약국,20070501,"경기도 시흥시 함송로14번길 13-13, 103호,104호 (정왕동, 시화연세빌딩)",경기도 시흥시 정왕동1884-9 103.104,15020,37.3626691,126.7295974,,폐업,20130801,031-431-9920,175976.518171596,428992.553922733,,
,열린온누리약국,20130801,경기도 시흥시 함송로14번길 13-13 (정왕동),경기도 시흥시 정왕4동 1884번지 9호,15020,37.3626691,126.7295974,,영업중,,031-431-9930,175976.518171596,428992.553922733,,
,영광약국,20070918,경기도 시흥시 하중로 193,경기도 시흥시 하중동 856번지 1호  402호,14976,37.3944204,126.8046259,,폐업,20090409,031-435-7708,,,,
,영남녹십자약국,19970718,"경기도 시흥시 중심상가로 224, 112호 (정왕동, 영남 6차아파트)",경기도 시흥시 정왕동 1790 영남 6차아파트,15065,37.342964,126.737758,,폐업,20100106,031-497-4544,176741.64932702,426686.753197979,,
,영남녹십자약국,20100106,"경기도 시흥시 중심상가로 224, 112호 (정왕동, 영남@6차상가)",경기도 시흥시 정왕1동 1790번지 영남아파트 상가 112호,15065,37.3422258,126.7393008,,영업중,,031-497-4544,176741.64932702,426686.753197979,,
,예원약국,20080805,경기도 시흥시 복지로99번길 11,경기도 시흥시 대야동 442번지 4호,14906,37.4484223,126.7911929,,폐업,20100208,031-435-7301,,,,
,예원약국,20100208,경기도 시흥시 복지로93번길 4 (대야동),경기도 시흥시 대야동 442번지 4호,14906,37.4478111,126.79147,,영업중,,031-435-7301,181478.947331666,438428.283509745,,
,온누리푸른솔약국,19990413,"경기도 시흥시 은행로 130, 1층 (은행동, 청수해수탕)","경기도 시흥시 은행동 539번지 4호 7호, 8호, 9호",14916,37.4427062,126.8000192,,폐업,20190607,031-312-2142,182244.319137251,437834.922508249,,
,온담약국,20231023,"경기도 시흥시 황고개로 531, 106호 (장곡동)",경기도 시흥시 장곡동 895-5,15002,37.3781636,126.7885904,,영업중,,070-7807-0232,181169.740102257,430726.162195521,,
,올리브약국,20180226,"경기도 시흥시 장곡로37번길 16-1, 102호 (장곡동)",경기도 시흥시 장곡동 817번지 4호,15002,37.3778318,126.7843919,,폐업,20190507,070-7657-6767,180833.054791588,430662.87044312,,
,옵티마센타약국,20100430,"경기도 시흥시 군자로 514, 107호 (거모동, 거모프라자)",경기도 시흥시 거모동 1742번지 4호 거모프라자 107호,15070,37.3443304,126.7848002,,폐업,20160501,,180862.592703858,426954.745959998,,
,옵티마은행약국,20100601,경기도 시흥시 은행로 92 (은행동),경기도 시흥시 은행동 547번지 7호,14916,37.4397256,126.7974583,,폐업,20220331,031-313-8875,182010.219016766,437527.550433412,,
,왕온누리약국,20080204,"경기도 시흥시 중심상가2길 12-2, 104호 (정왕동, 우성프라자)",경기도 시흥시 정왕동 1736-2,15066,37.3455426,126.7364787,,영업중,,070-7797-0544,176579.929233486,427088.097285576,,
,용 약국,20090904,경기도 시흥시 매화2로 9 (매화동),경기도 시흥시 매화동 247번지 8호,14940,37.4161593,126.8135333,,폐업,20110921,,183417.601631097,434904.293922929,,
,우리들약국,20230324,"경기도 시흥시 장현능곡로 9, 103호 (장곡동)",경기도 시흥시 장곡동 949-13번지 장현프라자 103호,14996,37.3730075,126.791553,,영업중,,,181466.868999808,430125.269640336,,
,우리들약국,20031229,경기도 시흥시 비둘기공원7길 83 (대야동),경기도 시흥시 대야동 558번지 7호,14911,37.439298,126.7922624,,폐업,20221210,031-404-9333,181552.80339067,437481.508276087,,
,우리약국,20030326,경기도 시흥시 대은로 79 (대야동),경기도 시흥시 대야동 573번지 3호,14914,37.4445906,126.7970737,,영업중,,031-311-0117,181973.754870969,438066.681703019,,
,우주약국,20030923,경기도 시흥시 비둘기공원로 8,경기도 시흥시 대야동 532번지 6호   102호,14912,37.4440554,126.7904654,,폐업,20090124,031-504-7115,,,,
,원약국,20040303,경기도 시흥시 수인로3325번길 6 (신천동),경기도 시흥시 신천동 776번지 5호,14950,37.438519,126.7886299,,폐업,20111106,031-404-4826,181222.724033623,437396.384558815,,
,월곶온누리약국,20070105,"경기도 시흥시 월곶중앙로70번길 3, 118호 (월곶동, 풍림프라자)",경기도 시흥시 월곶동1009-2,14964,37.3896123,126.7381671,,영업중,,031-318-2808,176679.463152938,432080.027950486,,
,위더스약국,20220113,"경기도 시흥시 능곡번영길 24, 103호 (능곡동)",경기도 시흥시 능곡동 산 27-1,14999,37.370064,126.8074371,,영업중,,031-313-5869,182876.886623944,429778.070211711,,
,유림약국,20030624,,경기도 시흥시 하중동 861번지 4호,14976,,,,폐업,20100219,031-404-6536,,,,
,유명약국,20070501,,경기도 시흥시 매화동 247번지 8호,14940,,,,폐업,20090904,031-315-0021,,,,
,유성약국,20020327,"경기도 시흥시 도일로124번길 2, 102호 (거모동, 유성약국)",경기도 시흥시 거모동 1656-8 102호,15069,37.3413519,126.7841511,,폐업,20150309,031-492-5275,180804.112612504,426612.198979482,,
,유성온누리약국,20150309,"경기도 시흥시 도일로124번길 2, 102호 (거모동)",경기도 시흥시 거모동 1656번지 8호,15069,37.3413519,126.7841511,,영업중,,031-492-5275,180804.112612504,426612.198979482,,
,유진약국,20030203,"경기도 시흥시 중심상가로 334, 1층 (정왕동, 은성빌딩)",경기도 시흥시 정왕동 1780-1,15062,37.3362394,126.7489791,,영업중,,031-432-1621,177685.712249706,426054.359177871,,
,윤약국,20060426,경기도 시흥시 진말로9번길 2,경기도 시흥시 장곡동 820번지 3호  402호,15002,37.378468,126.7852668,,폐업,20090701,031-435-3328,,,,
,은계골드약국,20200928,"경기도 시흥시 은계번영길 9, 골드웨이 116호 (은행동)",경기도 시흥시 은행동 646-4 골드웨이,14922,37.437524,126.8016387,,영업중,,031-311-4420,182377.715606346,437291.014671068,,
,은계약국,20180904,"경기도 시흥시 은계로 260, 우평라비엔 105호 (계수동)",경기도 시흥시 계수동 759번지 7호,14923,37.4448429,126.8031421,,영업중,,031-314-7712,182509.841143539,438098.221788795,,
,은계온누리약국,20190524,"경기도 시흥시 은계번영길 1, 태산W타워 111호 (은행동)",경기도 시흥시 은행동 140번지 4호 태산W타워,14922,37.4365775,126.8016249,,영업중,,031-311-5513,182373.275854102,437178.738265029,,
,은계호수약국,20190925,"경기도 시흥시 은계번영길 23, 은계타운 110~111호 (은행동)",경기도 시흥시 은행동 646번지 10호 은계타운,14922,37.4371409,126.8039256,,영업중,,031-317-5905,182573.835154492,437236.355663787,,
,은비약국,20190923,"경기도 시흥시 은계번영길 2, 서미프라자 102호 (은행동)",경기도 시흥시 은행동 645번지 1호 서미프라자,14922,37.436536,126.8022244,,영업중,,031-312-7572,182427.189352979,437174.752633947,,
,은행약국,20220406,"경기도 시흥시 수인로 3245, 은계지구 근생3-1 106호 (은행동)",경기도 시흥시 은행동 649 은계지구 근생3-1,14922,37.4383049,126.7980368,,폐업,20220706,031-314-7721,182053.803248791,437372.167675282,,
,은행약국,20221128,"경기도 시흥시 수인로 3245, 은계지구 근생3-1 1층 106호 (은행동)",경기도 시흥시 은행동 649 은계지구 근생3-1,14922,37.4383049,126.7980368,,폐업,20250331,031-435-9850,182053.803248791,437372.167675282,,
,이안약국,20200228,"경기도 시흥시 진말로 20, 101호 (장곡동)",경기도 시흥시 장곡동 823번지 1호,15002,37.3791022,126.7857917,,영업중,,070-4323-0422,180958.086034394,430802.850416261,,
,이엠원약국,20231106,"경기도 시흥시 장곡로 30, 105호 (장곡동)",경기도 시흥시 장곡동 882-5,15002,37.3796132,126.785335,,폐업,20250414,031-365-5785,180901.59659697,430864.099487272,,
,자인당한약국,20241127,"경기도 시흥시 은계번영길 7, 단디프라자 103호 (은행동)",경기도 시흥시 은행동 646-2 단디프라자,14922,37.4371002,126.80162,,영업중,,031-313-5788,182373.170354852,437236.336771227,,
,장현약국,20051007,경기도 시흥시 새재로7번길 6 (장현동),경기도 시흥시 장현동 544번지 6호,14998,37.3807344,126.8010023,,영업중,,031-318-9479,182306.469682906,430980.262578437,,
,전약국,20060515,"경기도 시흥시 정왕대로233번길 34, 1층 (정왕동, 삼호빌딩)",경기도 시흥시 정왕1동 1600,15056,37.3475783,126.7418662,,폐업,20250621,031-433-9363,177059.21417405,427313.488501959,,
,정다운약국,20061011,,경기도 시흥시 대야동 578번지 3호,14914,,,,폐업,20090511,031-311-1707,,,,
,정문약국,20030123,"경기도 시흥시 정왕대로 230, 204호 (정왕동, 제일프라자)",경기도 시흥시 정왕1동 1734번지 7호   204호,15066,37.3449788,126.738494,,영업중,,031-496-0903,176756.587046982,427023.699054553,,
,정약국,20041016,"경기도 시흥시 함송로14번길 13-17, 303호 (정왕동, 홍익프라자)",경기도 시흥시 정왕4동1882-11 홍익프라자303호,15020,37.3624553,126.7299836,,영업중,,031-431-3390,176008.068264061,428969.364306319,,
,정왕국대약국,20220408,"경기도 시흥시 정왕천로411번길 6, 1층 (정왕동)",경기도 시흥시 정왕동 1194-10,15052,37.3446834,126.7515255,,영업중,,031-8042-7515,177911.034337326,426990.823647183,,
,정왕라성약국,20021214,"경기도 시흥시 옥구상가3길 7-1 (정왕동, 옥구상가 105,106,107호)",경기도 시흥시 정왕2동 1860-7 106.107,15040,37.3530984,126.7243546,,폐업,20130205,031-496-9693,175505.3750899,427929.700720051,,
,정왕라성약국,20130205,경기도 시흥시 옥구상가3길 7-1 (정왕동),경기도 시흥시 정왕동 1860번지 7호 105~107호,15040,37.3530984,126.7243546,,폐업,20140626,031-496-9693,175505.3750899,427929.700720051,,
,정왕라성약국,20201126,"경기도 시흥시 옥구천동로374번길 83, 송산빌딩 103호 (정왕동)",경기도 시흥시 정왕동 1842-1 송산빌딩,15034,37.3502986,126.7359789,,영업중,,031-496-9693,176535.093909137,427622.381673838,,
,정왕수약국,20230810,"경기도 시흥시 중심상가4길 16, 하영빌딩 1층 (정왕동)",경기도 시흥시 정왕동 1739-5 하영빌딩,15066,37.3440552,126.7378486,,영업중,,070-8657-2697,176698.636515434,426924.610057571,,
,정왕시장약국,20130114,"경기도 시흥시 정왕시장길 52, 133~134호 (정왕동)",경기도 시흥시  1202번지 133~134호,15052,37.3455685,126.7489652,,영업중,,031-319-9396,177684.953752275,427088.407686539,,
,정왕시장약국,20101103,"경기도 시흥시 정왕시장길 52, 134호 (정왕동, 정왕시장)","경기도 시흥시 정왕1동 1202번지 133호,134호",15052,37.3455685,126.7489652,,폐업,20130113,031-319-9391,177684.953752275,427088.407686539,,
,정왕약국,20221101,"경기도 시흥시 옥구상가2길 3, 뉴스타프라자 1층 (정왕동)",경기도 시흥시 정왕동 1861-6 뉴스타프라자,15040,37.3536757,126.7244277,,영업중,,031-319-4636,175513.955076215,427990.984622404,,
,정왕큰사랑약국,20101215,"경기도 시흥시 중심상가로 47, 101호 (정왕동, 시화성모병원(민우프라자))",경기도 시흥시 정왕3동 1859번지 18호 민우프라자 101호,15040,37.3524624,126.7235933,,영업중,,031-488-8875,175439.975108847,427860.328902524,,
,정왕한사랑약국,20161010,"경기도 시흥시 정왕신길로49번길 19 (정왕동, 서해아파트)",경기도 시흥시 정왕동 1886-4번지 서해아파트,15021,37.3596616,126.7273133,,영업중,,031-497-7873,175681.993724086,428768.375300457,,
,정왕한사랑약국,20140224,"경기도 시흥시 정왕신길로49번길 19, 110호 (정왕동, 서해2차아파트상가)",경기도 시흥시 정왕동 1886번지 4호,15021,37.3596616,126.7273133,,폐업,20161010,031-497-7873,175681.993724086,428768.375300457,,
,제일약국,20091229,"경기도 시흥시 하중로 131 (하중동,102호)",경기도 시흥시 하중동 825번지 4호 102호,14975,37.3990306,126.800742,,폐업,20100423,,182284.340349868,433011.808028669,,
,조은약국,20140312,경기도 시흥시 협력로 281 (정왕동),경기도 시흥시 정왕동 2164번지 2호,15080,37.3516251,126.7155402,,폐업,20150501,031-498-3306,174676.932901493,427814.339690803,,
,조은약국,20190304,"경기도 시흥시 배곧1로 27-16, 401동 103B호 (배곧동, 한라비발디캠퍼스2차)",경기도 시흥시 배곧동 245 한라비발디캠퍼스2차,15011,37.3617928,126.712871,,영업중,,031-8044-0901,174692.009149631,428974.106106504,,
,조이약국,20220415,"경기도 시흥시 신천로104번길 24, 조광개발 1층 (신천동)",경기도 시흥시 신천동 779번지 조광개발 1층,14950,37.4386385,126.7890131,,폐업,20230412,031-318-4066,181255.925355354,437407.018113071,,
,종근당약국,19970909,경기도 시흥시 신천3길 59 (신천동),경기도 시흥시 신천동 388번지 3호,14947,37.4385727,126.7796314,,영업중,,031-311-1619,180427.458155647,437404.109309923,,
,종로세명약국,20000331,"경기도 시흥시 정왕대로 220 (정왕동, 우리메디칼센타 106호)",경기도 시흥시 정왕동 1734-5 우리빌딩106,15066,37.3454964,126.7376872,,영업중,,031-431-4044,176685.558296454,427078.797135031,,
,종로약국,20110426,경기도 시흥시 수인로3381번길 32 (신천동),경기도 시흥시 신천동 840번지 4호 1층,14948,37.4385173,126.7823788,,폐업,20120727,031-314-4719,180669.295863499,437396.395892657,,
,종로약국,20010818,,경기도 시흥시 신천동 840번지 4호,14948,,,,폐업,20110426,031-314-4719,,,,
,종로약국,20120730,경기도 시흥시 수인로3381번길 32 (신천동),경기도 시흥시 신천동 840번지 4호,14948,37.4385173,126.7823788,,폐업,20150203,031-314-4719,180669.295863499,437396.395892657,,
,종로약국,20150203,경기도 시흥시 수인로3381번길 32 (신천동),경기도 시흥시 신천동 840번지 4호,14948,37.4385173,126.7823788,,폐업,20200925,031-314-4719,180669.295863499,437396.395892657,,
,종로약국,20200925,경기도 시흥시 수인로3381번길 32 (신천동),경기도 시흥시 신천동 840-4,14948,37.4385173,126.7823788,,영업중,,031-314-4719,180669.295863499,437396.395892657,,
,종오약국,20060302,경기도 시흥시 수인로 3362 (신천동),경기도 시흥시 신천동 711번지 2호  101호,14910,37.4406453,126.7854898,,폐업,20121129,031-312-6336,180947.061934192,437633.954293419,,
,주생명약국,20141117,"경기도 시흥시 비둘기공원7길 33, 406호 (대야동, 성원디아망빌딩)",경기도 시흥시 대야동 543번지 1호 406호,14912,37.4430055,126.7927588,,영업중,,070-8860-7729,181596.577677484,437913.268307503,,
,주생명약국,20121129,"경기도 시흥시 비둘기공원7길 33, 4층 406호 (대야동)",경기도 시흥시 대야동 543번지 1호 406호,14912,37.4430055,126.7927588,,폐업,20141117,070-8860-7729,181596.577677484,437913.268307503,,
,준약국,20091022,경기도 시흥시 비둘기공원7길 33 (대야동),경기도 시흥시 대야동 543번지 1호 406호,14912,37.4430055,126.7927588,,폐업,20121129,070-8860-7729,181596.577677484,437913.268307503,,
,중앙약국,20131014,"경기도 시흥시 대은로 90, 101호 (은행동, 에메랄드빌딩)",경기도 시흥시 은행동 532번지 1호 에메랄드빌딩 101호,14917,37.4446885,126.7983841,,영업중,,031-316-2176,182086.308984108,438089.964357334,,
,지리산약국,20140129,"경기도 시흥시 삼미시장1길 11, 1층 (신천동)",경기도 시흥시  737번지 4호 1층,14948,37.4401467,126.7850084,,영업중,,031-314-0081,180903.383567141,437575.476434412,,
,지리산약국,20080731,경기도 시흥시 삼미시장1길 11 (신천동),경기도 시흥시 신천동 737번지 4호,14948,37.4401467,126.7850084,,폐업,20120201,031-314-0081,180903.383567141,437575.476434412,,
,지리산약국,20120201,"경기도 시흥시 삼미시장1길 11, 1층 (신천동)",경기도 시흥시 신천동 737번지 4호 1층,14948,37.4401467,126.7850084,,폐업,20140129,031-314-0081,180903.383567141,437575.476434412,,
,지성약국,20190911,"경기도 시흥시 배곧4로 32-27, 광장프라자 108호 (배곧동)",경기도 시흥시 배곧동 131 광장프라자,15010,37.3776954,126.7255471,,영업중,,031-319-1065,175621.112587005,430662.360321249,,
,지현약국,20191211,"경기도 시흥시 장현능곡로 188, SG능곡프라자 108호 (능곡동)",경기도 시흥시 능곡동 734번지,14995,37.3693096,126.8109902,,영업중,,031-312-9515,183188.05,429711.56,,
,진약국,20210416,"경기도 시흥시 정왕시장길 52, 정왕시장 1층 107호 (정왕동)",경기도 시흥시 정왕동 1202번지 정왕시장 1층 107호,15052,37.3455685,126.7489652,,영업중,,070-7537-2600,177684.953752275,427088.407686539,,
,참약사수약국,20220704,"경기도 시흥시 은계중앙로306번길 82, 114호 (대야동)",경기도 시흥시 대야동 650-1번지 매디캐슬 114호,15120,37.4511118,126.7947741,,영업중,,031-8042-7220,181769.094803804,438790.736716176,,
,참좋은온누리약국,20190313,"경기도 시흥시 매화2로 34, 1층 (매화동)",경기도 시흥시 매화동 368번지 6호,14940,37.417236,126.811139,,영업중,,031-509-0778,183201.437992399,435025.736536004,,
,참좋은우리약국,20050203,경기도 시흥시 새재로7번길 6-2,경기도 시흥시 장현동 544번지 3호  1층,14998,37.3810521,126.8013834,,폐업,20090108,031-404-6599,,,,
,채움약국,20190508,"경기도 시흥시 은계번영길 11, 은계프라자 104호 (은행동)",경기도 시흥시 은행동 34번지,14922,37.4374281,126.8021935,,영업중,,070-4136-8988,182424.443029733,437272.273354834,,
,청명약국,20191206,"경기도 시흥시 마유로238번길 26, 1층 (정왕동)",경기도 시흥시 정왕동 1366번지 4호,15079,37.3376271,126.7306774,,폐업,20210224,031-432-6177,176013.580530478,426137.322631345,,
,청솔약국,20220614,"경기도 시흥시 장현장곡로 6, 105호 (장곡동)",경기도 시흥시 장곡동 932-1번지 대광프라자 105호,14996,37.3789004,126.7897017,,영업중,,,181311.003928597,430802.905083433,,
,청춘온누리약국,20200203,"경기도 시흥시 배곧4로 32-19, 117호 (배곧동)",경기도 시흥시 배곧동 128,15010,37.3772853,126.7262402,,영업중,,031-499-2218,175682.562264943,430616.113777764,,
,청춘온누리약국,20190327,"경기도 시흥시 배곧4로 32-19, 117호 (정왕동)",경기도 시흥시 배곧동 128번지 117호,15010,37.3772853,126.7262402,,폐업,20200202,031-499-2218,175682.562264943,430616.113777764,,
,체리약국,20250527,"경기도 시흥시 은행고길 24, 104호 (은행동)",경기도 시흥시 은행동 616-1,14923,37.4405381,126.7991916,,폐업,20251223,031-362-6987,182172.965565365,437630.09209119,,
,초록약국,20200110,"경기도 시흥시 승지로59번길 12, 시티타워 104,105호 (능곡동)",경기도 시흥시 능곡동 722번지 시티타워,14995,37.3688925,126.8090289,,폐업,20210722,031-312-6888,183017.093031502,429680.452187713,,
,초록약국,20210722,"경기도 시흥시 승지로59번길 12, 시티타워 104,105호 (능곡동)",경기도 시흥시 능곡동 722 시티타워,14995,37.3688925,126.8090289,,영업중,,031-312-6888,183017.093031502,429680.452187713,,
,코끼리약국,20110701,"경기도 시흥시 진말로9번길 2, 402호 (장곡동, 부석프라자)",경기도 시흥시 장곡동 820번지 3호 부석프라자 402호,15002,37.378468,126.7852668,,폐업,20170829,031-318-3355,180903.089589895,430743.560929967,,
,코끼리약국,20101201,"경기도 시흥시 진말로9번길 2, 402호 (장곡동)",경기도 시흥시 장곡동 820번지 3호 부석프라자 402호,15002,37.378468,126.7852668,,폐업,20110701,,180903.089589895,430743.560929967,,
,코끼리약국,20090701,"경기도 시흥시 진말로9번길 2 (장곡동,부석프라자 402호)",경기도 시흥시 장곡동 820번지 3호 부석프라자 402호,15002,37.378468,126.7852668,,폐업,20101201,,180903.089589895,430743.560929967,,
,코끼리약국,20170829,"경기도 시흥시 진말로9번길 2, 402호 (장곡동, 부석프라자)",경기도 시흥시 장곡동 820-3번지 부석프라자 402호,15002,37.378468,126.7852668,,폐업,20230306,031-318-3355,180903.089589895,430743.560929967,,
,코리아약국,20220825,"경기도 시흥시 인선길 21, 105호 (장곡동)",경기도 시흥시 장곡동 904-2번지 105호,15002,37.3769948,126.7861053,,폐업,20221110,031-311-3927,180974.187296271,430566.554966016,,
,쾌차온누리약국,20230517,"경기도 시흥시 황고개로 472, 103호 (장곡동)",경기도 시흥시 장곡동 949-9,14996,37.3732009,126.790738,,영업중,,031-311-3010,181391.740027891,430147.948810976,,
,큰사랑약국,19960330,경기도 시흥시 복지로 96 (대야동),경기도 시흥시 대야동 568번지 2호,14908,37.4472633,126.7918143,,영업중,,031-311-4255,181510.001721431,438365.479097905,,
,키움약국,20170228,"경기도 시흥시 목감남서로 9-27, 116호 (조남동)",경기도 시흥시 조남동 657번지 116호,14988,37.377941,126.8534479,,영업중,,031-485-5006,186947.558983475,430662.231200819,,
,탑건강약국,20220308,"경기도 시흥시 배곧2로 95, 배곧 유호 N-CITY 2차 219호 (배곧동)",경기도 시흥시 배곧동 229-1 배곧 유호 N-CITY 2차,15011,37.3661941,126.7269414,,영업중,,031-499-0995,175740.527635533,429382.810496673,,
,태광약국,19910626,경기도 시흥시 삼미시장4길 9 (신천동),경기도 시흥시 신천동 760번지 14호,14948,37.4393714,126.783501,,영업중,,031-311-7781,180768.921124367,437491.716469733,,
,태산약국,20041201,"경기도 시흥시 신현로38번길 20, 1층 (포동)",경기도 시흥시 포동 13번지 29호,14957,37.4071887,126.7843048,,폐업,20240801,031-315-1270,180835.893599665,433921.411742183,,
,태평양약국,19970630,"경기도 시흥시 옥구천동로 406 (정왕동, 월드아파트상가 102호)",경기도 시흥시 정왕동 1873-3 월드102호,15027,37.3570688,126.7305467,,영업중,,031-497-2951,176116.459906826,428267.420032759,,
,파마트삼보약국,19980401,경기도 시흥시 비둘기공원7길 18,경기도 시흥시 대야동 562번지 1호  302호,14908,37.4444227,126.7930959,,폐업,20100104,031-311-0119,,,,
,파마트삼보약국,20170901,"경기도 시흥시 비둘기공원7길 18, 하나 골드타워 302호 (대야동)",경기도 시흥시 대야동 562-1 하나 골드타워,14908,37.4444227,126.7930959,,영업중,,031-311-0119,181619.770012954,438050.287590826,,
,파마트삼보약국,20110105,"경기도 시흥시 비둘기공원7길 18 (대야동, 하나골드타워 302호)",경기도 시흥시 대야동 562번지 1호 하나골드타워 302호,14908,37.4444227,126.7930959,,폐업,20170901,031-311-0119,181619.770012954,438050.287590826,,
,팜약국,20100412,"경기도 시흥시 수인로 3378, 1층 (신천동)",경기도 시흥시 신천동 712번지 3호 1층,14910,37.4413651,126.7837872,,영업중,,031-313-7764,180795.256259124,437713.818673492,,
,퍼스트약국,20151002,"경기도 시흥시 월곶중앙로 90, 주상가동 303호 (월곶동, 월곶동풍림1차아파트)",경기도 시흥시 월곶동 1010번지 4호 주상가동 303호,14964,37.3902457,126.7357544,,폐업,20151215,031-312-3100,176679.463152938,432080.027950486,,
,편한온누리약국,20140321,"경기도 시흥시 하상로 40, 금호타운상가동 105호 (하상동)",경기도 시흥시 하상동 369번지 금호타운상가동 105호,14977,37.3942239,126.8126263,,폐업,20141013,031-317-7535,183401.55466949,432441.678483038,,
,편한온누리약국,20141013,경기도 시흥시 하상로 40 (하상동),경기도 시흥시 하상동 369번지,14977,37.3942239,126.8126263,,폐업,20190124,031-317-7535,183401.55466949,432441.678483038,,
,평안약국,20010518,경기도 시흥시 대은로 90 (은행동),경기도 시흥시 은행동 532번지 1호  101호,14917,37.4446885,126.7983841,,폐업,20131014,031-316-2176,182086.308984108,438089.964357334,,
,푸르미약국,20190408,"경기도 시흥시 승지로60번길 17, 현대프라자 110호 (능곡동)",경기도 시흥시 능곡동 758번지 현대프라자,14995,37.3687417,126.8125426,,영업중,,031-315-5880,183330.199662767,429662.426283644,,
,푸른솔온누리약국,20190607,"경기도 시흥시 은행로 130, 정철어학원 104호 (은행동)",경기도 시흥시 은행동 539번지 4호 정철어학원,14916,37.4427062,126.8000192,,영업중,,031-312-2142,182244.319137251,437834.922508249,,
,푸른약국,20070329,"경기도 시흥시 역전로301번길 34 (정왕동, 시흥성심메디칼)",경기도 시흥시 정왕동 2305-1,15025,37.3530667,126.7375091,,영업중,,031-432-0250,176680.223523918,427927.306028107,,
,푸른온누리약국,20070713,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166-4 홈프러스내 2층,15081,37.3452082,126.7252373,,폐업,20190306,031-319-6707,175571.408649221,427063.061719326,,
,풍경약국,20211215,"경기도 시흥시 능곡군자로 50, 102호 (능곡동)",경기도 시흥시 능곡동 211-1,14999,37.3693086,126.8062017,,폐업,20230310,031-313-0401,182797.602815596,429736.612172713,,
,풍림약국,20030203,"경기도 시흥시 월곶중앙로 58, 108호 (월곶동, 중앙프라자)",경기도 시흥시 월곶동1009-2,14966,37.3889417,126.7390098,,영업중,,031-318-2315,176805.657809553,431916.418808784,,
,플로라약국,20140820,경기도 시흥시 죽율로 38 (죽율동),경기도 시흥시 죽율동 752번지,15050,37.3480347,126.761281,,영업중,,031-319-2703,178739.325192375,427219.877576982,,
