sigun_nm,medchek_inst_nm,medchek_inst_detail_telno_dtls,medchek_rom_detail_telno_dtls,medchek_rom_detail_faxno_dtls,refine_road_nm_addr,refine_lotno_addr,refine_zipno,genrl_medchek_div_nm,orcvt_medchek_div_nm,infant_medchek_div_nm,stcan_medchek_div_nm,cocan_medchek_div_nm,cvccan_medchek_div_nm,brstcan_medchek_div_nm,lican_medchek_div_nm,refine_wgs84_lat,refine_wgs84_logt
시흥시,최내과의원,031-315-0875,031-315-0875,031-314-0879,경기도 시흥시 복지로 96,경기도 시흥시 대야동 568-2번지 A&C빌딩 3층 801~802호,14908,내원,없음,없음,내원,내원,없음,없음,내원,37.447263341,126.7918143639
시흥시,최소아청소년과의원,031-503-7533,031-503-7533,031-509-7550,경기도 시흥시 진말로9번길 2,경기도 시흥시 장곡동 820-3번지 부석프라자 2층 203호,15002,없음,없음,내원,없음,없음,없음,없음,없음,37.378468074,126.7852668701
시흥시,캠퍼스치과의원,031-433-7528,031-433-7528,031-432-7529,경기도 시흥시 배곧1로 27-16,경기도 시흥시 배곧동 245번지 한라비발디캠퍼스2차 상가 1동 206호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3619447034,126.7140213156
시흥시,클리어치과교정과치과의원,031-314-2822,031-314-2822,031-314-2822,경기도 시흥시 수인로 3245,경기도 시흥시 은행동 649번지 은계지구 근생3-1 4층 402~403호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4383049147,126.7980368479
시흥시,클리어치과의원,031-311-2822,031-311-2822,031-311-2877,경기도 시흥시 수인로 3245,경기도 시흥시 은행동 649번지 은계지구 근생3-1 5층 501~503호,14922,없음,내원,없음,없음,없음,없음,없음,없음,37.4383049147,126.7980368479
시흥시,키즈드림소아청소년과의원,031-311-7797,031-311-7797,031-311-7796,경기도 시흥시 장현장곡로 6,경기도 시흥시 장곡동 932-1번지 5층 501~504호,14996,없음,없음,내원,없음,없음,없음,없음,없음,37.3789004089,126.7897017177
시흥시,튼튼나무의원,031-503-7582,031-503-7582,031-503-7581,경기도 시흥시 은계호수로 25,"경기도 시흥시 은행동 611-2번지 파크플레이 201~206호, 301호, 306호",14923,없음,없음,내원,없음,없음,없음,없음,없음,37.4441973193,126.8037133633
시흥시,푸른치과의원,031-432-2875,031-432-2875,031-432-2876,경기도 시흥시 평안상가3길 18,경기도 시흥시 정왕동 1627-6번지 유진프라자 302호,15062,없음,내원,없음,없음,없음,없음,없음,없음,37.3365659295,126.7492919779
시흥시,플러스치과의원,031-498-7528,031-498-7528,031-433-2874,경기도 시흥시 희망공원로 269,경기도 시흥시 정왕동 2166-4번지 시화홈플러스 1층,15081,없음,내원,없음,없음,없음,없음,없음,없음,37.3452082082,126.725237369
시흥시,하나소아청소년과의원,031-315-7585,031-315-7585,031-315-7216,경기도 시흥시 은행로 149,경기도 시흥시 은행동 530-3번지 만경빌딩 3층 302호,14917,없음,없음,내원,없음,없음,없음,없음,없음,37.4444053361,126.7992573088
시흥시,하나치과의원,031-317-4020,031-317-4020,031-318-4020,경기도 시흥시 진말로 20,경기도 시흥시 장곡동 823-1번지 3층 301호,15002,없음,내원,없음,없음,없음,없음,없음,없음,37.3791022015,126.7857917203
시흥시,하온치과의원,031-506-2080,031-506-2080,031-507-2080,경기도 시흥시 황고개로 526,경기도 시흥시 장곡동 932-7번지 3층 301~304호,14996,없음,내원,없음,없음,없음,없음,없음,없음,37.3776625525,126.7892051236
시흥시,하이덴치과의원,031-435-2875,031-435-2875,031-435-2874,경기도 시흥시 진말로3번길 16,경기도 시흥시 장곡동 812-2번지 한림빌딩 3층,15002,없음,내원,없음,없음,없음,없음,없음,없음,37.3778904736,126.7836571828
시흥시,하이서울치과의원,031-435-2880,031-435-2880,031-435-2881,경기도 시흥시 장현능곡로 184,경기도 시흥시 능곡동 733번지 능곡프라자 302호,14995,없음,내원,없음,없음,없음,없음,없음,없음,37.3693978929,126.8106732268
시흥시,한국치과의원,031-498-2875,031-498-2875,031-498-2804,,경기도 시흥시 정왕동 1789번지 금강아파트,15065,없음,내원,없음,없음,없음,없음,없음,없음,37.3431587747,126.7414139095
시흥시,한뉘치과의원,031-492-7209,031-492-7209,031-492-7209,경기도 시흥시 도일로 110-2,경기도 시흥시 거모동 1658-25번지 시흥빌딩 301호,15069,없음,내원,없음,없음,없음,없음,없음,없음,37.340323829,126.7840593148
시흥시,한라도담치과의원,031-497-7528,031-497-7528,031-497-7525,경기도 시흥시 배곧1로 27-15,경기도 시흥시 배곧동 243번지 한라비발디캠퍼스 상가 1동 201호,15011,없음,내원,없음,없음,없음,없음,없음,없음,37.3636798562,126.7119931155
시흥시,한마음내과의원,031-312-2277,031-312-2277,031-312-2340,경기도 시흥시 수인로 3372,"경기도 시흥시 신천동 712-9번지 401,402호",14910,내원,없음,없음,내원,내원,없음,없음,내원,37.4411251667,126.7843434953
시흥시,한미치과의원,031-433-8280,031-433-8280,031-433-8281,경기도 시흥시 정왕대로 342,"경기도 시흥시 정왕동 1622-1번지 201,202호",15062,없음,내원,없음,없음,없음,없음,없음,없음,37.3387886635,126.7487166933
시흥시,한빛치과의원,031-318-2875,031-318-2875,031-318-8275,경기도 시흥시 하중로 193,경기도 시흥시 하중동 856-1번지 조은프라자 203호,14976,없음,내원,없음,없음,없음,없음,없음,없음,37.3944204983,126.8046259833
시흥시,한사랑산부인과의원,031-317-8375,031-317-8375,031-317-8370,경기도 시흥시 진말로 20,"경기도 시흥시 장곡동 823-1번지 2층 일부, 3층 302호",15002,없음,없음,없음,없음,없음,내원,없음,없음,37.3791022015,126.7857917203
시흥시,한사랑의원,031-499-7582,031-499-7582,031-499-7581,경기도 시흥시 중심상가4길 18,경기도 시흥시 정왕동 1739-7번지,15066,내원,없음,없음,내원,없음,없음,없음,없음,37.3437920567,126.7375690254
시흥시,해맑은치과의원,031-316-2875,031-316-2874,031-316-2876,경기도 시흥시 수인로 3366,경기도 시흥시 신천동 711번지 삼영아트빌 202호,14910,없음,내원,없음,없음,없음,없음,없음,없음,37.4408674826,126.7849563842
시흥시,현대치과의원,031-314-4946,031-314-4950,031-404-2275,경기도 시흥시 삼미시장4길 8,경기도 시흥시 신천동 735-3번지 2층,14948,없음,내원,없음,없음,없음,없음,없음,없음,37.439238974,126.7839545109
시흥시,호소아청소년과의원,031-403-0077,031-403-0077,031-403-0013,경기도 시흥시 목감우회로 39,경기도 시흥시 목감동 403-1번지 목감시티프라자 4층 405호,14985,없음,없음,내원,없음,없음,없음,없음,없음,37.3819082861,126.8602929025
시흥시,홍치과의원,031-497-2828,031-497-2828,031-497-2828,,경기도 시흥시 정왕동 1873-3번지 월드아파트,15027,없음,내원,없음,없음,없음,없음,없음,없음,37.3570688072,126.7305467874
시흥시,훼미리치과의원,031-319-2875,031-319-2875,031-319-2872,경기도 시흥시 정왕대로 220,"경기도 시흥시 정왕동 1734-5번지 307,308호",15066,없음,내원,없음,없음,없음,없음,없음,없음,37.3454964064,126.7376872724
시흥시,흥케이병원,031-314-7575,031-314-7575,031-314-7580,경기도 시흥시 능곡번영길 22,경기도 시흥시 능곡동 898-9번지 5~7층 전체호,14999,내원,없음,없음,내원,내원,내원,내원,내원,37.3699045006,126.8079016338
