indutype_nm,cmpnm_nm,signgu_nm,emd_nm,roadnm_addr,lotno_addr,detail_addr,rprs_telno_info,opr_hr_info,sat_opr_hr,sun_opr_hr,restday_info,image_nm,dat_crtr_ymd,refine_wgs84_lat,refine_wgs84_logt
동물미용업,메타동물의료센터,화성시,반송동,"경기도 화성시 동탄문화센터로 75, 1층 (반송동, 서해더블루)",경기도 화성시 반송동 106-7 서해더블루,,031-831-5508,09:00~24:00,09:00~24:00,09:00~19:00,연중무휴,313124061030_1.jpeg,20221119,37.1999949857,127.0734861291
동물위탁관리업,애견용품 창고형 할인매장(비제이코리아),시흥시,정왕동,"경기도 시흥시 오동마을로6번길 4, C.M건축자재 백화점 (정왕동)",경기도 시흥시 정왕동 2320-2번지,,031-520-0289,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,323115064052_1.jpeg,20221122,37.3529327465,126.7419027019
동물위탁관리업,털로 덮인 친구들,수원시 영통구,이의동,"경기도 수원시 영통구 대학로 10, 2층 (이의동)",경기도 수원시 영통구 이의동 1275-11,,0507-1492-0194,08:00~20:00,09:30~17:30,09:30~17:30,무휴,323101462016_1.jpeg,20221122,37.2975441353,127.0420769323
동물미용업,트리밍 마스터,남양주시,화도읍,경기도 남양주시 화도읍 비룡로 129,경기도 남양주시 묵현리 74-7,1층,031-511-1888,09:30~19:00,09:30~19:00,,일요일,313113013041_1.jpeg,20221122,37.6633182323,127.3018419184
동물미용업,개. 이쁜날,안성시,일죽면,경기도 안성시 일죽면 금일로 430 (송천리),경기도 안성시 일죽면 송천리 256-18,1층,***-****-****,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313122039022_1.jpeg,20221031,37.0900210597,127.4773267333
동물미용업,애견마을,고양시 일산동구,백석2동,경기도 고양시 일산동구 일산로 30 효성레제스오피스텔,경기도 고양시 일산동구 백석2동 1309-1,1층,031-905-0907,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313110361010_1.jpeg,20221107,37.6414450932,126.7867673205
동물미용업,꼬꼬마 강아지,부천시,상동,"경기도 부천시 상이로21번길 26-7, 1층 (상동)",경기도 부천시 상동 605-4,1층,032-329-1163,10:00~19:00,10:00~19:00,휴무,매주 일요일,313105091054_1.jpeg,20221031,37.490961933,126.7425685912
동물위탁관리업,킨더개든,시흥시,배곧동,"경기도 시흥시 서울대학로278길 19-13, B동 2층 229-231호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)",경기도 시흥시 배곧동 191번지,2층,0507-1383-4425,07:00~21:00,07:00~21:00,07:00~21:00,연중무휴,323115073003_1.jpeg,20221122,37.3709989287,126.7270163836
동물위탁관리업,표나개 반려애견 미용실,광명시,광명동,경기도 광명시 광명로 862-1 2층,경기도 광명시 광명동 295-10번지,2층,02-2618-0077,10:00~20:00,10:00~20:00,10:00~20:00,월요일,323106057016_1.jpeg,20221031,37.476070422,126.8530785387
동물미용업,현대애견,포천시,소흘읍,경기도 포천시 소흘읍 송우로 87,경기도 포천시 소흘읍 송우리 728-4,1층,031-541-9489,10:00~20:30,10:00~20:30,휴무일,일요일,313127011002_1.jpeg,20221114,37.8302369596,127.1392819934
동물미용업,애견깍새,남양주시,호평동,경기 남양주시 늘을3로 65-12 금강프라자 1층,경기도 남양주시 호평동 617-1 금강프라자 1층,1층,031-592-6779,10:00~19:00,,,"토요일,일요일",313113051051_1.jpeg,20221117,37.6602408212,127.2478824674
동물위탁관리업,닥터에이스 동물병원,수원시 영통구,망포동,"경기도 수원시 영통구 영통로154번길 60, 101호 (망포동)",경기도 수원시 영통구 망포동 417-2 101호,1층,031-203-7501,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323101467013_1.jpeg,20221123,37.2412803817,127.0590363133
동물미용업,슈슈몽,광주시,쌍령동,경기도 광주시 경충대로 1524-1 101호,경기도 광주시 쌍령동 101-1번지,101호,0507-1458-8024,10:00~20:00,10:00~20:00,10:00~20:00,,313125056022_1.jpeg,20221114,37.4048912394,127.2682089869
동물미용업,아양콩,안산시 상록구,일동,경기도 안산시 상록구 안산대학로 98 1층 아양콩,경기도 안산시 상록구 일동 621번지,,031-362-4329,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313109151021_1.jpeg,20221027,37.3090878014,126.8689901884
동물미용업,뿜뿜,용인시 기흥구,보라동,경기도 용인시 기흥구 한보라1로 56 메디프라자 105호,경기도 용인시 기흥구 보라동 612-6번지,메디프라자 105호,***-****-****,09:00~20:00,09:00~20:00,09:00~20:00,월요일,313119266027_1.jpeg,20221205,37.2506102836,127.1078409073
동물미용업,개편한세상,시흥시,은행동,"경기도 시흥시 은계번영길 40, 샤르망프라자 202호 (은행동)",경기도 시흥시 은행동 645-2번지,2층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313115054022_1.jpeg,20221111,37.4365649144,126.8025406729
동물위탁관리업,"항상,예쁘개",화성시,오산동,"경기도 화성시 동탄광역환승로 73, 207동 138호",경기도 화성시 오산동 973,1층,0507-1346-0706,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,323124070094_1.jpeg,20221103,37.2023635535,127.0907704559
동물미용업,잔다냥 용인점,용인시 수지구,죽전동,"경기도 용인시 수지구 동백죽전대로 1157 1층 잔다냥 (죽전동, 씨티빌딩)",경기도 용인시 수지구 죽전동 301-1번지 씨티빌딩 1층 잔다냥,,***-****-****,,,,,313119354058_1.jpeg,20221205,37.3321373026,127.117644628
동물미용업,올리스24 화성향남점,화성시,향남읍,경기도 화성시 향남읍 상신하길로135번길 5-5 102호,경기도 화성시 향남읍 상신리 1291-3,1층,0507-1404-8892,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313124014138_1.jpeg,20221123,37.105625977,126.8987504712
동물미용업,복덩이네 강아지,군포시,금정동,경기도 군포시 금재로 8 신환아파트 상가1 33호,경기도 군포시 금정동 744-1번지,,031-429-8339,,,,,313116057019_1.jpeg,20221128,37.3617702545,126.9419056798
동물미용업,강아지가정부,안산시 상록구,일동,경기도 안산시 상록구 안산대학로 120,경기도 안산시 상록구 일동 612-12번지,,031-438-4046,,,,,313109151020_1.jpeg,20221027,37.3103327323,126.8708756341
동물위탁관리업,도그타운클럽&쇼그루밍,평택시,팽성읍,"경기도 평택시 팽성읍 송화택지로 58, 2층",경기도 평택시 팽성읍 송화리 100-5,2층,031-654-9614,09:00~19:00,09:00~19:00,09:00~19:00,연중무휴,323107011062_1.jpeg,20221028,36.9600868167,127.0578211696
동물미용업,멍그루밍,용인시 기흥구,동백동,경기도 용인시 기흥구 평촌2로 2번길 8-1,경기도 용인시 기흥구 동백동 619-4번지,,031-283-3536,10:00~19:00,10:00~19:00,,일요일,313119267018_1.jpeg,20221205,37.282535917,127.1534753257
동물위탁관리업,소중하개 사랑하개,안산시 상록구,부곡동,경기도 안산시 상록구 정재로 124 상가 101호,경기도 안산시 상록구 부곡동 654-10번지,,031-506-9943,10:00~15:00,10:00~15:00,10:00~15:00,수요일,323109157014_1.jpeg,20221117,37.3364545251,126.8640990772
동물위탁관리업,이루다 동물메디컬센터,화성시,남양읍,"경기도 화성시 남양읍 남양로 839, 헤븐리2프라자 110-112호",경기도 화성시 남양읍 남양리 2232-2,,031-357-7559,09:30~19:00,09:30~19:00,09:30~18:00,연중무휴,323124015006_1.jpeg,20221120,37.2107879241,126.8321905571
동물위탁관리업,멍스쿨링,용인시 기흥구,중동,경기도 용인시 기흥구 동백중앙로 205 미도타운 304호,경기도 용인시 기흥구 중동 848-1번지,미도타운 304호,070-5057-4200,08:00~19:00,,,"토요일,일요일",323119268053_1.jpeg,20221129,37.2717133473,127.15149468
동물위탁관리업,파트너동물의료센터,화성시,영천동,"경기도 화성시 동탄순환대로 708, 서건프라자 1동 204호 (영천동)",경기도 화성시 영천동 681-1,,031-8055-8440,10:00~20:00,10:00~18:00,,일요일,323124065085_1.jpeg,20221024,37.2080005192,127.1104281412
동물미용업,까꿍펫살롱,김포시,운양동,경기도 김포시 김포한강11로 288-37 헤리움리버테라스 1층 125호 까꿍펫살롱,경기도 김포시 운양동 1296-7번지,,0507-1313-4349,10:00~19:00,10:00~19:00,,"월요일,일요일",313123060055_1.jpeg,20221020,37.65483585,126.6847565121
동물미용업,허밍독,용인시 기흥구,영덕동,"경기도 용인시 기흥구 중부대로 184 A동 1층 173호 (영덕동, 힉스유타워)",경기도 용인시 기흥구 영덕동 1315번지 힉스유타워 A동 1층 173호,,0507-1422-5117,10:30~19:00,10:30~19:00,,"월요일,일요일",313119264080_1.jpeg,20221118,37.2691657044,127.0905783853
동물미용업,몽띠아모,파주시,목동동,"경기도 파주시 청암로 17번길 25, 103호 (목동동)",경기도 파주시 목동동 935,1층,031-939-9247,10:00~20:00,10:00~20:00,10:00~20:00,월요일,313120057016_1.jpeg,20221109,37.7290915797,126.7353380928
동물미용업,사랑으로 동물병원,남양주시,오남읍,경기 남양주시 오남읍 양지로 1,경기도 남양주시 오남리 500,1층,031-528-7562,09:30~19:00,09:30~19:00,09:30~19:00,,313113015072_1.jpeg,20221122,37.6796535586,127.2079089294
동물미용업,노블펫,화성시,향남읍,경기도 화성시 향남읍 삼천병마로 173-3,경기도 화성시 향남읍 평리 172,1층,0507-1366-9499,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313124014141_1.jpeg,20221111,37.128683776,126.9076419038
동물미용업,젠동물병원,성남시 분당구,야탑동,경기도 성남시 분당구 양현로 479 2층,경기도 성남시 분당구 야탑동 202-3번지,,031-752-0075,,,,,313102363049_1.jpeg,20221205,37.4166527113,127.135387201
동물미용업,멋내는 애견,광주시,경안동,경기도 광주시 중앙로 156,경기도 광주시 경안동 75-15번지,1층,031-798-4020,10:00~20:00,10:00~20:00,,일요일,313125054052_1.jpeg,20221114,37.4133872149,127.2572214
동물미용업,콩캣,의정부시,가능동,경기도 의정부시 태평로214번길 19-13,경기도 의정부시 가능동 15-236,1층,0507-1329-3267,,,,,313103069055_1.jpeg,20221205,37.7509402946,127.0457902783
동물미용업,핫도그애견샵,수원시 권선구,곡반정동,"경기도 수원시 권선구 곡선로49번길 14-15, 1층 (곡반정동)",경기도 수원시 권선구 곡반정동 554-5,,031-8001-0330,10:00~19:00,10:00~19:00,휴무,일요일,313101261007_1.jpeg,20221205,37.2393252755,127.0311212237
동물위탁관리업,도기,수원시 영통구,이의동,경기도 수원시 영통구 대학1로8번길 23 (이의동),경기도 수원시 영통구 이의동 1276-1,,031-217-7741,08:30~21:00,10:00~21:00,10:00~21:00,연중무휴,323101462026_1.jpeg,20221205,37.2978364107,127.0430680681
동물위탁관리업,뽀숑뽀숑,시흥시,은행동,"경기도 시흥시 은계번영길 11, 208호 (은행동)",경기도 시흥시 은행동 646-5번지,2층,***-****-****,09:30~18:30,09:30~18:30,09:30~18:30,연중무휴,323115054055_1.jpeg,20221111,37.4374281699,126.8021935463
동물미용업,헤어 컹컹,수원시 영통구,매탄동,경기도 수원시 영통구 동수원로 296-1 1층 (매탄동),경기도 수원시 영통구 매탄동 1180-16,,0507-1340-8079,09:00~21:00,09:00~21:00,09:00~21:00,연중무휴,313101453011_1.jpeg,20221205,37.2558072868,127.0368379017
동물위탁관리업,덕스궁,화성시,송산면,경기도 화성시 송산면 삼존서길97번길 53-31,경기도 화성시 송산면 삼존리 397-1,1층,,10:30~20:00,10:30~20:00,10:30~20:00,연중무휴,323124036075_1.jpeg,20221117,37.2190864617,126.7545830542
동물위탁관리업,몽몽몽(MONGMONGMONG),여주시,현암동,경기도 여주시 현암로 11-32,경기도 여주시 현암동 667-2번지,1층,***-****-****,10:00~20:00,10:00~20:00,휴무,일요일,323128053011_1.jpeg,20221025,37.3128504763,127.6323211032
동물미용업,도도스타일,남양주시,화도읍,경기 남양주시 화도읍 창현로 43-2 재윤상가 108호,경기도 남양주시 창현리 553-1,1층,031-591-6844,10:00~20:00,10:00~20:00,,일요일,313113013093_1.jpeg,20221116,37.646866125,127.3056830978
동물미용업,cafe WAL(애견카페왈),수원시 권선구,곡반정동,경기도 수원시 권선구 곡선로50번길 5-3 4층 (곡반정동),경기도 수원시 권선구 곡반정동 563-1,,0507-1402-4856,13:00~22:00,13:00~22:00,13:00~22:00,연중무휴,313101261008_1.jpeg,20221205,37.2385634265,127.0299421521
동물위탁관리업,뉴욕도그랜드,의정부시,민락동,"경기도 의정부시 오목로225번길 105, 306호 (민락동)",경기도 의정부시 민락동 813,3층,***-****-****,11:00~21:00,11:00~21:00,11:00~21:00,월요일,323103071034_1.jpeg,20221125,37.7462702796,127.0949223408
동물위탁관리업,뷰티펫#,양주시,옥정동,경기 양주시 옥정동로5아길 20 뷰티펫#,경기도 양주시 옥정동 1073-1,1층,0507-1395-8284,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,323126056017_1.jpeg,20221020,37.8172073855,127.0959097755
동물미용업,도담동물병원,하남시,망월동,경기도 하남시 미사강변대로 212,경기도 하남시 망월동 968-1번지,,031-791-5571,,,,,,,37.5686203588,127.1847215819
동물위탁관리업,개폼난다,의정부시,호원동,경기도 의정부시 호원동 454-21,경기도 의정부시 평화로 213-1 개폼난다,1층,031-855-1559,10:00~21:00,10:00~21:00,휴무,일요일+공휴일,323103055010_1.jpeg,20221122,37.7109460966,127.0474980627
동물미용업,펫스토리 동물병원,용인시 수지구,신봉동,"경기도 용인시 수지구 신봉2로 19, 102호 (신봉동,신엘지프라자)",경기도 용인시 수지구 신봉동 83번지 신엘지프라자 102호,,031-276-0282,,,,,313119353040_1.jpeg,20221205,37.3244817106,127.0770839136
동물미용업,멍그림,용인시 기흥구,중동,경기도 용인시 기흥구 동백중앙로 245  동백문월드 나동 지2층 비130호,경기도 용인시 기흥구 중동 839번지,동백문월드 나동 지2층 비130호,0507-1381-0084,09:00~19:00,09:00~19:00,09:00~19:00,수요일,313119268086_1.jpeg,20221128,37.2753173901,127.150970479
동물미용업,오랑개,화성시,능동,"경기도 화성시 여울로4길 48, 대진빌딩 4층 (능동)",경기도 화성시 능동 1039-13 대진빌딩 4층,,,07:00~20:00,07:00~20:01,07:00~20:02,연중무휴,313124062012_1.jpeg,20221107,37.216100971,127.0557452978
동물미용업,덕소멍?,남양주시,와부읍,경기 남양주시 와부읍 수레로 8-1 1층 덕소멍?,경기도 남양주시 덕소리 480-23 1층,1층,***-****-****,10:00~19:00,10:00~19:00,,일요일,313113057027_1.jpeg,20221121,37.5867285862,127.2130182551
동물미용업,개편한세상,부천시,괴안동,"경기도 부천시 안곡로 96 (괴안동, 투윈파크)",경기도 부천시 괴안동 101-4 투윈파크,1층,0507-1323-5672,10:00~19:00,10:00~19:00,10:00~19:00,매주 수요일,313105094059_1.jpeg,20221102,37.4788541438,126.8129036937
동물미용업,쁘띠독,부천시,중동,"경기도 부천시 부일로 341, 팰리스카운티 203호 (중동)",경기도 부천시 중동 1289 팰리스카운티,2층,0507-1397-0821,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313105089130_1.jpeg,20221104,37.4883836219,126.7682377631
동물미용업,애견사랑,평택시,평택동,"경기도 평택시 평택로 74-1, 1층 (평택동)",경기도 평택시 평택동 60-10,1층,031-658-7665,10:00~19:00,10:00~19:00,휴무,"일요일,공휴일",313107059102_1.jpeg,20221028,36.9936296008,127.0853623188
동물위탁관리업,잇츠멍,화성시,반송동,"경기도 화성시 동탄공원로3길 16, 1층 102호 (반송동)",경기도 화성시 반송동 49-17,1층,0507-1388-2701,10:00~20:00,10:00~20:00,,일요일,323124061035_1.jpeg,20221107,37.2076388208,127.0611254315
동물미용업,얼렁오시개,안산시 단원구,원곡동,"경기도 안산시 단원구 화랑로 103 라성종합상가 C동 307호, 얼렁오시개","경기도 안산시 단원구 원곡동 846-3번지 라성종합상가 C동 307호, 얼렁오시개",,0507-1324-8857,08:00~20:00,10:00~22:00,10:00~22:00,연중무휴,313109278023_1.jpeg,20221103,37.3270474301,126.8007776003
동물미용업,개예쁨,파주시,목동동,경기도 파주시 산내로7번길 25-17 1층,경기도 파주시 목동동 1065-2,1층,0507-1326-6061,09:00~20:00,09:00~20:00,09:00~20:00,연중무휴,313120057035_1.jpeg,20221031,37.7223298924,126.7392315374
동물위탁관리업,나랑애견유치원,남양주시,다산동,경기 남양주시 다산중앙로145번길 15 11층,경기도 남양주시 다산동 6063-1,11층,***-****-****,08:00~20:00,,,"토요일,일요일",323113058038_1.jpeg,20221112,37.6253909162,127.1508020171
동물위탁관리업,달펫샵,수원시 팔달구,화서동,경기도 수원시 팔달구 화양로68번길 25 (화서동),경기도 수원시 팔달구 화서동 271-4,,031-256-0079,10:00~19:00,10:00~19:00,10:00~19:00,월요일,323101371026_1.jpeg,20221205,37.2834697483,126.9967679366
동물위탁관리업,중독,평택시,평택동,경기도 평택시 평택2로 12 2층,경기도 평택시 평택동 43-8,2층,0507-1315-9637,12:30~20:00,11:30~20:00,11:30~20:00,연중무휴,323107059008_1.jpeg,20221028,36.9924671442,127.0880656983
동물미용업,안녕 댕댕아,포천시,소흘읍,경기 포천시 소흘읍 송선로 86 벽강빌딩 101호,경기도 포천시 소흘읍 송우리 283-10 벽강빌딩 101호,1층,0507-1462-0804,09:00~20:00,09:00~20:00,,일요일,313127011017_1.jpeg,20221205,37.8402826369,127.1469045905
동물미용업,산책가는날,고양시 덕양구,도내동,경기도 고양시 덕양구 도래울안길 34 1층 102호,경기도 고양시 덕양구 도내동 1048-7,1층,031-819-0110,10:00~19:00,10:00~19:00,휴무일,일요일,313110153015_1.jpeg,20221116,37.6300605063,126.8739700463
동물위탁관리업,겨우리애견,양주시,삼숭동,경기 양주시 삼숭로58번길 66 101호,경기도 양주시 삼숭동 189-1 101호,1층,0507-1425-4426,정보없음,정보없음,정보없음,정보없음,323126052021_1.jpeg,20221028,37.8008964661,127.1047224855
동물미용업,스마일 동물병원,오산시,수청동,"경기도 오산시 내삼미로 83, 센타프라자 1층 (수청동)",경기도 오산시 수청동 620-5,,031-375-5975,10:00~20:00,10:00~18:00,,일요일,313114054024_1.jpeg,20221105,37.1696444703,127.066008533
동물미용업,잔다냥 구리점,구리시,토평동,경기 구리시 벌말로147번길 32,경기도 구리시 토평동 970-7,1층,031-557-2037,,,,,313112058028_1.jpeg,20221118,37.5901740259,127.1473306326
동물미용업,펫하임,의정부시,의정부동,경기도 의정부시 의정부동 155-20,"경기도 의정부시 행복로 34 1,2층(의정부동)",2층,031-843-4200,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313103069090_1.jpeg,20221122,37.7415469086,127.0500699061
동물미용업,헬로 똘복,성남시 분당구,금곡동,경기도 성남시 분당구 미금로 251 (금곡동),경기도 성남시 분당구 금곡동 143번지,,0507-1427-7995,,,,,313102371020_1.jpeg,20221205,37.3530080836,127.1104930121
동물미용업,아껴줄개,고양시 덕양구,고양동,경기 고양시 덕양구 혜음로 29-19 1층 전면 왼쪽 세번째 상가,경기도 고양시 덕양구 고양동 233-10,1층,***-****-****,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,,,37.7033067229,126.9008300455
동물위탁관리업,축복애견호텔·미용,구리시,사노동,경기 구리시 동구릉로 388 (사노동) 교영빌딩 2층,경기도 구리시 사노동 206-1,2층,315296081,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,,,37.6321707346,127.1423495501
동물위탁관리업,아지공간,부천시,범박동,경기 부천시 양지남로 55 1층 101호,경기도 부천시 범박동 227-3,1층,032-342-8110,10:00~20:00,10:00~20:00,10:00~20:00,월요일,323105094054_1.jpeg,20221102,37.4686487983,126.812556081
동물미용업,우리집강아지예쁘개,광주시,회덕동,경기도 광주시 회덕길 17 101호 우리집강아지 예쁘개,경기도 광주시 회덕동 265-2번지,101호,0507-1349-6207,10:00~22:00,10:00~22:00,10:00~18:00,,313125057067_1.jpeg,20221120,37.4296144239,127.2413676098
동물위탁관리업,샤이니독,시흥시,신천동,경기도 시흥시 비둘기공원2길 10 1층,경기도 시흥시 대야동 557-2번지,1층,031-503-4470,11:00~19:00,11:00~19:00,11:00~19:00,월요일,323115051021_1.jpeg,20221110,37.4397786972,126.7927553286
동물미용업,트레벨애견미용,하남시,신장동,경기도 하남시 하남대로 765,경기도 하남시 신장동 448-10번지,,031-795-8887,10:00~19:30,10:00~16:00,,일요일,313118053046_1.jpeg,20221120,37.538945053,127.2118884465
동물미용업,친구가 될 동물병원,남양주시,다산동,경기 남양주시 다산중앙로 113 라페온빌 112호,경기도 남양주시 다산동 6089-2,1층,031-555-0421,10:00~20:00,10:00~18:00,,일요일,313113058107_1.jpeg,20221124,37.6232350733,127.1533051603
동물미용업,아트도그,광주시,태전동,"경기도 광주시 회안대로 350-5 ,1층 아트도그",경기도 광주시 태전동 143번지,1층,0507-1367-0185,10:00~19:00,10:00~19:00,,일요일,313125059068_1.jpeg,20221120,37.3842716589,127.2357398519
동물미용업,참동물병원,오산시,갈곶동,경기도 오산시 오산로 91-10 (갈곶동),경기도 오산시 갈곶동 659-1,,031-374-1275,10:00~19:00,10:00~18:30,10:00~17:00,수요일,313114052002_1.jpeg,20221028,37.1353917343,127.068737498
동물미용업,우리애개,고양시 일산서구,대화동,경기 고양시 일산서구 일산로636번길 23-1,경기도 고양시 일산서구 대화동 2025-9,1층,0507-1407-2009,10:00~19:00,10:00~19:00,,"수요일,일요일",,,37.6827893351,126.759073941
동물미용업,애견하우스,평택시,안중읍,경기도 평택시 안중읍 안중로114번길 19,경기도 평택시 안중읍 안중리 266-13,1층,031-684-2829,08:00~17:30,08:00~17:30,08:00~17:30,연중무휴,313107012053_1.jpeg,20221022,36.9871106096,126.9286870046
동물위탁관리업,강남동물메디컬센터,광주시,퇴촌면,경기도 광주시 퇴촌면 천진암로 553 1층,경기도 광주시 퇴촌면 관음리 525-14번지,1층,031-764-7555,10:00~22:00,10:00~22:00,10:00~22:00,,323125035042_1.jpeg,20221120,37.4617623094,127.3282244643
동물미용업,밍그루밍,안양시 동안구,비산동,경기도 안양시 동안구 경수대로884번길 19 평촌래미안푸르지오 단지내상가 3동 2층 205호,경기도 안양시 동안구 비산동 419-30,2층,0507-1409-7989,10:00~21:00,10:00~21:00,10:00~21:00,수요일,313104252017_1.jpeg,20221123,37.3974948327,126.9387599125
동물미용업,까까펫살롱,용인시 수지구,상현동,"경기도 용인시 수지구 상현로 5 B동 105호 (상현동, 상현프라자)",경기도 용인시 수지구 상현동 354-1번지 상현프라자 B동 105호,,***-****-****,,,,,313119357020_1.jpeg,20221205,37.3030388334,127.0748908348
동물미용업,파트라슈,의정부시,민락동,경기도 의정부시 민락동 735-5 송산푸르지오,"경기도 의정부시 용현로 105번길 26 , 상가 110호 (민락동, 송산푸르지오)",1층,***-****-****,10:00~17:00,10:00~17:00,10:00~17:00,"일,월요일",,,37.7425318687,127.0877239706
동물위탁관리업,해피펫클럽,수원시 팔달구,인계동,"경기도 수원시 팔달구 중부대로34번길 12, 1,2층 (인계동)",경기도 수원시 팔달구 인계동 762-16,"1층,2층",031-234-2001,11:00~19:00,11:00~19:00,11:00~18:30,연중무휴,323101356014_1.jpeg,20221026,37.2747162821,127.020423082
동물미용업,콩자반애견미용실,의정부시,민락동,경기도 의정부시 용현로122번길 19,경기도 의정부시 민락동 740-10번지,1층,0507-1368-7139,10:00~19:00,10:00~19:00,10:00~19:00,금요일,313103070110_1.jpeg,20220830,37.7404740566,127.0895059702
동물위탁관리업,순수 동물병원,용인시 수지구,풍덕천동,경기도 용인시 수지구 수지로296번길 30,경기도 용인시 수지구 풍덕천동 697-3번지,,031-262-8700,09:30~19:00,09:30~16:30,,일요일,323119352088_1.jpeg,20221205,37.3229849104,127.0923520796
동물미용업,봄앤동물병원,과천시,부림동,경기도 과천시 별양로 164 센트럴파크푸르지오써밋 상가 2층 205호,경기도 과천시 부림동 49번지,,02-2038-7718,10:00~20:00,10:00~20:00,,일요일,313111051003_1.jpeg,20221026,37.431035694,126.9991613365
동물위탁관리업,뷰티멍,성남시 수정구,창곡동,경기도 성남시 수정구 위례순환로4길 12 지하1층 쿠피커피 뒤쪽 창곡천 방향,경기도 성남시 수정구 창곡동 525-4번지,지하1층,0507-1308-2314,10:00~18:00,10:00~18:00,10:00~18:00,"매주 화요일 휴무 매달 셋째주 화 , 수 휴무",323102168009_1.jpeg,20221129,37.4690450243,127.1488277953
동물미용업,강아지와 산책,오산시,원동,경기도 오산시 대원로 35 (원동),경기도 오산시 원동 758-13,,031-372-0745,09:30~23:30,09:30~23:30,09:30~23:30,연중무휴,313114052033_1.jpeg,20221027,37.1465821825,127.0722998618
동물미용업,또루밍,평택시,동삭동,"경기도 평택시 상서재로 80, 1층 131호 (동삭동, 평택센트럴자이 5단지)",경기도 평택시 동삭동 855 평택센트럴자이 5단지,,,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313107062010_1.jpeg,20221026,37.019885867,127.1030717076
동물위탁관리업,허그독,화성시,남양읍,경기도 화성시 남양읍 남양시장로42번길 11-1,경기도 화성시 남양읍 남양리 667,,031-356-1299,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323124015010_1.jpeg,20221120,37.2079809862,126.8142065791
동물미용업,영진애견월드&수족관,의정부시,신곡동,경기도 의정부시 신곡동 680-6,"경기도 의정부시 추동로 3, 1층 (신곡동)",1층,031-842-0044,,,,,,,37.742760974,127.0564867975
동물미용업,파주365동물의료센터,파주시,목동동,경기 파주시 책향기로 573 월드타워3 2층,경기도 파주시 목동동 939-4,2층,031-945-5365,10:00~19:30,10:00~19:00,10:00~18:00,연중무휴,313120057077_1.jpeg,20221109,37.7277514677,126.7343873107
동물미용업,반갑다(반려견이 갑이다),성남시 중원구,성남동,"경기도 성남시 중원구 광명로94번길 14-1, 1층 반갑다",경기도 성남시 중원구 성남동 2385번지,1층,031-757-1179,10:00~20:00,10:00~20:00,10:00~20:00,월요일,313102251009_1.jpeg,20221128,37.4340181981,127.1399713214
동물미용업,cute dog,수원시 권선구,호매실동,경기도 수원시 권선구 매실로 70 호매실GS아파트 301동 2층 212호,경기도 수원시 권선구 호매실동 377,,,10:30~19:00,10:30~19:00,10:30~19:00,연중무휴,313101266072_1.jpeg,20221021,37.2683195572,126.9584538447
동물미용업,바우바우,고양시 일산동구,백석동,경기도 고양시 일산동구 강송로 33 벨라시타 본동 외부 1층,경기도 고양시 일산동구 백석동 1237,1층,031-849-5771,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313110355065_1.jpeg,20221111,37.6417316619,126.7939507953
동물미용업,온니캣(ONLY CAT),평택시,이충동,"경기도 평택시 정암로 27, 2층 (이충동)",경기도 평택시 이충동 463-7,,0507-1339-5973,10:00~20:00,10:00~20:00,휴무,일요일,313107051073_1.jpeg,20221029,37.0570411358,127.0567643176
동물미용업,쭈스타일,시흥시,은행동,"경기도 시흥시 은행로 107, 대우3차아파트 (은행동)",경기도 시흥시 은행동 549-1번지,1층,,10:00~18:00,10:00~18:00,10:00~1800,격주 일요일 휴무,313115054005_1.jpeg,20221103,37.4408898558,126.7977074833
동물미용업,윌리하니 그루밍,하남시,망월동,경기도 하남시 미사강변중앙로161 202호,경기도 하남시 망월동 1104-1번지,,***-****-****,10:00~20:00,10:00~20:00,10:00~20:00,,313118062030_1.jpeg,20221118,37.5611098666,127.1906976386
동물미용업,내 강아지 미용실,평택시,안중읍,"경기도 평택시 안중읍 안현로서3길 87, 대풍빌딩 1층 103호",경기도 평택시 안중읍 현화리 303 103호,1층,031-686-7078,09:30~19:00,09:30~19:00,휴무,일요일,313107012055_1.jpeg,20221022,36.987375488,126.9219540833
동물미용업,데일리독,화성시,송동,경기도 화성시 동탄순환대로3길 27-36(송동),경기도 화성시 송동 714-12,1층,0507-1378-0197,10:00~19:00,10:00~19:00,10:00~19:00,목요일,313124069088_1.jpeg,20221103,37.1662167529,127.0959326206
