개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4010000,202440100000101942,개방화장실,법제3조제16호-영제3조제1항제4호,중앙도서관,경기도 시흥시 정왕대로 191,경기도 시흥시 정왕동 1845-2,10,14,1,0,0,0,13,2,0,경기도 시흥시 중앙도서관,0313105205,정시,09:00-22:00,200205,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,,201902,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101945,개방화장실,법제3조제16호-영제3조제1항제6호,청소년수련관,경기도 시흥시 은행로 179,경기도 시흥시 대야동 571-2,10,16,2,0,0,0,26,2,0,시흥시청소년재단(시흥시청소년수련관),0313151890,미개방,(평일)09:00~21:00+(토)09:00~18:00,200705,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101946,개방화장실,법제3조제17호-영제3조제2항제1호,오이도철강단지,경기도 시흥시 서해안로 81-44,경기도 시흥시 정왕동 2211,7,9,1,0,0,0,5,1,0,오이도철강단지관린단,03180419797,상시,,200709,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101947,공중화장실,법제3조제5호,체육공원 가족휴게공원,"경기도 시흥시 역전로 2 (정왕동, 시흥시 육상경기장)",경기도 시흥시 정왕동 2160,2,3,0,0,0,0,3,0,0,경기도 시흥시 공원과,0313103864,상시,,199812,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101948,공중화장실,법제3조제5호,체육공원 관리사무소,"경기도 시흥시 역전로 2 (정왕동, 시흥시 육상경기장)",경기도 시흥시 정왕동 2160,2,3,1,0,0,0,3,1,0,경기도 시흥시 공원과,0313103864,상시,,199812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101949,공중화장실,법제3조제5호,체육공원 야구장,"경기도 시흥시 역전로 2 (정왕동, 시흥시 육상경기장)",경기도 시흥시 정왕동 2160,1,2,1,0,0,0,2,1,0,경기도 시흥시 공원과,0313103864,상시,,199812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101951,공중화장실,법제3조제5호,큰솔공원,"경기도 시흥시 큰솔로 67-8 (정왕동, 정왕본동 큰솔경로당)",경기도 시흥시 정왕동 1512,2,3,0,0,0,0,2,0,0,경기도 시흥시 공원과,0313103864,상시,,199812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101952,공중화장실,법제3조제5호,태평공원 화장실,경기도 시흥시 하상동 343-36,경기도 시흥시 하상동 343-36,1,2,0,0,0,0,2,0,0,경기도 시흥시 공원과,0313103871,상시,,201008,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101954,공중화장실,법제3조제5호,평안공원,"경기도 시흥시 정왕대로298번길 36 (정왕동, 도서관)",경기도 시흥시 정왕동 1787-4,1,2,1,0,0,0,2,1,0,경기도 시흥시 공원과,0313103864,상시,,199812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101957,개방화장실,법제3조제17호-영제3조제2항제1호,월드프라자,경기도 시흥시 중심상가3길 22,경기도 시흥시 정왕동 1742-5,2,2,0,0,0,0,2,0,0,월드프라자관리실,0314321322,정시,08:00-22:00,199712,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101959,공중화장실,법제3조제5호,하늬공원,경기도 시흥시 시화호수전원1길 94,경기도 시흥시 정왕동 2795,1,3,1,0,0,0,4,1,0,경기도 시흥시 공원과,0313103865,상시,,199812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101961,공중화장실,법제3조제11호,한결주유소,경기도 시흥시 금오로 427 (과림동),경기도 시흥시 과림동 440-33,2,2,0,0,0,0,2,0,0,개인,0226250217,정시,06:00-23:00,199407,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101963,공중화장실,법제3조제11호,한양주유소,"경기도 시흥시 금오로 219 (무지내동, SK능내까치주유소)",경기도 시흥시 무지내동 36-5,2,2,0,0,0,0,0,0,0,개인,0313188841,정시,06:00-23:00,199412,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101964,공중화장실,법제3조제5호,한울공원 간이화장실,경기도 시흥시 배곧동 307,경기도 시흥시 배곧동 307,1,2,1,0,0,0,3,1,0,시흥도시공사,0314886963,상시,,201812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101965,공중화장실,법제3조제5호,한울공원 간이화장실2,경기도 시흥시 배곧동 42,경기도 시흥시 배곧동 42,1,2,1,0,0,0,3,1,0,시흥도시공사,0314886963,상시,,201812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101966,공중화장실,법제3조제5호,한울공원 간이화장실3,경기도 시흥시 해송십리로 333,경기도 시흥시 배곧동 42,1,2,0,0,0,0,3,1,0,시흥도시공사,0314886963,상시,,201610,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101967,공중화장실,법제3조제5호,한울공원 관광휴게동,경기도 시흥시 해송십리로 289,경기도 시흥시 배곧동 42,10,14,1,0,0,0,25,1,0,시흥도시공사,0314886963,상시,,201812,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101968,공중화장실,법제3조제5호,한울공원 해넘이 화장실,경기도 시흥시 해송십리로 507,경기도 시흥시 배곧동 1,2,3,1,0,0,0,4,1,0,시흥도시공사,0314886963,상시,,201812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101972,개방화장실,법제3조제13호,함송체육관,경기도 시흥시 함송로 8,경기도 시흥시 정왕동 1886-1,1,2,1,0,0,0,3,1,0,시흥도시공사,03180840142,정시,10:00-22:00,201712,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101973,공중화장실,법제3조제5호,함줄공원,경기도 시흥시 봉화로 13 (정왕동),경기도 시흥시 정왕동 1774-1,2,4,0,0,0,0,5,0,0,경기도 시흥시 농업기술센터,0313106215,상시,,201812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101974,공중화장실,법제3조제5호,함현공원,경기도 시흥시 함송로29번길 31 (정왕동),경기도 시흥시 정왕동 1878-3,2,3,0,0,0,0,2,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101975,공중화장실,법제3조제5호,해미공원,경기도 시흥시 정왕동 2598-3,경기도 시흥시 정왕동 2598-3,1,3,1,0,0,0,4,1,0,경기도 시흥시 공원과,0313103865,상시,,201712,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101976,공중화장실,법제3조제16호-영제3조제1항제1호,해양경찰 공중화장실,경기도 시흥시 월곶해안로 213 (월곶동),경기도 시흥시 월곶동 1018-11,3,3,0,0,0,0,5,0,0,경기도 시흥시 하수관리과,0313106163,상시,,199807,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,N,Y,남자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101983,공중화장실,법제3조제5호,희망공원관리동,경기도 시흥시 군자천로131번길 64 (정왕동),경기도 시흥시 정왕동 1358,3,4,0,0,0,0,3,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101984,공중화장실,법제3조제5호,희망공원주차장,경기도 시흥시 군자천로131번길 64 (정왕동),경기도 시흥시 정왕동 1358,2,5,0,0,0,0,2,0,0,경기도 시흥시 공원과,0313103862,상시,,199812,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101985,개방화장실,법제3조제16호-영제3조제1항제1호,군자동주민센터,"경기도 시흥시 도일로102번길 11 (거모동, 군자동주민센터)",경기도 시흥시 거모동 1660-2,4,6,0,0,0,0,5,0,0,군자동주민센터,0313104491,정시,09:00-18:00,201808,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101986,개방화장실,법제3조제13호,은계어울림센터,경기도 시흥시 은계로 240,경기도 시흥시 은행동 611-5,4,12,4,4,4,0,22,4,6,시흥도시공사,0313107838,미개방,"(평일)06:00-22:00,(토)09:00-18:00",202209,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,202305,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101987,개방화장실,법제3조제16호-영제3조제1항제3호,매화청소년문화센터,경기도 시흥시 매화로 34,경기도 시흥시 매화동 203,5,2,2,0,0,0,7,2,0,시흥시청소년재단(매화청소년문화센터),0313158761,정시,(월~금)09:00-21:00+(토) 09:00-18:00+(일) 09:00-17:00,201711,공공기관-지방자치단체,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101988,개방화장실,법제3조제16호-영제3조제1항제3호,연성청소년문화의집,경기도 시흥시 관곡지로 260,경기도 시흥시 하상동 372-1,2,2,1,0,0,0,4,1,0,시흥시청소년재단(연성청소년문화의집),0314350924,정시,(월~금)09:00-21:00+(토) 09:00-18:00+(일) 09:00-17:00,202301,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101989,개방화장실,법제3조제13호,목감어울림센터,경기도 시흥시 목감우회로 23,경기도 시흥시 조남동 697,2,2,1,0,0,0,3,1,0,목감동행정복지센터,0313104468,정시,(월~금)09:00-21:00+(토) 09:00-18:00+(일) 09:00-17:00,202205,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101990,개방화장실,법제3조제16호-영제3조제1항제3호,정왕3동행정복지센터(2층),경기도 시흥시 정왕대로53번길 38,경기도 시흥시 정왕동 1866-1,2,3,0,0,0,0,2,1,0,정왕3동행정복지센터,0313104613,정시,(월~금)09:00-21:00+(토) 09:00-18:00+(일) 09:00-17:00,200202,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101991,개방화장실,법제3조제13호,월곶어울림센터,경기도 시흥시 월곶중앙로30번안길 7,경기도 시흥시 월곶동 995-2,2,2,2,0,0,0,2,2,0,월곶동행정복지센터,0313104772,정시,(월~금)09:00-21:00+(토) 09:00-18:00+(일) 09:00-17:00,202206,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101992,개방화장실,법제3조제13호,배곧1어울림센터,경기도 시흥시 배곧4로 94-41,경기도 시흥시 배곧동 169,2,2,1,0,0,0,4,1,0,배곧1동행정복지센터,0313106903,정시,(월~금)09:00-21:00+(토) 09:00-18:00+(일) 09:00-17:00,202107,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101994,개방화장실,법제3조제16호-영제3조제1항제5호,시흥시장곡종합사회복지관 화장실,경기도 시흥시 동서장곡길 55,경기도 시흥시 장곡동 879,3,4,1,2,0,0,5,1,0,경기도 시흥시청,0313805446,정시,09:00-18:00,202106,공공기관-지방자치단체,수세식,N,Y,장애인화장실,Y,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101995,개방화장실,법제3조제16호-영제3조제1항제5호,시흥시대야종합사회복지관,경기도 시흥히 호현로55,경기도 시흥시 대야동 484-5,5,10,5,5,1,1,10,5,1,시흥시대야종합사회복지관,0314048112,정시,09:00-18:00,200212,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,Y,여자화장실,201905,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101996,공중화장실,법제3조제16호-영제3조제1항제5호,거모종합사회복지관1층,경기도 시흥시 군자로466번길37,경기도 시흥시 거모동 1738-9,3,2,1,1,0,0,3,1,0,거모종합사회복지과,0314936347,정시,09:00-18:00,199710,민간,수세식,N,N,,N,Y,여자화장실,201104,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101997,개방화장실,법제3조제16호-영제3조제1항제5호,시흥시정왕종합사회복지관,경기도 시흥시 정왕대로 233번길 27,경기도 시흥시 정왕동 1800-8,7,12,0,0,0,0,10,0,0,시흥시청 복지정책과,0313103562,정시,09:00-18:00,200006,공공기관-지방자치단체,수세식,N,N,,Y,Y,여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101998,공중화장실,법제3조제16호-영제3조제1항제5호,함현상생종합사회복지관 화장실,경기도 시흥시 함송로29번길 67,경기도 시흥시 정왕동 1878-11,15,14,5,5,0,0,19,5,0,함현상생종합사회복지관,0314348040,정시,09:00-18:00,200412,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000101999,개방화장실,법제3조제16호-영제3조제1항제5호,시흥시목감종합사회복지관 화장실,경기도 시흥시 목감초등길 45,경기도 시흥시 조남동 산9-19,1,2,1,0,1,0,3,1,1,시흥시목감종합사회복지관,0314030110,정시,09:00-18:00,199904,공공기관-지방자치단체,수세식,N,N,,N,N,,202006,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000102000,공중화장실,법제3조제16호-영제3조제1항제5호,작은자리종합사회복지관,경기도 시흥시 시흥대로 1087,경기도 시흥시 신천동 882-2,2,3,2,1,0,0,3,2,0,작은자리종합사회복지관,0313136249,정시,09:00-18:00,200610,민간,수세식,N,N,,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000102011,개방화장실,법제3조제16호-영제3조제1항제1호,시흥에코센터 화장실,경기도 시흥시 경기과기대로 284(정왕동),경기도 시흥시 정왕동 2133,1,2,1,0,0,1,4,1,4,경기도 시흥시 환경정책과,0313105989,정시,09:30-17:30,201508,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000102015,개방화장실,법제3조제3호,시흥오이도박물관,경기도 시흥시 오이도로 332(정왕동),경기도 시흥시 정왕동 2022-6,3,9,3,0,1,0,6,3,10,시흥도시공사,0314886972,정시,"(평일, 주말)10:00-18:00+휴관일(매주월요일, 1월1일, 설날, 추석 당일) 이용불가",201907,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000102016,공중화장실,법제3조제5호,매꼴문화공원 화장실,경기도 시흥시 장곡동 861,경기도 시흥시 장곡동 861,2,2,1,0,1,0,4,1,1,경기도 시흥시 공원과,0313103873,상시,,202308,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000102017,공중화장실,법제3조제5호,가온근린공원 화장실,경기도 시흥시 장현순환로 50(장곡동),경기도 시흥시 장곡동 938-1,3,4,1,0,1,0,8,1,1,경기도 시흥시 공원과,0313103873,상시,,202307,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202440100000102018,공중화장실,법제3조제5호,따오기공원공중화장실,경기도 시흥시 동서로 914,경기도 시흥시 산현동 16-9,2,2,1,0,0,0,6,1,0,경기도 시흥시 공원과,0313103872,상시,,202310,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-27,I,2026-05-15 18:43:45,2024-12-27 10:50:15
4010000,202540100000100001,개방화장실,,SR프라자 개방화장실,"경기도 시흥시 수인로 3245, SR프라자 (은행동)",경기도 시흥시 은행동 649 SR프라자,1,1,1,1,0,0,1,1,0,김철호,0313138889,상시,,,민간,수세식,,Y,장애인화장실,N,N,,,2025-01-17,I,2026-05-15 18:43:46,2026-02-21 06:24:11
4010000,202540100000100002,개방화장실,,배곧로얄팰리스 테크노1차 개방화장실,"경기도 시흥시 서울대학로 59-21, 배곧로얄팰리스 테크노1차 (배곧동)",경기도 시흥시 배곧동 299-3 배곧로얄팰리스 테크노1차,3,4,0,0,0,0,4,0,0,강창욱(배곧로얄팰리스 테크노1차),0314329871,상시,,,민간,수세식,,Y,남자화장실+여자화장실,Y,N,,,2025-02-25,I,2026-05-15 18:43:46,2026-01-18 15:55:17
4010000,202540100000100003,개방화장실,,상록 A&C 빌딩 개방화장실,"경기도 시흥시 복지로 96, A&C빌딩 (대야동)",경기도 시흥시 대야동 568-2 A&C빌딩,2,2,0,0,0,0,2,0,0,상록빌딩관리단,0313120887,상시,,,민간,수세식,,N,,N,N,,,2025-06-04,I,2026-05-15 18:43:46,2026-01-18 15:55:04
4010000,202540100000100004,개방화장실,,신천패션타운A 개방화장실,경기도 시흥시 수인로3413번길 6 (신천동),경기도 시흥시 신천동 410-2,3,4,0,0,0,0,5,0,0,신천패션타운 상인회,0313648416,상시,,,민간,수세식,,N,,N,Y,여자화장실+남자화장실,,2025-12-26,I,2026-05-15 18:43:46,2026-01-18 15:54:49
4010000,202640100000100002,개방화장실,,동양타워지식산업센터 개방화장실,"경기도 시흥시 산기대학로 330, 동양타워지식산업센터 1층 (정왕동)",경기도 시흥시 정왕동 1290-14 동양타워지식산업센터,2,2,1,1,0,0,2,1,0,동양타워지식산업센터 관리위원회,03180638114,상시,,,민간,수세식,,Y,여자화장실,Y,N,,,2026-01-28,I,2026-05-15 18:43:46,2026-01-30 15:26:09
4010000,202640100000100003,개방화장실,,SB센타 스틸랜드 개방화장실,"경기도 시흥시 오이도로 21, STEEL LAND (정왕동)",경기도 시흥시 정왕동 2210 STEEL LAND,4,6,1,0,0,0,6,1,0,박경상(스틸랜드관리단),,상시,,,민간,수세식,,N,,Y,N,,,2026-02-20,I,2026-05-15 18:43:46,2026-02-20 15:04:17
4010000,202640100000100004,개방화장실,,더오션2차 개방화장실,"경기도 시흥시 거북섬둘레길 34, 더오션Ⅱ (정왕동)",경기도 시흥시 정왕동 2718-6 더오션Ⅱ,3,2,1,0,0,0,3,1,0,나재호(주식회사 혜안),,상시,,,민간,수세식,,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2026-02-20,I,2026-05-15 18:43:46,2026-02-20 15:08:32
4010000,202640100000100005,공중화장실,,능곡동 선사유적,"경기도 시흥시 능곡중앙로 140, 공원내 화장실 (능곡동)",경기도 시흥시 능곡동 489 공원내 화장실,0,1,1,0,0,0,1,1,0,경기도 시흥시 문화예술과,,정시,08:00~21:00,202509,공공기관-지방자치단체,수세식,,N,,Y,Y,여자화장실,,2026-03-05,I,2026-05-15 18:43:46,2026-03-05 10:40:10
4010000,202640100000100006,개방화장실,,거북섬동 행정복지센터,"경기도 시흥시 거북섬5길 16, 거북섬프라자 208, 209호 (정왕동)",경기도 시흥시 정왕동 2720-11 거북섬프라자,2,1,0,1,0,0,2,0,0,경기도 시흥시 거북섬동 행정복지센터,,정시,09:00~18:00,202307,공공기관-지방자치단체,수세식,,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2026-03-05,I,2026-05-15 18:43:46,2026-03-05 10:43:30
4010000,202640100000100007,개방화장실,,메가스퀘어 개방화장실,"경기도 시흥시 거북섬둘레길 10, 시화MTV 메가스퀘어 (정왕동)",경기도 시흥시 정왕동 2718-1 시화MTV 메가스퀘어,3,5,1,0,0,0,3,1,0,메가스퀘어,,정시,09:00~21:00,,민간,수세식,,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2026-03-13,I,2026-05-15 18:43:46,2026-03-13 13:11:35
