librry_nm,sido_nm,signgu_nm,librry_type_nm,close_day_info,opr_bgng_hr,opr_end_hr,temp_1_cont,temp_2_cont,temp_3_cont,temp_cont,read_seat_cnt,book_data_cnt,contuatn_publctn_data_cnt,nonbook_data_cnt,loan_posbl_volm_cnt,loan_posbl_day_cnt,refine_road_nm_addr,opr_inst_nm,librry_telno,plot_ar,buldng_ar,hmpg_addr,refine_wgs84_lat,refine_wgs84_logt,dat_crtr_ymd,sigun_nm
복정도서관,경기도,성남시,공공도서관,둘째 주 금+넷째 주 금+설 연휴+추석 연휴+신정,07:00,23:00,07:00,23:00,07:00,23:00,740,61675,44,0,6,14,경기도 성남시 수정구 복정로 118번길 7,경기도 성남시,031-729-8710,8579.56,848.65,https://www.snlib.go.kr/bj,37.463756,127.127865,20250828,성남시
고등도서관,경기도,성남시,공공도서관,월+법정공휴일+설 연휴+추석 연휴+신정,09:00,20:00,09:00,18:00,09:00,18:00,92,19959,20,0,6,14,"경기도 성남시 수정구 대왕판교로 980,고등행정복지센터 3층",경기도 성남시,031-729-1731,4863.85,806.0,https://www.snlib.go.kr/gd,37.4277013272,127.1022997886,20250828,성남시
구미1동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,4694,0,0,6,14,경기도 성남시 분당구 돌마로90번길 8(구미동),주민센터,031-729-8418,,50.0,https://www.snlib.go.kr/small,37.349267,127.111761,20250828,성남시
금광2동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,15,8631,0,0,6,14,경기도 성남시 중원구 광명로 345 (금광동),주민센터,031-729-6859,,50.0,https://www.snlib.go.kr/small,37.446264,127.164016,20250828,성남시
상대원3동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,14,8351,2,100,6,14,경기도 성남시 중원구 박석로 78 (상대원동),주민센터,031-729-6883,,34.0,https://www.snlib.go.kr/small,37.439674,127.165444,20250828,성남시
운중도서관,경기도,성남시,공공도서관,첫째 주 월+셋째 주 월+1월1일+설 연휴+추석 연휴,07:00,22:00,07:00,22:00,07:00,22:00,143,65080,38,363,6,14,경기도 성남시 분당구 판교원로81번길 9(운중동),경기도 성남시,031-729-4370,28137.0,1930.0,https://www.snlib.go.kr/uj,37.39004,127.075108,20250828,성남시
중앙도서관,경기도,성남시,공공도서관,첫째 주 월+셋째 주 월+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,1926,307954,87,68584,6,14,경기도 성남시 분당구 판교로 546,경기도 성남시,032-729-4500,58586.0,4260.0,https://www.snlib.go.kr/ct,37.40397,127.134714,20250828,성남시
중원어린이도서관,경기도,성남시,공공도서관,월+법정공휴일,09:00,20:00,09:00,18:00,09:00,18:00,678,111736,23,4657,6,14,경기도 성남시 중원구 산성대로 408,경기도 성남시,032-729-4352,3602.0,10560.0,https://www.snlib.go.kr/cjw,37.448098,127.158799,20250828,성남시
분당도서관,경기도,성남시,공공도서관,둘째 주 월+넷째 주 월+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,1382,310672,79,10653,6,14,경기도 성남시 분당구 불정로 110,경기도 성남시,031-729-4800,4053.0,8525.0,https://www.snlib.go.kr/bd,37.358103,127.116568,20250828,성남시
서현도서관,경기도,성남시,공공도서관,첫째 주 금+셋째 주 금+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,952,106350,57,1688,6,14,경기도 성남시 분당구 중앙공원로 77,경기도 성남시,031-729-8700,4222.0,844.0,https://www.snlib.go.kr/sh,37.383586,127.132471,20250828,성남시
서현청소년,경기도,성남시,작은도서관,일+공휴일,10:00,20:00,10:00,18:00,00:00,00:00,40,17698,13,0,6,14,경기도 성남시 분당구 불정로386번길 38(서현동),청소년육성재단,031-729-9456,,179.0,https://www.snlib.go.kr/small,37.37217,127.139874,20250828,성남시
수내1동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,16,6812,0,100,6,14,경기도 성남시 분당구 내정로173번길 21 (수내동),주민센터,031-729-7636,,69.0,https://www.snlib.go.kr/small,37.375423,127.118042,20250828,성남시
수정중앙,경기도,성남시,작은도서관,일+공휴일,09:00,18:00,09:00,14:00,00:00,00:00,30,1193,2,13,6,14,경기도 성남시 수정구 성남대로1480번길 38(복정동),수정중앙노인복지관,031-758-5519,,35.0,https://www.snlib.go.kr/small,37.461504,127.130448,20250828,성남시
숲에사는달조각,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,2792,0,0,6,14,경기도 성남시 중원구 희망로 374 (상대원동),상대원제2복지회관,070-8852-8016,,100.0,https://www.snlib.go.kr/small,37.438932,127.158919,20250828,성남시
야탑1동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,4,7717,0,166,6,14,경기도 성남시 분당구 장미로86번길 18 (야탑동),주민센터,031-729-7836,,81.0,https://www.snlib.go.kr/small,37.412026,127.130235,20250828,성남시
정자역,경기도,성남시,작은도서관,토+일+공휴일,11:00,20:00,00:00,00:00,00:00,00:00,6,5723,8,0,6,14,경기도 성남시 분당구 성남대로 지하 333(정자동),분당도서관,031-729-4853,,39.0,https://www.snlib.go.kr/small,37.366185,127.108015,20250828,성남시
정자청소년,경기도,성남시,작은도서관,일+월+공휴일,10:00,20:00,10:00,18:00,00:00,00:00,72,29074,18,0,6,14,경기도 성남시 분당구 성남대로407번길 12(정자동),청소년육성재단,031-729-9553,,272.0,https://www.snlib.go.kr/small,37.372742,127.106323,20250828,성남시
태평4동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,18,8070,0,345,6,14,경기도 성남시 수정구 남문로 134(태평4동),주민센터,031-729-5722,,101.0,https://www.snlib.go.kr/small,37.447702,127.141485,20250828,성남시
판교인생,경기도,성남시,작은도서관,일+공휴일,09:00,18:00,09:00,14:00,00:00,00:00,65,5196,8,0,6,14,경기도 성남시 분당구 판교역로 99,판교노인종합복지관,031-620-2817,,234.0,https://www.snlib.go.kr/small,37.390227,127.108622,20250828,성남시
하얀마을秀,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,3797,0,0,6,14,"경기도 성남시 분당구 금곡로25번길 10, 지하1층(구미동)",하얀마을복지회관,031-718-2779,,83.0,https://www.snlib.go.kr/small,37.344538,127.112319,20250828,성남시
LH다독,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,24,4231,0,0,6,14,"경기도 성남시 수정구 위례광장로 311, 1층",성남위례종합사회복지관,031-758-0703,,72.0,https://www.snlib.go.kr/small,37.471226,127.143735,20250828,성남시
경기성남교육도서관,경기도,성남시,공공도서관,매주월요일,09:00,22:00,09:00,22:00,09:00,22:00,553,235697,309,30365,10,21,경기도 성남시 수정구 공원로 370번길 26,경기도교육청,031-730-3500,6633.0,3825.43,https://lib.goe.go.kr/sn/,37.44663585,127.1500988,20241118,성남시
책테마파크도서관,경기도,성남시,공공도서관,월+법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,89,9409,7,0,6,14,"경기도 성남시 분당구 문정로 145(율동318), 책테마파크도서관",경기도 성남시,031-729-1765,5950.0,493.0,https://www.snlib.go.kr/bt,37.383356,127.150002,20250828,성남시
수정도서관,경기도,성남시,공공도서관,둘째 주 월+넷째 주 월+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,796,298198,71,13894,6,14,경기도 성남시 수정구 수정로332번길 32,성남도시개발공사,031-743-9600,6188.0,7923.0,https://www.snlib.go.kr/sj,37.4522387923,127.1528494649,20250828,성남시
판교어린이도서관,경기도,성남시,공공도서관,둘째 주 월+넷재 주 월+1월1일+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,398,129772,30,2376,6,14,경기도 성남시 분당구 판교역로 75(백현동),경기도 성남시,031-729-8880,8912.0,6273.0,https://www.snlib.go.kr/cpg,37.387525,127.107667,20250828,성남시
구미도서관,경기도,성남시,공공도서관,첫째 주 금+셋째 주 금+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,1356,211667,93,6547,6,14,경기도 성남시 분당구 미금일로 105(구미동),경기도 성남시,031-729-4700,5282.0,6824.0,https://www.snlib.go.kr/gm,37.34553,127.107689,20250828,성남시
위례도서관,경기도,성남시,공공도서관,월+법정공휴일+설 연휴+추석 연휴+신정,09:00,22:00,09:00,18:00,09:00,18:00,187,46416,18,0,6,14,"경기도 성남시 수정구 위례순환로 125, 위례행정복지센터 3층 및 4층",경기도 성남시,031-729-8950,5199.21,1025.52,https://www.snlib.go.kr/wr,37.471381,127.142316,20250828,성남시
도촌동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,33,11425,5,56,6,14,경기도 성남시 중원구 도촌북로 28 (도촌동),주민센터,031-729-6808,,113.0,https://www.snlib.go.kr/small,37.416467,127.152786,20250828,성남시
해오름도서관,경기도,성남시,공공도서관,첫째 주 월+셋째 주 월+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,696,84711,64,1747,6,14,경기도 성남시 중원구 희망로 403,경기도 성남시,032-729-8770,1735.0,4255.0,https://www.snlib.go.kr/hor,37.4416,127.159425,20250828,성남시
수내도서관,경기도,성남시,공공도서관,둘째 주 금+넷째 주 금+신정+설 연휴+추석 연휴,07:00,23:00,07:00,23:00,07:00,23:00,900,26415,64,0,6,14,경기도 성남시 분당구 불정로272,경기도 성남시,031-729-1717,3050.0,2168.0,https://www.snlib.go.kr/sn/index.do,37.367655,127.128686,20250828,성남시
수진2동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,26,15204,0,0,6,14,경기도 성남시 수정구 성남대로 1204 (수진동),주민센터,031-729-5931,,74.0,https://www.snlib.go.kr/small,37.437316,127.128747,20250828,성남시
은행2동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,38,7442,0,0,6,14,경기도 성남시 중원구 은이로 21(은행2동),주민센터,031-729-6718,,99.0,https://www.snlib.go.kr/small,37.457035,127.166517,20250828,성남시
중앙동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,26,5515,0,0,6,14,경기도 성남시 중원구 광명로264번길 1(중앙동),주민센터,031-729-6848,,50.0,https://www.snlib.go.kr/small,37.442896,127.156297,20250828,성남시
태평3동,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,14,15168,0,430,6,14,경기도 성남시 수정구 남문로 54 (태평3동),주민센터,031-729-5936,,91.0,https://www.snlib.go.kr/small,37.445341,127.133073,20250828,성남시
한솔,경기도,성남시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,14496,24,0,6,14,"경기도 성남시 분당구 내정로 94 (정자동,한솔주공7단지)",한솔종합사회복지관,031-8022-1177,,121.0,https://www.snlib.go.kr/small,37.367389,127.115509,20250828,성남시
중원청소년,경기도,성남시,작은도서관,일+월+공휴일,10:00,20:00,10:00,20:00,00:00,00:00,40,22453,19,0,6,14,경기도 성남시 중원구 둔촌대로 332 (하대원동),청소년육성재단,031-729-9374,,164.0,https://www.snlib.go.kr/small,37.429925,127.154991,20250828,성남시
한아름도서관,경기도,수원시,공공도서관,월요일+공휴일,09:00,21:00,09:00,18:00,09:00,18:00,120,34640,20,0,5,14,경기도 수원시 영통구 반달로 45(영통동 1012-5),대한불교조계종 사회복지재단,031-201-8350,7193.0,428.0,https://www.suwonlib.go.kr/bandal,37.250685,127.077386,20260101,수원시
반달어린이도서관,경기도,수원시,어린이도서관,토요일+일요일+공휴일,09:00,17:00,00:00,00:00,00:00,00:00,137,36889,46,1309,7,14,경기도 수원시 권선구 매송고색로 620(고색동 905-11),수원YMCA,031-291-6943,417.0,417.0,https://www.suwonlib.go.kr/swhope,37.247752,126.972927,20260101,수원시
서수원도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,746,218305,133,7558,7,14,경기도 수원시 권선구 탑동로57번길 35(탑동),경기도 수원시청,031-5191-4747,2634.0,4587.0,https://www.suwonlib.go.kr/seo,37.27311888,126.9720678,20260101,수원시
호매실도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,616,145150,134,0,7,14,경기도 수원시 권선구 칠보로 169(호매실동),경기도 수원시청,031-5191-4658,8627.0,4930.0,https://www.suwonlib.go.kr/hms,37.26641239,126.9579291,20260101,수원시
선경도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,820,471653,213,47377,7,14,경기도 수원시 팔달구 신풍로23번길 68(신풍동),경기도 수원시청,031-5191-4728,11056.0,8562.0,https://www.suwonlib.go.kr/sk/,37.28386229,127.0104308,20260101,수원시
대추골도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,500,119531,106,0,7,14,경기도 수원시 장안구 수일로 164(조원동),경기도 수원시청,031-5191-4543,3460.0,2692.0,https://www.suwonlib.go.kr/dcg,37.30660898,127.0080955,20260101,수원시
희망샘도서관,경기도,수원시,공공도서관,일요일+공휴일,09:00,22:00,09:00,20:00,00:00,00:00,65,48777,192,0,7,14,경기도 수원시 팔달구 권광로 293(인계동 333),수원시청소년청년재단,031-218-0420,55661.0,648.0,https://www.suwonlib.go.kr/sycc,37.27363194,127.0350112,20260101,수원시
바른샘어린이도서관,경기도,수원시,어린이도서관,월요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,324,111042,44,3541,7,14,경기도 수원시 영통구 매봉로 10(매탄동 1213),수원문화재단,031-216-9933,1612.0,2666.0,https://www.suwonlib.go.kr/bkid,37.268857,127.052367,20260101,수원시
광교푸른숲도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,626,76796,80,0,7,14,경기도 수원시 영통구 광교호수로 131(하동),경기도 수원시청,031-5191-3537,22086.0,4577.0,https://www.suwonlib.go.kr/gps,37.28095588,127.0668183,20260101,수원시
광교홍재도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,770,137551,109,0,7,14,경기도 수원시 영통구 대학로 88(이의동),경기도 수원시청,031-5191-4639,3057.0,9824.0,https://www.suwonlib.go.kr/gh/,37.302936,127.047441,20260101,수원시
태장마루도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,813,145422,100,0,7,14,경기도 수원시 영통구 태장로 46(망포동),경기도 수원시청,031-5191-4828,4676.0,3969.0,https://www.suwonlib.go.kr/tm/,37.238669,127.051003,20260101,수원시
일월도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,635,102119,107,0,7,14,경기도 수원시 장안구 일월천로 77(천천동),경기도 수원시청,031-5191-4890,6100.0,3966.0,https://www.suwonlib.go.kr/iw,37.286894,126.977793,20260101,수원시
버드내도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,480,98118,91,0,7,14,경기도 수원시 권선구 세권로94번길 29,경기도 수원시청,031-5191-4866,5548.0,4000.0,https://www.suwonlib.go.kr/bdn,37.25682311,127.0147766,20260101,수원시
경기평생교육학습관,경기도,수원시,공공도서관,월+국가지정공휴일,09:00,20:00,09:00,17:00,09:00,17:00,330,657201,112,17339,5,14,경기도 수원시 권선구 권중로 55,경기평생교육학습관,031-259-1028,4958.7,14900.0,http://lib.goe.go.kr/gglec,37.25229913,127.0321608,20240729,수원시
지혜샘어린이도서관,경기도,수원시,어린이도서관,월요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,303,120735,38,3755,7,14,경기도 수원시 권선구 동탄원천로 818(권선동),수원문화재단,031-225-5566,4107.0,2447.0,https://www.suwonlib.go.kr/jkid,37.248008,127.040081,20260101,수원시
망포글빛도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,512,68204,79,0,7,14,경기도 수원시 영통구 망포로 100(망포동),경기도 수원시청,031-5191-4288,3226.0,2929.0,https://www.suwonlib.go.kr/mpgb,37.2398725,127.0449655,20260101,수원시
매여울도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,484,74751,88,0,7,14,경기도 수원시 영통구 효원로 415,경기도 수원시청,031-5191-3571,2108.0,3913.0,https://www.suwonlib.go.kr/myu/,37.25932937,127.0473596,20260101,수원시
경기도교육청중앙도서관,경기도,수원시,공공도서관,매주 월요일+국가지정 공휴일,09:00,18:00,09:00,17:00,09:00,17:00,26,135638,248,94715,15,14,경기도 수원시 장안구 조원로 18,경기도교육청,031-240-4065,2216.0,2360.0,https://lib.goe.go.kr/gg/,37.29854278,127.0223635,20251101,수원시
중앙도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,488,236794,174,11446,7,14,경기도 수원시 팔달구 팔달산로 318(교동),경기도 수원시청,031-5191-4788,3438.0,2712.0,https://www.suwonlib.go.kr/ct,37.27358027,127.0121318,20260101,수원시
사랑샘도서관,경기도,수원시,공공도서관,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,52,26941,28,3812,7,14,경기도 수원시 영통구 창룡대로 255(이의동 1088-13),수원중앙복지재단,031-548-5660,7929.0,524.31,https://www.suwonlib.go.kr/swlove,37.29554841,127.0360962,20260101,수원시
화서다산도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,552,90374,116,0,7,14,경기도 수원시 팔달구 화양로68번길 7-35(화서동),경기도 수원시청,031-5191-3545,5467.0,3611.0,https://www.suwonlib.go.kr/hd,37.28564516,126.9974301,20260101,수원시
한림도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,423,88806,112,0,7,14,경기도 수원시 권선구 동수원로25번길 32-110(권선동),경기도 수원시청,031-5191-4855,7155.0,2417.0,https://www.suwonlib.go.kr/hl,37.23760102,127.0250249,20260101,수원시
창룡도서관,경기도,수원시,공공도서관,금요일+공휴일,07:00,23:00,07:00,21:00,07:00,21:00,663,99400,124,97,7,14,경기도 수원시 팔달구 월드컵로381번길 36(우만동),경기도 수원시청,031-5191-4881,5123.0,4337.0,https://www.suwonlib.go.kr/cy,37.29074267,127.027547,20260101,수원시
북수원도서관,경기도,수원시,공공도서관,월요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,745,228588,132,6710,7,14,경기도 수원시 장안구 만석로 65(정자동),경기도 수원시청,031-5191-4779,4530.0,4480.0,https://www.suwonlib.go.kr/buk,37.29766409,126.9883075,20260101,수원시
슬기샘어린이도서관,경기도,수원시,어린이도서관,월요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,314,110577,47,4264,7,14,경기도 수원시 장안구 송정로 9(송죽동),수원문화재단,031-242-6633,5100.0,2565.0,https://www.suwonlib.go.kr/skid,37.29757718,126.9991131,20260101,수원시
옥구공원숲속도서관,경기도,시흥시,작은도서관,법정공휴일,10:00,17:00,10:00,17:00,00:00,00:00,25,4338,0,0,10,14,경기도 시흥시 오이도로 58,경기도 시흥시청,031-319-8519,45.0,45.0,http://lib.siheung.go.kr,37.3518072,126.700967,20250905,시흥시
삼립식품작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,32,3876,6,192,10,14,경기도 시흥시 공단1대로 101,㈜삼립식품,031-496-2333,80.0,80.0,http://lib.siheung.go.kr,37.34408857,126.7161419,20250905,시흥시
늠내골실버작은도서관,경기도,시흥시,작은도서관,법정공휴일,09:00,18:00,09:00,15:00,00:00,00:00,18,7587,11,0,10,14,경기도 시흥시 장현능곡로 214,노인종합복지관,031-8063-2594,77.4,77.4,http://lib.siheung.go.kr,37.36865998,126.8133007,20250905,시흥시
평안골작은도서관,경기도,시흥시,작은도서관,법정공휴일,13:30,17:00,13:30,17:00,00:00,00:00,16,5922,0,0,10,14,경기도 시흥시 정왕대로298번길 36,정왕1동주민자치위원회,070-8814-5223,77.0,77.0,http://lib.siheung.go.kr,37.33946223,126.7419022,20250905,시흥시
함현공원작은도서관,경기도,시흥시,작은도서관,법정공휴일,13:00,17:00,09:00,17:00,00:00,00:00,24,8988,0,0,10,14,경기도 시흥시 함송로29번길 31,정왕4동주민자치위원회,070-4187-2634,100.0,100.0,http://lib.siheung.go.kr,37.36532905,126.7331599,20250905,시흥시
장곡도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,170,46089,22,132,10,14,경기도 시흥시 인선길 52,경기도 시흥시청,031-310-5233,1920.0,1920.0,http://lib.siheung.go.kr,37.37757881,126.7829731,20250905,시흥시
웃터골작은도서관,경기도,시흥시,작은도서관,법정공휴일,10:00,19:00,09:00,18:00,00:00,00:00,29,15866,3,36,10,14,경기도 시흥시 은계로 240,경기도 시흥시청,070-4255-1999,182.16,182.16,http://lib.siheung.go.kr,37.4433253,126.8044737,20250905,시흥시
배곧너나들이작은도서관,경기도,시흥시,작은도서관,법정공휴일,10:00,18:00,10:00,16:00,00:00,00:00,62,7391,0,0,10,14,경기도 시흥시 해송십리로 472-30,배곧누리초등학교,031-488-8603,221.0,221.0,http://lib.siheung.go.kr,37.38260925,126.7319868,20250905,시흥시
송운작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,10:00,17:00,00:00,00:00,00:00,00:00,13,4806,0,0,10,14,경기도 시흥시 옥구천동로 434,정왕2동주민자치위원회,070-4124-9573,84.5,84.5,http://lib.siheung.go.kr,37.3583724,126.7323096,20250905,시흥시
배곧도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,666,69389,30,43,10,14,경기도 시흥시 배곧4로 102,경기도 시흥시청,031-310-5280,5580.0,3896.0,http://lib.siheung.go.kr,37.37344303,126.7337992,20250905,시흥시
정왕어린이도서관,경기도,시흥시,공공도서관,금+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,85,69722,13,1209,10,14,경기도 시흥시 정왕시장길 45,경기도 시흥시청,031-310-5186,1030.0,997.0,http://lib.siheung.go.kr,37.345318,126.7481254,20250905,시흥시
군자도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,170,78476,18,1325,10,14,경기도 시흥시 군자로 499,경기도 시흥시청,031-310-5196,1305.0,1499.0,http://lib.siheung.go.kr,37.345624,126.7851913,20250905,시흥시
신천도서관,경기도,시흥시,공공도서관,월+법정공휴일,10:00,22:00,10:00,22:00,00:00,00:00,87,47843,11,558,10,14,경기도 시흥시 신천로 89-18,경기도 시흥시청,031-310-2570,746.0,663.0,http://lib.siheung.go.kr,37.438412,126.785024,20250905,시흥시
소래빛도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,363,107899,31,1432,10,14,경기도 시흥시 비둘기공원로 25,경기도 시흥시청,031-310-5245,1597.0,2993.0,http://lib.siheung.go.kr,37.443855,126.792596,20250905,시흥시
능곡도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,330,96393,24,1744,10,14,경기도 시흥시 능곡중앙로 85,경기도 시흥시청,031-310-2560,10719.0,3560.0,http://lib.siheung.go.kr,37.371372,126.813199,20250905,시흥시
새재골작은도서관,경기도,시흥시,작은도서관,월+토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,4252,0,0,10,14,경기도 시흥시 새재로 26,연성동 행정복지센터,070-7706-8838,36.0,36.0,http://lib.siheung.go.kr,37.38111052,126.8034088,20250905,시흥시
중앙도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,638,280562,32,3428,10,14,경기도 시흥시 정왕대로 191,경기도 시흥시청,031-310-5230,5013.0,3904.0,http://lib.siheung.go.kr,37.34813074,126.7356562,20250905,시흥시
은계도서관,경기도,시흥시,공공도서관,금+법정공휴일,09:00,18:00,09:00,22:00,00:00,00:00,261,19142,34,0,10,14,경기도 시흥시 수인로3247번길 33,경기도 시흥시청,031-310-2714,1219.0,2003.0,http://lib.siheung.go.kr,37.435619,126.7980019,20250905,시흥시
민들레작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,28,13361,8,0,10,14,경기도 시흥시 함송로29번길 67,함현상생종합사회복지관,031-434-8040,159.0,159.0,http://lib.siheung.go.kr,37.36426325,126.737525,20250905,시흥시
학미숲작은도서관,경기도,시흥시,작은도서관,법정공휴일,13:00,18:00,09:00,18:00,00:00,00:00,42,10612,0,3,10,14,경기도 시흥시 신현로 52,신현동 행정복지센터,031-316-1331,678.81,72.0,http://lib.siheung.go.kr,37.40552029,126.7844015,20250905,시흥시
매화도서관,경기도,시흥시,공공도서관,월+법정공휴일,10:00,22:00,10:00,22:00,00:00,00:00,115,42398,13,479,10,14,경기도 시흥시 매화로 20,경기도 시흥시청,031-310-2580,859.0,797.0,http://lib.siheung.go.kr,37.417656,126.815539,20250905,시흥시
목감도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,403,67024,16,103,10,14,경기도 시흥시 솔고개길 33,경기도 시흥시청,031-310-2590,1073.0,2983.0,http://lib.siheung.go.kr,37.38559315,126.8612785,20250905,시흥시
꿈나무작은도서관,경기도,시흥시,작은도서관,법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,39,16574,9,252,10,14,경기도 시흥시 정왕대로233번길 27,정왕종합사회복지관,031-319-6195,217.0,217.0,http://lib.siheung.go.kr,37.34737444,126.7407962,20250905,시흥시
우리동네작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,34,9950,8,279,10,14,경기도 시흥시 시흥대로 1087,작은자리종합사회복지관,070-5147-6090,107.0,107.0,http://lib.siheung.go.kr,37.43293702,126.792732,20250905,시흥시
솔숲작은도서관,경기도,시흥시,작은도서관,토+법정공휴일,15:00,18:00,00:00,00:00,00:00,00:00,11,2967,0,0,10,14,경기도 시흥시 미산로 66,신현동 행정복지센터,031-435-0710,33.0,33.0,http://lib.siheung.go.kr,37.4223146,126.7956854,20250905,시흥시
월곶도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,285,43032,21,245,10,14,경기도 시흥시 월곶해안로 161번길 7,경기도 시흥시청,031-310-2591,2333.0,704.0,http://lib.siheung.go.kr,37.38880223,126.736207,20250905,시흥시
연꽃향기작은도서관,경기도,시흥시,작은도서관,월+법정공휴일,10:00,21:00,09:00,18:00,00:00,00:00,22,9473,3,0,10,14,경기도 시흥시 관곡지로 260,시흥시청소년재단,031-435-5230,128.7,128.7,http://lib.siheung.go.kr,37.3918681,126.8149075,20250905,시흥시
소래너나들이작은도서관,경기도,시흥시,작은도서관,법정공휴일,10:00,18:00,10:00,16:00,00:00,00:00,25,2470,8,0,10,14,경기도 시흥시 호현로27번길 14,시흥시인재양성재단,031-435-9508,116.91,116.91,http://lib.siheung.go.kr,37.44407883,126.7835268,20250905,시흥시
